V1,V2,V3,V4,V5,V6,Class
3,3.0,1,6.0,2,1.0,18
3,3.0,1,7.0,2,1.0,18
3,3.0,1,8.0,2,1.0,18
3,3.0,5,3.0,4,1.0,18
3,3.0,5,4.0,4,1.0,18
3,3.0,5,5.0,4,1.0,18
3,3.0,5,6.0,4,1.0,18
3,3.0,5,7.0,4,1.0,18
3,3.0,5,8.0,4,1.0,18
4,3.0,2,3.0,3,1.0,18
4,3.0,2,4.0,3,1.0,18
4,3.0,2,5.0,3,1.0,18
4,3.0,2,6.0,3,1.0,18
4,3.0,2,7.0,3,1.0,18
4,3.0,2,8.0,3,1.0,18
4,3.0,6,3.0,5,1.0,18
4,3.0,6,4.0,5,1.0,18
4,3.0,6,5.0,5,1.0,18
4,3.0,6,6.0,5,1.0,18
4,3.0,6,7.0,5,1.0,18
4,3.0,6,8.0,5,1.0,18
3,1.0,2,3.0,1,1.0,9
3,1.0,3,3.0,1,1.0,9
3,1.0,3,4.0,1,1.0,9
3,1.0,3,5.0,1,1.0,9
3,1.0,3,6.0,1,1.0,9
3,1.0,3,7.0,1,1.0,9
3,1.0,3,8.0,1,1.0,9
3,1.0,4,1.0,1,1.0,9
3,1.0,4,3.0,1,1.0,9
3,1.0,4,4.0,1,1.0,9
3,1.0,4,5.0,1,1.0,9
3,1.0,4,6.0,1,1.0,9
3,1.0,4,7.0,1,1.0,9
3,1.0,4,8.0,1,1.0,9
3,1.0,5,1.0,1,1.0,9
3,1.0,5,3.0,1,1.0,9
3,1.0,5,4.0,1,1.0,9
3,1.0,5,5.0,1,1.0,9
3,1.0,5,6.0,1,1.0,9
3,1.0,5,7.0,1,1.0,9
3,1.0,5,8.0,1,1.0,9
3,1.0,6,1.0,1,1.0,9
3,1.0,6,3.0,1,1.0,9
3,1.0,6,4.0,1,1.0,9
3,1.0,6,5.0,1,1.0,9
3,1.0,6,6.0,1,1.0,9
3,1.0,6,7.0,1,1.0,9
3,1.0,6,8.0,1,1.0,9
3,1.0,7,1.0,1,1.0,9
3,1.0,7,3.0,1,1.0,9
3,1.0,7,4.0,1,1.0,9
3,1.0,7,5.0,1,1.0,9
3,1.0,7,6.0,1,1.0,9
3,1.0,7,7.0,1,1.0,9
3,1.0,7,8.0,1,1.0,9
3,1.0,8,1.0,1,1.0,9
3,1.0,8,3.0,1,1.0,9
3,1.0,8,4.0,1,1.0,9
3,1.0,8,5.0,1,1.0,9
3,1.0,8,6.0,1,1.0,9
3,1.0,8,7.0,1,1.0,9
3,1.0,8,8.0,1,1.0,9
3,2.0,2,1.0,1,1.0,9
3,2.0,2,3.0,1,1.0,9
3,2.0,2,4.0,1,2.0,9
3,2.0,3,1.0,1,1.0,9
3,2.0,3,3.0,1,1.0,9
3,2.0,3,4.0,1,2.0,9
3,2.0,3,5.0,1,2.0,9
3,2.0,3,6.0,1,2.0,9
3,2.0,3,7.0,1,2.0,9
3,2.0,3,8.0,1,2.0,9
3,2.0,4,1.0,1,1.0,9
3,2.0,4,1.0,1,2.0,9
3,2.0,4,2.0,1,1.0,9
3,2.0,4,2.0,1,2.0,9
3,2.0,4,3.0,1,1.0,9
3,2.0,4,4.0,1,2.0,9
3,2.0,4,5.0,1,2.0,9
3,2.0,4,6.0,1,2.0,9
3,2.0,4,7.0,1,2.0,9
3,2.0,4,8.0,1,2.0,9
3,2.0,5,1.0,1,1.0,9
3,2.0,5,1.0,1,2.0,9
3,2.0,5,2.0,1,1.0,9
3,2.0,5,2.0,1,2.0,9
3,2.0,5,3.0,1,1.0,9
3,2.0,5,4.0,1,2.0,9
3,2.0,5,5.0,1,2.0,9
3,2.0,5,6.0,1,2.0,9
3,2.0,5,7.0,1,2.0,9
3,2.0,5,8.0,1,2.0,9
3,2.0,6,1.0,1,1.0,9
3,2.0,6,1.0,1,2.0,9
3,2.0,6,2.0,1,1.0,9
3,2.0,6,2.0,1,2.0,9
3,2.0,6,3.0,1,1.0,9
3,2.0,6,4.0,1,2.0,9
3,2.0,6,5.0,1,2.0,9
3,2.0,6,6.0,1,2.0,9
3,2.0,6,7.0,1,2.0,9
3,2.0,6,8.0,1,2.0,9
3,2.0,7,1.0,1,1.0,9
3,2.0,7,1.0,1,2.0,9
3,2.0,7,2.0,1,1.0,9
3,2.0,7,2.0,1,2.0,9
3,2.0,7,3.0,1,1.0,9
3,2.0,7,4.0,1,2.0,9
3,2.0,7,5.0,1,2.0,9
3,2.0,7,6.0,1,2.0,9
3,2.0,7,7.0,1,2.0,9
3,2.0,7,8.0,1,2.0,9
3,2.0,8,1.0,1,1.0,9
3,2.0,8,1.0,1,2.0,9
3,2.0,8,2.0,1,1.0,9
3,2.0,8,2.0,1,2.0,9
3,2.0,8,3.0,1,1.0,9
3,2.0,8,4.0,1,2.0,9
3,2.0,8,5.0,1,2.0,9
3,2.0,8,6.0,1,2.0,9
3,2.0,8,7.0,1,2.0,9
3,2.0,8,8.0,1,2.0,9
3,3.0,1,4.0,3,1.0,9
3,3.0,1,5.0,3,1.0,9
3,3.0,1,6.0,3,1.0,9
3,3.0,1,7.0,3,1.0,9
3,3.0,1,8.0,3,1.0,9
3,3.0,2,4.0,3,1.0,9
3,3.0,2,5.0,3,1.0,9
3,3.0,2,6.0,3,1.0,9
3,3.0,2,7.0,3,1.0,9
3,3.0,2,8.0,3,1.0,9
3,3.0,3,1.0,1,1.0,9
3,3.0,3,2.0,1,1.0,9
3,3.0,3,4.0,3,1.0,9
3,3.0,3,5.0,3,1.0,9
3,3.0,3,6.0,3,1.0,9
3,3.0,3,7.0,3,1.0,9
3,3.0,3,8.0,3,1.0,9
3,3.0,4,1.0,1,1.0,9
3,3.0,4,1.0,2,1.0,9
3,3.0,4,3.0,2,1.0,9
3,3.0,4,4.0,1,1.0,9
3,3.0,4,4.0,2,1.0,9
3,3.0,4,4.0,3,1.0,9
3,3.0,4,5.0,2,1.0,9
3,3.0,4,5.0,3,1.0,9
3,3.0,4,6.0,2,1.0,9
3,3.0,4,6.0,3,1.0,9
3,3.0,4,7.0,2,1.0,9
3,3.0,4,7.0,3,1.0,9
3,3.0,4,8.0,2,1.0,9
3,3.0,4,8.0,3,1.0,9
3,3.0,5,1.0,1,1.0,9
3,3.0,5,1.0,2,1.0,9
3,3.0,5,2.0,2,1.0,9
3,3.0,5,3.0,2,1.0,9
3,3.0,5,4.0,1,1.0,9
3,3.0,5,4.0,2,1.0,9
3,3.0,5,4.0,3,1.0,9
3,3.0,5,5.0,1,1.0,9
3,3.0,5,5.0,2,1.0,9
3,3.0,5,5.0,3,1.0,9
3,3.0,5,6.0,2,1.0,9
3,3.0,5,6.0,3,1.0,9
3,3.0,5,7.0,2,1.0,9
3,3.0,5,7.0,3,1.0,9
3,3.0,5,8.0,2,1.0,9
3,3.0,5,8.0,3,1.0,9
3,3.0,6,1.0,1,1.0,9
3,3.0,6,1.0,2,1.0,9
3,3.0,6,2.0,2,1.0,9
3,3.0,6,3.0,2,1.0,9
3,3.0,6,4.0,1,1.0,9
3,3.0,6,4.0,2,1.0,9
3,3.0,6,4.0,3,1.0,
3,3.0,6,5.0,1,1.0,9
3,3.0,6,5.0,2,1.0,9
3,3.0,6,5.0,3,1.0,9
3,3.0,6,6.0,1,1.0,9
3,3.0,6,6.0,2,1.0,9
3,3.0,6,6.0,3,1.0,9
3,3.0,6,7.0,2,1.0,9
3,3.0,6,7.0,3,1.0,9
3,3.0,6,8.0,2,1.0,9
3,3.0,6,8.0,3,1.0,9
3,3.0,7,1.0,1,1.0,9
3,3.0,7,1.0,2,1.0,9
3,3.0,7,2.0,2,1.0,9
3,3.0,7,3.0,2,1.0,9
3,3.0,7,4.0,1,1.0,9
3,3.0,7,4.0,2,1.0,9
3,3.0,7,4.0,3,1.0,9
3,3.0,7,5.0,1,1.0,9
3,3.0,7,5.0,2,1.0,9
3,3.0,7,5.0,3,1.0,9
3,3.0,7,6.0,1,1.0,9
3,3.0,7,6.0,2,1.0,9
3,3.0,7,6.0,3,1.0,9
3,3.0,7,7.0,1,1.0,9
3,3.0,7,7.0,2,1.0,9
3,3.0,7,7.0,3,1.0,9
3,3.0,7,8.0,2,1.0,9
3,3.0,7,8.0,3,1.0,9
3,3.0,8,1.0,1,1.0,9
3,3.0,8,1.0,2,1.0,9
3,3.0,8,2.0,2,1.0,9
3,3.0,8,3.0,2,1.0,
3,3.0,8,4.0,1,1.0,9
3,3.0,8,4.0,2,1.0,9
3,3.0,8,4.0,3,1.0,9
3,3.0,8,5.0,1,1.0,9
3,3.0,8,5.0,2,1.0,9
3,3.0,8,5.0,3,1.0,9
3,3.0,8,6.0,1,1.0,9
3,3.0,8,6.0,2,1.0,9
3,3.0,8,6.0,3,1.0,9
3,3.0,8,7.0,1,1.0,9
3,3.0,8,7.0,2,1.0,9
3,3.0,8,7.0,3,1.0,9
3,3.0,8,8.0,1,1.0,9
3,3.0,8,8.0,2,1.0,9
3,3.0,8,8.0,3,1.0,9
4,1.0,2,3.0,1,1.0,9
4,2.0,2,3.0,1,1.0,9
4,3.0,1,4.0,4,1.0,9
4,3.0,1,5.0,4,1.0,9
4,3.0,1,6.0,4,1.0,9
4,3.0,1,7.0,4,1.0,9
4,3.0,1,8.0,4,1.0,9
4,3.0,2,3.0,1,1.0,9
4,3.0,2,4.0,4,1.0,9
4,3.0,2,5.0,4,1.0,9
4,3.0,2,6.0,4,1.0,9
4,3.0,2,7.0,4,1.0,9
4,3.0,2,8.0,4,1.0,9
4,3.0,3,4.0,4,1.0,
4,3.0,3,5.0,4,1.0,9
4,3.0,3,6.0,4,1.0,9
4,3.0,3,7.0,4,1.0,9
4,3.0,3,8.0,4,1.0,9
4,3.0,4,4.0,4,1.0,9
4,3.0,4,5.0,4,1.0,9
4,3.0,4,6.0,4,1.0,9
4,3.0,4,7.0,4,1.0,9
4,3.0,4,8.0,4,1.0,9
4,3.0,5,4.0,4,1.0,9
4,3.0,5,5.0,4,1.0,9
4,3.0,5,6.0,4,1.0,9
4,3.0,5,7.0,4,1.0,9
4,3.0,5,8.0,4,1.0,9
4,3.0,6,4.0,4,1.0,9
4,3.0,6,5.0,4,1.0,9
4,3.0,6,6.0,4,1.0,9
4,3.0,6,7.0,4,1.0,9
4,3.0,6,8.0,4,1.0,9
4,3.0,7,4.0,4,1.0,9
4,3.0,7,5.0,4,1.0,9
4,3.0,7,6.0,4,1.0,9
4,3.0,7,7.0,4,1.0,9
4,3.0,7,8.0,4,1.0,9
4,3.0,8,4.0,4,1.0,9
4,3.0,8,5.0,4,1.0,9
4,3.0,8,6.0,4,1.0,9
4,3.0,8,7.0,4,1.0,9
4,3.0,8,8.0,4,1.0,9
3,1.0,2,4.0,1,1.0,7
3,3.0,2,2.0,2,1.0,7
3,3.0,2,3.0,2,1.0,7
3,3.0,2,4.0,2,1.0,7
3,3.0,2,5.0,2,1.0,7
3,3.0,2,6.0,2,1.0,7
3,3.0,2,7.0,2,1.0,7
3,3.0,2,8.0,2,1.0,7
3,3.0,3,2.0,2,1.0,7
3,3.0,3,4.0,2,1.0,7
3,3.0,3,5.0,2,1.0,7
3,3.0,3,6.0,2,1.0,7
3,3.0,3,7.0,2,1.0,7
3,3.0,3,8.0,2,1.0,7
3,3.0,4,2.0,1,1.0,7
3,3.0,4,2.0,2,1.0,7
3,3.0,4,2.0,3,1.0,7
3,3.0,4,3.0,1,1.0,7
3,3.0,4,3.0,3,1.0,7
3,3.0,5,2.0,1,1.0,7
3,3.0,5,2.0,3,1.0,7
3,3.0,5,3.0,1,1.0,7
3,3.0,5,3.0,3,1.0,7
3,3.0,6,2.0,1,1.0,7
3,3.0,6,3.0,1,1.0,7
3,3.0,6,3.0,3,1.0,7
3,3.0,7,2.0,1,1.0,7
3,3.0,7,3.0,1,1.0,7
3,3.0,7,3.0,3,1.0,7
3,3.0,8,2.0,1,1.0,7
3,3.0,8,3.0,1,1.0,7
3,3.0,8,3.0,3,1.0,7
4,1.0,2,3.0,2,1.0,7
4,1.0,2,4.0,1,1.0,7
4,1.0,2,4.0,2,1.0,7
4,1.0,4,2.0,2,1.0,7
4,1.0,5,2.0,2,1.0,7
4,1.0,6,2.0,2,1.0,7
4,1.0,7,2.0,2,1.0,7
4,1.0,8,2.0,2,1.0,7
4,2.0,2,3.0,2,1.0,7
4,2.0,2,4.0,1,1.0,7
4,2.0,2,4.0,2,1.0,7
4,2.0,2,5.0,1,1.0,7
4,2.0,2,5.0,2,1.0,7
4,2.0,2,6.0,1,1.0,7
4,2.0,2,6.0,2,1.0,7
4,2.0,2,7.0,1,1.0,7
4,2.0,2,7.0,2,1.0,7
4,2.0,2,8.0,1,1.0,7
4,2.0,2,8.0,2,1.0,7
4,2.0,3,2.0,2,1.0,7
4,2.0,4,3.0,2,2.0,7
4,2.0,5,3.0,2,2.0,7
4,2.0,6,3.0,2,2.0,
4,2.0,7,3.0,2,2.0,7
4,2.0,8,3.0,2,2.0,7
4,3.0,2,3.0,2,1.0,7
4,3.0,2,4.0,1,1.0,7
4,3.0,2,4.0,2,1.0,7
4,3.0,2,5.0,1,1.0,7
4,3.0,2,5.0,2,1.0,7
4,3.0,2,6.0,1,1.0,7
4,3.0,2,6.0,2,1.0,7
4,3.0,2,7.0,1,1.0,7
4,3.0,2,7.0,2,1.0,7
4,3.0,2,8.0,1,1.0,7
4,3.0,2,8.0,2,1.0,7
4,3.0,3,2.0,2,1.0,7
4,3.0,5,2.0,1,1.0,7
4,3.0,5,2.0,3,1.0,7
4,3.0,6,2.0,1,1.0,7
4,3.0,6,2.0,3,1.0,7
4,3.0,7,2.0,1,1.0,7
4,3.0,7,2.0,3,1.0,7
4,3.0,8,2.0,1,1.0,7
4,3.0,8,2.0,3,1.0,7
4,4.0,5,2.0,1,1.0,7
4,4.0,6,2.0,1,1.0,7
4,4.0,7,2.0,1,1.0,7
4,4.0,8,2.0,1,1.0,7
3,2.0,2,5.0,1,2.0,15
4,1.0,1,2.0,6,1.0,15
4,1.0,1,2.0,8,1.0,15
4,1.0,2,2.0,6,1.0,15
4,1.0,2,2.0,8,1.0,15
4,1.0,3,2.0,1,1.0,15
4,1.0,3,2.0,6,1.0,15
4,1.0,3,2.0,8,1.0,15
4,1.0,4,2.0,1,1.0,15
4,1.0,4,2.0,6,1.0,15
4,1.0,4,2.0,8,1.0,15
4,1.0,4,3.0,1,1.0,15
4,1.0,4,3.0,1,2.0,15
4,1.0,4,3.0,2,1.0,15
4,1.0,4,3.0,2,2.0,15
4,1.0,5,2.0,1,1.0,15
4,1.0,5,2.0,6,1.0,15
4,1.0,5,2.0,8,1.0,15
4,1.0,5,3.0,1,1.0,15
4,1.0,5,3.0,1,2.0,15
4,1.0,5,3.0,2,1.0,15
4,1.0,5,3.0,2,2.0,15
4,1.0,6,2.0,1,1.0,15
4,1.0,6,2.0,8,1.0,15
4,1.0,6,3.0,1,1.0,15
4,1.0,6,3.0,1,2.0,15
4,1.0,6,3.0,2,1.0,15
4,1.0,6,3.0,2,2.0,15
4,1.0,7,2.0,1,1.0,15
4,1.0,7,3.0,1,1.0,15
4,1.0,7,3.0,1,2.0,15
4,1.0,7,3.0,2,1.0,15
4,1.0,7,3.0,2,2.0,15
4,1.0,8,2.0,1,1.0,15
4,1.0,8,3.0,1,1.0,15
4,1.0,8,3.0,1,2.0,15
4,1.0,8,3.0,2,1.0,15
4,1.0,8,3.0,2,2.0,15
4,2.0,1,3.0,1,1.0,15
4,2.0,1,3.0,2,1.0,15
4,2.0,2,4.0,1,2.0,15
4,2.0,2,4.0,2,2.0,15
4,2.0,2,5.0,1,2.0,15
4,2.0,2,5.0,2,2.0,15
4,2.0,3,2.0,1,1.0,15
4,2.0,3,3.0,1,1.0,15
4,2.0,3,3.0,1,2.0,15
4,2.0,3,3.0,2,1.0,15
4,2.0,3,3.0,2,2.0,15
4,2.0,4,3.0,1,1.0,15
4,2.0,4,3.0,1,2.0,15
4,2.0,4,3.0,2,1.0,15
4,2.0,4,4.0,1,1.0,15
4,2.0,4,4.0,2,1.0,15
4,2.0,4,4.0,2,3.0,15
4,2.0,4,5.0,1,1.0,15
4,2.0,4,5.0,2,1.0,15
4,2.0,4,6.0,1,1.0,15
4,2.0,4,6.0,2,1.0,15
4,2.0,4,7.0,1,1.0,15
4,2.0,4,7.0,2,1.0,15
4,2.0,4,8.0,1,1.0,15
4,2.0,4,8.0,2,1.0,15
4,2.0,5,1.0,1,1.0,15
4,2.0,5,1.0,2,1.0,15
4,2.0,5,2.0,1,1.0,15
4,2.0,5,2.0,2,1.0,15
4,2.0,5,2.0,6,1.0,15
4,2.0,5,2.0,8,1.0,15
4,2.0,5,3.0,1,1.0,15
4,2.0,5,3.0,1,2.0,15
4,2.0,5,3.0,2,1.0,15
4,2.0,5,4.0,1,1.0,15
4,2.0,5,4.0,2,1.0,15
4,2.0,5,4.0,2,3.0,15
4,2.0,5,5.0,1,1.0,15
4,2.0,5,5.0,2,1.0,15
4,2.0,5,6.0,1,1.0,15
4,2.0,5,6.0,2,1.0,15
4,2.0,5,7.0,1,1.0,15
4,2.0,5,7.0,2,1.0,15
4,2.0,5,8.0,1,1.0,15
4,2.0,5,8.0,2,1.0,15
4,2.0,6,1.0,1,1.0,15
4,2.0,6,1.0,2,1.0,15
4,2.0,6,2.0,1,1.0,15
4,2.0,6,2.0,2,1.0,15
4,2.0,6,2.0,8,1.0,15
4,2.0,6,3.0,1,1.0,15
4,2.0,6,3.0,1,2.0,15
4,2.0,6,3.0,2,1.0,15
4,2.0,6,4.0,1,1.0,15
4,2.0,6,4.0,2,1.0,15
4,2.0,6,4.0,2,3.0,15
4,2.0,6,5.0,1,1.0,15
4,2.0,6,5.0,2,1.0,15
4,2.0,6,6.0,1,1.0,15
4,2.0,6,6.0,2,1.0,15
4,2.0,6,7.0,1,1.0,15
4,2.0,6,7.0,2,1.0,15
4,2.0,6,8.0,1,1.0,15
4,2.0,6,8.0,2,1.0,15
4,2.0,7,1.0,1,1.0,15
4,2.0,7,1.0,2,1.0,15
4,2.0,7,2.0,1,1.0,15
4,2.0,7,2.0,2,1.0,15
4,2.0,7,3.0,1,1.0,15
4,2.0,7,3.0,1,2.0,15
4,2.0,7,3.0,2,1.0,15
4,2.0,7,4.0,1,1.0,15
4,2.0,7,4.0,2,1.0,15
4,2.0,7,4.0,2,3.0,15
4,2.0,7,5.0,1,1.0,15
4,2.0,7,5.0,2,1.0,15
4,2.0,7,6.0,1,1.0,15
4,2.0,7,6.0,2,1.0,15
4,2.0,7,7.0,1,1.0,15
4,2.0,7,7.0,2,1.0,15
4,2.0,7,8.0,1,1.0,15
4,2.0,7,8.0,2,1.0,15
4,2.0,8,1.0,1,1.0,15
4,2.0,8,1.0,2,1.0,15
4,2.0,8,2.0,1,1.0,15
4,2.0,8,2.0,2,1.0,15
4,2.0,8,3.0,1,1.0,15
4,2.0,8,3.0,1,2.0,15
4,2.0,8,3.0,2,1.0,15
4,2.0,8,4.0,1,1.0,15
4,2.0,8,4.0,2,1.0,15
4,2.0,8,4.0,2,3.0,15
4,2.0,8,5.0,1,1.0,15
4,2.0,8,5.0,2,1.0,
4,2.0,8,6.0,1,1.0,15
4,2.0,8,6.0,2,1.0,15
4,2.0,8,7.0,1,1.0,15
4,2.0,8,7.0,2,1.0,15
4,2.0,8,8.0,1,1.0,15
4,2.0,8,8.0,2,1.0,15
4,3.0,1,2.0,3,1.0,15
4,3.0,1,2.0,5,1.0,15
4,3.0,1,2.0,7,1.0,15
4,3.0,2,2.0,5,1.0,15
4,3.0,2,2.0,7,1.0,15
4,3.0,2,4.0,1,2.0,15
4,3.0,2,4.0,2,2.0,15
4,3.0,2,5.0,1,2.0,15
4,3.0,2,5.0,2,2.0,15
4,3.0,2,6.0,1,2.0,15
4,3.0,2,6.0,2,2.0,15
4,3.0,2,7.0,1,2.0,15
4,3.0,2,7.0,2,2.0,15
4,3.0,2,8.0,1,2.0,15
4,3.0,2,8.0,2,2.0,15
4,3.0,3,2.0,1,1.0,15
4,3.0,3,2.0,3,1.0,15
4,3.0,3,2.0,5,1.0,15
4,3.0,3,2.0,7,1.0,15
4,3.0,3,3.0,2,2.0,15
4,3.0,4,2.0,1,1.0,15
4,3.0,4,2.0,2,1.0,15
4,3.0,4,2.0,3,1.0,15
4,3.0,4,2.0,5,1.0,15
4,3.0,4,2.0,7,1.0,15
4,3.0,5,2.0,2,1.0,15
4,3.0,5,2.0,4,1.0,15
4,3.0,5,3.0,1,1.0,15
4,3.0,5,3.0,2,1.0,15
4,3.0,5,3.0,3,1.0,15
4,3.0,5,3.0,4,1.0,15
4,3.0,6,2.0,2,1.0,15
4,3.0,6,2.0,4,1.0,15
4,3.0,6,2.0,8,1.0,15
4,3.0,6,3.0,1,1.0,15
4,3.0,6,3.0,2,1.0,15
4,3.0,6,3.0,3,1.0,15
4,3.0,6,3.0,4,1.0,15
4,3.0,7,2.0,2,1.0,15
4,3.0,7,3.0,1,1.0,15
4,3.0,7,3.0,2,1.0,15
4,3.0,7,3.0,3,1.0,15
4,3.0,7,3.0,4,1.0,15
4,3.0,8,2.0,2,1.0,15
4,3.0,8,3.0,1,1.0,15
4,3.0,8,3.0,2,1.0,15
4,3.0,8,3.0,3,1.0,15
4,3.0,8,3.0,4,1.0,15
4,4.0,1,2.0,7,1.0,15
4,4.0,2,2.0,7,1.0,15
4,4.0,3,2.0,1,1.0,15
4,4.0,3,2.0,7,1.0,15
4,4.0,4,2.0,1,1.0,15
4,4.0,4,2.0,2,1.0,15
4,4.0,4,2.0,7,1.0,15
4,4.0,5,2.0,2,1.0,15
4,4.0,6,2.0,2,1.0,15
4,4.0,6,2.0,8,1.0,15
4,4.0,7,2.0,2,1.0,15
4,4.0,8,2.0,2,1.0,15
3,1.0,1,2.0,5,1.0,14
3,1.0,1,2.0,7,1.0,14
3,1.0,2,2.0,5,1.0,14
3,1.0,2,2.0,7,1.0,14
3,1.0,2,5.0,1,1.0,14
3,1.0,3,2.0,5,1.0,14
3,1.0,3,2.0,7,1.0,14
3,1.0,4,2.0,5,1.0,14
3,1.0,4,2.0,7,1.0,14
3,1.0,4,4.0,1,2.0,14
3,1.0,4,4.0,1,3.0,14
3,1.0,5,2.0,7,1.0,14
3,1.0,5,4.0,1,2.0,14
3,1.0,5,4.0,1,3.0,14
3,1.0,6,4.0,1,2.0,14
3,1.0,6,4.0,1,3.0,14
3,1.0,7,4.0,1,2.0,14
3,1.0,7,4.0,1,3.0,14
3,1.0,8,4.0,1,2.0,14
3,1.0,8,4.0,1,3.0,14
3,2.0,4,2.0,5,1.0,14
3,2.0,4,2.0,6,1.0,14
3,2.0,4,2.0,7,1.0,14
3,2.0,4,2.0,8,1.0,14
3,2.0,5,2.0,7,1.0,14
3,3.0,1,2.0,4,1.0,14
3,3.0,1,2.0,6,1.0,14
3,3.0,1,2.0,8,1.0,14
3,3.0,2,2.0,4,1.0,14
3,3.0,2,2.0,6,1.0,14
3,3.0,2,2.0,8,1.0,14
3,3.0,3,2.0,4,1.0,14
3,3.0,3,2.0,6,1.0,14
3,3.0,3,2.0,8,1.0,14
3,3.0,4,2.0,4,1.0,14
3,3.0,4,2.0,6,1.0,14
3,3.0,4,2.0,8,1.0,14
3,3.0,5,2.0,7,1.0,14
3,3.0,6,2.0,3,1.0,14
4,1.0,1,2.0,7,1.0,14
4,1.0,1,3.0,1,1.0,14
4,1.0,1,3.0,2,1.0,14
4,1.0,1,3.0,6,2.0,14
4,1.0,1,3.0,8,1.0,14
4,1.0,1,3.0,8,2.0,14
4,1.0,2,2.0,7,1.0,14
4,1.0,2,3.0,6,2.0,14
4,1.0,2,3.0,8,1.0,14
4,1.0,2,3.0,8,2.0,14
4,1.0,2,5.0,1,1.0,14
4,1.0,2,5.0,2,1.0,14
4,1.0,3,2.0,2,1.0,14
4,1.0,3,2.0,7,1.0,14
4,1.0,3,3.0,1,1.0,14
4,1.0,3,3.0,1,2.0,14
4,1.0,3,3.0,2,1.0,14
4,1.0,3,3.0,6,2.0,14
4,1.0,3,3.0,8,1.0,14
4,1.0,3,3.0,8,2.0,14
4,1.0,4,2.0,7,1.0,14
4,1.0,4,3.0,6,2.0,14
4,1.0,4,3.0,8,1.0,14
4,1.0,4,3.0,8,2.0,14
4,1.0,4,4.0,1,1.0,14
4,1.0,4,4.0,1,2.0,14
4,1.0,4,4.0,1,3.0,14
4,1.0,4,4.0,2,1.0,14
4,1.0,4,5.0,1,1.0,14
4,1.0,4,5.0,2,1.0,14
4,1.0,4,6.0,1,1.0,14
4,1.0,4,6.0,2,1.0,14
4,1.0,4,7.0,1,1.0,14
4,1.0,4,7.0,2,1.0,14
4,1.0,4,8.0,1,1.0,14
4,1.0,4,8.0,2,1.0,14
4,1.0,5,1.0,1,1.0,14
4,1.0,5,1.0,2,1.0,14
4,1.0,5,2.0,7,1.0,14
4,1.0,5,3.0,8,1.0,14
4,1.0,5,3.0,8,2.0,14
4,1.0,5,4.0,1,1.0,14
4,1.0,5,4.0,1,2.0,14
4,1.0,5,4.0,1,3.0,14
4,1.0,5,4.0,2,1.0,14
4,1.0,5,5.0,1,1.0,14
4,1.0,5,5.0,2,1.0,14
4,1.0,5,6.0,1,1.0,14
4,1.0,5,6.0,2,1.0,14
4,1.0,5,7.0,1,1.0,14
4,1.0,5,7.0,2,1.0,14
4,1.0,5,8.0,1,1.0,14
4,1.0,5,8.0,2,1.0,14
4,1.0,6,1.0,1,1.0,14
4,1.0,6,1.0,2,1.0,14
4,1.0,6,3.0,6,1.0,14
4,1.0,6,3.0,7,1.0,14
4,1.0,6,3.0,8,1.0,14
4,1.0,6,3.0,8,2.0,14
4,1.0,6,4.0,1,1.0,14
4,1.0,6,4.0,1,2.0,14
4,1.0,6,4.0,1,3.0,14
4,1.0,6,4.0,2,1.0,14
4,1.0,6,5.0,1,1.0,14
4,1.0,6,5.0,2,1.0,14
4,1.0,6,6.0,1,1.0,14
4,1.0,6,6.0,2,1.0,14
4,1.0,6,7.0,1,1.0,14
4,1.0,6,7.0,2,1.0,14
4,1.0,6,8.0,1,1.0,14
4,1.0,6,8.0,2,1.0,14
4,1.0,7,1.0,1,1.0,14
4,1.0,7,1.0,2,1.0,14
4,1.0,7,4.0,1,1.0,14
4,1.0,7,4.0,1,2.0,14
4,1.0,7,4.0,1,3.0,14
4,1.0,7,4.0,2,1.0,14
4,1.0,7,4.0,8,1.0,14
4,1.0,7,5.0,1,1.0,14
4,1.0,7,5.0,2,1.0,14
4,1.0,7,5.0,8,1.0,14
4,1.0,7,6.0,1,1.0,14
4,1.0,7,6.0,2,1.0,14
4,1.0,7,7.0,1,1.0,14
4,1.0,7,7.0,2,1.0,14
4,1.0,7,8.0,1,1.0,14
4,1.0,7,8.0,2,1.0,14
4,1.0,8,1.0,1,1.0,14
4,1.0,8,1.0,2,1.0,14
4,1.0,8,4.0,1,1.0,14
4,1.0,8,4.0,1,2.0,14
4,1.0,8,4.0,1,3.0,14
4,1.0,8,4.0,2,1.0,14
4,1.0,8,5.0,1,1.0,14
4,1.0,8,5.0,2,1.0,14
4,1.0,8,6.0,1,1.0,14
4,1.0,8,6.0,2,1.0,14
4,1.0,8,7.0,1,1.0,14
4,1.0,8,7.0,2,1.0,14
4,1.0,8,8.0,1,1.0,14
4,1.0,8,8.0,2,1.0,14
4,2.0,1,3.0,6,2.0,14
4,2.0,1,3.0,8,1.0,14
4,2.0,1,3.0,8,2.0,14
4,2.0,1,4.0,1,1.0,14
4,2.0,1,4.0,1,2.0,14
4,2.0,1,4.0,2,1.0,14
4,2.0,1,4.0,2,2.0,14
4,2.0,1,5.0,1,1.0,14
4,2.0,1,5.0,2,1.0,14
4,2.0,2,3.0,6,2.0,14
4,2.0,2,3.0,8,1.0,14
4,2.0,2,3.0,8,2.0,14
4,2.0,3,1.0,1,1.0,14
