height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
9.0,71.0,639.0,7.889,0.294,0.762,2.16,,487.0,87.0,1
10.0,83.0,830.0,8.3,0.425,0.86,2.92,353.0,714.0,,1
,132.0,1056.0,16.5,,0.921,,380.0,973.0,181.0,
6.0,101.0,606.0,16.833,0.393,0.752,1.98,238.0,,120.0,1
6.0,51.0,306.0,8.5,0.454,0.817,2.44,139.0,250.0,57.0,1
,45.0,270.0,7.5,0.456,0.967,1.64,123.0,261.0,75.0,1
,44.0,704.0,2.75,0.376,0.744,2.39,,,111.0,1
9.0,35.0,315.0,3.889,0.397,0.832,1.92,125.0,,65.0,
9.0,42.0,378.0,4.667,0.452,0.942,2.85,171.0,356.0,60.0,1
11.0,104.0,1144.0,9.455,0.367,0.747,2.56,420.0,854.0,164.0,1
13.0,414.0,5382.0,31.846,0.357,0.653,3.08,1919.0,3514.0,623.0,1
10.0,181.0,1810.0,18.1,0.491,0.866,3.25,888.0,1567.0,273.0,1
11.0,413.0,4543.0,37.545,0.356,0.806,,1619.0,3662.0,664.0,1
13.0,,4524.0,26.769,0.308,0.721,2.57,1395.0,3262.0,543.0,1
12.0,414.0,4968.0,34.5,0.313,0.734,2.3,1554.0,3646.0,675.0,1
10.0,20.0,200.0,,0.4,0.605,3.48,80.0,,23.0,1
10.0,413.0,,41.3,0.315,0.731,2.47,1302.0,3018.0,527.0,1
10.0,51.0,510.0,5.1,,,3.12,209.0,340.0,67.0,1
12.0,69.0,828.0,5.75,0.4,0.74,3.48,331.0,613.0,95.0,1
10.0,121.0,1210.0,12.1,,0.849,2.7,486.0,1027.0,180.0,1
12.0,118.0,1416.0,9.833,0.35,0.778,2.98,495.0,1102.0,166.0,
12.0,105.0,1260.0,8.75,,0.717,2.91,466.0,903.0,160.0,1
33.0,28.0,,0.848,0.098,0.271,5.69,91.0,250.0,16.0,5
17.0,60.0,1020.0,,0.139,0.371,7.1,142.0,378.0,20.0,5
10.0,33.0,330.0,3.3,0.282,0.839,,93.0,277.0,51.0,1
10.0,50.0,500.0,5.0,0.472,0.812,2.74,236.0,406.0,86.0,1
10.0,,980.0,9.8,0.392,0.849,,384.0,832.0,154.0,1
,1.0,10.0,0.1,1.0,1.0,10.0,10.0,10.0,1.0,4
9.0,108.0,972.0,12.0,0.389,0.88,2.22,378.0,855.0,170.0,
14.0,186.0,2604.0,13.286,0.307,0.652,2.5,799.0,1698.0,319.0,1
,39.0,234.0,,0.466,0.889,2.1,109.0,208.0,52.0,1
6.0,89.0,534.0,14.833,,0.82,2.03,215.0,438.0,106.0,1
,65.0,260.0,16.25,0.296,,2.66,,164.0,29.0,1
7.0,389.0,2723.0,55.571,0.167,0.584,,455.0,1591.0,381.0,1
3.0,3.0,9.0,1.0,0.778,0.778,7.0,7.0,7.0,1.0,1
19.0,45.0,855.0,2.368,0.243,0.582,3.01,208.0,,69.0,1
,96.0,2304.0,4.0,0.208,,3.18,480.0,1161.0,151.0,1
18.0,,1422.0,4.389,0.257,0.616,,365.0,876.0,115.0,1
24.0,64.0,1536.0,2.667,0.227,0.57,3.38,348.0,875.0,103.0,1
18.0,48.0,864.0,2.667,0.264,0.524,,228.0,453.0,53.0,1
,64.0,1152.0,3.556,0.261,0.705,3.24,301.0,812.0,93.0,1
12.0,10.0,,0.833,0.442,,,53.0,95.0,10.0,1
9.0,35.0,315.0,3.889,0.273,0.654,1.65,86.0,206.0,52.0,1
9.0,,693.0,,0.251,0.56,,174.0,388.0,,1
9.0,21.0,,2.333,0.302,0.614,,57.0,116.0,30.0,1
9.0,,207.0,2.556,0.169,0.319,2.92,35.0,66.0,12.0,1
10.0,26.0,260.0,2.6,0.312,0.577,2.03,81.0,150.0,40.0,1
,264.0,2376.0,29.333,0.261,0.612,1.99,619.0,1455.0,311.0,1
5.0,7.0,35.0,1.4,0.229,0.6,2.67,8.0,21.0,3.0,5
10.0,197.0,1970.0,19.7,0.245,0.751,1.87,482.0,1479.0,,1
,68.0,612.0,,,0.789,2.33,205.0,483.0,88.0,1
9.0,17.0,,1.889,0.144,0.458,3.14,22.0,70.0,7.0,5
4.0,8.0,32.0,2.0,0.344,,5.5,,17.0,2.0,5
85.0,,5865.0,0.812,0.165,0.441,1.44,969.0,2588.0,674.0,5
13.0,,169.0,1.0,0.124,,3.5,21.0,76.0,6.0,5
,55.0,385.0,7.857,0.374,0.821,,144.0,316.0,,1
7.0,41.0,287.0,5.857,0.425,0.993,1.97,122.0,,62.0,1
,67.0,536.0,8.375,0.392,0.724,2.31,210.0,388.0,,
7.0,12.0,84.0,1.714,0.476,0.762,2.86,40.0,64.0,14.0,
7.0,26.0,182.0,3.714,0.33,0.786,2.07,60.0,143.0,29.0,1
8.0,35.0,280.0,4.375,0.321,0.775,1.76,90.0,217.0,51.0,1
10.0,272.0,2720.0,,0.279,0.789,1.98,758.0,2147.0,382.0,1
9.0,,2448.0,30.222,0.269,0.696,1.93,659.0,1704.0,342.0,1
,19.0,266.0,,0.128,0.541,,34.0,144.0,,5
,19.0,266.0,1.357,0.113,0.504,30.0,30.0,134.0,1.0,
9.0,,2439.0,30.111,0.284,0.677,,692.0,1651.0,358.0,1
10.0,271.0,2710.0,,0.251,0.754,1.88,679.0,2044.0,362.0,1
10.0,,,27.2,0.232,0.65,1.98,631.0,1767.0,,1
15.0,14.0,210.0,0.933,0.11,,1.92,23.0,71.0,12.0,5
,271.0,2710.0,27.1,0.249,0.704,1.89,675.0,1908.0,358.0,1
9.0,271.0,2439.0,30.111,0.292,0.727,1.9,712.0,1774.0,374.0,1
7.0,24.0,168.0,3.429,,0.298,1.89,17.0,50.0,9.0,5
10.0,271.0,2710.0,27.1,,0.698,1.96,724.0,1892.0,369.0,1
5.0,12.0,60.0,2.4,0.133,0.267,4.0,8.0,16.0,2.0,5
8.0,5.0,,,0.275,,3.67,11.0,18.0,3.0,5
9.0,271.0,2439.0,30.111,0.285,0.707,1.82,696.0,1724.0,382.0,
4.0,5.0,20.0,,0.35,0.8,2.33,7.0,16.0,3.0,5
9.0,272.0,2448.0,30.222,0.277,0.67,1.86,679.0,1640.0,365.0,
7.0,15.0,105.0,,0.114,0.295,2.4,12.0,31.0,5.0,5
8.0,271.0,2168.0,33.875,0.314,0.819,1.82,681.0,1775.0,375.0,1
7.0,13.0,91.0,1.857,0.154,0.484,2.0,14.0,44.0,7.0,5
9.0,198.0,1782.0,22.0,0.289,0.681,1.88,515.0,1213.0,274.0,1
4.0,7.0,28.0,1.75,,1.0,2.0,8.0,28.0,4.0,5
4.0,,20.0,1.25,0.35,0.8,2.33,7.0,16.0,3.0,5
5.0,3.0,15.0,,0.467,0.6,,7.0,9.0,2.0,5
7.0,4.0,28.0,0.571,0.286,0.357,8.0,8.0,10.0,,1
7.0,65.0,455.0,9.286,0.316,,1.52,144.0,386.0,95.0,
23.0,271.0,6233.0,11.783,0.126,0.359,1.87,786.0,2239.0,420.0,1
8.0,29.0,232.0,3.625,,,2.07,89.0,205.0,43.0,1
8.0,7.0,56.0,0.875,0.304,0.946,1.55,17.0,,11.0,1
8.0,11.0,88.0,1.375,0.318,0.864,1.33,28.0,76.0,21.0,1
8.0,69.0,552.0,8.625,0.279,0.687,1.5,154.0,379.0,103.0,
,55.0,440.0,6.875,0.243,0.657,1.39,107.0,289.0,77.0,
8.0,240.0,1920.0,30.0,0.194,0.515,1.34,373.0,,279.0,
7.0,22.0,154.0,3.143,0.156,0.519,1.6,24.0,80.0,15.0,1
8.0,272.0,2176.0,34.0,0.189,0.688,1.32,,1497.0,311.0,1
8.0,272.0,,34.0,0.186,0.539,1.35,404.0,1172.0,299.0,
11.0,271.0,2981.0,24.636,0.177,0.588,1.49,527.0,1752.0,353.0,1
7.0,213.0,1491.0,30.429,0.199,0.733,1.25,296.0,,237.0,1
11.0,272.0,2992.0,24.727,,0.595,1.43,504.0,1781.0,352.0,1
5.0,9.0,45.0,1.8,0.178,0.533,1.6,8.0,24.0,,5
8.0,34.0,272.0,,0.309,0.908,1.5,84.0,247.0,56.0,1
8.0,7.0,56.0,0.875,0.393,,2.0,22.0,53.0,,1
10.0,15.0,150.0,1.5,0.247,0.72,1.61,37.0,108.0,23.0,1
,21.0,168.0,2.625,0.28,0.923,1.38,47.0,,34.0,1
8.0,,224.0,3.5,0.299,0.969,1.6,67.0,217.0,42.0,1
10.0,60.0,,6.0,0.203,0.595,,122.0,357.0,85.0,1
7.0,12.0,84.0,1.714,0.369,0.857,1.55,31.0,72.0,20.0,
7.0,6.0,42.0,0.857,0.214,0.286,9.0,9.0,12.0,1.0,1
7.0,7.0,49.0,1.0,0.367,1.0,1.38,,49.0,13.0,1
6.0,17.0,102.0,2.833,0.343,0.873,1.3,35.0,89.0,,1
100.0,49.0,4900.0,0.49,,0.4,1.77,458.0,1958.0,259.0,5
16.0,30.0,480.0,1.875,0.133,0.471,2.29,64.0,226.0,28.0,5
10.0,7.0,70.0,0.7,0.157,0.6,1.57,,42.0,7.0,5
8.0,54.0,,6.75,0.245,0.745,1.29,106.0,322.0,82.0,1
10.0,179.0,1790.0,17.9,0.2,0.758,1.41,358.0,1356.0,254.0,1
6.0,5.0,30.0,0.833,0.233,0.633,1.75,7.0,19.0,4.0,5
8.0,25.0,200.0,3.125,0.33,1.0,1.65,,200.0,40.0,1
6.0,12.0,72.0,2.0,0.139,0.514,1.43,10.0,37.0,,5
81.0,49.0,3969.0,,0.113,0.398,2.26,449.0,,199.0,5
10.0,271.0,2710.0,27.1,0.197,0.748,,533.0,2027.0,386.0,1
10.0,271.0,2710.0,27.1,0.188,0.665,1.31,509.0,1803.0,388.0,
6.0,6.0,36.0,1.0,0.194,0.417,3.5,7.0,15.0,2.0,5
6.0,9.0,54.0,1.5,0.148,0.296,4.0,8.0,16.0,,5
10.0,272.0,2720.0,27.2,0.187,,1.38,508.0,,368.0,1
21.0,68.0,1428.0,3.238,0.052,0.109,5.69,74.0,156.0,,
10.0,271.0,2710.0,27.1,0.199,0.717,1.42,540.0,,,1
7.0,47.0,329.0,,0.158,0.289,5.78,52.0,95.0,9.0,5
13.0,8.0,104.0,0.615,0.154,0.769,1.07,16.0,80.0,15.0,5
11.0,,2981.0,24.636,0.198,0.628,1.52,591.0,1872.0,388.0,1
,1.0,8.0,0.125,0.875,1.0,7.0,7.0,8.0,,5
8.0,9.0,72.0,1.125,,,,9.0,23.0,2.0,5
10.0,272.0,2720.0,27.2,0.211,0.772,1.43,573.0,2101.0,401.0,1
,272.0,2720.0,,0.206,0.786,1.4,559.0,2139.0,399.0,1
2.0,49.0,98.0,24.5,0.51,0.51,50.0,50.0,50.0,1.0,2
7.0,10.0,70.0,1.429,0.286,0.886,1.82,20.0,62.0,11.0,1
6.0,9.0,54.0,1.5,,0.87,1.58,19.0,47.0,,1
8.0,10.0,80.0,1.25,0.313,0.675,1.92,25.0,54.0,,1
4.0,9.0,36.0,,0.417,,,15.0,36.0,9.0,1
,25.0,,3.125,0.28,0.825,1.6,56.0,165.0,35.0,1
,37.0,296.0,4.625,0.334,0.993,1.29,99.0,294.0,77.0,1
,51.0,510.0,5.1,0.22,0.841,1.29,112.0,429.0,,1
10.0,,1000.0,10.0,0.212,0.702,1.45,212.0,702.0,146.0,1
8.0,,248.0,3.875,0.298,,1.45,74.0,216.0,51.0,1
7.0,5.0,35.0,0.714,,0.429,7.0,7.0,15.0,1.0,1
8.0,240.0,,,0.193,0.635,1.4,370.0,1220.0,264.0,1
,11.0,77.0,1.571,0.351,0.87,1.8,27.0,67.0,15.0,
10.0,236.0,2360.0,23.6,0.183,0.572,1.31,,1349.0,330.0,1
8.0,135.0,1080.0,,0.077,0.294,1.54,83.0,317.0,54.0,1
8.0,272.0,2176.0,34.0,,0.568,1.41,407.0,1236.0,288.0,1
,62.0,496.0,,0.218,0.629,1.57,108.0,,69.0,1
7.0,38.0,266.0,5.429,0.308,0.789,1.55,82.0,,53.0,1
8.0,272.0,2176.0,34.0,0.197,0.629,1.38,428.0,1369.0,310.0,1
10.0,261.0,2610.0,26.1,0.183,,1.49,477.0,1343.0,321.0,1
8.0,271.0,2168.0,33.875,0.217,0.786,1.29,470.0,,364.0,1
8.0,245.0,1960.0,30.625,0.198,0.555,1.36,389.0,1088.0,,1
10.0,272.0,2720.0,27.2,0.191,0.578,1.49,520.0,1571.0,348.0,1
11.0,272.0,2992.0,24.727,0.171,0.61,1.47,511.0,1824.0,348.0,1
10.0,271.0,2710.0,27.1,0.173,0.557,1.47,469.0,1510.0,318.0,1
,,864.0,13.5,0.235,0.618,1.41,203.0,534.0,,1
10.0,,1250.0,12.5,0.19,0.526,1.39,237.0,657.0,170.0,1
6.0,24.0,144.0,,0.292,0.764,1.56,42.0,110.0,27.0,1
8.0,37.0,296.0,4.625,,,1.35,54.0,192.0,40.0,1
8.0,98.0,784.0,12.25,0.282,,1.42,,677.0,156.0,1
10.0,93.0,930.0,9.3,,0.794,1.48,192.0,,130.0,
7.0,23.0,161.0,3.286,0.373,0.851,1.71,60.0,137.0,35.0,1
11.0,271.0,2981.0,24.636,0.162,0.542,1.36,483.0,1616.0,355.0,1
,271.0,2981.0,24.636,0.176,0.671,1.39,525.0,2001.0,378.0,1
,71.0,568.0,,0.238,0.701,1.47,135.0,398.0,92.0,1
,60.0,600.0,6.0,0.223,0.607,1.47,134.0,364.0,91.0,
10.0,47.0,470.0,4.7,0.223,0.706,1.62,105.0,,65.0,1
7.0,7.0,49.0,1.0,0.429,1.0,1.91,,49.0,11.0,1
7.0,38.0,266.0,,0.327,0.951,1.38,87.0,253.0,63.0,1
5.0,12.0,60.0,2.4,0.267,0.733,1.78,16.0,44.0,9.0,1
10.0,234.0,2340.0,23.4,,0.614,1.38,441.0,1437.0,319.0,1
10.0,271.0,2710.0,27.1,0.187,0.602,1.35,508.0,1632.0,375.0,1
11.0,189.0,2079.0,,0.174,0.613,1.41,361.0,1275.0,256.0,1
8.0,65.0,520.0,8.125,0.269,0.725,1.4,140.0,377.0,100.0,1
10.0,147.0,1470.0,14.7,0.168,,1.29,247.0,809.0,191.0,1
11.0,271.0,2981.0,24.636,0.168,0.598,1.35,502.0,1784.0,371.0,1
8.0,261.0,2088.0,32.625,0.218,,1.34,455.0,1615.0,340.0,1
10.0,271.0,2710.0,,0.193,0.769,1.28,524.0,2084.0,409.0,1
10.0,173.0,,17.3,0.09,0.375,1.52,155.0,,102.0,1
10.0,197.0,1970.0,19.7,0.144,0.589,1.25,284.0,1160.0,228.0,1
9.0,258.0,2322.0,28.667,0.173,0.581,1.28,401.0,1350.0,313.0,1
,96.0,768.0,12.0,0.111,0.479,1.35,85.0,,,1
10.0,271.0,2710.0,27.1,0.176,0.574,1.39,476.0,1556.0,342.0,1
10.0,271.0,2710.0,27.1,,0.693,1.37,522.0,1878.0,380.0,1
7.0,48.0,336.0,6.857,0.292,0.804,,98.0,270.0,64.0,1
11.0,243.0,2673.0,22.091,0.117,0.342,1.41,,914.0,223.0,1
8.0,88.0,704.0,11.0,0.195,0.756,1.49,137.0,532.0,92.0,1
8.0,78.0,624.0,9.75,0.244,0.745,1.35,152.0,465.0,113.0,1
,175.0,1575.0,19.444,0.19,0.568,1.35,299.0,894.0,221.0,1
7.0,17.0,119.0,2.429,0.328,0.731,1.44,39.0,87.0,,1
,14.0,98.0,,,0.959,,,94.0,19.0,
8.0,46.0,368.0,5.75,0.285,0.791,1.42,105.0,291.0,74.0,1
,,306.0,3.778,0.225,0.755,1.57,69.0,231.0,44.0,1
7.0,7.0,49.0,1.0,0.347,0.939,1.89,17.0,46.0,9.0,1
7.0,11.0,77.0,1.571,0.351,0.87,1.5,27.0,67.0,18.0,1
7.0,14.0,98.0,2.0,0.357,,1.75,,85.0,20.0,1
7.0,21.0,147.0,3.0,0.313,0.966,1.48,46.0,142.0,,
7.0,8.0,56.0,1.143,0.25,0.768,1.56,14.0,43.0,9.0,1
7.0,29.0,,4.143,0.281,0.842,1.46,57.0,171.0,39.0,1
10.0,271.0,2710.0,27.1,,0.612,1.29,,1659.0,351.0,1
8.0,71.0,,8.875,0.136,0.384,1.31,77.0,218.0,59.0,1
8.0,25.0,200.0,3.125,0.24,0.91,1.45,48.0,,33.0,1
9.0,238.0,2142.0,,0.168,0.614,1.26,359.0,1316.0,,1
6.0,187.0,1122.0,31.167,0.188,0.591,,211.0,663.0,168.0,1
6.0,17.0,102.0,2.833,0.245,0.598,1.56,25.0,61.0,16.0,1
6.0,15.0,90.0,2.5,0.278,,1.92,25.0,,13.0,1
10.0,215.0,2150.0,,0.133,0.464,,287.0,,239.0,1
11.0,,1133.0,9.364,0.156,,1.44,177.0,653.0,123.0,1
8.0,263.0,2104.0,32.875,0.154,0.549,1.19,325.0,1156.0,274.0,1
8.0,15.0,,1.875,0.3,0.642,1.57,36.0,77.0,23.0,
8.0,26.0,208.0,3.25,0.264,0.62,1.45,55.0,129.0,,1
2.0,,14.0,3.5,0.5,0.929,3.5,7.0,13.0,2.0,1
7.0,7.0,49.0,1.0,0.286,,1.56,,31.0,9.0,1
7.0,30.0,210.0,4.286,0.295,0.876,1.77,62.0,184.0,35.0,1
7.0,18.0,126.0,2.571,0.31,0.96,1.39,39.0,121.0,28.0,1
8.0,29.0,232.0,3.625,0.207,,1.6,48.0,151.0,30.0,
6.0,20.0,,3.333,0.175,0.792,1.5,21.0,,14.0,1
5.0,18.0,90.0,3.6,0.378,0.956,1.62,34.0,86.0,21.0,1
5.0,8.0,40.0,1.6,0.425,1.0,1.89,17.0,40.0,9.0,1
5.0,,35.0,1.4,0.4,0.657,2.33,14.0,23.0,6.0,1
5.0,12.0,60.0,2.4,0.383,0.883,,23.0,53.0,12.0,1
8.0,126.0,1008.0,15.75,0.188,,1.27,189.0,,149.0,1
,21.0,,2.625,0.262,0.696,1.52,44.0,117.0,29.0,1
8.0,99.0,792.0,12.375,0.199,0.662,1.39,158.0,524.0,114.0,1
9.0,81.0,729.0,9.0,,0.542,1.49,136.0,,91.0,1
6.0,69.0,,11.5,0.28,0.744,1.4,116.0,308.0,83.0,1
8.0,80.0,640.0,10.0,0.184,,1.4,118.0,348.0,84.0,1
7.0,128.0,896.0,18.286,0.203,0.663,1.33,,594.0,137.0,1
1.0,10.0,10.0,10.0,0.8,1.0,4.0,8.0,10.0,2.0,1
804.0,11.0,8844.0,0.014,0.191,0.233,15.64,1689.0,2058.0,,4
6.0,129.0,774.0,21.5,,0.565,1.35,151.0,437.0,,
,52.0,260.0,10.4,0.208,0.542,1.35,54.0,141.0,40.0,1
5.0,,60.0,2.4,0.317,0.75,1.46,19.0,45.0,13.0,1
5.0,21.0,105.0,4.2,0.295,0.733,1.48,31.0,77.0,21.0,1
5.0,6.0,30.0,1.2,0.333,0.967,2.5,10.0,29.0,,1
5.0,38.0,190.0,7.6,0.426,0.989,1.42,81.0,188.0,57.0,1
5.0,13.0,65.0,2.6,0.308,0.831,1.82,20.0,54.0,,1
5.0,6.0,30.0,1.2,,0.767,3.67,11.0,23.0,3.0,1
5.0,15.0,75.0,3.0,0.4,0.947,1.67,30.0,71.0,18.0,1
,53.0,265.0,10.6,0.223,0.611,1.28,,162.0,46.0,
5.0,34.0,,6.8,0.224,0.606,1.31,38.0,,29.0,1
,30.0,150.0,6.0,0.36,0.947,1.26,54.0,142.0,43.0,1
6.0,25.0,150.0,4.167,0.34,0.887,1.42,51.0,133.0,36.0,
6.0,,12.0,,0.583,1.0,7.0,7.0,12.0,1.0,1
8.0,12.0,,1.5,0.208,0.771,1.11,20.0,74.0,18.0,1
7.0,14.0,98.0,2.0,0.255,0.735,1.56,,72.0,16.0,1
,14.0,,2.0,0.337,0.99,1.65,33.0,97.0,20.0,1
7.0,8.0,56.0,1.143,,1.0,2.86,20.0,56.0,7.0,1
,9.0,63.0,1.286,0.317,0.984,2.22,20.0,62.0,,1
7.0,4.0,,0.571,,0.571,5.0,10.0,16.0,2.0,1
,32.0,224.0,4.571,0.339,0.786,1.46,,176.0,52.0,1
9.0,29.0,261.0,3.222,0.234,0.709,1.3,61.0,185.0,47.0,1
5.0,4.0,,0.8,0.35,0.85,1.75,7.0,17.0,,1
5.0,8.0,40.0,1.6,0.425,0.975,1.55,17.0,39.0,11.0,
4.0,11.0,44.0,2.75,0.364,0.955,1.33,,42.0,12.0,1
6.0,50.0,300.0,8.333,0.213,0.577,,64.0,173.0,49.0,1
6.0,,168.0,4.667,,0.375,1.47,25.0,63.0,17.0,1
5.0,43.0,215.0,8.6,0.233,0.8,1.35,50.0,172.0,37.0,1
5.0,75.0,,15.0,0.259,0.867,1.18,97.0,325.0,82.0,1
4.0,18.0,72.0,4.5,0.333,,1.71,24.0,48.0,14.0,1
,16.0,144.0,1.778,,0.479,1.33,32.0,,24.0,1
10.0,79.0,790.0,7.9,,0.42,1.25,129.0,332.0,103.0,1
9.0,158.0,1422.0,17.556,,0.535,1.45,308.0,761.0,212.0,1
1.0,114.0,114.0,114.0,0.939,1.0,21.4,107.0,114.0,5.0,2
1.0,41.0,41.0,41.0,0.927,1.0,,,41.0,3.0,2
4.0,6.0,24.0,1.5,0.333,0.792,2.0,8.0,19.0,4.0,1
6.0,49.0,294.0,8.167,0.241,0.633,1.42,71.0,186.0,50.0,1
6.0,32.0,192.0,,0.292,,1.37,56.0,134.0,41.0,1
7.0,,259.0,5.286,0.243,0.71,1.34,63.0,184.0,47.0,1
6.0,19.0,,3.167,0.254,0.956,1.16,29.0,109.0,25.0,
6.0,28.0,168.0,4.667,0.292,0.875,1.29,49.0,147.0,38.0,1
6.0,12.0,72.0,2.0,0.319,0.653,2.09,23.0,47.0,11.0,1
4.0,28.0,112.0,7.0,0.455,,,51.0,112.0,40.0,1
1.0,33.0,33.0,33.0,0.667,1.0,3.67,22.0,33.0,6.0,2
14.0,29.0,,2.071,0.14,0.502,1.63,57.0,204.0,35.0,1
1.0,106.0,106.0,106.0,0.858,1.0,15.17,91.0,106.0,6.0,2
10.0,12.0,120.0,1.2,0.183,0.392,2.2,22.0,,10.0,1
9.0,16.0,144.0,1.778,0.16,0.5,1.92,23.0,72.0,12.0,1
9.0,16.0,144.0,1.778,0.208,0.542,2.14,30.0,78.0,14.0,1
8.0,11.0,88.0,,0.159,0.477,1.75,14.0,42.0,8.0,1
7.0,27.0,189.0,3.857,0.164,0.397,2.58,31.0,75.0,12.0,
6.0,6.0,36.0,1.0,0.306,0.556,3.67,11.0,20.0,,1
6.0,13.0,78.0,2.167,0.295,0.897,,,70.0,14.0,1
,41.0,,5.857,,0.652,1.36,60.0,187.0,44.0,1
,41.0,287.0,5.857,0.22,0.756,1.47,63.0,217.0,,1
,7.0,42.0,1.167,0.405,0.833,1.89,17.0,35.0,9.0,1
6.0,,,2.167,0.295,0.872,1.44,23.0,68.0,16.0,1
,41.0,246.0,6.833,0.232,0.927,1.3,57.0,228.0,44.0,1
6.0,40.0,240.0,6.667,0.221,0.983,1.26,53.0,236.0,42.0,1
6.0,7.0,,1.167,0.31,0.786,1.86,13.0,33.0,7.0,1
4.0,12.0,,,0.146,1.0,1.0,7.0,48.0,7.0,1
7.0,41.0,287.0,5.857,0.213,0.861,1.33,61.0,247.0,46.0,1
6.0,40.0,240.0,,0.313,0.996,1.27,75.0,239.0,59.0,
1.0,12.0,12.0,12.0,0.583,1.0,1.75,7.0,12.0,4.0,1
6.0,,66.0,1.833,0.333,0.803,1.69,22.0,53.0,13.0,1
,12.0,48.0,3.0,0.292,,1.4,14.0,48.0,10.0,1
6.0,41.0,246.0,6.833,0.224,0.85,1.2,55.0,209.0,46.0,1
7.0,40.0,280.0,5.714,0.229,,1.28,64.0,192.0,50.0,1
9.0,23.0,,2.556,0.213,0.507,1.57,,105.0,,1
9.0,23.0,207.0,2.556,0.246,0.57,1.82,51.0,118.0,,1
8.0,17.0,136.0,2.125,0.265,0.566,1.71,36.0,77.0,,1
7.0,37.0,259.0,5.286,0.301,0.691,1.81,78.0,179.0,43.0,1
7.0,54.0,,7.714,0.267,0.619,1.42,101.0,,71.0,1
,32.0,160.0,6.4,0.431,0.988,1.47,,158.0,47.0,1
5.0,13.0,65.0,2.6,0.415,0.938,1.69,27.0,61.0,16.0,1
6.0,17.0,102.0,2.833,0.255,0.745,1.18,26.0,76.0,22.0,1
6.0,13.0,78.0,2.167,0.308,,,24.0,68.0,15.0,1
6.0,14.0,84.0,2.333,0.274,0.893,1.64,23.0,75.0,14.0,1
6.0,,84.0,2.333,0.274,0.929,1.28,23.0,78.0,18.0,1
6.0,17.0,102.0,2.833,0.382,0.951,1.63,39.0,,24.0,1
5.0,,65.0,2.6,,0.692,1.42,17.0,45.0,12.0,1
5.0,13.0,,2.6,0.246,0.831,1.33,16.0,54.0,12.0,1
,14.0,56.0,3.5,0.268,,1.67,15.0,41.0,9.0,1
6.0,24.0,144.0,,0.257,0.771,1.42,37.0,111.0,26.0,1
6.0,13.0,78.0,2.167,,0.936,1.57,22.0,73.0,14.0,1
7.0,41.0,287.0,5.857,0.185,0.638,1.51,53.0,183.0,35.0,1
7.0,41.0,,,0.226,,1.48,65.0,225.0,44.0,1
1.0,27.0,27.0,,0.407,1.0,,11.0,,6.0,2
1.0,41.0,41.0,41.0,0.78,1.0,4.57,32.0,41.0,7.0,2
10.0,12.0,120.0,1.2,0.225,0.558,2.7,27.0,67.0,10.0,1
9.0,21.0,189.0,2.333,,0.513,1.65,33.0,97.0,,1
9.0,15.0,135.0,1.667,0.178,0.556,1.6,24.0,75.0,15.0,1
9.0,17.0,153.0,,0.183,0.529,1.75,,81.0,16.0,1
10.0,19.0,190.0,1.9,0.142,0.326,3.0,27.0,62.0,9.0,1
10.0,12.0,120.0,1.2,0.142,0.317,2.83,,38.0,6.0,1
8.0,16.0,128.0,2.0,0.242,0.602,1.94,31.0,77.0,16.0,1
7.0,16.0,112.0,2.286,0.25,0.527,2.0,28.0,59.0,14.0,1
,22.0,22.0,22.0,0.5,1.0,1.83,11.0,22.0,6.0,2
3.0,9.0,,,0.296,1.0,1.33,8.0,27.0,6.0,1
,58.0,580.0,5.8,0.081,0.224,,47.0,130.0,29.0,1
7.0,182.0,1274.0,26.0,,0.62,1.27,259.0,790.0,204.0,1
9.0,73.0,657.0,8.111,0.174,0.434,1.44,114.0,285.0,79.0,1
9.0,107.0,963.0,11.889,0.204,,1.42,196.0,658.0,138.0,1
9.0,18.0,162.0,2.0,0.278,0.716,1.67,45.0,116.0,27.0,1
7.0,125.0,875.0,17.857,0.27,0.858,1.4,236.0,751.0,168.0,1
10.0,53.0,530.0,5.3,0.215,0.781,1.44,,414.0,79.0,1
8.0,43.0,344.0,5.375,0.212,0.721,1.4,73.0,248.0,52.0,1
7.0,8.0,56.0,1.143,0.375,,1.62,21.0,54.0,13.0,
8.0,30.0,240.0,3.75,0.233,0.833,1.24,56.0,200.0,45.0,1
6.0,59.0,354.0,,0.268,0.692,1.27,95.0,245.0,75.0,1
6.0,7.0,42.0,1.167,0.262,0.786,1.83,11.0,,,1
5.0,17.0,85.0,3.4,0.4,0.965,1.31,34.0,,26.0,1
,3.0,15.0,0.6,0.6,,4.5,9.0,15.0,2.0,1
7.0,6.0,42.0,0.857,0.476,,1.82,20.0,37.0,,1
7.0,33.0,,4.714,0.342,0.74,1.49,79.0,171.0,53.0,1
,19.0,133.0,2.714,0.406,1.0,1.69,54.0,133.0,32.0,1
7.0,17.0,119.0,2.429,0.395,0.782,1.81,47.0,93.0,26.0,1
7.0,16.0,112.0,2.286,0.304,0.696,,34.0,78.0,25.0,1
9.0,19.0,171.0,,0.269,0.643,1.35,46.0,110.0,34.0,1
7.0,18.0,126.0,2.571,0.27,0.714,1.36,34.0,90.0,25.0,1
6.0,6.0,36.0,1.0,0.361,0.778,1.63,,28.0,8.0,1
