height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
,189.0,,31.5,0.324,0.83,1.62,,941.0,227.0,1
,,560.0,8.75,0.298,,,167.0,512.0,,
,70.0,,8.75,,0.896,1.66,186.0,,112.0,1
9.0,,684.0,8.444,0.436,0.955,2.37,298.0,653.0,,1
8.0,,744.0,11.625,0.261,0.937,1.55,194.0,,125.0,1
8.0,108.0,,13.5,0.293,,1.69,253.0,775.0,150.0,1
7.0,63.0,441.0,,0.333,0.971,,,,,
11.0,34.0,,3.091,0.364,0.642,2.78,136.0,240.0,49.0,1
,123.0,984.0,,0.255,,,251.0,814.0,147.0,
6.0,99.0,594.0,16.5,0.301,0.803,,179.0,477.0,,1
5.0,,,,0.36,0.812,,,203.0,57.0,
5.0,43.0,215.0,,0.265,,,57.0,,43.0,1
5.0,28.0,,5.6,0.329,,1.77,46.0,122.0,26.0,1
9.0,42.0,378.0,4.667,0.384,,2.38,145.0,309.0,,1
10.0,,350.0,3.5,0.331,0.686,1.93,116.0,240.0,,1
8.0,40.0,320.0,5.0,0.463,0.969,2.47,148.0,310.0,60.0,1
47.0,286.0,13442.0,,0.183,0.317,4.67,2459.0,,526.0,5
13.0,386.0,5018.0,,0.286,0.658,2.19,1437.0,3301.0,,1
9.0,60.0,,6.667,0.413,0.822,2.75,,,81.0,1
12.0,67.0,804.0,5.583,0.35,,2.84,,557.0,99.0,1
,118.0,1062.0,,0.372,0.818,2.41,,869.0,,1
,115.0,2875.0,,,,,851.0,1868.0,,
36.0,,3456.0,,0.096,0.207,7.7,331.0,717.0,,5
,33.0,297.0,,0.33,0.845,,,251.0,,
8.0,107.0,856.0,,0.384,,2.12,329.0,,155.0,1
,183.0,,,0.265,,1.88,340.0,,181.0,1
6.0,39.0,234.0,,,0.739,1.58,71.0,173.0,45.0,
7.0,115.0,,16.429,,0.704,1.72,220.0,,128.0,1
5.0,88.0,440.0,,,,1.67,160.0,341.0,96.0,1
5.0,27.0,,,0.407,0.815,,55.0,110.0,26.0,1
,337.0,3707.0,30.636,0.179,,2.09,664.0,2402.0,318.0,
7.0,17.0,119.0,2.429,0.454,,3.18,54.0,103.0,,1
,,,,,0.413,36.65,,688.0,17.0,2
22.0,70.0,1540.0,3.182,,0.838,,808.0,1290.0,70.0,
8.0,74.0,,9.25,0.412,0.845,,244.0,500.0,114.0,1
7.0,,1337.0,,0.307,0.748,,411.0,1000.0,,
,68.0,,8.5,0.336,0.868,,183.0,472.0,96.0,1
,69.0,552.0,8.625,,0.842,1.91,172.0,,90.0,1
10.0,127.0,,12.7,0.388,,2.35,493.0,1014.0,210.0,
9.0,,819.0,,,,1.71,191.0,,112.0,1
10.0,105.0,,,0.234,0.811,1.7,246.0,,145.0,1
8.0,,488.0,,0.316,,2.03,,472.0,76.0,1
,,1016.0,15.875,0.314,,,,,,1
11.0,30.0,330.0,,0.379,,3.05,125.0,244.0,41.0,1
,,145.0,5.8,,0.89,1.87,,129.0,31.0,1
7.0,100.0,700.0,14.286,,,1.67,206.0,,,1
6.0,50.0,,,,,2.0,,233.0,,1
5.0,43.0,215.0,8.6,,0.981,1.61,87.0,211.0,,1
9.0,42.0,378.0,4.667,0.45,0.905,2.79,170.0,,61.0,1
,,350.0,,0.434,0.803,2.34,,,,
9.0,,360.0,4.444,0.494,0.925,2.92,178.0,333.0,61.0,1
,84.0,1092.0,6.462,0.35,0.59,3.16,382.0,,121.0,1
10.0,249.0,2490.0,24.9,0.462,0.842,3.53,1151.0,2097.0,326.0,1
38.0,,15580.0,10.789,0.279,0.696,,4341.0,10849.0,1815.0,1
12.0,232.0,2784.0,19.333,0.316,,2.34,879.0,1957.0,375.0,1
12.0,67.0,804.0,,0.376,,2.99,302.0,604.0,101.0,
,119.0,1190.0,,0.392,0.891,2.46,467.0,,,1
12.0,,1392.0,,0.331,0.756,2.62,461.0,1053.0,,1
11.0,,,9.455,0.377,0.779,2.57,431.0,891.0,168.0,1
,62.0,2666.0,,0.08,,6.63,212.0,454.0,,5
10.0,,,,0.294,0.791,1.83,,261.0,53.0,
11.0,101.0,1111.0,,,,2.68,,815.0,137.0,1
,6.0,,3.0,0.667,1.0,4.0,,12.0,,2
9.0,,972.0,12.0,0.364,,,,772.0,165.0,1
,185.0,1480.0,23.125,,0.611,,,,,1
,38.0,190.0,7.6,,0.695,2.07,,132.0,29.0,
,116.0,,16.571,0.309,,2.2,,549.0,,1
6.0,89.0,534.0,14.833,0.298,0.758,,159.0,405.0,99.0,1
3.0,,81.0,,0.481,0.926,,39.0,75.0,,1
10.0,174.0,1740.0,17.4,0.278,,2.02,483.0,,,1
7.0,17.0,,2.429,,,,,111.0,,
8.0,28.0,,3.5,0.308,0.835,3.14,69.0,187.0,,1
8.0,,368.0,5.75,0.291,0.886,2.23,107.0,326.0,48.0,
,71.0,1562.0,3.227,0.499,,10.99,780.0,1306.0,71.0,1
10.0,,750.0,7.5,0.451,,2.84,338.0,,119.0,1
,,1536.0,24.0,0.316,,1.74,485.0,1146.0,,1
,70.0,560.0,,,0.988,2.36,260.0,553.0,110.0,
10.0,121.0,1210.0,12.1,0.415,0.879,2.61,502.0,,192.0,1
9.0,71.0,639.0,7.889,,0.897,,,573.0,114.0,1
11.0,,,2.091,0.415,0.858,3.5,,217.0,,1
27.0,115.0,3105.0,4.259,0.293,0.672,,910.0,,388.0,1
,,,,0.362,,2.82,,800.0,127.0,1
9.0,71.0,,7.889,,0.762,2.16,188.0,487.0,,1
10.0,,830.0,,,0.86,2.92,353.0,,,1
,,,,0.36,0.921,,380.0,973.0,,
,101.0,,16.833,0.393,,1.98,238.0,,120.0,1
6.0,51.0,306.0,8.5,,,2.44,139.0,250.0,57.0,1
6.0,45.0,270.0,7.5,,,,123.0,261.0,,
16.0,44.0,,2.75,0.376,0.744,2.39,,524.0,111.0,
,,315.0,3.889,0.397,,1.92,,262.0,65.0,1
9.0,42.0,378.0,4.667,0.452,,2.85,171.0,356.0,,
11.0,104.0,1144.0,,,0.747,2.56,,854.0,164.0,1
13.0,414.0,5382.0,,0.357,,,1919.0,3514.0,623.0,1
,181.0,,,,0.866,3.25,888.0,1567.0,273.0,1
11.0,413.0,4543.0,37.545,,0.806,2.44,,,664.0,1
13.0,348.0,4524.0,26.769,0.308,,2.57,,3262.0,543.0,
,414.0,4968.0,34.5,0.313,,,1554.0,3646.0,,1
10.0,,200.0,,,0.605,3.48,,121.0,,
10.0,413.0,4130.0,,,0.731,2.47,1302.0,3018.0,527.0,
10.0,51.0,,5.1,,0.667,,209.0,,,
,,828.0,5.75,,0.74,,331.0,,95.0,
10.0,121.0,1210.0,12.1,0.402,0.849,2.7,486.0,,180.0,
,118.0,1416.0,,0.35,0.778,2.98,,,166.0,
12.0,,1260.0,8.75,0.37,0.717,,466.0,903.0,160.0,1
,28.0,,0.848,,0.271,5.69,91.0,,16.0,5
,60.0,,3.529,0.139,,7.1,142.0,,20.0,5
10.0,33.0,330.0,3.3,0.282,,1.82,93.0,277.0,51.0,1
10.0,,500.0,5.0,0.472,0.812,2.74,236.0,406.0,,1
10.0,98.0,980.0,9.8,0.392,,2.49,,832.0,154.0,1
10.0,1.0,10.0,,1.0,1.0,10.0,10.0,10.0,1.0,4
9.0,,,12.0,0.389,0.88,2.22,378.0,855.0,170.0,
14.0,186.0,,,0.307,,2.5,799.0,,,
6.0,,,6.5,,0.889,2.1,,208.0,52.0,1
,89.0,,14.833,,0.82,2.03,215.0,438.0,106.0,1
,,260.0,16.25,0.296,0.631,2.66,77.0,164.0,29.0,1
,389.0,,55.571,,,,455.0,,,1
3.0,3.0,,1.0,0.778,0.778,7.0,7.0,,,
,45.0,855.0,2.368,,,,208.0,,69.0,1
24.0,96.0,2304.0,4.0,0.208,0.504,,,1161.0,151.0,
18.0,79.0,,,0.257,0.616,,365.0,876.0,115.0,
24.0,,1536.0,,0.227,0.57,3.38,,,103.0,
18.0,48.0,,2.667,,0.524,4.3,228.0,,,1
18.0,64.0,,,0.261,0.705,3.24,301.0,812.0,93.0,
12.0,10.0,120.0,0.833,0.442,0.792,5.3,53.0,,10.0,
,35.0,315.0,3.889,,,1.65,86.0,206.0,52.0,1
9.0,,693.0,8.556,,,1.87,,388.0,93.0,
,21.0,,2.333,,0.614,1.9,,116.0,,1
9.0,,207.0,2.556,0.169,0.319,2.92,35.0,66.0,,1
10.0,,260.0,,0.312,0.577,2.03,81.0,150.0,40.0,1
,264.0,2376.0,29.333,0.261,0.612,1.99,,,,1
5.0,7.0,35.0,1.4,0.229,0.6,2.67,8.0,21.0,3.0,5
,,,19.7,0.245,0.751,1.87,482.0,1479.0,258.0,
,68.0,612.0,7.556,0.335,,,205.0,483.0,88.0,
9.0,17.0,153.0,1.889,0.144,,,22.0,70.0,7.0,
4.0,,,,,0.531,5.5,,17.0,,
,,,0.812,,0.441,1.44,969.0,,,
,13.0,169.0,1.0,0.124,0.45,3.5,21.0,,6.0,5
7.0,55.0,,7.857,0.374,,2.09,,316.0,69.0,1
7.0,41.0,287.0,,,0.993,,122.0,285.0,,
8.0,67.0,536.0,,,0.724,2.31,210.0,,,
,12.0,,1.714,,0.762,,,,14.0,
7.0,26.0,182.0,3.714,0.33,0.786,2.07,60.0,143.0,29.0,
,35.0,280.0,,0.321,0.775,1.76,90.0,217.0,51.0,1
10.0,272.0,2720.0,27.2,,0.789,1.98,,2147.0,,
9.0,272.0,2448.0,30.222,0.269,0.696,,,1704.0,,1
14.0,19.0,266.0,1.357,0.128,0.541,,34.0,,12.0,5
14.0,19.0,266.0,1.357,0.113,,30.0,30.0,,1.0,
9.0,,2439.0,,0.284,,1.93,692.0,1651.0,,
10.0,,,,0.251,0.754,1.88,,2044.0,362.0,1
10.0,272.0,2720.0,27.2,,0.65,1.98,631.0,1767.0,,1
15.0,,,,0.11,0.338,1.92,23.0,71.0,12.0,5
10.0,271.0,2710.0,,0.249,0.704,1.89,,1908.0,358.0,1
,,2439.0,30.111,0.292,0.727,1.9,,1774.0,,
,24.0,168.0,3.429,0.101,,1.89,17.0,50.0,9.0,
10.0,271.0,,27.1,0.267,0.698,1.96,724.0,1892.0,369.0,
5.0,12.0,60.0,,,,4.0,8.0,,2.0,5
,5.0,40.0,0.625,0.275,0.45,3.67,11.0,18.0,3.0,5
,271.0,2439.0,,,0.707,,696.0,,382.0,
4.0,5.0,20.0,,0.35,0.8,,,16.0,3.0,5
9.0,,2448.0,30.222,0.277,0.67,1.86,679.0,,365.0,1
,15.0,105.0,2.143,0.114,0.295,2.4,,31.0,5.0,
8.0,271.0,,33.875,0.314,0.819,1.82,,,375.0,
7.0,13.0,91.0,1.857,0.154,0.484,2.0,14.0,,7.0,5
,198.0,1782.0,22.0,,,1.88,515.0,,,1
4.0,7.0,,,0.286,,2.0,8.0,28.0,,
4.0,5.0,20.0,,0.35,0.8,2.33,7.0,,3.0,5
5.0,,15.0,0.6,0.467,0.6,3.5,7.0,,,5
7.0,4.0,,0.571,,,8.0,,10.0,,1
,65.0,455.0,9.286,,0.848,1.52,144.0,386.0,95.0,1
,,,11.783,0.126,0.359,1.87,786.0,,420.0,1
8.0,29.0,232.0,3.625,0.384,0.884,2.07,,,,
8.0,7.0,56.0,,,0.946,,,53.0,,
8.0,11.0,88.0,1.375,,,1.33,28.0,76.0,,1
8.0,69.0,552.0,8.625,0.279,,,,,103.0,1
8.0,,,6.875,,,,107.0,289.0,77.0,1
8.0,240.0,1920.0,30.0,0.194,,1.34,373.0,988.0,279.0,1
7.0,22.0,154.0,,,0.519,1.6,24.0,,15.0,
8.0,272.0,2176.0,,0.189,0.688,,411.0,1497.0,311.0,1
,272.0,2176.0,34.0,,0.539,1.35,,,299.0,1
11.0,271.0,2981.0,,0.177,0.588,1.49,527.0,1752.0,,
7.0,213.0,1491.0,30.429,0.199,0.733,1.25,296.0,1093.0,237.0,
11.0,272.0,,24.727,0.168,0.595,1.43,,1781.0,,1
,9.0,45.0,1.8,0.178,0.533,1.6,8.0,24.0,5.0,5
,,272.0,,0.309,0.908,1.5,84.0,247.0,,1
8.0,7.0,56.0,0.875,,,,22.0,53.0,,
10.0,15.0,150.0,1.5,0.247,,1.61,37.0,108.0,23.0,
8.0,21.0,,,0.28,0.923,1.38,47.0,,34.0,1
8.0,,,,0.299,0.969,,67.0,217.0,42.0,
10.0,,600.0,6.0,0.203,0.595,,122.0,357.0,85.0,
,12.0,84.0,,0.369,0.857,1.55,,72.0,20.0,1
7.0,6.0,,,0.214,0.286,9.0,9.0,,1.0,1
7.0,,49.0,1.0,,,1.38,18.0,49.0,,1
,17.0,102.0,2.833,0.343,0.873,1.3,,89.0,27.0,1
100.0,49.0,,0.49,0.093,0.4,,458.0,1958.0,259.0,5
16.0,30.0,480.0,1.875,0.133,,2.29,,226.0,,5
10.0,,70.0,0.7,,,,11.0,42.0,7.0,5
8.0,54.0,432.0,6.75,0.245,,1.29,106.0,322.0,82.0,
10.0,179.0,,17.9,0.2,,1.41,358.0,1356.0,254.0,
6.0,5.0,,0.833,0.233,0.633,,7.0,19.0,4.0,5
,25.0,,,0.33,1.0,1.65,66.0,200.0,,1
,,,2.0,0.139,0.514,1.43,10.0,37.0,,5
,49.0,3969.0,,,0.398,,449.0,1580.0,199.0,5
10.0,,,27.1,,,1.38,,,,
10.0,271.0,2710.0,27.1,0.188,,1.31,509.0,1803.0,388.0,1
6.0,,,1.0,0.194,,3.5,,15.0,2.0,
6.0,9.0,,,0.148,,4.0,8.0,16.0,2.0,
10.0,272.0,2720.0,27.2,0.187,0.649,1.38,508.0,1765.0,368.0,1
21.0,,1428.0,3.238,,0.109,5.69,74.0,,13.0,5
10.0,271.0,2710.0,27.1,0.199,0.717,1.42,540.0,1942.0,,1
7.0,47.0,,6.714,0.158,0.289,5.78,52.0,95.0,9.0,5
13.0,8.0,,0.615,0.154,0.769,1.07,16.0,80.0,15.0,5
11.0,271.0,2981.0,24.636,,,,591.0,1872.0,,1
,,,,0.875,1.0,7.0,7.0,8.0,1.0,5
8.0,9.0,,1.125,0.125,,4.5,9.0,,,5
10.0,272.0,,27.2,,,1.43,573.0,,401.0,1
10.0,,2720.0,27.2,0.206,,1.4,,,399.0,1
2.0,49.0,98.0,24.5,0.51,0.51,50.0,,50.0,1.0,
,10.0,70.0,1.429,,0.886,1.82,20.0,62.0,11.0,1
6.0,,54.0,1.5,0.352,0.87,1.58,19.0,,12.0,1
8.0,,80.0,,0.313,0.675,,,54.0,13.0,1
4.0,9.0,36.0,2.25,0.417,1.0,1.67,15.0,36.0,,
,25.0,,,,0.825,1.6,56.0,165.0,35.0,
8.0,37.0,,4.625,,0.993,1.29,99.0,,77.0,1
,51.0,,5.1,,0.841,1.29,,,87.0,1
10.0,100.0,1000.0,,0.212,,,212.0,702.0,,1
,31.0,,3.875,0.298,0.871,1.45,,216.0,,1
,5.0,,0.714,0.2,,,7.0,,1.0,
8.0,,,30.0,,0.635,1.4,370.0,1220.0,,1
,,77.0,1.571,0.351,0.87,1.8,27.0,,15.0,1
,,2360.0,,,0.572,1.31,,1349.0,330.0,1
8.0,135.0,1080.0,,,0.294,,,,,1
,272.0,2176.0,34.0,0.187,,1.41,407.0,1236.0,288.0,1
8.0,62.0,,7.75,0.218,0.629,1.57,,312.0,69.0,1
7.0,38.0,266.0,,,0.789,1.55,82.0,,53.0,1
8.0,272.0,2176.0,34.0,,0.629,1.38,428.0,1369.0,310.0,
,261.0,2610.0,26.1,,0.515,,477.0,1343.0,321.0,1
8.0,,2168.0,33.875,,0.786,1.29,470.0,1704.0,364.0,1
,245.0,1960.0,30.625,0.198,0.555,,,1088.0,286.0,1
10.0,272.0,2720.0,27.2,0.191,0.578,1.49,,1571.0,,1
11.0,272.0,2992.0,24.727,0.171,,1.47,511.0,1824.0,,1
10.0,271.0,,27.1,0.173,0.557,1.47,469.0,1510.0,318.0,1
,108.0,864.0,,0.235,0.618,,203.0,534.0,144.0,
,125.0,,12.5,0.19,0.526,,237.0,,170.0,1
,,,,0.292,0.764,,,110.0,27.0,
8.0,,296.0,,0.182,,1.35,,192.0,,1
,,784.0,,0.282,0.864,1.42,,,156.0,1
10.0,,,9.3,0.206,0.794,,,738.0,130.0,
,,161.0,3.286,0.373,0.851,1.71,60.0,,,1
,271.0,2981.0,,,0.542,1.36,483.0,,,
,,,,0.176,0.671,,525.0,2001.0,378.0,1
8.0,,,,,0.701,,135.0,398.0,92.0,1
,,600.0,6.0,0.223,0.607,1.47,134.0,364.0,91.0,
10.0,47.0,,4.7,0.223,0.706,,105.0,,65.0,1
7.0,7.0,49.0,1.0,0.429,,1.91,,49.0,11.0,1
7.0,38.0,,5.429,0.327,,1.38,87.0,253.0,,1
5.0,12.0,,,0.267,0.733,1.78,16.0,,,1
10.0,234.0,2340.0,23.4,0.188,0.614,,,1437.0,319.0,1
10.0,271.0,2710.0,27.1,0.187,0.602,,,,375.0,1
11.0,,2079.0,,0.174,0.613,,,1275.0,,
8.0,65.0,520.0,8.125,0.269,0.725,,140.0,,100.0,1
,147.0,1470.0,14.7,0.168,0.55,1.29,247.0,809.0,191.0,1
11.0,271.0,,,,0.598,,502.0,1784.0,371.0,
8.0,,,,0.218,0.773,1.34,455.0,1615.0,,
10.0,271.0,2710.0,,0.193,0.769,1.28,,2084.0,409.0,
10.0,,1730.0,17.3,0.09,,,155.0,649.0,102.0,
10.0,197.0,1970.0,,,,1.25,,1160.0,228.0,1
9.0,,2322.0,28.667,0.173,0.581,1.28,401.0,,,1
8.0,,768.0,12.0,0.111,,,85.0,368.0,63.0,
,,2710.0,27.1,0.176,,,476.0,,342.0,1
10.0,271.0,,27.1,0.193,,1.37,522.0,1878.0,,1
,,,,0.292,0.804,,98.0,,,1
,,2673.0,,0.117,0.342,1.41,314.0,,223.0,
8.0,88.0,704.0,11.0,0.195,0.756,1.49,137.0,532.0,92.0,1
,78.0,624.0,9.75,0.244,,,,465.0,113.0,
9.0,,1575.0,19.444,,0.568,1.35,299.0,894.0,221.0,
7.0,17.0,119.0,,0.328,0.731,1.44,39.0,87.0,,1
7.0,14.0,98.0,2.0,0.357,0.959,1.84,,94.0,19.0,1
8.0,46.0,368.0,5.75,0.285,0.791,1.42,105.0,291.0,74.0,1
9.0,34.0,306.0,3.778,,0.755,,69.0,231.0,44.0,
7.0,7.0,49.0,,0.347,0.939,1.89,17.0,,9.0,1
,,,1.571,0.351,0.87,,27.0,67.0,18.0,1
7.0,14.0,98.0,2.0,0.357,0.867,,35.0,85.0,20.0,1
7.0,21.0,147.0,,,,1.48,46.0,142.0,31.0,1
7.0,8.0,,1.143,,0.768,1.56,14.0,,9.0,
7.0,29.0,203.0,4.143,0.281,,1.46,57.0,,39.0,1
10.0,,2710.0,,0.168,0.612,1.29,454.0,,,1
8.0,71.0,,8.875,0.136,0.384,1.31,77.0,218.0,59.0,
,25.0,,3.125,0.24,0.91,,48.0,,33.0,1
9.0,,2142.0,,,,1.26,,1316.0,,1
6.0,187.0,1122.0,31.167,0.188,0.591,,,663.0,168.0,
6.0,,102.0,2.833,0.245,0.598,,25.0,61.0,,
6.0,15.0,,2.5,,0.744,1.92,,,13.0,1
10.0,215.0,2150.0,21.5,0.133,,1.2,287.0,,239.0,1
11.0,,1133.0,9.364,0.156,0.576,,,653.0,123.0,
,,,32.875,0.154,0.549,1.19,325.0,1156.0,274.0,1
8.0,15.0,120.0,,0.3,0.642,1.57,36.0,77.0,23.0,
8.0,26.0,208.0,3.25,0.264,,1.45,,,38.0,1
2.0,7.0,,3.5,0.5,0.929,3.5,7.0,13.0,,
7.0,,49.0,1.0,,0.633,1.56,14.0,31.0,9.0,
7.0,,210.0,4.286,0.295,0.876,1.77,,,35.0,1
7.0,18.0,126.0,2.571,0.31,0.96,1.39,39.0,,28.0,1
8.0,29.0,232.0,,0.207,,,48.0,,30.0,
6.0,,120.0,3.333,0.175,,1.5,21.0,,,1
5.0,18.0,90.0,3.6,,0.956,,,86.0,21.0,1
5.0,8.0,,1.6,0.425,,1.89,,40.0,9.0,1
5.0,,,1.4,0.4,0.657,2.33,14.0,,6.0,1
5.0,12.0,,2.4,0.383,,1.92,23.0,,,1
,126.0,1008.0,,0.188,0.685,,189.0,,149.0,
8.0,21.0,,2.625,0.262,,1.52,44.0,117.0,29.0,1
,,792.0,,0.199,0.662,1.39,158.0,524.0,114.0,1
9.0,81.0,,,0.187,,1.49,136.0,395.0,91.0,
6.0,69.0,414.0,11.5,0.28,,1.4,,308.0,83.0,1
,,640.0,,0.184,0.544,,118.0,348.0,84.0,1
7.0,,,18.286,0.203,0.663,,182.0,594.0,,
1.0,,10.0,10.0,,1.0,4.0,,10.0,2.0,
,11.0,,0.014,,,,,2058.0,108.0,4
6.0,129.0,,21.5,0.195,,1.35,151.0,,,1
5.0,52.0,260.0,10.4,0.208,0.542,1.35,54.0,141.0,40.0,1
,12.0,,2.4,0.317,0.75,1.46,,45.0,13.0,
5.0,21.0,105.0,,0.295,0.733,1.48,31.0,77.0,21.0,1
5.0,,,1.2,,0.967,2.5,,,,
5.0,38.0,190.0,7.6,0.426,,1.42,81.0,188.0,57.0,1
5.0,,65.0,,0.308,0.831,,20.0,54.0,,
,6.0,30.0,1.2,0.367,0.767,3.67,,,3.0,1
5.0,,,,,,,,71.0,,1
5.0,53.0,265.0,10.6,,0.611,,59.0,162.0,,1
5.0,34.0,170.0,6.8,0.224,0.606,1.31,38.0,103.0,29.0,
5.0,30.0,150.0,6.0,,,1.26,54.0,,43.0,
6.0,,150.0,,0.34,0.887,1.42,51.0,133.0,,
6.0,2.0,12.0,,0.583,1.0,7.0,,12.0,1.0,1
8.0,12.0,,1.5,,0.771,1.11,,74.0,,1
7.0,14.0,98.0,,0.255,0.735,1.56,25.0,72.0,16.0,1
7.0,14.0,98.0,2.0,0.337,0.99,1.65,33.0,97.0,20.0,1
7.0,8.0,56.0,,0.357,1.0,2.86,20.0,56.0,,1
,9.0,63.0,1.286,0.317,0.984,2.22,,62.0,9.0,1
7.0,4.0,28.0,,0.357,0.571,,10.0,16.0,2.0,
,,224.0,,0.339,0.786,,,176.0,52.0,1
9.0,29.0,261.0,3.222,,0.709,1.3,61.0,185.0,47.0,1
5.0,4.0,20.0,0.8,,0.85,1.75,,17.0,4.0,1
5.0,8.0,40.0,1.6,0.425,0.975,1.55,17.0,39.0,,
,,,2.75,0.364,,1.33,16.0,,12.0,1
6.0,50.0,300.0,8.333,,,1.31,64.0,173.0,49.0,1
,28.0,168.0,4.667,,,1.47,25.0,63.0,,1
5.0,43.0,,8.6,,0.8,1.35,,172.0,37.0,1
,,375.0,15.0,,0.867,1.18,97.0,,,1
4.0,18.0,72.0,,0.333,,1.71,24.0,48.0,14.0,
9.0,16.0,144.0,,0.222,,1.33,32.0,69.0,24.0,1
10.0,,790.0,7.9,0.163,0.42,1.25,129.0,332.0,103.0,
9.0,158.0,1422.0,17.556,0.217,0.535,1.45,,761.0,212.0,1
,,,114.0,0.939,1.0,,107.0,114.0,5.0,2
,41.0,41.0,41.0,0.927,1.0,12.67,,41.0,3.0,2
,6.0,24.0,1.5,,0.792,2.0,8.0,19.0,,
6.0,,294.0,8.167,,0.633,,71.0,186.0,50.0,1
,32.0,192.0,5.333,,0.698,1.37,56.0,134.0,41.0,1
7.0,37.0,259.0,5.286,0.243,0.71,1.34,63.0,184.0,47.0,1
6.0,,114.0,,0.254,,1.16,29.0,109.0,25.0,
,28.0,,,,0.875,1.29,49.0,147.0,,1
6.0,12.0,72.0,2.0,0.319,,2.09,,,11.0,1
4.0,,112.0,7.0,0.455,,1.27,51.0,112.0,,1
1.0,,33.0,33.0,0.667,1.0,3.67,22.0,,6.0,2
,29.0,,2.071,,0.502,1.63,,,35.0,1
,106.0,106.0,106.0,0.858,,15.17,91.0,,6.0,2
10.0,12.0,120.0,1.2,,0.392,2.2,,47.0,,
9.0,,,1.778,,0.5,,23.0,72.0,12.0,
9.0,16.0,144.0,1.778,0.208,0.542,2.14,30.0,78.0,14.0,1
,11.0,88.0,1.375,,0.477,1.75,14.0,42.0,,1
,27.0,,3.857,0.164,0.397,,31.0,75.0,,1
6.0,6.0,36.0,1.0,,0.556,,,,3.0,1
6.0,,78.0,2.167,0.295,0.897,1.64,23.0,70.0,,1
7.0,41.0,287.0,5.857,,0.652,1.36,60.0,187.0,,
7.0,,287.0,5.857,,,1.47,,217.0,43.0,1
6.0,7.0,,1.167,0.405,0.833,1.89,17.0,35.0,9.0,1
6.0,13.0,78.0,2.167,0.295,,1.44,,,16.0,
6.0,,,,0.232,,1.3,57.0,,,
6.0,40.0,240.0,6.667,0.221,0.983,1.26,53.0,236.0,42.0,
6.0,,,1.167,0.31,0.786,1.86,13.0,33.0,7.0,1
,12.0,,,0.146,,,7.0,,7.0,1
7.0,41.0,287.0,5.857,0.213,,1.33,61.0,247.0,46.0,
6.0,40.0,,,0.313,0.996,1.27,,239.0,,1
,12.0,12.0,12.0,,1.0,,7.0,12.0,4.0,1
,11.0,,1.833,0.333,0.803,,22.0,53.0,,
4.0,12.0,48.0,3.0,0.292,1.0,,14.0,,,1
6.0,,246.0,,0.224,,,55.0,,46.0,1
7.0,40.0,,,,0.686,,64.0,,50.0,1
9.0,23.0,207.0,2.556,0.213,0.507,,44.0,105.0,28.0,
9.0,23.0,,2.556,0.246,0.57,1.82,51.0,,,1
8.0,,136.0,2.125,0.265,0.566,,36.0,,21.0,
7.0,37.0,,5.286,0.301,,1.81,78.0,179.0,,
7.0,,,7.714,0.267,0.619,1.42,,,71.0,1
,,160.0,,0.431,0.988,1.47,69.0,,47.0,1
,13.0,65.0,2.6,,,1.69,27.0,,16.0,1
6.0,17.0,102.0,2.833,0.255,0.745,,26.0,76.0,22.0,1
6.0,,78.0,2.167,0.308,0.872,,,68.0,15.0,
6.0,,,2.333,,0.893,1.64,23.0,75.0,14.0,1
6.0,,84.0,2.333,0.274,0.929,1.28,23.0,78.0,18.0,1
6.0,17.0,,2.833,,,,,97.0,24.0,
,13.0,65.0,2.6,0.262,0.692,,17.0,45.0,12.0,1
5.0,13.0,65.0,2.6,0.246,0.831,1.33,16.0,54.0,12.0,1
4.0,14.0,56.0,3.5,0.268,0.732,,,,,1
6.0,,,,0.257,0.771,1.42,37.0,,26.0,
6.0,13.0,78.0,2.167,,,1.57,,,,
,41.0,287.0,,0.185,,,53.0,183.0,35.0,1
7.0,41.0,,5.857,0.226,,,,225.0,44.0,1
1.0,27.0,27.0,27.0,,1.0,1.83,11.0,,,2
1.0,41.0,41.0,41.0,0.78,1.0,,32.0,,7.0,2
10.0,,120.0,1.2,,0.558,2.7,,67.0,,1
9.0,21.0,189.0,2.333,,,1.65,,97.0,,1
9.0,,135.0,1.667,0.178,0.556,,24.0,75.0,,1
,17.0,,1.889,,0.529,,28.0,81.0,16.0,
,19.0,190.0,1.9,0.142,0.326,,27.0,62.0,9.0,1
,12.0,120.0,,,0.317,2.83,,38.0,,
,16.0,,2.0,0.242,0.602,,,77.0,16.0,1
7.0,16.0,,,0.25,0.527,2.0,,,14.0,
,22.0,22.0,22.0,,,1.83,11.0,,6.0,2
,9.0,27.0,,0.296,1.0,,8.0,,6.0,1
10.0,58.0,580.0,5.8,0.081,0.224,,,130.0,29.0,1
,,1274.0,,0.203,,1.27,259.0,790.0,,1
9.0,73.0,657.0,8.111,,0.434,1.44,114.0,285.0,,1
9.0,107.0,963.0,11.889,,0.683,1.42,196.0,,138.0,1
9.0,,162.0,2.0,0.278,,,,116.0,27.0,1
7.0,125.0,875.0,,0.27,0.858,,236.0,751.0,168.0,1
,53.0,530.0,5.3,0.215,0.781,,114.0,,79.0,1
8.0,43.0,344.0,5.375,0.212,0.721,1.4,73.0,248.0,52.0,
7.0,,56.0,1.143,0.375,0.964,1.62,,54.0,13.0,1
