height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class
,22.0,,3.143,,0.519,1.6,,,,
8.0,,,,,0.688,1.32,,,,1
,,,34.0,,0.539,1.35,,1172.0,,1
11.0,,,,0.177,,,527.0,1752.0,,
,213.0,1491.0,30.429,0.199,0.733,1.25,,1093.0,237.0,
11.0,272.0,2992.0,,0.168,,,504.0,,,1
,9.0,,1.8,0.178,,1.6,,,5.0,
,34.0,272.0,,,,,,247.0,,1
,7.0,,,,,2.0,,,,
,15.0,,,0.247,0.72,1.61,37.0,108.0,23.0,1
8.0,,168.0,2.625,,0.923,1.38,47.0,155.0,,1
,,224.0,3.5,0.299,0.969,1.6,,217.0,42.0,
,60.0,,6.0,0.203,,,,,,
,12.0,,1.714,,,,31.0,72.0,20.0,
7.0,6.0,42.0,,,0.286,9.0,,,1.0,
,7.0,,1.0,,1.0,,,,13.0,1
,,,,,,,35.0,89.0,,1
,49.0,,,,,,,1958.0,,5
,,,1.875,0.133,0.471,,,,28.0,
10.0,7.0,,0.7,0.157,,1.57,,42.0,7.0,5
,,432.0,6.75,,,1.29,,,82.0,
,,,17.9,,0.758,1.41,358.0,,,1
,,,,0.233,0.633,,7.0,19.0,4.0,5
8.0,25.0,200.0,,0.33,,1.65,,200.0,,1
6.0,12.0,,,,0.514,,,,7.0,5
,,3969.0,0.605,,,2.26,449.0,1580.0,,
,,,,,,,,2027.0,386.0,
10.0,,2710.0,27.1,,,1.31,509.0,,388.0,
6.0,6.0,36.0,1.0,0.194,,,,,2.0,5
,9.0,54.0,,,,,8.0,16.0,,5
10.0,272.0,,,,0.649,1.38,,,,1
21.0,68.0,1428.0,3.238,,,,74.0,,13.0,5
,,,,,,,,1942.0,381.0,1
7.0,47.0,,6.714,0.158,,,52.0,95.0,9.0,5
,8.0,104.0,0.615,,0.769,1.07,,80.0,15.0,5
,,2981.0,,0.198,0.628,1.52,591.0,1872.0,,
8.0,,,,,1.0,,7.0,8.0,1.0,
,,72.0,,,0.319,,9.0,23.0,2.0,5
,272.0,,27.2,,0.772,1.43,573.0,2101.0,,1
,272.0,2720.0,27.2,,0.786,1.4,,2139.0,399.0,
,49.0,,,,0.51,50.0,,50.0,1.0,
7.0,,70.0,,,,,,,11.0,1
,9.0,,1.5,,0.87,,,47.0,12.0,
8.0,10.0,,1.25,0.313,,,25.0,54.0,,1
4.0,,,2.25,,,,15.0,36.0,,
8.0,25.0,,,0.28,,,,,35.0,1
8.0,,296.0,4.625,0.334,,,,,77.0,1
10.0,,,5.1,,,,112.0,,87.0,
10.0,,,,,,1.45,212.0,,146.0,1
,31.0,248.0,,,,,,,51.0,1
,5.0,35.0,0.714,0.2,0.429,7.0,7.0,15.0,1.0,1
,240.0,1920.0,30.0,0.193,0.635,,370.0,,,
,11.0,77.0,,0.351,0.87,,,,15.0,
10.0,,2360.0,,0.183,0.572,1.31,432.0,,,1
,135.0,,,0.077,,1.54,,317.0,54.0,
8.0,272.0,2176.0,,,,1.41,407.0,,,1
8.0,,,7.75,0.218,,,108.0,,69.0,
7.0,38.0,266.0,5.429,,0.789,1.55,,,,
,272.0,,,0.197,,,428.0,1369.0,,1
,,2610.0,26.1,,0.515,,477.0,,,1
,,,,,0.786,1.29,,1704.0,364.0,1
8.0,245.0,,30.625,0.198,0.555,1.36,,1088.0,286.0,1
10.0,272.0,,,0.191,0.578,1.49,,1571.0,348.0,1
11.0,272.0,2992.0,,0.171,0.61,1.47,511.0,1824.0,,1
,,,27.1,0.173,,,469.0,,,1
8.0,,864.0,,,0.618,1.41,,,,
,,1250.0,12.5,,,,,,,1
,24.0,144.0,4.0,0.292,,,42.0,,27.0,
,,,,0.182,0.649,,54.0,192.0,40.0,
,,784.0,12.25,,0.864,1.42,221.0,677.0,,
,93.0,930.0,,0.206,0.794,1.48,192.0,,130.0,
7.0,23.0,,3.286,0.373,0.851,1.71,,,35.0,
,,,24.636,,,,,,355.0,
,,2981.0,,,0.671,1.39,525.0,,378.0,1
,,,8.875,0.238,0.701,,135.0,,92.0,1
,,600.0,6.0,0.223,,1.47,,364.0,91.0,1
10.0,,,,,0.706,1.62,105.0,332.0,65.0,1
,,49.0,,,,,,,11.0,
7.0,38.0,266.0,5.429,0.327,,1.38,,253.0,63.0,1
5.0,12.0,60.0,,0.267,,,16.0,,9.0,
,234.0,,,0.188,0.614,1.38,441.0,1437.0,,
10.0,271.0,,27.1,0.187,,,508.0,1632.0,,
11.0,,2079.0,,,,,361.0,1275.0,,1
8.0,,520.0,8.125,,,,,,,
10.0,,1470.0,14.7,0.168,0.55,1.29,,809.0,,1
,271.0,,24.636,0.168,,1.35,,,,
,261.0,2088.0,,,,1.34,,,,1
,271.0,,27.1,0.193,0.769,,,2084.0,409.0,1
10.0,,,17.3,,0.375,,155.0,,102.0,1
10.0,197.0,,,0.144,0.589,1.25,284.0,1160.0,,1
9.0,258.0,,,,,1.28,401.0,1350.0,313.0,
,,,12.0,,0.479,,85.0,368.0,63.0,1
,,2710.0,27.1,,0.574,,,1556.0,,
10.0,271.0,,27.1,,,,,1878.0,,1
,48.0,,6.857,0.292,,,,,64.0,1
11.0,,2673.0,22.091,0.117,0.342,1.41,,914.0,,1
8.0,,,,0.195,,,,,92.0,
8.0,,,9.75,,,1.35,152.0,465.0,,1
,175.0,1575.0,,,0.568,1.35,,894.0,221.0,1
7.0,,,,0.328,,1.44,,,27.0,
7.0,,,2.0,,,,35.0,94.0,,1
,,368.0,5.75,0.285,0.791,1.42,105.0,291.0,74.0,1
,,306.0,,0.225,,1.57,69.0,231.0,,1
7.0,7.0,49.0,1.0,0.347,0.939,,,46.0,9.0,
7.0,11.0,,,,0.87,1.5,,67.0,,
,,,2.0,0.357,0.867,,35.0,,,
,,,3.0,,0.966,,,142.0,,1
,8.0,,1.143,,0.768,,,,,1
,,,,0.281,0.842,,57.0,171.0,39.0,
10.0,,2710.0,,0.168,,,454.0,1659.0,351.0,1
8.0,,,8.875,,,1.31,,218.0,,1
,,,,0.24,0.91,1.45,48.0,,,
9.0,,,,0.168,0.614,,359.0,1316.0,,1
6.0,187.0,1122.0,31.167,0.188,0.591,1.26,,663.0,,1
,17.0,102.0,,,0.598,,,61.0,16.0,1
6.0,,,2.5,0.278,0.744,1.92,25.0,67.0,,
10.0,,2150.0,21.5,,,1.2,287.0,997.0,239.0,
11.0,103.0,1133.0,9.364,0.156,0.576,1.44,,,,
,263.0,2104.0,,,0.549,1.19,325.0,,274.0,1
8.0,,120.0,1.875,,0.642,,,,,1
8.0,26.0,,,,0.62,1.45,,,38.0,1
2.0,7.0,,,0.5,0.929,3.5,7.0,13.0,2.0,1
7.0,7.0,,1.0,,,1.56,,31.0,9.0,
,30.0,210.0,,0.295,0.876,1.77,,184.0,,1
7.0,18.0,,,,0.96,,39.0,121.0,28.0,
,,,3.625,0.207,,1.6,48.0,,30.0,1
,,,3.333,0.175,,1.5,,95.0,,
,,90.0,3.6,0.378,0.956,,,86.0,,1
,,40.0,1.6,0.425,1.0,,17.0,,,1
5.0,7.0,35.0,1.4,0.4,,,,23.0,6.0,1
5.0,12.0,60.0,2.4,0.383,,1.92,,,,
8.0,,1008.0,,0.188,0.685,1.27,189.0,,,
,,,2.625,,0.696,,,,29.0,1
,,,,0.199,,,,524.0,114.0,1
9.0,81.0,729.0,9.0,,0.542,,136.0,395.0,,1
,,414.0,11.5,,,,116.0,,,1
8.0,,,,,0.544,,118.0,348.0,84.0,1
7.0,128.0,896.0,18.286,0.203,0.663,,,594.0,137.0,1
1.0,10.0,10.0,,,1.0,,,10.0,,
,,8844.0,0.014,0.191,,15.64,,,,
6.0,,774.0,21.5,0.195,,1.35,,437.0,,
5.0,,260.0,10.4,,0.542,1.35,,,,
5.0,,60.0,,0.317,,,19.0,45.0,13.0,1
5.0,21.0,105.0,,,0.733,1.48,31.0,77.0,,
,6.0,,,,,,10.0,29.0,4.0,1
5.0,38.0,190.0,7.6,,,1.42,81.0,,,1
5.0,13.0,,,0.308,,1.82,,54.0,,
,6.0,,,0.367,,3.67,11.0,,3.0,
5.0,,,,,0.947,1.67,,,,
,,,10.6,0.223,,1.28,59.0,162.0,,
,34.0,170.0,6.8,,,1.31,,103.0,29.0,
,30.0,150.0,6.0,0.36,,1.26,54.0,,,
,25.0,150.0,4.167,,,,51.0,,36.0,
,,,0.333,,,7.0,7.0,12.0,1.0,1
8.0,12.0,96.0,1.5,,0.771,,20.0,,18.0,
7.0,,98.0,2.0,,0.735,1.56,25.0,,,
7.0,14.0,,,,0.99,,33.0,97.0,20.0,1
7.0,8.0,,,,1.0,2.86,,,7.0,1
,9.0,,,,,2.22,,,,
7.0,4.0,28.0,,,0.571,,10.0,,,
,,224.0,4.571,,0.786,,76.0,176.0,52.0,1
,29.0,261.0,3.222,,,,,,47.0,1
5.0,4.0,,0.8,0.35,0.85,1.75,7.0,,,
5.0,,40.0,,0.425,,,17.0,39.0,11.0,1
4.0,11.0,44.0,,0.364,0.955,,16.0,42.0,,1
6.0,50.0,300.0,,,0.577,1.31,,173.0,,
,28.0,,4.667,0.149,,1.47,,63.0,17.0,1
5.0,,215.0,,0.233,,1.35,,,37.0,
5.0,,,,,0.867,1.18,97.0,,,
,,72.0,4.5,,0.667,1.71,24.0,48.0,14.0,1
9.0,16.0,,,,,1.33,32.0,,,
10.0,79.0,,7.9,,0.42,1.25,,332.0,103.0,1
9.0,,1422.0,17.556,,,,,761.0,212.0,
1.0,,,,0.939,,,,,,
1.0,,41.0,,0.927,,12.67,38.0,41.0,3.0,
4.0,6.0,24.0,,,,2.0,,19.0,,1
6.0,,294.0,,,,,,186.0,50.0,
6.0,32.0,,,,0.698,,,134.0,41.0,1
,37.0,259.0,5.286,0.243,,1.34,63.0,184.0,47.0,
6.0,,114.0,,0.254,,,29.0,109.0,25.0,1
6.0,,,4.667,,0.875,1.29,,147.0,38.0,
,,,,0.319,0.653,,,47.0,,
4.0,,,7.0,0.455,,,,112.0,,
1.0,33.0,33.0,33.0,0.667,1.0,,,,6.0,2
14.0,29.0,,,,,,57.0,204.0,35.0,
1.0,106.0,,106.0,0.858,,,91.0,106.0,,2
10.0,,120.0,,0.183,,,,47.0,10.0,
,16.0,144.0,1.778,,,1.92,23.0,,,1
,,144.0,,0.208,,,,,,1
,,,,0.159,0.477,,14.0,,8.0,
7.0,27.0,,,0.164,0.397,2.58,,75.0,,1
6.0,6.0,36.0,1.0,,,3.67,11.0,20.0,3.0,1
6.0,13.0,78.0,,0.295,,1.64,23.0,70.0,14.0,
7.0,,,,,,1.36,60.0,187.0,44.0,
7.0,41.0,287.0,,,,,,217.0,,1
,,,,,0.833,,,35.0,9.0,1
6.0,,78.0,,,,1.44,23.0,68.0,,1
,,246.0,6.833,0.232,,1.3,,,,1
6.0,40.0,,,,,,53.0,236.0,,1
,7.0,,1.167,,,,,,,1
4.0,12.0,48.0,3.0,,,,7.0,48.0,7.0,
7.0,41.0,287.0,,0.213,,1.33,61.0,,,1
6.0,,240.0,6.667,0.313,,1.27,75.0,,,1
,12.0,,,,,,7.0,12.0,4.0,1
6.0,,,1.833,,0.803,,22.0,53.0,,
4.0,12.0,48.0,3.0,,1.0,1.4,14.0,48.0,10.0,
,,,6.833,0.224,0.85,,,209.0,,1
,,,5.714,0.229,,,64.0,,50.0,
,,207.0,2.556,,,1.57,44.0,105.0,,
,,,,0.246,0.57,1.82,51.0,118.0,28.0,1
8.0,17.0,,2.125,,,,36.0,77.0,21.0,1
7.0,37.0,259.0,,,,,,179.0,,1
7.0,54.0,378.0,,0.267,,1.42,101.0,,,
,32.0,160.0,,0.431,,1.47,,158.0,47.0,
,,,2.6,0.415,0.938,,,61.0,16.0,
,17.0,102.0,,,,,,,,1
6.0,13.0,78.0,,0.308,,1.6,24.0,68.0,,1
6.0,,,2.333,0.274,0.893,1.64,,,14.0,1
,,84.0,,0.274,,1.28,23.0,,,1
6.0,,102.0,,0.382,0.951,1.63,39.0,97.0,,
,,65.0,2.6,0.262,,,,45.0,,
,13.0,,2.6,0.246,0.831,1.33,16.0,,,
,14.0,,3.5,0.268,,,,41.0,9.0,1
6.0,,,4.0,0.257,,,,111.0,,
,13.0,78.0,,0.282,0.936,,,73.0,,1
,,287.0,,0.185,,,53.0,183.0,35.0,
7.0,,,5.857,,0.784,,,,44.0,
,27.0,,27.0,,,,,,,
,,41.0,,0.78,,4.57,,,,
10.0,,120.0,1.2,0.225,,,,,,1
9.0,21.0,189.0,2.333,,,1.65,,,20.0,1
,15.0,135.0,,0.178,0.556,1.6,24.0,,,1
9.0,,,1.889,0.183,,1.75,,81.0,16.0,
,,,1.9,0.142,,3.0,,62.0,,
,,120.0,1.2,,0.317,2.83,,,6.0,1
,16.0,,2.0,0.242,,,,,,1
7.0,16.0,,2.286,0.25,,,28.0,,,1
1.0,,,22.0,0.5,1.0,,11.0,22.0,6.0,
,,,,0.296,,,,27.0,,1
,58.0,580.0,5.8,0.081,0.224,1.62,,130.0,,1
7.0,,,26.0,0.203,,1.27,,,,1
,,657.0,8.111,0.174,0.434,1.44,,,79.0,
,,963.0,,,0.683,1.42,,658.0,,1
,18.0,162.0,2.0,0.278,,1.67,,116.0,,
7.0,,,,,,1.4,236.0,751.0,168.0,1
10.0,53.0,,,0.215,,,,,79.0,
,43.0,344.0,,,,,73.0,,,1
,8.0,,1.143,0.375,,,,54.0,,
8.0,30.0,240.0,,,,,,,,
,59.0,,9.833,,0.692,,,,75.0,
6.0,7.0,,,,0.786,1.83,11.0,33.0,,1
,17.0,85.0,3.4,,0.965,,,,,
5.0,,,,,1.0,4.5,,,2.0,1
,6.0,42.0,,0.476,0.881,,20.0,,,1
7.0,,231.0,4.714,,,,,171.0,,
7.0,,,,,,1.69,54.0,,,
7.0,17.0,,2.429,,0.782,1.81,,93.0,26.0,1
,,112.0,,0.304,0.696,,34.0,,25.0,
,19.0,171.0,2.111,,0.643,1.35,46.0,110.0,34.0,
7.0,18.0,126.0,2.571,,,,,,,
6.0,,,,,0.778,,13.0,28.0,,1
5.0,11.0,55.0,,,,,,48.0,,1
,16.0,,,,,,,80.0,25.0,1
,8.0,,1.6,,0.975,,,,11.0,1
7.0,29.0,203.0,4.143,,0.67,,58.0,,,1
,21.0,,2.333,0.243,,,46.0,,35.0,
,46.0,414.0,,,0.737,,,,68.0,1
,,,,,1.0,1.27,,,,1
9.0,55.0,,6.111,0.251,0.808,1.43,124.0,400.0,,1
8.0,,184.0,,0.277,,1.7,51.0,,,1
,,343.0,7.0,,0.735,,109.0,,,
,,85.0,,,,,35.0,80.0,20.0,1
,3.0,,,,0.867,,9.0,13.0,2.0,1
8.0,,208.0,3.25,0.25,0.808,1.37,52.0,168.0,38.0,1
,,,3.375,0.208,,1.45,,,31.0,1
7.0,,98.0,,,1.0,,,,,
7.0,18.0,,,0.206,,,26.0,,,1
7.0,,,1.286,0.349,,2.2,22.0,,10.0,
,,28.0,,,,8.0,,27.0,,
,,98.0,,0.296,,1.61,,88.0,18.0,
7.0,19.0,133.0,2.714,,,1.42,44.0,102.0,,
,,,,,,,,165.0,,1
7.0,,,0.571,0.321,1.0,,9.0,28.0,,
,,,5.429,0.301,,,,,55.0,
7.0,,231.0,,0.299,,1.44,,,,
7.0,,63.0,1.286,,0.857,1.77,,,,1
,,,,0.452,1.0,,,42.0,10.0,
7.0,30.0,,4.286,,,,,,48.0,1
,,,,0.286,0.732,,16.0,,,
9.0,46.0,,,,0.575,,100.0,238.0,,
9.0,,1980.0,,0.23,,,456.0,1501.0,,1
,,,,0.25,,,,222.0,55.0,1
9.0,,,27.889,0.187,0.672,,,,317.0,
10.0,,1510.0,,,,1.48,,1162.0,197.0,1
7.0,29.0,,,0.305,,1.48,,,42.0,1
,,91.0,1.857,0.264,0.648,,24.0,59.0,17.0,1
7.0,,,,0.254,,,,230.0,69.0,
7.0,7.0,49.0,1.0,,,,,,9.0,
,11.0,77.0,1.571,0.312,,1.5,,,,
,,441.0,5.444,,,1.6,117.0,,73.0,1
7.0,,189.0,3.857,,,1.33,53.0,179.0,40.0,1
,,147.0,3.0,,,,52.0,,,
,19.0,,,,,1.44,,133.0,32.0,1
,,,5.125,0.232,0.527,1.55,,,49.0,1
,,,,0.256,0.694,,129.0,,85.0,1
8.0,47.0,376.0,5.875,0.221,0.702,1.26,,264.0,,1
9.0,56.0,,,,0.603,1.26,,304.0,,
,,,,0.192,,1.31,38.0,,,
,,,,0.244,0.867,,11.0,,,
6.0,22.0,132.0,3.667,,1.0,,43.0,132.0,33.0,
,,,2.286,,,1.38,,79.0,21.0,1
8.0,81.0,,,,,,,383.0,111.0,1
,,,,0.36,0.933,,27.0,70.0,20.0,1
5.0,5.0,25.0,,0.44,,1.57,11.0,25.0,,
,135.0,,15.0,,0.626,,302.0,,193.0,1
7.0,,147.0,,0.34,,,,,37.0,
,,609.0,12.429,0.232,,,141.0,359.0,,1
7.0,8.0,56.0,,0.375,,1.62,21.0,56.0,,1
7.0,35.0,,5.0,0.31,1.0,1.55,,245.0,,1
7.0,14.0,,,,,1.65,38.0,,,1
,11.0,77.0,1.571,0.364,,1.75,28.0,71.0,16.0,
,13.0,91.0,,0.297,0.835,,27.0,,16.0,1
7.0,9.0,63.0,1.286,0.317,0.81,1.54,,,13.0,
7.0,41.0,,,,0.777,,99.0,223.0,64.0,1
,46.0,322.0,6.571,0.354,1.0,,114.0,,,1
7.0,20.0,,2.857,,0.757,,49.0,,,1
5.0,,,2.8,0.414,,,29.0,,,1
,,,,,,1.36,,,344.0,
10.0,,,,,0.751,,96.0,368.0,,
7.0,21.0,,3.0,0.327,,1.41,48.0,,,1
9.0,,,5.444,0.231,0.685,1.46,,302.0,70.0,1
,,161.0,3.286,,,,,152.0,33.0,
7.0,,,,,,2.25,9.0,20.0,,
,,333.0,4.111,0.213,0.706,1.54,71.0,,,1
,,102.0,2.833,,0.824,1.33,,84.0,,
,,,,,0.712,,20.0,,13.0,1
,,36.0,,0.417,0.944,,,34.0,,1
9.0,,,23.778,,0.748,,,,,1
,,301.0,6.143,0.246,,1.32,,285.0,,
9.0,56.0,504.0,,0.196,,,99.0,,,
7.0,11.0,,1.571,,,,,76.0,,
,,,4.714,,,,79.0,196.0,,
8.0,23.0,184.0,,0.31,,,,,,
,,,,,,1.39,,,38.0,1
,11.0,,,,,,27.0,71.0,17.0,1
7.0,20.0,,,,,,,122.0,,
7.0,,,7.0,0.3,,,103.0,,,1
10.0,38.0,,3.8,0.195,,,,209.0,50.0,
7.0,15.0,,2.143,,1.0,,33.0,105.0,21.0,
,,,,,0.924,1.46,136.0,427.0,93.0,
,,,,,0.852,1.49,131.0,,88.0,
,49.0,,5.444,,0.791,1.38,120.0,,87.0,
8.0,,,,,,,22.0,,,
,,252.0,5.143,0.365,0.96,1.67,92.0,242.0,55.0,1
7.0,29.0,203.0,,,0.936,1.4,,190.0,,
,11.0,77.0,1.571,,0.961,1.35,27.0,,,
,,,,0.352,1.0,1.36,,,47.0,
7.0,,63.0,,0.286,0.968,1.2,18.0,,15.0,1
7.0,31.0,217.0,4.429,,,,60.0,171.0,,
,9.0,63.0,1.286,0.381,,,24.0,60.0,,1
,27.0,,,,,,,148.0,39.0,
8.0,,32.0,0.5,,1.0,2.4,,,,
8.0,,,0.625,,,,15.0,,,1
,5.0,,,0.52,,2.17,,25.0,,1
,,,,,,1.41,,103.0,17.0,1
7.0,37.0,,,,1.0,1.46,79.0,259.0,54.0,
,,,,0.302,,1.46,19.0,,13.0,
,11.0,77.0,1.571,,1.0,,,77.0,21.0,1
7.0,,,2.714,0.361,,,48.0,122.0,,1
,8.0,,,,,2.22,,50.0,,1
9.0,,,,0.259,0.699,,128.0,,,
7.0,,203.0,,0.365,,2.0,,192.0,,
,4.0,28.0,,,,,7.0,24.0,,1
7.0,14.0,98.0,,,0.98,,33.0,96.0,,1
,,,2.429,0.286,0.916,1.31,34.0,109.0,26.0,1
7.0,,,,0.226,,1.4,,170.0,,1
,23.0,,,0.239,,1.76,,102.0,25.0,
,,369.0,4.556,0.244,,,90.0,,,
6.0,33.0,198.0,5.5,0.268,,,,168.0,,1
,4.0,,0.667,,1.0,2.2,11.0,,,
,19.0,,,,0.711,1.58,,81.0,26.0,
,,,,0.286,0.694,1.38,84.0,,,1
7.0,13.0,,1.857,0.297,0.857,1.17,27.0,,23.0,
,,91.0,,,,1.79,34.0,,,1
,30.0,210.0,4.286,0.305,,,,183.0,39.0,1
,,,,0.378,,1.95,,,,1
7.0,14.0,98.0,,0.337,0.786,,33.0,,24.0,
7.0,,126.0,2.571,,0.968,,46.0,122.0,23.0,1
7.0,7.0,49.0,1.0,,,,12.0,,7.0,
7.0,26.0,182.0,,0.269,0.929,1.23,,169.0,40.0,1
,,102.0,,,1.0,,,102.0,25.0,
,,,1.5,0.296,0.796,1.23,,,,
,26.0,,4.333,,,1.33,53.0,,40.0,1
,5.0,25.0,1.0,0.36,1.0,,9.0,25.0,,1
,48.0,,,,0.685,,,296.0,83.0,
7.0,31.0,,4.429,,,,,185.0,,
7.0,,,6.0,,,1.46,98.0,,,1
,46.0,322.0,6.571,0.304,0.745,,,,,
5.0,,55.0,2.2,0.455,,,,,15.0,1
9.0,,,,,0.778,,,,,
,,,,0.203,,1.34,106.0,,79.0,
9.0,,,5.444,0.265,,,117.0,288.0,86.0,1
9.0,,72.0,,0.222,,1.78,16.0,,,1
,22.0,198.0,,,0.934,,45.0,185.0,,1
7.0,32.0,224.0,4.571,0.232,,1.3,52.0,180.0,40.0,
,19.0,171.0,,,,,,,29.0,1
,,,,,,1.32,,85.0,25.0,
7.0,15.0,105.0,,0.333,,,35.0,,,
7.0,,112.0,2.286,0.304,,1.13,34.0,107.0,30.0,
9.0,32.0,,3.556,,0.913,,69.0,,46.0,
7.0,56.0,,,0.227,,1.25,,236.0,71.0,
8.0,,,2.0,,,1.58,,,,1
,7.0,42.0,,,,1.38,,33.0,8.0,1
6.0,,,5.5,0.247,,,,161.0,,1
6.0,10.0,60.0,,0.333,0.75,1.54,20.0,45.0,13.0,1
,25.0,150.0,,,,1.17,,,,
9.0,19.0,,2.111,,,1.34,,,,
9.0,29.0,,,,0.889,1.39,61.0,232.0,,1
,49.0,441.0,,,,1.51,,318.0,,
7.0,,91.0,,0.363,,,33.0,85.0,15.0,
8.0,57.0,,,0.268,0.798,1.45,,364.0,,1
,,,,,,1.37,,336.0,87.0,
,,88.0,,0.318,,,,,20.0,1
,24.0,,3.429,,,1.48,46.0,111.0,,1
,38.0,,5.429,,0.688,1.5,,,,
9.0,23.0,,,,0.816,1.35,46.0,169.0,34.0,
9.0,49.0,441.0,,,0.687,,,,,
,,301.0,6.143,0.249,,1.29,75.0,,58.0,
7.0,,56.0,1.143,,,,,45.0,10.0,
7.0,19.0,,2.714,,0.977,1.77,,130.0,,
,,35.0,1.4,0.429,,1.36,15.0,34.0,,
,,,,,,1.8,,,5.0,1
,262.0,2620.0,,0.19,,,,,377.0,1
7.0,,,2.429,0.353,,1.56,,,,
,9.0,63.0,1.286,0.349,,,22.0,,,1
,40.0,,5.714,,0.971,,,272.0,,1
7.0,,336.0,6.857,0.33,0.821,,111.0,,77.0,1
,25.0,,3.125,0.285,,,,,,
,13.0,91.0,1.857,,,,36.0,,,1
,16.0,,,0.339,1.0,1.41,,,27.0,
7.0,38.0,266.0,,,,,66.0,,,
,,35.0,1.4,0.457,1.0,2.0,,,8.0,
,9.0,,0.9,,,1.25,20.0,90.0,,1
10.0,47.0,470.0,,,0.781,1.29,,367.0,72.0,
,,128.0,2.0,,0.945,,,,28.0,
8.0,,48.0,0.75,,0.813,,,39.0,,
,26.0,,,0.302,0.912,,,,36.0,
9.0,,585.0,,0.222,,,130.0,460.0,96.0,
7.0,18.0,126.0,,0.27,,,,,26.0,
8.0,21.0,168.0,,0.232,,1.3,,108.0,30.0,1
,13.0,65.0,2.6,,1.0,,26.0,65.0,,
8.0,93.0,,,0.185,,1.24,,,111.0,1
,21.0,147.0,3.0,,,1.34,43.0,,32.0,
7.0,27.0,189.0,,,,,15.0,,6.0,1
7.0,,308.0,6.286,0.218,0.734,1.26,,226.0,,1
7.0,,133.0,,0.248,,1.5,33.0,,22.0,1
,,,,,0.851,1.22,39.0,,32.0,
7.0,,273.0,5.571,0.253,0.853,1.33,69.0,233.0,52.0,1
,,,1.571,0.325,0.935,1.39,25.0,72.0,18.0,1
7.0,,,2.143,,0.886,1.6,24.0,,,
7.0,13.0,,1.857,0.363,,1.94,33.0,,,1
,4.0,28.0,0.571,0.286,1.0,2.0,,28.0,4.0,
,18.0,126.0,,,0.952,1.53,46.0,120.0,30.0,1
7.0,13.0,,1.857,0.33,0.835,,,76.0,21.0,1
,,,5.714,,0.782,1.47,,219.0,,
9.0,47.0,423.0,5.222,,0.773,1.53,,327.0,,1
7.0,,49.0,,0.347,,,17.0,,8.0,1
,,,1.571,,0.974,,31.0,75.0,21.0,1
9.0,,,,0.27,0.796,1.4,73.0,215.0,52.0,1
,20.0,140.0,2.857,0.257,,,36.0,123.0,32.0,
7.0,11.0,77.0,1.571,,0.727,1.56,,,18.0,1
7.0,,161.0,3.286,,0.845,1.66,53.0,,32.0,1
,9.0,,,0.333,,1.4,21.0,60.0,15.0,1
,13.0,,,,0.934,1.65,,85.0,,
7.0,19.0,133.0,,0.286,0.669,,38.0,,28.0,
,28.0,,5.6,0.307,0.814,1.3,,114.0,33.0,1
,,160.0,6.4,,,,56.0,138.0,,
,24.0,120.0,,,,,,,31.0,1
,,,3.8,0.442,,1.5,,89.0,,1
9.0,,,,0.191,0.741,,93.0,360.0,75.0,1
9.0,39.0,351.0,,,,1.53,84.0,219.0,,
,,,8.143,,0.659,1.3,,263.0,,
,,70.0,,,1.0,,,,13.0,
7.0,,,,0.277,0.83,,62.0,186.0,44.0,1
,,,,0.361,1.0,1.44,,36.0,,
,21.0,,,,,,,126.0,,
,7.0,,,0.357,,,15.0,32.0,,
7.0,,35.0,,,0.829,,13.0,,,
,,,,,0.846,1.61,,77.0,,1
7.0,,,1.286,,,2.0,24.0,,,
,,,5.0,,,1.48,,,,
7.0,,98.0,2.0,0.357,0.969,1.52,,,23.0,1
7.0,,77.0,1.571,,0.792,,30.0,,,
,20.0,140.0,2.857,0.379,1.0,,,,,1
7.0,31.0,,4.429,,,1.35,69.0,182.0,51.0,1
7.0,23.0,161.0,3.286,,0.677,1.59,,,29.0,1
7.0,39.0,,,,0.733,1.43,80.0,,56.0,
,,49.0,1.0,0.245,0.878,,,,,1
8.0,39.0,312.0,4.875,,,1.21,70.0,257.0,,1
,54.0,378.0,7.714,,,,,302.0,,
,32.0,224.0,4.571,,,,,,,1
7.0,51.0,357.0,7.286,,,1.49,,280.0,,1
7.0,48.0,336.0,6.857,,0.652,,90.0,,56.0,
,13.0,,1.857,0.286,0.989,1.73,,90.0,15.0,
,,,,,0.679,1.15,15.0,,,1
7.0,,119.0,,0.227,,1.5,,,18.0,1
,10.0,,1.429,0.286,0.829,,,58.0,,1
,,,1.571,0.286,0.909,,22.0,70.0,17.0,
10.0,,130.0,1.3,,0.8,,,104.0,,
6.0,11.0,66.0,,,,,24.0,63.0,18.0,
,,133.0,,0.346,,1.77,,112.0,,1
,,98.0,,0.214,,,,77.0,,
8.0,,,,0.206,,,,,,1
6.0,26.0,,4.333,,,,,136.0,35.0,
,,,3.75,0.225,,,,,,
,,80.0,,,,1.73,19.0,74.0,,1
7.0,13.0,,1.857,,,,,,17.0,
,39.0,,,,0.853,,,233.0,63.0,
,18.0,,,0.467,,1.91,,78.0,,1
6.0,16.0,96.0,,,0.76,2.38,19.0,,,1
,,,,0.37,0.841,1.79,70.0,159.0,39.0,1
,,56.0,1.143,0.357,,,20.0,44.0,13.0,1
