a1cx,a1cy,b2x,b2y,a2pop,a3pop,temp,mxql,binaryClass
-0.406308,-0.49723,,,,,0.669548,,
-0.135751,-0.374987,-0.440456,-0.373434,,0.728051,0.271359,,P
,-0.223299,-0.232734,,2.162023,,0.767876,6.0,P
,,-0.020053,0.199854,,,0.333712,6.0,
,0.417112,-0.027456,,,0.495552,,,P
0.227514,,-0.168452,,,0.021117,0.653838,,
,,-0.307799,-0.305446,,6.339781,,7.0,
0.449274,,0.042411,,0.319629,,0.447315,8.0,N
0.025911,,-0.361815,,,2.335782,,,
,0.042905,,,,,0.608407,,
0.143875,-0.178783,,,,1.520069,,7.0,
-0.011475,,,0.45297,,3.203107,0.685928,8.0,
-0.043538,,,,2.827264,,,,P
,-0.473884,0.144931,,,,,7.0,P
,-0.328569,0.029353,-0.450227,7.591484,,,8.0,
,-0.081807,0.018395,,,4.679558,0.77608,8.0,
,,0.038038,,2.760607,,,,P
,,-0.142595,,2.691827,,,,P
,0.254839,,,1.422541,,0.487969,,N
-0.229271,-0.220816,,,2.724291,,,5.0,
,,-0.395298,,0.013158,1.568646,,8.0,
,,,,2.167087,,0.889556,8.0,
,0.358548,,,,0.580449,0.675901,,P
,,-0.017412,,,,0.836474,,
-0.1961,,,,2.603742,1.430853,,,P
-0.061658,-0.395876,,0.131276,,1.79728,,,P
,,0.077274,-0.484889,,0.201979,0.741793,6.0,
0.046884,0.264839,,-0.272194,0.489178,0.55336,,,P
,,0.209265,,3.278708,0.717124,0.208931,,P
-0.201223,,0.083307,,6.390199,,,7.0,
,-0.307194,0.280466,,7.716846,,0.223026,7.0,
0.048167,,-0.259972,,,7.400568,0.681375,6.0,
-0.163986,,0.350273,-0.38128,,,0.738114,,
0.278571,0.480405,-0.435433,-0.210823,,0.152675,,,N
-0.418727,0.299003,,,,6.816831,0.55733,7.0,
,,,,,0.568368,0.681435,5.0,
0.478522,,,,5.219648,,0.421687,7.0,N
-0.128506,-0.309701,,,,,,8.0,
,,-0.156673,,,1.149948,0.893757,5.0,
,-0.222045,-0.041136,,1.471545,,,,N
,0.057837,,,,,0.939057,,
,0.006436,,-0.015451,,,,,P
0.453129,-0.451685,,,0.090079,0.783356,,,
,-0.348783,-0.431476,0.323235,,0.926913,,,
,,-0.22174,-0.056461,13.972192,,0.643826,5.0,
-0.174923,-0.401199,,,,2.954588,,,P
-0.214815,,,-0.119978,1.639787,,,,P
,-0.393945,0.309666,,3.95313,,,,P
0.133458,-0.493049,,,6.526285,,,6.0,P
-0.007008,-0.299384,,-0.295343,0.466421,,0.42782,7.0,
,,,,,1.925932,0.355548,,
,,-0.148567,,3.83389,12.875416,0.905884,,
-0.361467,,-0.217363,0.303039,,1.695643,,,
-0.036864,,,-0.092423,,4.126751,0.485189,,
0.470088,-0.496496,,,0.71348,5.657664,0.621963,,
,0.060957,-0.386302,0.446692,0.359736,,,,
,0.420878,,,0.707316,,,7.0,P
-0.268825,-0.393005,0.242907,,,4.675353,,6.0,N
0.204937,,0.248122,,,4.628893,,,
-0.355108,,0.050396,0.203253,1.839586,,,8.0,P
-0.128797,,,,1.034838,,,,P
-0.432623,-0.16225,,,,,0.747058,,N
,-0.229213,,-0.325858,,,0.277112,,P
0.378414,,,-0.086389,,,,,
,-0.236257,0.333246,,3.64233,,0.424263,,P
0.461367,-0.155284,,,,,,,
0.083054,-0.001341,,0.131661,0.545688,3.610375,0.871248,5.0,P
0.117114,,0.33592,-0.350475,,10.687281,,,N
0.02121,-0.198467,-0.137649,,0.070228,,0.687509,,P
0.131598,,0.263617,,1.801738,,0.12708,,
,-0.344516,-0.272971,-0.377205,,0.770108,0.319027,8.0,
-0.077885,0.200983,0.112429,,1.033857,,0.359579,7.0,P
-0.062534,-0.439063,,0.042362,,0.440427,0.753426,,
,,,,,3.428714,0.875546,7.0,P
-0.125515,,,0.024278,,2.863057,,7.0,
0.252327,-0.081522,,0.268776,,2.426465,0.801632,,P
,-0.440169,,,,2.555191,,,P
-0.123921,,-0.291766,,0.451887,3.704693,,6.0,
-0.131738,,,0.282266,,1.540821,,,
,,-0.19927,-0.362635,,0.186203,,,P
-0.024002,,0.428077,,,,,,
-0.175476,,,-0.174382,0.782669,22.245094,,7.0,N
,,,,1.19787,7.709713,0.569896,8.0,N
-0.31894,,,,,1.034245,0.886245,,
0.330579,,,-5.2e-05,,,,,N
,-0.355834,,,0.275977,,,7.0,
,,,0.402622,7.615574,,0.833865,7.0,N
-0.002912,,,,0.235668,3.515227,0.682071,6.0,
,,0.257776,0.270786,,,0.416939,5.0,
,,0.353039,0.452324,,4.580946,,,P
0.246927,0.008413,,,2.189213,3.753245,,,P
,-0.130439,0.0792,0.36814,,0.738059,0.564904,5.0,P
,0.297239,-0.224862,-0.079237,,,,8.0,
0.363828,,,-0.47859,3.23608,,,8.0,N
,0.294752,,-0.283693,2.111372,5.556786,0.643289,8.0,N
,,0.175803,,1.11287,,,,P
0.327888,,0.169712,0.354089,,3.812083,,,P
,-0.460267,,,,,,8.0,P
-0.095839,,,,,,,,
,,,,,3.19533,,,P
-0.223568,-0.296113,,-0.439153,,,,5.0,
,-0.309324,0.267985,,,0.243799,0.795594,,
,-0.160621,-0.20989,0.289254,3.870995,,0.435223,6.0,N
,-0.315791,-0.043751,0.334702,,2.265007,,8.0,
0.413958,,,,,5.066906,0.866082,,P
0.034941,-0.363456,,-0.143308,2.35406,5.483402,0.505824,,
0.231032,-0.44766,-0.167915,,1.376606,3.943616,,,P
,-0.332391,-0.188585,,0.102375,,0.780325,,P
0.477679,0.484699,-0.153644,-0.095673,15.003717,,0.048403,,
0.261106,0.350461,,0.125681,0.51923,,,8.0,P
-0.201246,,0.443512,,0.037705,0.633439,0.647492,,P
,-0.183701,,,0.726209,0.527834,,7.0,
0.067222,0.425791,,,3.970469,3.610877,0.39116,7.0,
0.043761,0.287335,-0.239552,,,,0.775538,,P
0.184461,0.13909,,0.049154,,0.548803,,8.0,
-0.411192,-0.281197,,,,,0.863728,6.0,
0.408159,0.17905,-0.387399,,6.119069,0.144985,,,
0.240174,,,,1.03072,,0.402445,6.0,N
0.176677,,,,0.920937,5.078426,0.755227,,N
0.442689,,,0.120738,,,,6.0,
0.092228,,-0.499965,,2.156342,,,,
,,-0.347347,-0.322988,6.38211,2.551538,0.49441,7.0,
,0.072753,,-0.030289,2.244117,,,,P
0.042703,,0.076916,,2.074417,2.913211,,,P
,-0.298793,0.395164,,,1.893344,,7.0,
-0.211662,,,,,10.841755,0.636117,8.0,
-0.302229,,,,,1.833029,0.624295,,
-0.310542,0.292842,0.25174,,5.88958,13.193795,0.426265,,
-0.324568,0.432329,,0.371859,,,,,P
,,,0.306271,,,0.823812,,
0.491668,0.307482,-0.222386,-0.11326,4.571248,1.591557,0.610994,,N
0.308241,,-0.014699,0.454826,1.269423,,,,P
,,0.399563,-0.161876,1.922695,0.056876,0.786449,7.0,
,0.127038,,,4.874974,,0.841693,8.0,
,-0.461775,,,0.110343,12.119359,0.272544,,N
0.34367,,-0.292996,0.357716,0.523211,0.091887,,,
0.051529,,-0.121064,,,,,7.0,
-0.01596,,0.190086,,4.543477,,0.529951,7.0,
-0.483065,,,,1.081858,,,,P
0.175593,,-0.295981,,6.267171,12.350819,0.493463,7.0,
,,0.134356,,0.100638,,0.498072,,P
0.435307,,,,,0.966254,0.208357,,N
0.102374,0.200415,,,,,0.758766,,
,,0.148907,,,,0.48252,,
,,,,,,0.708253,,
,,0.370372,,4.378213,1.504528,,,P
,0.306192,0.216198,0.124015,,,,,
-0.45694,,,0.125317,,,,,
0.018366,,0.479807,0.11755,2.495555,1.586564,,,
,,,,,2.346683,,,P
,0.153269,,0.466458,,3.20345,0.465024,,N
-0.234269,0.310116,,-0.298855,,,,,P
,,-0.331912,-0.207902,,,0.541202,8.0,
,-0.410315,,,0.999177,,0.221415,8.0,
,0.218945,-0.363684,0.024629,1.298631,,,6.0,P
,,,0.346118,2.115503,,0.821774,,
0.10084,-0.165039,0.367885,,,5.041217,0.774353,,N
,0.340721,0.191301,,,,0.649637,7.0,
-0.492506,,0.161335,0.337904,12.271634,,0.813009,5.0,
-0.457351,,,0.240538,6.808225,,,8.0,N
,,-0.332902,,,0.586996,,,P
-0.361915,,,-0.061149,1.502959,,0.500782,6.0,
-0.223334,-0.052686,0.149382,,2.229434,1.33706,0.219228,7.0,
-0.193239,0.355676,,0.091557,1.934478,,,,P
0.339801,0.382715,,0.078651,0.988242,0.509502,0.487075,8.0,P
,-0.199156,0.239084,,5.878285,,,7.0,P
,-0.389752,-0.017685,-0.372735,1.335461,10.26456,,,
-0.378962,,0.458723,,,0.886739,0.581914,,P
-0.239583,-0.121424,0.03293,0.382777,9.170168,1.297237,0.78871,5.0,
-0.117307,,,0.195659,,,0.688468,6.0,
0.250661,0.424229,,,3.115573,,0.529446,5.0,P
,,,,0.71389,,0.910823,7.0,N
,,0.056457,-0.134979,,,0.594504,7.0,
-0.088624,-0.340995,0.273504,,0.135624,4.518361,,5.0,
-0.091393,,,,,0.043773,,,
,-0.156068,-0.005582,,,3.008018,,6.0,P
0.032081,-0.446537,,0.254288,0.785396,0.398773,,,P
,,-0.276628,,,4.311761,0.14008,,
,,,,1.053562,0.325974,0.430544,,
,,0.214821,,,1.623342,0.44742,,
-0.411603,,0.35734,,,2.863522,0.221042,5.0,N
0.180359,,0.201569,,1.68427,1.226307,,,P
-0.066682,,,0.403102,,,,,
0.321607,0.073618,,,,,0.69025,7.0,
0.347797,,,0.2956,3.216834,,,,
-0.188415,-0.446135,,-0.333565,,,0.366956,7.0,
-0.221639,,,,,,,,
,,,,,3.967329,0.545756,,
,,-0.407192,0.345995,,,,,
,-0.40734,0.109475,0.105667,,,,6.0,P
-0.431046,0.194672,,,,2.611893,0.962999,8.0,
,,0.308704,-0.233218,,,0.865021,,N
,,,,,,0.896032,,
0.02247,-0.495456,-0.491828,-0.382751,2.999825,,,6.0,P
,,,,5.111881,,,,
,,-0.316191,,4.007904,,,,N
,,,0.127078,10.79602,0.125185,,,N
,-0.404947,,,,,0.84718,,
,,0.233923,,4.227228,,0.490704,,P
,0.476897,,-0.124705,,,,,P
,0.099656,-0.431036,,3.512608,,,,
-0.445881,,,-0.373853,,5.059936,,7.0,
0.497678,-0.196302,,,2.11694,,0.283931,8.0,
-0.393039,-0.086759,,-0.03185,,1.495305,0.887447,6.0,N
,,0.470347,,,,,,N
,0.095663,,,,,,8.0,
0.259677,0.205691,-0.411182,-0.427718,,3.272111,,7.0,N
,0.12429,-0.323076,,1.386981,7.0309,,6.0,N
,,-0.236273,-0.443426,3.297997,,0.263783,,P
-0.351127,-0.424438,,-0.196531,0.055036,,0.69339,,N
-0.041378,-0.428578,,,,2.177981,,,P
0.108038,0.193696,,,6.320154,0.679843,,,
,-0.240497,,,,0.936623,,,N
,-0.263768,-0.411452,,,7.901326,,,
-0.419298,,,0.392593,,1.491544,0.639921,8.0,P
,,,,,0.465381,,,
-0.305211,0.040021,-0.496016,,,0.276418,0.724241,8.0,P
-0.35884,,,0.227326,3.184443,0.492651,,,P
-0.487766,-0.377257,-0.222988,-0.166801,,0.287027,0.580349,,P
,,,0.364579,,3.12002,0.731392,,
0.300123,,0.354603,0.067027,,,,,
-0.27524,-0.039012,0.424782,0.157418,,1.148934,0.658354,6.0,P
0.298451,-0.145726,0.204163,,0.949917,1.101843,,8.0,P
,,,0.255601,3.47724,,0.498763,6.0,
,,,0.015912,,,0.455702,5.0,
,,,-0.496392,,9.520886,0.320293,,N
-0.439086,-0.498906,-0.355171,,5.6471,1.230948,,,N
,,0.034131,0.227691,,2.31615,,,P
,,-0.441378,,,,,7.0,
-0.38508,,,,,,,5.0,
,-0.159438,0.132525,,3.741965,,,,N
,0.014534,,0.462283,,2.797865,,,P
,-0.199131,,0.01165,,,0.876123,6.0,P
,-0.082491,,,3.389192,,,,
,,,0.411866,,,,,N
,,,,5.356592,,,6.0,
0.202348,,,,,,0.34986,6.0,P
-0.451964,,-0.321926,0.303793,,,0.801155,8.0,
-0.458101,0.252472,0.330297,0.037863,,0.517143,,7.0,N
-0.494846,,-0.037198,-0.210562,,0.00333,0.430539,,P
,,,,,2.587961,,7.0,N
,0.376383,,,4.62725,0.545644,0.47244,5.0,P
-0.116022,,,,,,0.28738,,P
,,0.022764,-0.203175,20.977444,1.440184,,5.0,N
-0.297986,,-0.041629,,,8.84043,,6.0,N
0.382729,0.283156,,,,,,7.0,
,,,-0.499122,,,0.656709,6.0,
-0.374404,,0.422475,0.112228,,1.019671,0.115769,,P
,,,,,,,,P
,-0.498396,0.462458,0.431022,5.849764,0.055365,0.423458,,N
-0.332811,0.279859,-0.072909,,2.757832,6.784897,0.902875,8.0,
,0.43542,-0.441361,-0.351221,0.032552,5.506153,,,
,0.398027,,0.080835,1.669419,,0.2693,,P
0.108939,0.483338,-0.087996,,,2.677115,,,P
0.217214,-0.342372,,0.153547,,1.629496,0.612048,6.0,
,,,-0.371705,4.282524,,,6.0,P
,-0.253897,,-0.220373,,,0.681585,,
0.294884,-0.044669,-0.40764,-0.341886,,,,,P
,,-0.205973,-0.485892,,4.243288,,6.0,P
,,,-0.343912,,0.95379,,,
-0.460623,,0.129159,,5.206774,,0.857224,,P
0.092892,,,0.001698,,1.212329,0.447626,,P
,-0.302307,-0.15045,0.224808,,,,,N
-0.010152,,,,1.144754,,0.587725,8.0,
,,,0.286542,0.651814,6.052828,0.509911,5.0,
-0.064398,,,,0.446487,3.734214,,,P
-0.269509,-0.337637,0.224356,-0.097967,4.484961,,0.672095,8.0,P
,0.285902,0.237824,,1.599743,1.271814,,,P
,0.009452,,-0.469538,,0.823614,,8.0,P
-0.457113,,-0.307016,-0.082988,,5.868898,0.488066,5.0,
0.462524,,-0.228439,,0.535188,0.135961,0.435973,,
,,,0.362112,1.063439,15.29401,,,
,-0.029793,,,,,,,
0.023251,,,-0.336207,,3.941344,0.421374,5.0,
,0.162471,0.492881,-0.102857,10.50912,,,6.0,
0.119555,,-0.486866,-0.015037,1.27216,1.089459,0.25214,5.0,P
,,-0.086491,,1.637235,,0.703391,7.0,
0.181646,0.024969,0.11309,-0.037065,6.649159,4.213058,0.525308,7.0,
0.076508,,,,0.586584,,,,
0.387358,-0.150022,0.422999,-0.054864,,,,,P
,,,-0.083144,3.990831,1.441521,0.866283,5.0,
-0.058816,,,,6.516406,3.45804,,,
0.048699,,,-0.101309,,,0.672606,,P
0.180142,0.404895,,-0.051256,,,,,P
0.301159,,0.144559,-0.329719,,6.232502,,6.0,
,-0.475919,-0.459293,0.133258,,,0.831414,,P
0.322475,-0.433703,0.425763,0.004637,,,,,
0.32046,-0.289886,,0.308557,,,0.502054,,N
,0.469376,0.091692,,,6.070882,,,
0.327006,0.148848,,,7.273605,12.789368,0.466387,8.0,
0.117079,0.444069,0.149831,0.361691,,8.814874,,,
-0.183375,,,-0.305231,,2.298624,,,
,,,,0.164798,0.598096,0.182117,,P
0.087954,-0.260756,,,1.44129,3.377079,0.615295,,
0.096418,0.18332,0.038381,,1.53693,,0.313178,,P
-0.373962,,0.238263,,1.363137,1.46091,0.638398,,
,,-0.031647,,,,,,N
,-0.382623,,0.282994,1.350677,5.991823,,7.0,N
0.176895,,,,0.429318,9.159548,,,N
,0.288616,,,,4.850429,0.176417,,N
0.165741,,0.202975,,,,,5.0,P
,,,,,,0.292352,,N
0.248506,,-0.30179,,,,0.458948,6.0,
,0.248202,0.199618,0.421699,,2.68728,0.726638,,P
,,,,7.661661,3.897341,,,N
0.265183,0.301052,0.068723,-0.270698,,0.572378,,,P
0.473955,0.042409,-0.49866,,4.373034,,,,P
,,,,,,,8.0,P
-0.189039,-0.065683,,,,,0.202195,,
,,-0.01364,,,,,,P
0.438892,0.310926,,,9.809957,,0.62369,,
0.281369,,,-0.037467,,,0.70421,,
0.36286,-0.2972,,-0.440816,,,0.679735,,
-0.409853,0.225965,-0.252496,0.472593,2.930249,1.043341,,5.0,
,,,0.051002,5.370488,1.633922,,,P
,0.08189,-0.09028,,,0.872956,0.305157,5.0,
-0.350154,-0.000832,-0.243755,,1.508056,0.268129,,,
,0.193135,,-0.092623,,,0.31779,7.0,
-0.124147,,0.395632,,,,0.915177,,
,-0.235217,,,,5.0864,,,
,-0.216204,-0.141644,,1.25364,,0.962047,,
-0.342317,,0.179848,0.491677,2.088662,0.891018,0.821095,,P
,-0.405324,,-0.237958,,1.311976,0.701101,,P
0.264056,0.360068,,,0.300933,2.881007,0.536807,,P
,,,,0.386906,,0.794545,,
,,-0.476219,-0.13793,,,0.438759,8.0,N
-0.122928,,,-0.160817,9.89843,,,,N
,0.09642,,,8.086348,,,8.0,
-0.011019,0.363096,,-0.131179,5.497302,,0.617524,,
-0.346076,-0.35007,,,4.353355,9.960752,0.938747,8.0,N
,-0.392353,,,1.268151,4.238056,0.375369,,
0.458771,0.432313,-0.082589,,4.536488,8.710068,0.643403,6.0,N
,-0.305447,,-0.302951,,,0.589278,,
-0.107944,,-0.23499,0.424277,1.281095,3.367321,0.543657,8.0,P
0.013662,-0.094231,,-0.437795,,,,6.0,
0.391598,,,-0.415805,,,,5.0,
-0.00824,,,,,4.972254,0.700732,6.0,
,,-0.134056,-0.476914,2.991143,4.41202,0.418696,7.0,
-0.176261,-0.100644,-0.42546,,,,,,
0.425684,,,0.206304,,,,,
-0.381248,,0.270133,-0.322672,8.836124,,0.788211,,
,-0.38918,-0.025705,0.441914,,,,6.0,
,,-0.218134,,3.285849,,,5.0,N
,,0.112351,,,,,,N
,0.157795,,,3.542193,,,,N
,,0.351742,0.255449,,,,7.0,P
-0.185894,,-0.333636,-0.305535,,1.930011,0.580138,5.0,
,,,,,6.041966,0.706374,8.0,
,0.066177,,,0.085222,3.856416,0.780836,,P
,,,,1.795064,,,,P
,,,,3.633232,0.79829,,6.0,P
,,,-0.155094,,,,,P
,,0.336452,,,4.010829,0.885614,8.0,N
0.38063,,0.268534,0.01346,8.032833,,,7.0,
,,,,,11.616396,,,
0.455172,,-0.06829,,4.309825,2.52193,0.830349,,N
-0.39189,,,0.166823,,1.866407,,7.0,
0.365886,-0.113209,,0.203439,,,0.222064,7.0,N
,-0.101731,,0.01936,7.555786,,,,N
-0.218484,,0.119812,0.401409,5.689559,,,,N
,0.419755,,,5.044805,2.046633,0.725038,,
,0.063117,-0.002626,-0.036697,3.469646,,,8.0,P
-0.494133,,-0.356304,0.090423,2.507365,1.446598,0.339405,,P
0.232381,-0.166335,,-0.477896,,0.115762,,6.0,
0.210065,,,,5.357645,2.467029,0.513688,5.0,N
,-0.48175,,,,,0.817651,,
,,,,,0.572967,,8.0,P
0.325127,,,-0.019081,,,,,P
0.495994,,-0.058574,,3.669447,,0.471867,,P
,0.302153,,,,,,5.0,
-0.278245,-0.239293,,,7.917278,10.601774,0.679823,,
,-0.140869,,,,0.999263,,7.0,N
,,,,0.651592,,,,
,,,,,1.341842,,5.0,
0.399766,0.402908,0.008472,,0.596251,,,,
,,-0.416907,-0.205056,0.341147,,0.703598,,
,,,,,,0.131352,,P
-0.181052,,0.427844,,,,0.623689,,
,,-0.472641,-0.086691,,5.3613,0.582888,7.0,N
0.047075,,,,0.45357,0.084104,0.329266,8.0,
,-0.496489,,,,1.331368,,8.0,N
,,,0.309884,3.24705,8.356111,,6.0,N
,-0.083361,-0.396057,,3.743941,1.153836,,,P
-0.213498,,0.317352,-0.185498,,3.838371,,,
,-0.167025,,,1.884681,,,,N
,-0.35148,0.491442,,0.578472,1.699033,,5.0,
,0.021924,0.416571,-0.300047,,6.544413,0.416492,7.0,
,-0.356505,0.186824,0.392821,0.78589,,,7.0,P
,-0.013983,,,0.462127,1.213591,0.8511,5.0,
-0.476827,,0.030244,0.17332,1.7951,1.27904,0.556737,,P
,,-0.102576,,8.03212,4.633072,0.37276,,N
0.445934,-0.09493,-0.18893,,,,,,
-0.428015,0.01886,0.254087,0.102792,7.929123,7.940043,,5.0,
,,,-0.118342,,,,,P
,0.030978,0.436136,-0.218652,,2.305911,0.702052,8.0,N
,0.316354,0.370378,0.066595,1.671805,8.323246,0.750813,7.0,
,,-0.245029,,1.38285,,0.828195,,P
,,-0.295613,,,,,8.0,
,,,,1.009183,,0.594138,5.0,P
,0.092454,0.424338,0.068735,0.239365,0.402968,0.284645,,P
,0.238511,-0.438761,,,4.561728,,,
,,-0.262168,-0.20361,,0.414324,,8.0,
,-0.041209,,-0.071162,0.421915,,,8.0,
,0.175553,0.250228,,2.878858,0.366613,0.517999,7.0,P
0.413206,,-0.249932,,0.103406,,,7.0,
0.489714,,,,,0.899211,0.736881,6.0,
,-0.038642,0.0783,,4.381147,0.738185,,,
-0.310932,,0.071976,-0.140446,5.604447,3.320233,0.91036,,
,,-0.482034,-0.274431,8.975301,4.280082,,5.0,
-0.452856,,-0.409765,,,,,,N
0.48621,-0.456499,,,,,,6.0,N
0.017354,,0.411889,-0.023453,8.687251,15.117637,0.24938,,N
-0.057723,,,,1.288209,,,6.0,N
,0.472183,,0.199598,,,,,
-0.360563,0.049612,,,3.57614,6.70522,,,
,-0.324849,-0.144975,,,0.453754,,8.0,P
0.428692,,-0.266865,,,1.855348,,8.0,
,,,-0.102107,1.077271,4.022222,0.599965,8.0,P
,,,0.294324,,1.889147,0.505911,5.0,P
0.49806,0.166809,0.028517,-0.439716,,,,7.0,
0.183606,,0.20262,,,0.736854,0.291473,,
,,,0.316391,,2.767814,0.716785,8.0,
0.367729,,,,3.781373,,,5.0,N
0.326113,0.276001,0.424701,-0.095346,1.734523,5.049384,,6.0,N
0.247813,-0.07063,-0.176402,0.462603,,7.326096,0.344469,,N
,-0.454452,,0.070944,,,0.689379,5.0,
,,,0.06777,,1.658014,,7.0,
0.018376,0.272124,-0.399752,-0.124919,6.476086,0.856213,,,N
-0.223746,-0.409199,0.358515,-0.392178,1.495169,,,8.0,
,,,-0.177048,5.342269,,0.267885,,
-0.412293,,,-0.026734,,3.079716,0.478901,7.0,
0.048814,-0.21941,,0.280652,,1.111048,0.626612,5.0,P
-0.225727,,,,12.644383,,,,N
,-0.448186,,0.016526,,1.374329,,,
,0.348396,-0.440622,,,1.148583,0.716666,,
0.418947,,0.013172,,,9.968596,0.531688,,N
-0.159914,,,-0.221513,,,,,
0.312946,0.483171,,,3.426876,,,8.0,
0.326688,-0.077611,-0.167914,0.390189,11.309231,2.778481,,,
0.236403,,,,,4.80882,0.839801,8.0,
,,,0.386226,1.157251,9.719626,,,
,-0.037612,,,,4.842339,,,
,0.487948,,-0.175118,0.644834,0.439259,0.494568,,
0.48812,,0.406675,0.323868,0.689809,11.38498,,8.0,
-0.019967,-0.208716,,,,,0.314271,5.0,P
-0.443848,,,,,0.466458,,,P
,,,,,,0.627549,,
-0.311104,-0.093637,-0.225053,-0.142539,,,,5.0,
-0.118347,0.05251,,,,5.370437,0.794217,5.0,N
,0.194236,,,,,,,
,,,,,,0.783877,6.0,P
0.048288,,-0.047865,0.373394,,1.777658,,5.0,P
,0.434442,,,1.939786,,,,
,,,,3.278885,,,,N
-0.057695,,-0.152707,,,0.545098,,,
-0.263603,0.150041,,,,,,,
0.325635,0.491745,,,4.542821,1.519948,,7.0,P
,-0.446711,,0.382684,2.690249,,0.389324,,P
-0.309515,-0.372779,-0.239732,0.379018,,,0.713065,5.0,
,,-0.381924,,,,0.69287,6.0,
0.105698,,-0.47993,-0.200596,0.24294,,,,P
0.119168,,,,12.030663,2.452602,,,
,0.059508,,0.370652,2.349492,,,5.0,
,-0.11466,,,0.660403,1.715899,,,P
,0.136623,0.06878,0.347489,,,0.796322,8.0,N
-0.229145,,,,,,0.690561,6.0,N
,,,,5.271272,,0.574614,6.0,N
-0.218938,0.113223,0.328162,,,4.484832,,8.0,
,,0.269867,0.098721,6.282787,,,8.0,P
,,-0.045822,0.113497,0.617178,2.298986,,8.0,
0.054542,,,,1.914795,4.347789,0.811601,,
0.059342,-0.176349,,0.185154,,2.97103,,6.0,P
,,,0.232242,0.689831,,,,P
,,-0.481746,-0.399054,2.473894,1.523065,,6.0,P
,,0.422688,,,2.867062,0.681362,,
-0.305709,-0.020002,-0.472365,0.231103,3.055842,,0.661457,5.0,P
,0.415855,0.300624,,1.859185,,0.808525,,
,,-0.171152,,2.682226,,0.506889,8.0,
,,,-0.188153,,1.015955,,7.0,N
,0.099291,,-0.085699,1.151613,3.131254,0.085884,,
,-0.045673,0.117709,-0.487416,,,0.419504,7.0,
,-0.342026,0.012799,,,,0.405808,,
0.394055,-0.326345,,0.012383,0.924119,,0.311699,8.0,P
,,-0.207451,,2.504703,9.952366,0.695549,5.0,
,,,,,,0.582265,,P
0.057464,,,,,0.272529,,,N
-0.321591,0.417962,-0.00838,-0.150192,,,0.728228,5.0,P
,,,,2.843719,,0.588631,,N
,,0.455412,,7.339823,,0.471269,6.0,N
,,,,,2.003703,,7.0,
,,,0.293393,,0.507338,,,P
-0.192508,0.472012,,-0.282482,2.681406,,0.443608,6.0,
-0.085263,,0.178899,-0.1397,3.836044,,0.614156,6.0,N
0.29376,-0.434391,-0.088865,,,10.678442,,7.0,N
0.022863,,,0.100114,1.415203,,,,
-0.166419,-0.390756,0.288425,,0.664493,,,5.0,
,-0.155087,-0.471505,0.277338,,,0.793086,7.0,
,,,-0.425754,,0.027805,,8.0,P
-0.249598,-0.056499,,,7.195827,,0.884012,5.0,
,-0.471007,-0.101817,,0.518986,4.941931,,,
,0.383592,-0.202029,,2.96107,,0.466932,,N
,-0.226316,-0.401935,0.252304,6.850108,,0.3831,5.0,N
0.224442,,0.089279,-0.138728,2.581594,0.667551,0.703394,,
,,-0.015358,0.144433,6.955623,,0.482911,,N
,,,,0.61926,5.231241,,8.0,N
,,,0.146061,0.007064,,0.252223,,P
,,,0.295292,,,0.394104,,
,-0.011388,,,,5.991748,0.226118,,
0.2699,-0.160336,,0.342131,0.643771,,,,P
,,,0.471347,0.020786,2.733865,,5.0,P
,,-0.008714,,7.845035,,0.589431,,
-0.083805,,0.450299,,,4.386199,0.687778,5.0,P
0.031591,,-0.184965,,,,,6.0,P
,-0.409205,,,,1.147975,,5.0,
-0.291758,,0.355604,,,,,8.0,P
,,0.217069,-0.042472,1.500601,,0.223279,5.0,P
0.224205,-0.446027,,-0.324315,,,,8.0,N
0.424222,0.03944,,0.487125,4.529044,0.098088,,,P
-0.285293,,-0.458898,-0.40605,,,,7.0,
,,,-0.253989,0.015289,2.64591,,7.0,P
,-0.292717,,,1.120056,,0.923381,8.0,P
-0.31838,,-0.037516,,,2.674503,0.502825,,P
-0.367526,,0.055311,,,0.122029,0.137854,5.0,P
-0.340856,,,-0.371457,4.882914,,0.902773,,P
,,,-0.003845,6.397226,1.506025,,8.0,P
-0.202216,0.163082,0.461721,,1.979663,0.516148,,5.0,
0.207588,-0.322537,,,,,,7.0,N
0.404217,,,-0.35839,1.112326,3.610249,,,P
,-0.261518,0.000463,,,1.728225,0.776386,6.0,
-0.362005,0.276459,-0.011691,,2.09858,,0.542279,7.0,
0.447322,,,-0.171985,,5.58392,0.385101,7.0,N
,,,0.245585,,1.246571,0.781641,,
,0.241618,-0.092162,,,,,7.0,
,0.46899,,0.337155,,,0.710036,8.0,N
,-0.463377,,0.135324,3.475627,2.384498,0.805524,,P
,0.079329,,,6.987319,,0.883826,5.0,N
,0.377689,,0.205749,,,0.361549,,
-0.183119,,0.055642,,,5.315483,0.701892,,
,-0.20022,-0.478988,,10.211046,4.678909,,7.0,N
-0.221592,,,,0.539599,1.391129,0.531974,5.0,
,0.223364,-0.002488,-0.17895,,0.271089,,5.0,P
0.136479,-0.366093,-0.063637,-0.461671,,,,,P
0.002328,-0.414601,,-0.42212,3.163507,,0.412508,,N
-0.368907,-0.490624,0.263973,-0.398807,,7.490773,0.778138,5.0,
,,0.229587,-0.294208,,0.168104,,7.0,
