Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
YV,1017,HNL,LIH,1,1040.0,37.0,0
DL,1673,ATL,MIA,4,886.0,114.0,0
FL,1153,RSW,IND,6,1151.0,150.0,0
EV,5168,PHL,ATL,2,840.0,74.0,0
XE,1566,AUS,DAL,3,710.0,55.0,1
DL,348,MCI,ATL,6,663.0,127.0,0
CO,1185,EWR,ORD,1,1005.0,160.0,0
US,1169,PIT,CLT,6,825.0,92.0,0
YV,2642,MEM,CLT,5,864.0,101.0,1
XE,5992,LNK,ORD,3,360.0,96.0,1
UA,312,IAD,BDL,6,1015.0,80.0,1
XE,2695,IAH,BHM,4,930.0,94.0,1
CO,1717,IAH,SAN,2,1270.0,213.0,1
YV,2856,PHX,FLG,5,660.0,69.0,0
FL,215,MKE,RSW,2,530.0,178.0,0
F9,855,DEN,PHX,1,395.0,110.0,0
DL,1064,IND,ATL,1,1105.0,100.0,1
YV,1932,CLT,PNS,2,890.0,106.0,1
WN,3941,MKG,CLT,4,360.0,152.0,0
EV,7139,IAD,MHT,5,1017.0,91.0,1
UA,301,ICT,DEN,5,593.0,101.0,1
AS,566,PDX,LAX,1,1250.0,130.0,1
WN,619,RNO,LAS,2,880.0,70.0,1
AS,67,KTN,AUS,4,1022.0,61.0,0
WN,1518,SNA,SJC,1,515.0,75.0,1
WN,540,PDX,DEN,2,1120.0,145.0,1
OO,6985,DEN,COS,4,1067.0,33.0,1
XE,4072,COS,IAH,1,360.0,139.0,0
B6,185,JFK,SNA,1,990.0,377.0,0
WN,738,MDW,OMA,4,1030.0,95.0,1
MQ,2897,FSM,DFW,4,930.0,65.0,0
WN,1777,BOS,CLT,7,1015.0,145.0,1
9E,3769,AVL,JFK,3,1120.0,120.0,0
UA,756,SFO,DEN,7,350.0,154.0,0
WN,430,BHM,MSY,3,1030.0,70.0,1
XE,1923,ABQ,SLC,3,990.0,95.0,1
DL,6386,MSY,ATL,4,975.0,89.0,1
CO,1086,IAH,MCO,1,960.0,134.0,1
UA,442,ORD,BDL,3,990.0,128.0,0
OH,6497,PIT,EGE,2,554.0,90.0,1
MQ,2793,FSD,ABY,2,465.0,150.0,0
DL,447,MKE,DTW,4,980.0,70.0,1
OO,6291,ELP,LAX,7,958.0,137.0,1
WN,1077,PVD,BWI,5,835.0,80.0,0
WN,2115,BOS,CMH,1,360.0,70.0,0
DL,2224,ATL,BWI,7,585.0,122.0,0
DL,2519,MDW,ATL,2,820.0,117.0,1
AS,6521,LAX,SJC,6,1343.0,73.0,0
DL,1373,BOS,LGA,5,390.0,82.0,1
EV,5052,ATL,OAJ,6,1241.0,85.0,0
WN,1264,DEN,MFR,7,770.0,140.0,1
DL,1924,ATL,BWI,2,1290.0,113.0,0
WN,4774,BUF,BWI,4,805.0,70.0,1
CO,1569,SFO,IAH,3,655.0,224.0,1
AA,1434,DFW,MCO,5,380.0,145.0,0
DL,1803,DTW,MEM,5,445.0,138.0,0
US,88,PHX,PDX,5,675.0,169.0,0
XE,2350,MKE,IAH,4,1046.0,177.0,0
YV,2652,MSY,CLT,6,665.0,114.0,1
WN,2817,SAN,LAS,3,1080.0,70.0,1
EV,5151,TRI,ATL,7,868.0,77.0,1
DL,1437,BWI,DTW,4,995.0,101.0,0
US,122,ANC,PHX,5,113.0,327.0,0
UA,345,PHL,ORD,3,446.0,142.0,1
XE,5893,AVP,ORD,2,1075.0,144.0,1
AS,64,KTN,SEA,7,1082.0,113.0,0
DL,2236,DFW,IAD,4,420.0,142.0,0
XE,2102,PHX,PVD,7,760.0,290.0,1
US,4785,OMA,OTH,5,885.0,171.0,1
AA,1772,MIA,JFK,5,845.0,170.0,1
XE,1392,ABQ,MDW,3,400.0,165.0,1
FL,3596,FLO,FNT,1,615.0,122.0,1
XE,120,DTW,MDW,1,1150.0,80.0,1
OO,6893,COS,DEN,7,1120.0,41.0,0
CO,1139,EWR,DFW,4,1095.0,254.0,0
US,1112,PHL,BOS,2,495.0,85.0,0
FL,470,ATL,BWI,3,1260.0,109.0,1
XE,2972,IAH,TUL,2,1180.0,93.0,1
WN,2388,PHL,MDW,1,650.0,140.0,0
XE,2439,IAH,CRW,6,655.0,131.0,1
XE,2364,EWR,STL,2,881.0,170.0,0
DL,2645,DTW,SFO,2,1160.0,321.0,1
OO,6893,SFO,PSP,6,567.0,83.0,0
WN,20,HOU,DAL,4,660.0,55.0,1
UA,732,ORD,JAX,1,786.0,147.0,0
MQ,3648,CVG,LGA,4,890.0,160.0,0
HA,324,LIH,HNL,6,1370.0,30.0,0
US,371,PHX,SMF,1,1265.0,122.0,0
EV,5013,MEM,BTR,4,860.0,75.0,0
EV,4973,ATL,VPS,7,660.0,76.0,0
CO,4024,OKC,MFE,1,950.0,127.0,0
AA,1477,DFW,AUS,6,625.0,55.0,1
HA,225,OGG,HNL,5,956.0,34.0,0
XE,2285,MHT,CLE,3,1037.0,109.0,1
AA,654,DFW,BOS,6,605.0,205.0,0
EV,7339,ATL,OMA,6,690.0,146.0,0
MQ,4669,LGA,MFE,7,930.0,165.0,1
UA,975,IAD,SFO,6,1040.0,354.0,1
WN,3049,PIA,TWF,5,1255.0,70.0,0
WN,419,LAS,ONT,7,420.0,55.0,0
OO,4725,SLC,LGB,2,1005.0,120.0,1
XE,2309,ATL,IAH,7,410.0,127.0,0
CO,5066,EWR,MIA,4,435.0,190.0,0
EV,5399,PIT,ATL,7,755.0,95.0,0
AA,1263,MIA,IAH,4,455.0,175.0,0
XE,2161,EWR,PIT,2,1229.0,99.0,1
OH,6554,DCA,STL,3,751.0,143.0,0
YV,1025,KOA,HNL,5,845.0,40.0,1
FL,605,RSW,BWI,4,760.0,137.0,1
YV,2986,PSP,PHX,2,775.0,67.0,1
OO,4694,LAX,LAS,1,1170.0,70.0,0
WN,625,LAX,SFO,4,360.0,80.0,1
EV,4959,PIT,CVG,6,420.0,82.0,0
UA,1033,LGA,IAH,7,630.0,243.0,0
AA,661,RDU,ONT,3,1255.0,195.0,0
OO,4844,SLC,RAP,2,1025.0,98.0,0
CO,1131,EWR,DFW,4,405.0,250.0,0
US,1643,PHL,TPA,6,1240.0,163.0,1
YV,2676,SDF,CLT,3,920.0,87.0,0
OO,6300,LAX,PSP,5,510.0,53.0,1
OO,6687,SFO,MRY,2,632.0,46.0,0
DL,2783,ATL,AUS,7,833.0,155.0,0
AA,1540,BKG,DFW,7,980.0,130.0,0
WN,607,LAS,SFO,3,1050.0,100.0,1
F9,796,PDX,MCI,3,904.0,143.0,1
MQ,2965,LRD,DFW,2,460.0,85.0,0
CO,1146,EWR,ATL,2,965.0,164.0,0
CO,688,IAH,DTW,5,440.0,164.0,1
DL,1837,ATL,PVD,4,1290.0,142.0,0
OH,6543,LGA,BHM,7,720.0,181.0,0
AA,1925,TUL,DFW,6,945.0,70.0,0
UA,49,IAD,MIA,5,752.0,349.0,1
AA,563,DFW,SAT,1,1060.0,65.0,1
FL,503,MKE,LGA,2,795.0,124.0,1
WN,2546,OAK,VPS,4,790.0,120.0,1
AA,461,BDL,MIA,3,880.0,195.0,0
AA,2372,DFW,ORD,1,1150.0,135.0,0
AS,881,OAK,OGG,3,465.0,334.0,0
EV,5005,MEM,DEN,6,815.0,155.0,0
AS,641,PHX,SEA,3,420.0,188.0,0
WN,1149,BUR,PHX,7,515.0,80.0,1
FL,1743,MCO,PIT,5,661.0,133.0,0
WN,401,LGA,MDW,7,805.0,150.0,1
AA,821,JFK,FLL,6,935.0,205.0,1
DL,1944,MSP,BWI,6,795.0,149.0,1
AA,201,JFK,LAX,6,390.0,385.0,0
DL,1207,JFK,SJU,3,495.0,243.0,1
OH,2761,RIC,EWR,5,437.0,69.0,1
UA,7805,SFO,SNA,5,1091.0,93.0,0
EV,3660,ATL,VLD,5,1245.0,65.0,1
DL,3052,LAX,RNO,4,1030.0,90.0,0
WN,1071,ABY,SJC,3,925.0,75.0,1
DL,1918,DTW,PBI,1,600.0,181.0,0
HA,3,LAX,HNL,7,630.0,350.0,0
AA,1894,SFO,LAX,6,585.0,90.0,0
F9,7298,CLT,ORD,1,541.0,129.0,1
MQ,135,DFW,DEN,7,847.0,120.0,1
CO,540,RDU,EWR,5,1060.0,105.0,1
AA,1668,RDU,TUL,2,840.0,60.0,0
B6,574,PBI,HPN,6,620.0,160.0,1
MQ,4583,CLT,LGA,2,665.0,114.0,1
XE,1668,MDW,LAX,6,925.0,280.0,1
OO,4444,SLC,RAP,3,590.0,98.0,0
OO,2262,DTW,PHL,3,1055.0,118.0,0
DL,84,ATL,JFK,1,1045.0,150.0,0
EV,5504,ATL,CAK,6,831.0,99.0,1
F9,516,DEN,LGA,5,915.0,220.0,1
OH,6745,JFK,DCA,6,960.0,106.0,0
XE,3005,JAC,CRP,5,1055.0,59.0,0
AA,319,LGA,ORD,4,600.0,170.0,1
WN,1684,PHL,BOS,3,1095.0,92.0,1
CO,3843,DTW,AZO,7,845.0,54.0,0
DL,1474,RIC,LAS,6,680.0,210.0,0
EV,7390,ATL,OMA,5,516.0,156.0,0
US,324,CLT,PSC,6,585.0,86.0,0
F9,619,IND,DEN,6,988.0,167.0,1
WN,1079,SAT,ELP,3,1120.0,95.0,1
AS,6721,DEN,MSO,6,1136.0,127.0,1
WN,1426,PHX,GSO,3,440.0,85.0,0
WN,1578,PDX,OAK,1,1200.0,100.0,1
9E,4035,MKE,CVG,4,1035.0,81.0,0
CO,89,IAH,KTN,6,360.0,192.0,1
OO,6718,DEN,XNA,1,607.0,102.0,1
MQ,4157,BNA,MOT,5,1120.0,105.0,0
CO,470,EWR,SJU,5,445.0,234.0,1
EV,5343,OKC,ATL,1,617.0,125.0,0
MQ,4315,BIS,ORD,1,790.0,95.0,0
XE,2276,IAH,CVG,1,1010.0,135.0,0
9E,4075,DTW,FNT,5,725.0,42.0,1
XE,3073,CLE,GRR,4,1040.0,60.0,1
UA,256,DEN,ORD,1,1174.0,144.0,1
EV,5106,ILM,ATL,7,988.0,96.0,0
OO,6566,DEN,HLN,2,1313.0,114.0,0
US,20,PHX,HNL,7,715.0,403.0,0
AA,1247,BOS,ORD,1,510.0,180.0,1
CO,1883,STT,EWR,2,815.0,264.0,1
AS,529,BUR,SEA,6,660.0,160.0,1
YV,7277,ATL,IAD,3,835.0,110.0,0
YV,2818,FAT,PHX,2,975.0,99.0,0
B6,1329,PBI,JFK,7,360.0,152.0,0
AS,6725,DEN,PSC,5,1120.0,146.0,1
EV,5150,XNA,ATL,3,605.0,109.0,1
OO,6588,SMF,ACV,4,1265.0,59.0,0
DL,1728,PDX,JFK,1,1010.0,290.0,0
XE,2491,JAX,IAH,1,521.0,156.0,1
XE,1132,AUS,PHX,7,410.0,160.0,1
UA,279,ORD,DEN,2,666.0,165.0,0
US,592,PHX,MCI,5,795.0,152.0,0
WN,1006,GSO,MDW,5,1055.0,90.0,0
B6,1122,FLL,RIC,7,805.0,129.0,1
AA,1872,ORD,MCO,4,590.0,160.0,1
WN,387,OAK,PHX,3,750.0,115.0,1
UA,699,IAD,SJU,5,498.0,222.0,0
DL,1130,MEM,ATL,6,945.0,83.0,1
B6,778,LAS,LAX,3,1409.0,293.0,1
US,1628,MCO,PHL,5,375.0,143.0,0
HA,297,KOA,HNL,1,997.0,42.0,0
AA,815,AUS,DFW,4,785.0,65.0,0
DL,322,LAS,JFK,7,1319.0,291.0,0
DL,4727,ATL,TUL,2,1243.0,128.0,1
WN,3517,PBI,TPA,3,360.0,50.0,0
DL,1192,SLC,DCA,7,615.0,249.0,0
MQ,4227,DSM,ORD,1,675.0,80.0,1
WN,134,DEN,TEX,4,630.0,210.0,0
WN,707,GSO,RDU,5,520.0,85.0,0
WN,535,DEN,SMF,4,575.0,160.0,0
DL,1889,CVG,ATL,7,360.0,103.0,0
AS,349,OAK,SEA,7,1210.0,120.0,1
MQ,2804,TUL,DFW,6,545.0,70.0,1
WN,1,DAL,MFR,3,420.0,60.0,1
US,4047,DCA,LAS,1,510.0,324.0,0
EV,5506,MGM,ATL,4,950.0,64.0,1
WN,133,PVD,PHX,7,780.0,365.0,1
DL,1403,MSP,FLL,2,555.0,216.0,1
9E,3985,ORF,MEM,1,360.0,100.0,1
DL,3282,DFW,BHM,4,760.0,80.0,0
DL,2562,LAX,JFK,5,690.0,332.0,0
WN,882,SEA,PHX,2,1105.0,170.0,1
B6,395,LGA,MCO,7,885.0,174.0,1
OO,6604,SAT,SFO,1,425.0,238.0,1
DL,2161,GFK,ATL,4,1140.0,155.0,0
MQ,3213,LIT,DFW,3,785.0,80.0,0
MQ,3704,ELP,ORD,1,400.0,175.0,0
US,1488,PIA,CLT,7,465.0,265.0,1
OO,6480,YUM,LAX,7,450.0,80.0,0
WN,24,SAN,SMF,5,960.0,95.0,0
DL,1664,MSP,DCA,6,915.0,139.0,0
WN,767,DAL,SAT,5,810.0,65.0,1
UA,354,EWR,PBI,3,569.0,200.0,1
OO,6609,SFO,RDD,4,980.0,68.0,0
WN,1467,MSY,BQK,3,540.0,240.0,1
AA,1201,ORD,STL,4,910.0,65.0,1
OO,6729,MCI,SLC,4,390.0,55.0,0
EV,5206,CHA,MFE,1,842.0,58.0,1
US,1028,PHL,MCO,1,820.0,152.0,0
XE,2625,IAH,HRL,3,918.0,68.0,1
OO,150,ATL,COS,3,1130.0,200.0,1
OH,6272,CVG,JFK,6,700.0,120.0,1
US,3074,LGA,CLT,4,785.0,122.0,1
WN,1992,SNA,SFO,1,680.0,85.0,1
WN,2630,MCO,SHV,1,1090.0,175.0,1
AA,1119,DCA,MIA,6,800.0,160.0,1
US,1170,RDU,CLT,1,770.0,61.0,0
MQ,7030,ORD,IAH,2,930.0,165.0,0
DL,2352,MQT,ATL,2,878.0,112.0,1
CO,150,IAH,ONT,1,1105.0,220.0,0
AA,1296,DFW,ATL,2,565.0,120.0,0
EV,5581,GRK,MFE,7,360.0,131.0,0
DL,1021,ATL,ONT,7,975.0,158.0,0
EV,7335,GNV,MFE,1,871.0,81.0,1
UA,422,BIL,DEN,6,446.0,94.0,0
WN,4056,JAX,TPA,6,915.0,55.0,0
WN,2262,BOI,LAS,5,1145.0,100.0,1
WN,1836,STL,LIT,2,1185.0,65.0,0
UA,351,PIT,ORD,7,982.0,106.0,0
9E,4153,DTW,BUF,5,605.0,78.0,0
UA,381,BDL,ORD,2,380.0,161.0,0
XE,1523,MSP,MDW,4,900.0,90.0,1
MQ,7002,BNA,DCA,2,660.0,95.0,0
DL,3938,ORD,LIT,3,925.0,115.0,1
AS,6911,MKE,ORD,7,631.0,44.0,0
MQ,1190,DFW,MGM,3,640.0,100.0,0
CO,359,DCA,IAH,4,1055.0,214.0,1
AA,1418,SAN,DFW,7,450.0,175.0,1
OO,4711,MSP,GFK,1,800.0,75.0,0
WN,1097,STL,LAS,3,1135.0,230.0,1
DL,1789,ATL,MCI,1,1315.0,149.0,1
US,2129,BOS,CMH,1,780.0,85.0,0
AA,735,AUS,MIA,3,1090.0,160.0,0
EV,5363,ATL,ECP,1,1290.0,64.0,0
XE,3042,ABQ,IAH,3,1010.0,119.0,0
DL,2501,MCO,ASE,3,1050.0,134.0,1
WN,526,BWI,BOS,2,435.0,80.0,0
DL,1642,ATL,PIT,3,1160.0,105.0,0
WN,2542,CMI,LAS,5,605.0,85.0,1
WN,1717,OAK,AUS,2,600.0,205.0,0
FL,1002,MDT,MCO,5,653.0,148.0,0
WN,759,SJC,ONT,1,425.0,70.0,0
MQ,3959,LIT,ORD,1,635.0,110.0,0
DL,3659,BMI,MSP,1,900.0,195.0,1
DL,1231,SLC,MSY,4,835.0,190.0,1
XE,2579,IAH,SAT,5,480.0,59.0,0
US,890,EWR,CLT,5,495.0,125.0,0
MQ,3334,DFW,GJT,5,605.0,135.0,0
AA,592,COS,DFW,5,460.0,115.0,1
DL,108,MCO,ATL,7,930.0,93.0,1
OO,6543,SAN,DEN,2,678.0,135.0,1
OO,6744,SFO,SNA,6,965.0,85.0,1
WN,3241,MCO,BDL,3,1150.0,155.0,0
UA,494,DSM,ORD,4,360.0,83.0,0
OO,6718,DEN,XNA,6,815.0,102.0,1
WN,3415,SAN,PBI,7,570.0,155.0,0
US,1157,PHL,RSW,4,600.0,188.0,0
WN,1690,MMH,BWI,4,730.0,175.0,1
WN,1466,BHM,TEX,2,1055.0,80.0,0
UA,270,ONT,DEN,2,459.0,148.0,0
FL,1118,MCO,LGA,7,480.0,146.0,0
YV,7309,CLT,ORD,3,687.0,132.0,0
OO,6240,SFO,SAN,3,557.0,86.0,1
AS,585,ABY,PDX,6,1135.0,150.0,1
CO,1079,IAH,SAT,4,850.0,59.0,1
B6,1417,AUS,LGB,3,1050.0,195.0,1
FL,823,BWI,LAX,2,750.0,75.0,0
XE,2775,EWR,AVL,2,545.0,141.0,0
UA,96,PDX,SFO,1,572.0,118.0,0
MQ,4584,LGA,CLT,7,1185.0,130.0,0
XE,2492,IAH,RDU,3,950.0,149.0,1
AS,6257,DEN,BOI,4,906.0,122.0,0
WN,5068,MCO,MDW,4,1090.0,175.0,0
US,2175,LGA,DCA,1,780.0,67.0,0
OO,6373,SBA,LAX,4,688.0,48.0,1
9E,4037,BDL,JFK,2,780.0,75.0,0
US,3686,PIT,PHL,4,425.0,81.0,0
FL,868,MSP,ATL,5,404.0,154.0,1
XE,2516,ROC,EWR,7,1058.0,93.0,1
WN,692,OAK,SEA,7,1210.0,120.0,1
UA,1132,EWR,BOS,3,925.0,70.0,1
XE,5915,GUM,ORD,4,637.0,109.0,1
AS,698,SEA,GEG,4,1380.0,57.0,0
MQ,2910,MGM,DFW,5,780.0,130.0,1
FL,121,ATL,TPA,5,1069.0,90.0,0
AS,121,SEA,AUS,1,695.0,226.0,0
9E,3730,ATL,LIT,2,685.0,106.0,1
UA,582,JAC,BOS,4,1125.0,225.0,0
B6,82,SEA,PIA,6,1307.0,301.0,1
OO,6750,ORD,ATL,7,360.0,121.0,1
UA,109,ORD,MSP,7,865.0,93.0,0
WN,348,SDF,LIT,2,1140.0,70.0,1
UA,14,SFO,JFK,4,970.0,331.0,1
UA,130,LAX,PHL,5,520.0,315.0,0
YV,7303,PIT,IAD,2,635.0,62.0,0
MQ,4315,CLE,ORD,2,790.0,95.0,0
XE,2627,ATL,IAH,4,910.0,135.0,0
XE,2901,ORF,IAH,1,1015.0,209.0,1
XE,3094,IAH,GSP,6,655.0,121.0,1
XE,1270,SMF,SAN,4,365.0,90.0,1
OO,6672,ORD,SPI,3,1028.0,51.0,0
XE,3224,MDW,AUS,4,575.0,170.0,1
EV,7108,PWM,IAD,3,330.0,114.0,0
WN,3771,MDW,PIT,4,710.0,75.0,0
US,1226,EWR,CLT,2,495.0,125.0,0
DL,1204,MEM,ATL,5,634.0,81.0,0
WN,122,BNA,SAT,3,995.0,150.0,1
CO,3904,CMH,DTW,7,920.0,70.0,1
OO,6428,LAS,LAX,6,400.0,70.0,0
OO,7053,LIT,ORD,5,868.0,112.0,1
9E,3751,GSO,ATL,6,681.0,87.0,1
9E,4120,PHF,ATL,2,800.0,124.0,0
9E,4199,DTW,DAY,6,920.0,63.0,0
DL,1527,ATL,FLL,1,1035.0,113.0,1
OO,3669,SLC,FCA,7,1299.0,102.0,1
FL,161,ATL,SJU,6,550.0,209.0,0
AA,742,DFW,LGA,1,985.0,205.0,1
OO,4877,SLC,BZN,3,1290.0,73.0,1
FL,892,LAX,MKE,2,710.0,240.0,1
UA,3710,ORD,PHL,1,793.0,131.0,0
WN,1201,PVD,SHV,7,660.0,70.0,0
OO,6554,FAR,DEN,1,1003.0,122.0,0
MQ,4104,ORD,FSD,4,905.0,100.0,1
EV,7079,IAD,CAE,4,745.0,87.0,0
OO,1262,EWR,BDL,1,675.0,154.0,0
WN,605,DEN,SLC,3,420.0,95.0,0
DL,2318,MCO,ATL,4,810.0,96.0,1
US,128,SJC,PHX,1,965.0,107.0,0
XE,3143,CLE,PBI,1,520.0,169.0,1
YV,91,FLO,RDU,2,1340.0,77.0,1
MQ,3618,MEM,MIA,4,1100.0,80.0,0
OO,4550,OMA,SLC,5,1064.0,145.0,1
MQ,4168,RIC,MOT,6,850.0,135.0,0
9E,7139,GSP,ALB,5,750.0,117.0,0
UA,247,LAS,DEN,5,792.0,114.0,1
F9,358,DEN,TPA,5,700.0,204.0,1
WN,1451,LAX,PHX,3,790.0,75.0,0
MQ,4343,ORD,DTW,5,405.0,85.0,1
9E,4373,LSE,ALB,6,380.0,102.0,1
MQ,2731,CVG,DFW,7,360.0,165.0,1
WN,162,LAS,OAK,1,520.0,90.0,1
XE,120,DTW,MDW,3,1150.0,80.0,1
AA,1955,DFW,PHX,7,1325.0,150.0,0
AS,658,SJC,ONT,3,535.0,199.0,0
XE,2796,IAH,ATL,7,1006.0,119.0,0
WN,674,HOU,JAN,4,530.0,65.0,0
WN,268,LAS,MDW,1,920.0,215.0,1
WN,1869,DEN,GEG,6,1175.0,155.0,1
WN,3836,SJC,DEN,4,1065.0,250.0,1
WN,775,BNA,ORF,4,1155.0,95.0,1
XE,2581,IAH,CRP,5,860.0,61.0,0
AA,3494,RDU,BNA,4,440.0,100.0,0
WN,1660,OAK,LAX,6,1015.0,75.0,1
9E,4259,JNU,ATW,1,725.0,85.0,0
AS,6317,SFO,SBA,4,413.0,82.0,0
OO,6440,PSP,LAX,6,753.0,47.0,0
CO,137,IAH,LAX,7,865.0,220.0,1
UA,651,EWR,ORD,7,1050.0,160.0,1
OO,4517,MRY,SLC,7,455.0,84.0,0
9E,3683,ITH,DTW,3,360.0,103.0,0
DL,1063,LAX,MCO,2,1360.0,281.0,1
YV,7297,FLO,IAD,3,360.0,100.0,1
CO,467,JAC,SEA,6,1262.0,279.0,1
US,1588,MCI,CLT,5,450.0,133.0,1
US,644,LAS,PHX,3,880.0,68.0,0
US,273,PHX,IAH,2,810.0,154.0,0
9E,3704,PHX,ASE,4,705.0,92.0,0
UA,27,JFK,LAX,3,930.0,383.0,0
OO,4577,LEX,MSP,4,1130.0,130.0,1
AA,1606,DFW,CMH,2,860.0,140.0,1
OO,6393,CYS,FSD,1,1233.0,85.0,1
DL,2435,DCA,TPA,2,595.0,140.0,1
B6,1311,LGB,BOS,4,1252.0,308.0,1
CO,6624,DEN,IAH,4,520.0,139.0,1
WN,12,DAL,OKC,1,625.0,50.0,1
WN,641,PIT,PHL,3,1035.0,90.0,0
UA,663,DCA,MCI,6,508.0,249.0,1
AS,4460,SLC,BZN,4,585.0,90.0,1
YV,109,ATL,DFW,3,1345.0,142.0,1
FL,5405,LGA,ATL,6,425.0,153.0,0
YV,7249,CLT,IAD,4,880.0,90.0,1
WN,2265,RKS,BOI,3,710.0,60.0,0
MQ,4028,JAX,ORD,5,1035.0,170.0,0
UA,514,ORD,IAD,7,1274.0,105.0,1
UA,1158,DEN,MSY,5,1065.0,158.0,1
AS,20,SEA,ORD,1,520.0,235.0,0
AA,1132,DFW,TPA,1,870.0,135.0,0
CO,732,IAH,LGA,6,1135.0,188.0,1
MQ,3990,ORD,DAY,1,830.0,70.0,0
XE,1567,LAS,HOU,4,1095.0,175.0,1
EV,5563,MOB,ATL,1,1025.0,81.0,1
US,986,FLL,DCA,6,420.0,145.0,0
FL,870,ANC,HNL,4,850.0,372.0,0
MQ,4136,JFK,IND,3,1020.0,145.0,1
9E,3994,MSP,RST,6,860.0,50.0,0
EV,5048,JAX,ATL,4,435.0,89.0,1
B6,358,BUR,PIA,1,1290.0,301.0,0
CO,1623,IAH,MSY,1,518.0,67.0,0
WN,441,PHX,SAN,7,595.0,75.0,0
AS,896,OGG,SJC,4,745.0,300.0,0
MQ,3310,DFW,CID,2,830.0,120.0,0
9E,3684,JFK,BTV,7,540.0,109.0,1
B6,776,JFK,CLT,7,490.0,121.0,0
AA,1654,DFW,SNA,3,980.0,200.0,1
AA,1399,DEN,ORD,7,395.0,155.0,1
OH,6400,CVG,CLE,1,945.0,70.0,0
YV,7259,IAD,MCI,1,506.0,167.0,0
OH,6625,RDU,IND,4,430.0,120.0,0
US,528,PHX,RNO,2,1275.0,112.0,1
9E,4043,GRR,MEM,6,710.0,113.0,1
OO,6385,LAX,SBP,2,628.0,54.0,1
DL,2694,FLO,PHL,1,750.0,125.0,0
CO,423,JAC,MSY,2,1165.0,71.0,1
WN,2887,SNA,DEN,2,1045.0,135.0,1
MQ,4369,CVG,ORD,6,1050.0,80.0,0
OH,6640,DCA,LAX,1,1135.0,98.0,0
US,1812,PHL,BOS,6,375.0,74.0,0
AA,1743,DFW,ATL,1,885.0,90.0,1
YV,6248,AUS,PHX,7,505.0,167.0,0
UA,867,SFO,LAX,1,712.0,95.0,0
OH,6311,ATL,CRW,2,1231.0,84.0,0
B6,369,CWA,PBI,4,980.0,178.0,1
AS,95,SEA,ANC,3,700.0,229.0,1
UA,91,FNT,SFO,5,360.0,387.0,1
AA,2185,DFW,ABQ,6,1155.0,110.0,1
WN,648,PHX,SEA,1,925.0,190.0,0
AA,1502,ORD,TPA,1,675.0,155.0,0
DL,2880,SFO,ATL,5,720.0,280.0,0
WN,2522,BWI,PVD,6,605.0,70.0,0
XE,3018,DTW,EWR,5,570.0,100.0,0
US,2158,DCA,LGA,2,360.0,60.0,0
MQ,3451,DFW,XNA,2,1110.0,65.0,0
WN,2031,SEA,LAS,1,700.0,150.0,1
AA,1636,DFW,OMA,6,785.0,105.0,1
HA,208,HNL,KOA,7,656.0,43.0,0
AS,152,OTZ,ANC,4,895.0,86.0,1
OH,5946,SDF,ORD,7,802.0,83.0,0
AA,1802,SAT,DFW,4,1005.0,70.0,1
AA,1147,RDU,PHX,6,1015.0,155.0,0
MQ,2875,RDU,ADK,6,1335.0,60.0,1
MQ,3867,DTW,ORD,5,475.0,95.0,0
OO,2596,SFO,CVG,5,738.0,262.0,0
UA,429,TUS,IAH,7,365.0,139.0,1
XE,2153,EWR,BNA,6,612.0,149.0,0
DL,1716,CYS,ATL,2,535.0,171.0,1
DL,3014,FAT,LAX,1,350.0,65.0,0
UA,707,ORD,DEN,4,360.0,160.0,0
OH,6259,DTW,PIT,5,1315.0,76.0,0
WN,2421,MDW,OMA,6,1185.0,90.0,1
DL,1401,BOS,ATL,7,360.0,190.0,0
MQ,3265,HOU,DFW,2,360.0,70.0,1
AA,268,SEA,JFK,6,435.0,315.0,0
AA,1943,SFO,LAX,3,1150.0,80.0,1
OO,122,ATL,SEA,2,600.0,340.0,1
WN,1191,DEN,FLL,6,975.0,230.0,1
US,493,PHX,DEN,4,1190.0,110.0,1
DL,4667,LAX,ATL,2,865.0,261.0,0
CO,532,IAH,LGA,4,800.0,205.0,1
AA,303,LGA,ORD,2,435.0,165.0,1
HA,806,LAX,SFO,3,811.0,89.0,1
OO,4658,BTM,SLC,7,785.0,77.0,0
UA,1458,ATL,IAH,7,1145.0,135.0,1
YV,7248,ORD,CLT,5,1268.0,99.0,0
EV,4976,FAY,ATL,6,989.0,94.0,0
OO,6961,DEN,LNK,6,614.0,80.0,0
FL,1629,PHL,MCO,1,773.0,167.0,0
DL,1792,SDF,ATL,3,1365.0,238.0,1
EV,5124,ATL,PHF,6,1000.0,94.0,0
DL,2806,SFO,MSP,3,390.0,217.0,1
DL,1479,MEM,LAS,6,570.0,234.0,0
CO,1552,EWR,CLT,1,885.0,120.0,0
F9,846,SEA,DEN,5,651.0,150.0,1
WN,2153,SJC,SAN,6,705.0,80.0,1
WN,1286,MCI,LAS,1,425.0,195.0,0
OO,6975,SGF,ORD,5,839.0,94.0,1
US,1884,TPA,PHL,1,720.0,149.0,1
MQ,2821,DFW,SPS,3,610.0,50.0,0
FL,130,TPA,ATL,5,1206.0,89.0,1
XE,2279,EWR,TYS,2,1170.0,139.0,1
US,1069,PHL,RSW,4,1085.0,181.0,0
XE,3116,EWR,IND,2,838.0,131.0,1
