Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
MQ,3886,ORD,MSP,5,805.0,85.0,
,1925,BWI,CLT,,830.0,89.0,0
9E,,MDW,DTW,,420.0,89.0,0
,1636,DAL,OKC,3,455.0,50.0,
,,JAX,DCA,7,,100.0,0
HA,44,HNL,,3,840.0,305.0,0
UA,786,,BWI,,,110.0,0
WN,657,PDX,RNO,,1075.0,75.0,
AA,885,AUS,,1,1110.0,,0
OO,,,PDX,4,1204.0,54.0,1
,4695,LGA,BOS,3,,70.0,
WN,,,,,705.0,,1
EV,5033,SYR,,4,940.0,148.0,1
,5608,GNV,,4,757.0,,
B6,1125,,FLL,,645.0,120.0,
F9,724,DEN,DCA,5,705.0,193.0,
UA,393,,PHX,5,730.0,,1
EV,5429,ATL,MLU,4,1238.0,97.0,0
EV,5410,ROA,,4,932.0,93.0,1
9E,4091,MEM,DSM,4,1165.0,,1
MQ,3215,DFW,HOU,1,635.0,65.0,0
F9,787,DEN,,5,1005.0,114.0,1
B6,,LGB,SFO,6,614.0,,1
,2841,IAH,DAY,5,,140.0,0
,,,,3,1145.0,,0
WN,852,PHX,,7,1005.0,,1
,3703,ORD,,4,,125.0,0
AS,151,,,,516.0,45.0,1
AA,554,,,2,,260.0,
,19,JFK,,5,1152.0,,0
WN,,LAX,SJC,7,865.0,,1
US,907,CLT,TPA,1,880.0,101.0,0
US,2170,,,2,720.0,70.0,
MQ,,,MCI,1,1045.0,100.0,1
,,JFK,,1,530.0,380.0,0
US,506,,PHX,1,370.0,364.0,
DL,,DCA,ATL,4,1140.0,122.0,1
,441,BOS,TPA,,,198.0,
WN,301,SNA,SMF,4,600.0,85.0,
EV,4967,BMI,ATL,3,1120.0,,
WN,1967,LAS,BOI,,905.0,,1
WN,348,SDF,STL,5,,,
FL,707,ATL,DAY,5,1335.0,95.0,0
FL,121,ATL,,4,1069.0,90.0,0
WN,,,,7,835.0,70.0,
,2192,TPA,,4,510.0,158.0,
US,1715,,,5,885.0,154.0,1
OO,6369,,DEN,5,,108.0,1
,3027,IAH,HRL,2,1100.0,,
,,,,,,127.0,
AA,312,DFW,RSW,2,,145.0,1
,590,ORD,,,,,1
US,,CLT,PIT,,1329.0,75.0,0
,4068,ORD,MSN,,,50.0,1
US,1240,PHL,,7,1235.0,59.0,0
UA,705,ORD,MCI,4,515.0,97.0,0
,961,,OAK,1,625.0,,1
US,1759,,RDU,3,,,0
MQ,3370,,BTR,6,515.0,80.0,
AA,1293,DAY,DFW,3,1115.0,165.0,0
DL,2331,,,3,1079.0,125.0,
AA,410,MIA,BNA,4,,135.0,0
,,SDF,MIA,,890.0,155.0,
,,,,,672.0,229.0,0
,,SFO,SEA,,,131.0,0
,,,,,,40.0,1
UA,376,,PHL,5,360.0,126.0,
,5141,ATL,MYR,,590.0,83.0,0
B6,424,,BOS,3,,170.0,1
UA,729,IAD,TPA,,1050.0,153.0,
WN,2900,SJC,ONT,3,,70.0,0
DL,2738,ATL,DCA,5,500.0,102.0,
,1218,PDX,,4,,225.0,0
,,,FLL,3,640.0,,0
,,MCO,JFK,5,954.0,155.0,1
,,,PHL,6,,,
WN,1118,MHT,BWI,1,675.0,95.0,1
WN,,,LAX,,475.0,235.0,1
,,,MSP,,1130.0,116.0,0
XE,2056,IAH,MCI,1,490.0,,0
AA,393,,,,405.0,125.0,0
YV,2681,,,,,107.0,0
,6229,,,,828.0,79.0,0
UA,112,DEN,TPA,4,,,0
B6,498,,BOS,7,,,1
US,185,RNO,,4,755.0,100.0,0
,,ORD,HPN,1,445.0,121.0,1
WN,1070,MDW,,3,680.0,85.0,1
OH,,EWR,CVG,5,779.0,129.0,0
,1183,IAD,,,1175.0,,0
MQ,4330,ORD,CVG,2,,75.0,
MQ,3807,ORD,ATL,5,,120.0,1
US,1060,CLT,DCA,,1189.0,77.0,1
CO,211,,IAH,5,465.0,245.0,
MQ,3237,GSP,,2,,170.0,
WN,,,ONT,4,695.0,65.0,1
,1783,BWI,FLL,2,835.0,160.0,
WN,686,DEN,MDW,5,680.0,140.0,
,32,HOU,DAL,,840.0,55.0,1
OO,4555,SLC,ONT,6,,,1
B6,506,FLL,EWR,5,810.0,,
CO,1770,MCO,CLE,,755.0,141.0,1
YV,7261,ROC,IAD,5,1185.0,72.0,0
,799,IAH,DEN,5,525.0,158.0,1
,1270,DAY,,,,,
,3674,MEM,MLI,,1165.0,90.0,0
,1715,ORD,LAS,7,785.0,250.0,0
WN,,MHT,PHL,3,830.0,95.0,1
,,CHS,ORD,2,,,
,2726,,,7,480.0,120.0,0
,,FLL,,,1075.0,,1
OO,,PSP,,7,1021.0,91.0,0
OO,6229,SFO,AUS,,965.0,203.0,1
OO,,SFO,,3,1007.0,,1
EV,7132,IAD,ROC,1,1323.0,73.0,1
DL,2556,MSP,EWR,7,780.0,175.0,
AA,593,,,1,,,0
,2466,ONT,PHX,5,,70.0,1
AA,1121,DFW,SAN,1,1120.0,195.0,
US,,PHL,BWI,5,,56.0,0
DL,2788,,MSP,3,,,
UA,204,,,7,,,
AA,1901,STL,,6,575.0,115.0,1
,609,,SFO,,1255.0,337.0,1
,2287,,ATL,7,1060.0,130.0,1
UA,650,BDL,IAD,,360.0,91.0,
CO,1712,SJU,,5,1032.0,288.0,1
OH,,DTW,,1,1040.0,81.0,1
UA,640,ORD,PHL,,1260.0,119.0,
9E,4200,TYS,,3,355.0,64.0,
XE,,CLE,SYR,7,,,1
US,,RNO,PHX,5,365.0,107.0,1
AA,1898,ELP,DFW,3,720.0,100.0,
EV,7346,ATL,GSP,7,,60.0,1
AA,1532,LAS,DFW,5,1120.0,140.0,
WN,1738,SAN,SFO,6,1165.0,90.0,
CO,1192,EWR,BOS,4,1200.0,69.0,1
AA,1598,,,4,830.0,,
OO,4503,,,3,790.0,,
,4236,,,3,1060.0,122.0,
XE,2550,,CLT,,855.0,,0
,,SAN,,,965.0,170.0,
,6292,DCA,,,,75.0,
,5085,ATL,EWN,3,855.0,82.0,0
DL,1665,MSP,SLC,5,,,0
WN,1081,BWI,,6,510.0,,
XE,2570,IAH,BTR,4,,61.0,
WN,1856,,,,630.0,,0
XE,2380,,AVL,,,121.0,0
WN,,,IAD,7,410.0,,1
FL,1244,FNT,,4,428.0,174.0,0
B6,,CLT,BOS,,1075.0,,1
OO,4728,,,4,,105.0,0
OO,6889,ORD,ELP,1,1079.0,,1
EV,,ATL,TRI,,1050.0,62.0,0
EV,7331,,ATL,,686.0,89.0,
,4564,SNA,SLC,7,,100.0,
9E,3912,,MEM,3,720.0,93.0,0
YV,,,SBA,7,946.0,132.0,
,1079,SAT,ELP,1,1120.0,95.0,1
WN,,,,,,,1
MQ,4238,,,,,95.0,0
EV,4963,ATL,,4,505.0,84.0,0
OO,6854,,ACV,1,562.0,78.0,1
AA,475,EWR,,7,,175.0,0
CO,,,EWR,,,98.0,0
F9,413,DEN,LAX,5,790.0,142.0,
UA,62,LIH,,1,866.0,,0
OO,,SLC,,3,590.0,168.0,1
,1207,,,2,440.0,168.0,0
DL,2787,FAR,MSP,1,425.0,,0
,,ORF,DFW,3,380.0,220.0,0
WN,3597,MDW,MCO,2,1185.0,160.0,
US,186,,,1,1075.0,,
9E,3835,LGA,,,540.0,165.0,0
MQ,2827,DFW,CHS,,,,1
AA,1132,DFW,TPA,7,870.0,,0
MQ,3039,LAX,FAT,,550.0,,
9E,3769,RIC,JFK,5,1120.0,120.0,0
,,,,,1045.0,,1
MQ,3479,DFW,LIT,5,,70.0,1
,2606,IAH,MEM,1,,93.0,0
,916,ORD,JFK,6,960.0,137.0,1
AA,1330,TUS,DFW,,555.0,130.0,
,2370,,,5,1079.0,190.0,1
OH,6568,DTW,CRW,2,,,1
,,PHL,BOS,,380.0,80.0,0
AA,1609,EWR,MIA,6,835.0,195.0,0
,,DFW,LAX,,1070.0,205.0,1
WN,1968,BOS,MDW,4,1015.0,170.0,0
US,1465,PHL,ATL,,,,0
US,458,,PHX,4,1200.0,,
WN,,,,5,740.0,,1
F9,,DEN,DFW,3,635.0,112.0,0
DL,25,ATL,RDU,6,975.0,83.0,1
AA,,,,7,950.0,170.0,
,4676,,MSP,2,360.0,,0
MQ,,DFW,CRP,,,,1
US,1972,,EWR,,914.0,107.0,0
,1149,,MSP,2,680.0,190.0,1
,1072,ABQ,DAL,3,1045.0,95.0,
AA,560,RNO,ORD,4,,,0
WN,,,SLC,,705.0,,1
OO,6376,,RAP,,868.0,,1
DL,2861,,ATL,,,163.0,0
MQ,,LEX,DFW,3,745.0,,1
,619,RNO,LAS,1,880.0,70.0,1
,2811,MEM,FLL,2,560.0,139.0,0
DL,2600,MSP,BWI,,1140.0,143.0,
WN,860,,PHX,4,840.0,235.0,1
OO,6363,,SBA,,1386.0,44.0,0
XE,2670,,EWR,2,,87.0,1
9E,3710,,ELM,1,630.0,78.0,
DL,2809,CVG,FLL,,675.0,147.0,0
MQ,2821,DFW,SPS,6,610.0,,0
OO,6843,TUL,ORD,7,1105.0,113.0,
,336,,IAD,5,465.0,,1
WN,3075,PHX,ELP,,1315.0,65.0,
B6,,PDX,,5,1295.0,,0
DL,2004,FLL,,1,,,1
XE,,COS,IAH,,,,0
WN,2401,,,6,1030.0,140.0,1
US,1179,CLT,IAH,,,,
,2775,STL,,,1075.0,96.0,0
MQ,3031,LAX,SAN,4,870.0,45.0,0
,,DCA,TPA,,,146.0,
CO,1618,,,,890.0,177.0,1
,,,,1,610.0,,1
XE,5925,,ORD,,762.0,,1
MQ,4579,LGA,CLT,3,,125.0,0
,,,MSY,1,1025.0,95.0,1
OO,,DEN,MCI,,524.0,96.0,
,,DRO,,4,588.0,,0
XE,2478,GSO,EWR,7,1163.0,97.0,
WN,255,ONT,,3,390.0,135.0,
,578,,,2,595.0,238.0,0
,3717,ATL,,6,,,
OO,4724,,SLC,,1089.0,,0
AA,,,DFW,2,405.0,185.0,0
,1019,PIT,CLT,4,430.0,96.0,0
DL,2408,TPA,,,480.0,209.0,0
UA,291,IAD,,6,1020.0,,0
WN,59,DEN,AMA,,1010.0,,1
UA,,SMF,ORD,5,797.0,,0
WN,2064,,,7,,120.0,1
DL,1,LAS,JFK,,,310.0,0
B6,699,JFK,SJU,,360.0,218.0,0
,660,LAS,TUS,7,635.0,75.0,1
OH,6442,DTW,RIC,,1180.0,104.0,
AA,,MCO,,,505.0,150.0,0
US,1245,,TPA,4,,168.0,0
,,DTW,ATL,2,,130.0,1
MQ,3362,,DFW,3,970.0,65.0,
,,,AMA,2,1119.0,110.0,
,99,JFK,,5,1140.0,,
OO,4885,SLC,TUL,3,,144.0,
,4771,,SLC,4,450.0,,0
OO,,SLC,,,840.0,183.0,0
WN,518,SNA,DEN,2,640.0,135.0,1
,361,LGA,,1,,276.0,
,3690,MIA,CLE,6,,175.0,
,3256,GRK,DFW,2,360.0,50.0,0
,3755,ORD,DTW,2,1220.0,80.0,1
WN,1356,PIT,MDW,4,,100.0,1
UA,,IAH,DEN,4,360.0,150.0,
,6706,MEM,ORD,5,,,0
FL,996,BOS,MKE,6,390.0,165.0,0
MQ,,,DFW,6,365.0,,0
AS,676,SEA,,,460.0,155.0,1
UA,958,,ORD,4,500.0,,0
UA,147,SAN,,7,414.0,103.0,
WN,,MSY,,2,,75.0,1
US,1840,DFW,,5,835.0,143.0,0
WN,,BUF,,3,400.0,170.0,1
,,DFW,LIT,,405.0,,0
AA,2585,BOS,MIA,1,,220.0,0
,827,BOS,ORD,,965.0,,1
B6,,JAX,BOS,3,,,1
,,ATL,TPA,5,,,0
9E,3678,GFK,MSP,3,,65.0,1
DL,1536,,,1,625.0,96.0,0
CO,1191,,EWR,,665.0,82.0,0
,258,LAX,SLC,2,1140.0,105.0,1
,,,,4,,,
HA,370,,KOA,5,819.0,,0
OO,6859,,PDX,4,,171.0,1
XE,,AVL,EWR,1,,109.0,
WN,,,HOU,7,930.0,60.0,0
UA,731,EWR,DEN,3,585.0,270.0,1
WN,580,PHX,SFO,,885.0,125.0,1
,122,,ITO,,462.0,,0
,,MEM,ATL,5,855.0,83.0,
XE,2691,EWR,,7,1318.0,,1
,1861,,BNA,6,635.0,85.0,0
CO,546,IAH,ORD,1,1250.0,150.0,1
,130,RSW,ATL,,750.0,109.0,
FL,607,SFO,MKE,,732.0,253.0,1
WN,2105,,,,910.0,135.0,0
AA,880,,,,900.0,210.0,
MQ,2726,,BTR,,,80.0,0
,148,CMH,PHX,,1070.0,259.0,0
,176,BUF,BWI,7,525.0,,0
UA,,SAT,DEN,5,,,1
,,MCO,RDU,3,965.0,,
WN,,LAX,STL,3,840.0,,
,6927,,HLN,4,681.0,,1
WN,2291,LAX,,7,395.0,60.0,0
OO,,,MFR,6,,61.0,
CO,1580,SEA,,3,,,1
AA,1344,SAT,DFW,7,705.0,70.0,0
OO,4650,SLC,DFW,,,160.0,0
WN,518,SMF,SNA,4,,,0
,,,BNA,3,1340.0,,0
DL,,,,,990.0,,0
,951,BWI,FLL,3,1220.0,,0
XE,2670,STL,,,705.0,143.0,1
,6390,TYS,CVG,4,1033.0,,1
XE,,IND,IAH,,880.0,,0
CO,,IAH,SJC,,1050.0,,0
AA,,DFW,FLL,4,540.0,155.0,1
US,720,MIA,,7,890.0,,1
OO,,,,2,500.0,172.0,
EV,5117,ATL,FAY,4,525.0,85.0,0
,7028,,,5,720.0,151.0,
OO,6275,,,7,863.0,112.0,
DL,2374,MSY,DTW,,,151.0,
US,1792,MDT,CLT,2,515.0,102.0,1
,6466,LAX,SLC,1,422.0,,
9E,4305,TYS,ATL,2,340.0,67.0,1
,,ORF,,,590.0,,1
US,1024,,PHL,4,940.0,244.0,
,,DEN,BOS,7,655.0,223.0,0
WN,267,,LAX,,870.0,,1
,,,IND,3,,136.0,1
WN,3051,BUR,OAK,,1070.0,75.0,1
WN,,,SDF,,,215.0,1
,,IAH,ABQ,5,1080.0,,0
DL,1062,,LAX,,1090.0,341.0,1
DL,2927,MSP,MCI,,,101.0,
UA,230,LAS,,,,117.0,
,987,,OAK,3,,85.0,1
,296,LAS,IAH,,595.0,180.0,
OO,,SLC,,3,,94.0,
AS,635,,,,1020.0,185.0,0
,,,,2,,176.0,0
DL,2587,RSW,,6,959.0,174.0,
OO,6473,,IPL,5,,,
US,1125,CLT,IAH,6,570.0,,1
AS,87,SEA,ANC,,600.0,220.0,0
AA,,ORD,LGA,4,1055.0,125.0,
,,ABQ,,6,945.0,100.0,0
MQ,3044,LAX,DEN,6,,140.0,
,,,BTR,,725.0,,
,3150,PBI,CLE,,,157.0,
CO,176,,,6,1040.0,,1
AS,40,,,,1020.0,,0
UA,129,,LAX,6,1256.0,272.0,
HA,239,HNL,LIH,,995.0,,0
,1253,BOS,,1,,,1
,4082,DTW,ORF,5,,114.0,1
EV,7327,ATL,,,,62.0,
XE,2495,BHM,IAH,3,790.0,110.0,0
US,5,PHX,,,800.0,,
B6,,DEN,BOS,6,,,0
DL,,LGA,MSY,7,775.0,,
FL,844,MCO,ATL,,928.0,93.0,0
,,,BUR,3,690.0,120.0,1
AA,1383,MSP,DFW,,525.0,155.0,0
WN,1202,,,4,1145.0,,
WN,51,HOU,FLL,7,1235.0,135.0,1
9E,,FSM,MEM,6,990.0,65.0,0
,2552,PHX,,,465.0,,1
AA,,,DFW,2,1070.0,,
OO,,COS,LAX,7,683.0,,0
MQ,,BNA,ORD,1,,95.0,
,1904,,PIT,,480.0,85.0,0
DL,2111,ATL,DFW,4,885.0,,1
CO,632,IAH,LGA,,940.0,209.0,0
,,CLT,,2,1154.0,113.0,1
WN,265,,,4,360.0,90.0,
,,ATL,ICT,3,,143.0,
XE,,IAH,TUL,,,,0
AA,1832,,ORD,3,800.0,,1
US,140,MCI,PHX,3,1075.0,173.0,
WN,630,LAS,LAX,,815.0,65.0,1
,,,ORD,,1025.0,,1
UA,,PHX,ORD,7,,202.0,1
MQ,2887,,CID,,,,
DL,2086,,,,760.0,136.0,0
WN,,ONT,SJC,2,940.0,70.0,
OH,6575,,MCI,2,560.0,96.0,0
,,,PHX,4,435.0,180.0,
9E,,,,,,,
XE,,GRR,IAH,3,1090.0,179.0,1
,2608,CLT,BNA,3,595.0,96.0,0
,3082,IAH,,6,825.0,121.0,0
OO,6534,IDA,DEN,,815.0,89.0,0
F9,580,SLC,DEN,3,1025.0,85.0,1
,2571,IND,,5,670.0,97.0,
US,623,STL,PHX,,,203.0,0
MQ,3898,DCA,ORD,7,,125.0,1
9E,3935,,DTW,1,355.0,130.0,1
XE,2126,IAH,OMA,5,610.0,128.0,1
,98,,JFK,4,59.0,213.0,1
9E,4389,,,2,,79.0,0
MQ,,JFK,CMH,5,,125.0,
WN,2842,JAX,,,960.0,70.0,
OO,6555,GJT,,,583.0,58.0,0
UA,999,,,6,,46.0,0
,,ORD,MCO,2,415.0,166.0,1
,1079,MSY,DAL,2,,85.0,1
,1477,PHL,DFW,2,400.0,,1
YV,7306,,ORD,,858.0,,0
AA,1663,MIA,LAS,1,,335.0,
,,,IAH,,885.0,85.0,
FL,738,MSP,MKE,1,360.0,,0
CO,1576,SJC,IAH,6,375.0,223.0,0
,1024,KOA,HNL,2,609.0,40.0,
,6276,,PAH,3,,,1
,2526,,ATL,1,400.0,123.0,0
MQ,,,ORD,2,915.0,100.0,0
UA,693,LGA,ORD,3,,165.0,1
,,MSP,MCO,4,1160.0,189.0,1
9E,,,PLN,4,1180.0,71.0,
WN,1604,,SAT,6,750.0,65.0,
WN,,,SNA,1,,85.0,
EV,,SHV,,,,106.0,0
WN,,SAT,MDW,2,385.0,,
OO,6444,LAX,,2,783.0,,
B6,190,LAS,JFK,,657.0,,1
,4372,MSP,DAY,,830.0,122.0,
FL,135,ATL,,7,625.0,93.0,1
,2032,,SNA,1,,85.0,0
WN,,,SAT,,,,1
WN,1071,SNA,SJC,1,925.0,75.0,
,6316,ONT,SFO,2,580.0,,
AA,1907,,,,430.0,165.0,1
XE,,PVD,EWR,,624.0,,
WN,1408,PDX,PHX,3,1205.0,150.0,0
OO,6271,,,5,535.0,63.0,1
FL,1150,IND,RSW,2,454.0,,
,,,SEA,,665.0,161.0,1
,300,SEA,,,1225.0,133.0,
OO,,DEN,COS,,,35.0,0
AA,662,,DTW,,1180.0,,
,,,CVG,2,665.0,250.0,
FL,619,MSY,MKE,,1080.0,135.0,1
OH,6298,CVG,DTW,4,,84.0,
,,ORD,,7,,,0
MQ,2870,,DFW,2,,70.0,1
WN,963,MDW,,1,600.0,,1
WN,,DAL,SAT,6,,,
AA,258,LAS,JFK,6,485.0,300.0,0
MQ,3999,FAR,ORD,4,1000.0,130.0,
DL,1721,DTW,TPA,2,1190.0,,
US,,RDU,,4,425.0,,0
YV,,,MCI,,1225.0,,0
AA,,ORD,PSP,3,,265.0,0
DL,1804,FLL,DTW,7,880.0,194.0,1
CO,594,LAX,IAH,3,1020.0,189.0,
UA,,,ICT,,,,
OO,6539,SFO,,,1361.0,121.0,0
,7235,ALB,IAD,6,,,0
F9,400,LAX,DEN,7,545.0,140.0,0
,701,,LAX,7,1080.0,,0
WN,,SMF,SNA,7,670.0,,1
AS,888,KOA,OAK,,,293.0,
,3045,IND,IAH,7,1082.0,155.0,0
AA,1885,,DFW,4,,70.0,
DL,2605,,,1,799.0,240.0,0
UA,887,,LAS,1,,95.0,0
WN,,,,,1235.0,65.0,1
OO,6944,SFO,PSP,,525.0,81.0,
FL,,,,,715.0,,
,4816,SLC,DEN,,920.0,88.0,
US,57,,,,585.0,189.0,
OO,,SAT,LAX,,1218.0,197.0,1
WN,2524,,MDW,,845.0,245.0,1
DL,1465,JFK,SFO,2,1035.0,,0
,7282,,CHS,,552.0,122.0,1
9E,4283,,,6,1010.0,135.0,0
EV,5615,MEM,,,,74.0,0
WN,,PHX,,1,520.0,,1
9E,,DTW,,1,725.0,85.0,
,,MDW,,4,545.0,,0
,7770,SGU,SLC,7,456.0,84.0,0
WN,,MHT,,6,815.0,,
EV,5063,ATL,OMA,5,951.0,150.0,1
,405,LGA,,3,603.0,,1
MQ,2913,,,5,810.0,110.0,0
,527,BUR,SEA,4,,,
,,,DTW,7,1072.0,130.0,
OO,7768,SGU,SLC,,360.0,73.0,0
WN,1569,MCO,STL,4,610.0,155.0,
EV,7097,PNS,,1,,127.0,1
DL,1095,OKC,ATL,6,,,0
US,,CLT,,4,,97.0,0
F9,,MKE,DEN,,510.0,155.0,
AA,1314,MSY,MIA,5,,110.0,0
,,,LAX,3,845.0,65.0,1
9E,4001,ORD,MEM,,,115.0,
,7015,,SFO,4,360.0,89.0,0
WN,,SJC,BUR,3,595.0,60.0,1
US,,PHL,JAX,7,1115.0,150.0,0
FL,359,LGA,ATL,,360.0,160.0,1
AS,69,KTN,JNU,7,1237.0,63.0,1
,,,IAD,4,775.0,,0
,3844,,,3,790.0,,0
AS,614,,,,,143.0,1
,4342,RIC,,,665.0,,1
,843,MDW,DEN,,940.0,,0
,5241,ATL,CHA,,1150.0,53.0,0
EV,,ATL,HPN,,970.0,135.0,0
,,HNL,PHX,3,,354.0,
F9,773,,,2,,118.0,1
DL,1057,,DTW,1,,117.0,1
AA,1283,,ORD,1,1160.0,,1
FL,696,,SRQ,3,610.0,90.0,0
AA,661,DFW,ONT,4,1255.0,195.0,1
,4152,AZO,ORD,4,370.0,60.0,
,6752,DEN,,7,1222.0,,0
WN,1868,SDF,BHM,1,650.0,70.0,
YV,1005,OGG,HNL,,853.0,32.0,0
OO,4588,,SLC,6,1007.0,109.0,1
B6,240,LGB,,,415.0,78.0,1
WN,311,OKC,PHX,3,420.0,155.0,
AA,,LGA,MIA,6,900.0,205.0,
WN,473,TPA,,4,400.0,,0
,510,IAH,EWR,2,530.0,,
CO,1408,CLT,EWR,3,,135.0,1
9E,4263,CVG,MCI,4,565.0,,0
,11,DAL,HOU,3,570.0,60.0,1
WN,756,,LAS,7,820.0,,0
DL,,,,6,375.0,79.0,
,,TPA,,6,668.0,,0
DL,1813,ATL,STL,1,520.0,114.0,0
WN,2914,LBB,DAL,6,450.0,65.0,0
OH,6655,MEM,BNA,4,540.0,63.0,
,29,BWI,BDL,,1245.0,65.0,1
,1631,,MEM,6,1040.0,,
DL,,,FLL,7,450.0,,1
,,MEM,BWI,4,,,1
AA,1270,,MIA,2,1280.0,280.0,1
AA,1141,,,,345.0,,
WN,2008,LAS,SFO,5,960.0,95.0,1
,,,BWI,1,455.0,128.0,0
DL,2992,SLC,PDX,5,1215.0,125.0,0
AA,1878,DFW,,1,735.0,,0
OO,6330,SFO,PSC,,567.0,113.0,0
,148,,DTW,5,,116.0,0
UA,,,JFK,2,,,1
,2958,,MHT,,1145.0,93.0,
HA,301,,HNL,1,,49.0,
9E,3737,,COU,,565.0,80.0,0
FL,599,ROC,,1,410.0,,0
,5571,ATL,,1,,,1
OO,4724,LGB,SLC,,,111.0,
XE,3004,IAH,MKE,6,805.0,143.0,1
US,835,PHL,MCO,1,955.0,153.0,1
,,PHX,,5,,,1
DL,2860,ATL,PWM,,,149.0,
DL,2930,,MSP,7,,199.0,0
DL,2010,DFW,,4,870.0,126.0,0
AA,73,ORD,HNL,7,670.0,560.0,
US,1159,BDL,,6,375.0,,0
,2101,,,3,960.0,183.0,1
FL,1038,PIT,TPA,5,,150.0,0
B6,,LGB,,7,1285.0,273.0,0
OO,6701,SMF,ACV,,1260.0,,0
,870,ANC,HNL,,850.0,372.0,
XE,,,IAH,4,655.0,94.0,0
,319,,RDU,,,87.0,
OO,4651,MSP,,4,445.0,74.0,1
DL,,ATL,,,1000.0,,
OO,,DEN,ABQ,3,940.0,70.0,1
B6,35,JFK,PBI,,,176.0,0
XE,2455,EWR,PVD,,1295.0,59.0,
9E,4144,MCI,,7,710.0,91.0,1
WN,993,PHX,DEN,3,940.0,105.0,0
,146,OAK,,1,,85.0,1
,,,ONT,3,1230.0,,1
,295,ATL,HOU,,535.0,,1
DL,1646,PHX,ATL,5,50.0,212.0,1
XE,2650,,,5,595.0,160.0,1
DL,,,LAS,6,,85.0,
,1513,,,5,1080.0,125.0,
,1283,,ORD,4,,,
XE,,MKE,IAH,3,325.0,176.0,
CO,,FLL,,2,,177.0,0
,2120,,EWR,4,,108.0,0
,,DTW,RSW,,595.0,182.0,
,,LAX,MRY,7,467.0,64.0,1
WN,305,BWI,FLL,3,,160.0,1
DL,2336,,MSP,,955.0,210.0,
XE,2119,CLE,,6,525.0,125.0,
,930,SAN,SFO,,985.0,,0
DL,2408,TPA,MSP,,480.0,209.0,0
US,,ORD,,,570.0,108.0,0
MQ,3044,LAX,DEN,7,,140.0,0
,6639,BZN,DEN,4,1008.0,,
WN,1939,SMF,LAS,5,805.0,80.0,
MQ,3222,,DFW,2,1090.0,75.0,1
,4658,,,4,790.0,76.0,0
DL,,,,,1125.0,123.0,1
,226,SFO,,2,360.0,337.0,0
OO,,SEA,LAX,3,669.0,149.0,0
WN,1787,LIT,LAS,6,925.0,,
B6,,BOS,,5,985.0,,0
,374,,ORD,3,410.0,205.0,
,1686,PHL,FLL,7,875.0,175.0,
WN,1562,MCO,BUF,6,760.0,155.0,1
,5491,OAJ,,1,,98.0,1
WN,3308,DAL,AUS,6,990.0,55.0,1
,7091,SAV,IAD,,1154.0,97.0,
EV,5054,ATL,ECP,3,990.0,71.0,1
AA,,DFW,MIA,2,345.0,160.0,
AA,2208,JAC,ORD,,,185.0,1
MQ,,LGA,,,1090.0,,
WN,502,LAX,STL,5,,210.0,1
MQ,3297,DFW,,6,,,
EV,7336,JAX,,2,1099.0,147.0,1
UA,,SFO,SEA,2,1351.0,134.0,0
,611,,BUF,1,765.0,245.0,1
F9,287,STL,,2,1120.0,,1
MQ,3241,LIT,DFW,5,,,1
OH,6637,OMA,MEM,2,700.0,,
AS,66,CDV,,1,1018.0,50.0,1
9E,4185,PIT,MEM,5,430.0,143.0,1
,,PHL,JAX,7,940.0,,1
,253,LAX,OGG,,525.0,345.0,0
,980,RDU,CLT,,,63.0,
,,,MKE,5,980.0,143.0,1
9E,3896,DTW,FSD,5,1175.0,,
,302,,ITO,,806.0,52.0,1
US,1755,,,7,1264.0,56.0,
DL,1991,,,6,590.0,,0
9E,,RDU,JFK,5,975.0,120.0,1
,2510,DFW,ATL,3,495.0,,0
,,PDX,BOI,3,960.0,65.0,
F9,,,MKE,4,723.0,,0
MQ,,ORD,DCA,5,740.0,,
US,88,,PHX,,,269.0,
WN,,LIT,DAL,,1045.0,,
,,IAD,CLT,4,1187.0,104.0,1
XE,,IND,,,621.0,118.0,1
WN,862,OMA,MDW,4,520.0,85.0,
,1263,MIA,IAH,3,,175.0,0
DL,,ATL,BNA,4,905.0,67.0,0
XE,3079,STL,IAH,7,,131.0,1
WN,1814,MSY,,5,995.0,,1
WN,524,MCI,,,485.0,80.0,1
FL,1435,PHF,BOS,7,390.0,89.0,0
AA,,LAX,IAD,5,570.0,285.0,
9E,4316,ATL,,,1135.0,,0
WN,,,PHX,6,525.0,,
,,,BWI,6,1120.0,150.0,
DL,2359,CVG,,4,360.0,102.0,0
WN,825,,LAS,5,1045.0,145.0,0
WN,1736,,ABQ,6,,,
OO,6866,,LAX,2,1104.0,76.0,
,,,MKE,6,640.0,170.0,
FL,303,ATL,,1,610.0,215.0,
DL,1627,,FLL,,,119.0,
DL,208,,JFK,6,750.0,179.0,1
WN,2720,,DAL,,360.0,,1
UA,,SFO,IAH,7,631.0,239.0,0
,1178,,ORD,6,720.0,195.0,0
HA,,LIH,HNL,1,394.0,,
YV,7255,ORD,,,,122.0,1
WN,1943,STL,MSP,3,1005.0,,1
US,274,,IAH,1,,,1
B6,1259,,,,630.0,99.0,
AA,1256,MIA,,2,465.0,170.0,1
,137,DFW,DEN,,395.0,121.0,0
,3876,MLI,,5,810.0,99.0,0
,722,,,1,960.0,123.0,0
