Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
AS,,,YAK,4,,50.0,0
OO,4853,,,1,,,1
,,SEA,ANC,2,1175.0,220.0,1
WN,837,SMF,,3,,,
,,ORD,,,,,0
DL,,,DTW,,,,0
CO,1054,EWR,PBI,,,,0
B6,1133,,JFK,7,,85.0,
,794,PDX,,,,,0
,,,FLL,7,,,1
,1179,,,,427.0,99.0,
,,LGA,DCA,,,76.0,0
,,MCO,,,1145.0,55.0,
YV,7251,,,,367.0,,0
B6,260,LGB,FLL,4,,,1
CO,,,IAH,,360.0,195.0,
OO,6397,LAX,SBP,4,960.0,54.0,0
WN,,,,2,,,
MQ,,,,6,,,0
EV,5102,ATL,GPT,,,,1
,,,DCA,,485.0,115.0,0
,4787,LAX,SAN,7,,45.0,
,,MDW,,7,,,
FL,1629,,,6,,167.0,1
XE,,IAH,DAL,,930.0,61.0,1
AA,2206,,,2,,160.0,
US,1624,,ORD,,,124.0,
MQ,3180,SJC,,7,860.0,75.0,
EV,,CAE,,,,,
,,CRW,,,1079.0,,1
,699,SDF,,,1170.0,140.0,
,4116,GSP,,6,,117.0,
,,MSP,,5,,90.0,
,,ORD,,2,,,
YV,,,PHX,7,,,
,239,,SFO,,642.0,,1
F9,,DEN,DFW,5,,,0
OO,4441,,FCA,4,602.0,115.0,
,342,,BWI,,450.0,,
WN,,RNO,LAS,,755.0,80.0,
EV,5451,MEM,,4,1185.0,,1
,,,ATL,,,,
AA,,,,,,160.0,
DL,,RIC,ATL,3,,116.0,0
WN,,,MCO,3,1185.0,,1
,,HOU,,5,,50.0,1
WN,,BNA,,4,,105.0,
UA,999,,SJU,7,,46.0,1
,1185,RDU,,6,380.0,200.0,
OO,,COS,ORD,3,360.0,,
,,,DFW,5,,325.0,
,1019,LAS,,,,,
AA,,,,,,,
,,,,3,,109.0,0
,1428,,,,420.0,98.0,0
FL,,ATL,FLL,,,114.0,
AA,,,,,1235.0,150.0,
,717,MCO,PHL,5,,,1
,,TRI,,4,370.0,,0
,2034,,MSP,3,1220.0,,1
YV,,ORD,ORF,,,130.0,
,,,LAX,4,,105.0,
,1162,ORD,,,1155.0,,1
B6,,,JFK,3,,,
WN,807,,OAK,7,,,
WN,,SFO,,,,75.0,
,,LAS,IAH,1,,,1
,,ORD,,3,430.0,244.0,1
,,,MLU,,,110.0,1
,,,,4,590.0,215.0,
US,,,MCI,3,695.0,158.0,
,,PHX,SFO,,,122.0,1
DL,,LGA,,6,,,
,,DEN,PIT,,810.0,,0
,,MSO,DEN,,,119.0,
9E,4321,GPT,MEM,,985.0,,0
,7051,,,,,78.0,0
,,MDW,ORF,,1265.0,,
DL,,DTW,,,,,
,4848,,MSP,5,660.0,95.0,1
,,BWI,,7,,140.0,
DL,,,ATL,,,120.0,
9E,3951,MEM,,6,1185.0,84.0,
,,LAX,IAD,5,777.0,293.0,0
AA,2331,,DFW,,,,
CO,,SAT,EWR,,,210.0,
,,,BQK,3,671.0,69.0,1
,,,,5,,160.0,0
,3271,PIA,DFW,,1030.0,,1
,281,,ATL,4,360.0,185.0,
,1740,,,5,,83.0,0
,2271,,IND,2,915.0,,1
,,,DTW,,,70.0,
WN,,LAS,HOU,,680.0,180.0,1
OO,,,ABQ,,,105.0,
,,,,,,61.0,
,1700,,CLT,1,,,
,4611,SLC,,7,510.0,,1
,4272,,,,360.0,90.0,
WN,411,,AUS,,1195.0,125.0,0
UA,705,ORD,MCI,,501.0,97.0,
,,,,5,835.0,194.0,
,,GEG,,,825.0,65.0,
YV,2912,,,7,709.0,,0
US,26,OGG,,2,1320.0,344.0,
XE,,,IAH,,,74.0,
DL,1242,ATL,SRQ,4,665.0,99.0,1
,2178,DCA,LGA,1,960.0,76.0,
,,,IND,5,845.0,136.0,0
AA,1116,,,5,,225.0,0
,3371,,,,,130.0,0
,3363,DFW,,1,1245.0,85.0,
,5340,,,,970.0,83.0,0
,,,,,,,
,,,,2,,,1
AA,,,,6,,220.0,
,,,,1,,66.0,1
MQ,3030,,,1,1025.0,,
EV,5067,MOB,,1,710.0,,
AA,2465,DFW,,4,,205.0,
DL,,JFK,MIA,,898.0,,
MQ,4121,ORD,,,,115.0,
,2387,,ATL,,350.0,,0
EV,5582,ATL,,,,,0
,2799,IAH,,,,,0
,178,LAX,,6,581.0,,
,4588,LGA,,5,865.0,180.0,0
HA,1,,,6,,,1
,282,,,,1145.0,119.0,0
9E,3989,,,3,950.0,146.0,
,83,,,,,182.0,0
,,,,,,,0
,,,,,1290.0,,1
,,,ATL,1,665.0,118.0,0
,308,ATL,,,,75.0,0
US,907,CLT,TPA,,880.0,103.0,0
,2105,,,,1010.0,,
,,,HNL,,560.0,375.0,0
OO,,,BIL,,591.0,84.0,0
XE,2112,CVG,,,690.0,161.0,1
AA,,DFW,,,,55.0,1
,1404,SFO,AUS,4,960.0,201.0,1
,,,GSP,1,,118.0,
DL,1793,JFK,,,855.0,138.0,0
DL,322,,,,,,0
MQ,,XNA,,7,410.0,75.0,0
OO,,SFO,SLC,3,1092.0,,1
UA,752,BIL,,,361.0,93.0,
,7051,OTH,,6,1199.0,,1
,,ORD,ABQ,1,645.0,180.0,0
,569,,ATL,,,,
B6,,,,4,,80.0,0
,633,SJU,DFW,5,790.0,310.0,0
B6,,JFK,BUF,,865.0,,0
,,DAL,AUS,,685.0,55.0,1
,,FCA,SLC,3,,,
,,,,,,49.0,
CO,1712,SJU,IAH,1,,288.0,1
,203,,MSP,,,,0
OO,,RAP,DEN,,,71.0,
,,EWR,,4,,,1
DL,,ATL,,1,,,
DL,1273,CMH,ATL,,,115.0,0
,1670,,PDX,,1220.0,123.0,0
,,,SLC,1,,,
,,MLI,DTW,,968.0,97.0,1
,,IAH,LGA,7,800.0,205.0,
OO,,,CID,,,69.0,0
,2767,DTW,,,,94.0,1
,2288,ATL,BOS,5,755.0,149.0,0
,,,,,609.0,40.0,
OO,,,SFO,,,,
,2622,PHX,DTW,3,910.0,,
,,OAK,,1,,,
EV,4948,ATL,,,1076.0,,
,1898,,,3,,,
,4290,BNA,ORD,3,,95.0,1
DL,1550,LAS,,6,420.0,188.0,0
WN,,,,5,965.0,,
,,,,3,,,
,,BOS,LGA,1,,,0
XE,,,IAH,6,510.0,160.0,0
,,RDU,,,500.0,,0
EV,,,ATL,2,,,0
WN,,DEN,,,1085.0,,
,2001,,,1,,55.0,
,,LAS,,,,155.0,
WN,,DTW,MDW,,975.0,65.0,
,,BNA,MCI,,,105.0,1
,1075,PHL,CLT,,505.0,114.0,
9E,3758,AVP,DTW,,745.0,100.0,1
,488,,,,,60.0,1
F9,,CAK,,5,,,1
WN,,BUR,PHX,,,80.0,1
,,BDL,,,,,
DL,2022,MSP,BOS,,1140.0,,
,5483,BOS,DCA,,,,
,1030,MCO,FLL,,,55.0,
CO,,LAX,OGG,,1025.0,345.0,1
AA,1294,IAH,,7,,,
,,ATL,,,760.0,,0
XE,,,,3,360.0,89.0,
OO,,,MCI,,660.0,199.0,
,2628,,,5,510.0,,0
,,,,3,,,
,,OMA,LGA,3,425.0,,0
,6387,,,,,,
UA,,BOS,SFO,,480.0,,
,,,DTW,,979.0,121.0,0
,50,,ANC,6,,,
,,LGB,,7,,103.0,1
,1267,DTW,,7,740.0,,1
DL,1698,JAX,ATL,,,,0
,2022,LAS,LAX,4,,70.0,1
,,,,,1061.0,119.0,0
,5422,,MSN,1,920.0,,
,1545,DFW,TUS,3,,,
,,ATL,ECP,2,,75.0,
XE,,,IAH,5,892.0,176.0,
,,SEA,,,1110.0,,0
,,,,,,53.0,
DL,,,,,383.0,,1
,,,,,,560.0,
,,,LAX,,,,1
XE,2321,CVG,,,705.0,159.0,0
,4869,SLC,,,535.0,99.0,
,281,,LGB,3,,,0
9E,4053,SAV,,4,,,
CO,,,,,450.0,77.0,
DL,,,,,1170.0,95.0,0
,7038,MSO,DEN,,433.0,,0
,941,FLL,ISP,3,550.0,,1
,,DAL,MAF,4,475.0,75.0,
,195,,LAS,,,359.0,1
,,,,,,,1
MQ,4114,PIT,,5,,105.0,
,1767,,SEA,4,580.0,,1
,,MCI,,,,,1
B6,418,,,3,420.0,172.0,0
,530,SEA,ONT,,,,
,,PHX,DSM,,598.0,178.0,0
OO,,,MSO,3,669.0,91.0,0
,,,SLC,,,,1
YV,,,IAD,5,,76.0,
OO,,,,5,,188.0,1
,1803,DFW,LAS,,1015.0,175.0,1
,1418,MCO,,1,390.0,93.0,
,,,CLT,,,93.0,
OO,,SLC,,1,,,
,5496,ATL,,2,,95.0,0
,,SJC,ONT,,1235.0,70.0,
,318,,,7,,160.0,
MQ,,RDU,,,990.0,60.0,0
,885,SMF,LAX,5,520.0,,1
CO,,,,,1275.0,290.0,0
WN,,,,5,605.0,80.0,
,3941,JAX,MEM,3,,119.0,
HA,,,,1,755.0,,
,3568,TPA,BDL,1,670.0,165.0,0
,,SFO,DTW,5,547.0,273.0,
B6,,,,4,1036.0,164.0,1
,4535,CMH,LGA,,475.0,105.0,0
DL,,DTW,LAX,7,,305.0,1
,,,,,,72.0,
US,,,CLT,,,,
AA,1475,,,1,620.0,,
,643,EWR,ORD,3,,,
,7122,,ORD,3,1160.0,115.0,1
,,,LAX,7,,71.0,
DL,,MEM,,,,,
FL,,,CMH,,,,0
,,MSP,GFK,1,,73.0,0
YV,,,CLE,,1065.0,,1
CO,92,IAH,,1,450.0,273.0,
,,,,,,,
,514,BHM,HOU,1,1020.0,115.0,
EV,,ABY,,3,,,0
,354,MSP,,,,207.0,0
OO,,,DEN,,,96.0,0
OO,,SFO,MCI,,660.0,199.0,
UA,256,,,,,,0
,1307,,SLC,2,,,0
,,,LAX,7,,308.0,1
FL,,,,,,145.0,
,,,,,695.0,50.0,
,1452,BNA,,,360.0,74.0,
AA,848,ABQ,DFW,6,860.0,100.0,0
,1483,RDU,DFW,7,915.0,,0
,92,OGG,DEN,,,404.0,
,,,,6,,147.0,
OO,,SLC,,5,690.0,120.0,0
US,685,LAX,,,590.0,81.0,1
,,MQT,GRB,7,,,1
,5125,BTR,,1,,,0
EV,,,,,1000.0,,
MQ,,,,2,970.0,120.0,0
DL,,MEM,MSP,3,1120.0,,
,2538,ATL,,,620.0,,
US,1515,,,5,1275.0,70.0,1
US,,BOS,,,660.0,74.0,1
,,OGG,HNL,3,,34.0,
CO,1133,,,,539.0,,0
US,2169,LGA,,3,600.0,77.0,1
,,,DCA,3,950.0,,0
OO,6665,DEN,,,,,
FL,,,,5,1085.0,122.0,
XE,,,IAH,,,119.0,0
XE,2971,EWR,,1,,137.0,
,6452,LAX,TUS,,714.0,,
,,,,1,686.0,,
,,,,6,,,
,332,,,,525.0,,0
,6659,,,1,1322.0,33.0,0
,,,ORD,4,,,
,4859,XNA,MSP,3,,108.0,
,,,IAH,,,,0
,208,MIA,JFK,,730.0,,1
,2585,ATL,,,505.0,80.0,
OH,6657,JFK,,2,,215.0,0
,950,SAT,,,,55.0,1
FL,529,,,,,,
,7103,IAD,CMH,,1323.0,75.0,
,,GSP,,4,1055.0,,1
EV,,MLI,ATL,7,907.0,117.0,
,,,DEN,,1019.0,,1
,,PVD,,,,190.0,
,1457,,FLL,,,119.0,1
CO,576,EWR,,7,910.0,,
,2788,,MKE,,435.0,73.0,
FL,425,PNS,,1,,,0
US,,,MYR,,975.0,,
,2399,,,,,92.0,
,,,DCA,3,785.0,74.0,0
,,,,2,1075.0,,
UA,,,,6,1050.0,,
,301,,,1,887.0,,1
AA,1572,,,7,495.0,165.0,0
,5187,ATL,BHM,2,,58.0,
9E,4203,,DTW,,,,
,498,,,,,,0
AA,440,,,3,905.0,100.0,
9E,,,SAT,6,,126.0,
,,SLC,,,,,1
,,IAH,SFO,,,,
,2650,SLC,,,,252.0,
,,BOS,,3,,,
,,SFO,,5,,195.0,
,2281,MSP,,,,,1
WN,,TPA,,3,1010.0,,1
,2090,,,,,,
,,,,,,,
AS,,SIT,JNU,7,365.0,,
,27,,,2,,125.0,
,,SBA,LAX,,1075.0,,
,4002,ORD,XNA,4,,110.0,0
DL,,,,5,,88.0,0
UA,,,,,,126.0,0
UA,,ORD,,7,1241.0,,0
OO,,LAX,SFO,7,,84.0,
,2951,,BIS,4,,,
,,MSY,PHL,5,790.0,,
,351,PIT,,4,,103.0,
,230,,ATL,2,,,0
,4455,JFK,DCA,,960.0,90.0,
MQ,3003,DEN,LAX,4,,150.0,1
MQ,,PHL,,3,,145.0,
CO,,,,3,,181.0,
YV,,,,5,370.0,76.0,
US,,,PHX,,820.0,,1
,,,,,,,
,791,PHL,,4,840.0,,
WN,151,SMF,,2,810.0,85.0,
,2190,ATL,BUF,,645.0,127.0,1
WN,,,RDU,,1000.0,,
WN,,MDW,BOS,2,695.0,,
WN,1505,,SEA,,1170.0,165.0,
MQ,,,,5,,,
AA,,LAX,,,1050.0,345.0,
HA,,,HNL,6,,34.0,
,530,,BWI,,,,
XE,,,,,,139.0,
XE,2526,GRR,CLE,,585.0,59.0,
,,IAD,,1,,72.0,0
OO,6459,SFO,,4,,,1
B6,,BTV,,,670.0,,1
,,RSW,IAH,,683.0,,1
,,,IAD,,1144.0,107.0,
EV,5462,HSV,,7,,60.0,1
,1648,SNA,,5,,185.0,
,332,,PHL,6,530.0,,1
US,,,MCO,1,719.0,,0
WN,1453,SAN,,,1110.0,,
,,,,,360.0,,0
,234,SEA,,,,,1
,1273,,,,415.0,,0
FL,854,,,,480.0,100.0,0
B6,,,FLL,,565.0,136.0,
DL,,,DTW,,830.0,,1
,2491,,,,,,
,,ATL,,,1220.0,,
,,,,2,,105.0,0
,438,LAS,PHL,,,,
,,ANC,SEA,,40.0,,
,247,LAS,,,1068.0,118.0,0
US,1429,LGA,CLT,6,525.0,127.0,0
,1011,DAY,,,480.0,148.0,
CO,221,ATL,IAH,,,141.0,
OH,,DTW,DAY,2,,,
XE,,,,,665.0,,
,,,,,,214.0,1
,3763,BWI,,2,1080.0,70.0,
9E,,,,,,80.0,0
AA,,,SAT,4,635.0,,0
AA,,,,2,,255.0,
AA,,,,,575.0,,
,7809,,SUN,2,,,
,,,,6,,,
,,,DCA,,1155.0,,0
AS,22,,ORD,1,765.0,,
,,,,5,,48.0,
,,SAT,IAH,,,,
,571,,PBI,,1250.0,,
,5251,,EYW,,,,
,678,ORD,LGA,1,,,
,852,MCO,,,1119.0,98.0,0
OO,,,SLC,,422.0,110.0,
YV,7260,ORD,,5,,49.0,1
,,GEG,SLC,1,986.0,99.0,1
,,,ATL,5,907.0,,0
CO,,ORD,IAH,3,550.0,,
,3754,,,,,,1
US,1780,,,,,71.0,
,,,,7,835.0,,
,,,IAH,2,360.0,,
,1800,CLT,BOS,,,134.0,0
DL,,PHL,,7,,,
,1841,,,,565.0,,0
,,,DEN,,,,1
OH,6589,,,,,87.0,0
AA,22,,,5,900.0,315.0,
,693,MCO,,7,,154.0,1
DL,,ATL,IAD,6,910.0,112.0,1
,616,DEN,,,,,
,,,,,680.0,,0
AA,1068,,DCA,,610.0,,0
,,,RSW,6,,186.0,
UA,50,DFW,,,1044.0,,0
MQ,3061,LAX,SAN,2,,,1
XE,,,,,,,
,,,RDU,1,1075.0,65.0,
UA,488,ORD,,,,,1
B6,,BWI,BOS,2,,,
AS,,,SEA,,,375.0,0
,,JFK,PHX,5,,340.0,
HA,,HNL,OGG,,,,0
XE,5999,ORD,,,715.0,118.0,
CO,212,,SJU,5,,,
,29,,,5,560.0,,
,1502,STL,,3,,,
WN,,,SJC,6,1105.0,,
US,541,DFW,,,,178.0,
WN,,SFO,SNA,2,,85.0,0
XE,,IAH,,,,118.0,0
,,,,3,450.0,,0
,6325,,SAN,,587.0,46.0,
CO,,IAH,,3,885.0,170.0,
,746,,MDW,2,1010.0,160.0,
MQ,3362,,,,,,1
DL,2602,,ATL,,,92.0,
WN,,,,,,235.0,1
,212,,AUS,,,,0
9E,3971,,ICT,,,148.0,
,203,ATL,,,1040.0,96.0,0
WN,,BDL,,,,,
,2689,CLT,,1,,93.0,0
,,ATL,,,595.0,67.0,
,,LAX,,,940.0,75.0,1
,1532,LAS,DFW,2,1120.0,140.0,
,,,ORD,,450.0,140.0,
WN,703,,,1,385.0,,
,489,CVG,,,,84.0,0
,,,DAY,4,615.0,60.0,
,6832,SBA,,,,,0
,1400,ORD,,6,,155.0,1
,,,LAS,7,710.0,70.0,0
AA,1330,DFW,MFE,,,,
,,ATL,MLB,5,890.0,,0
CO,1408,CLT,,5,1065.0,135.0,0
,,CLE,ATL,,1030.0,,0
WN,,,DEN,,440.0,100.0,
US,796,LAX,PHL,,670.0,,1
,,DTW,,3,445.0,,0
YV,,,CLT,1,,,0
,,STL,MCO,3,,140.0,1
WN,,TPA,RDU,,780.0,,
FL,104,,,2,,125.0,1
CO,299,,DEN,7,,,
,,,DFW,2,,,1
,4984,,ATL,,,,
,6574,,,4,,,
EV,,,SAV,4,505.0,67.0,
,,EWR,CVG,2,,,
,,RDU,EWR,,1065.0,,
DL,1082,,,7,,123.0,1
,,ATL,IAH,,,,0
EV,,ATL,,1,,62.0,0
MQ,,ACT,DFW,3,410.0,,
,6404,EUG,SFO,,650.0,90.0,
,,,LGA,3,985.0,205.0,
AA,269,JFK,SEA,1,,385.0,
AA,1308,,,4,,70.0,
,155,,,5,,85.0,1
UA,15,JFK,,,870.0,,
,,CLT,STL,3,,123.0,1
9E,,GRB,,,,,0
FL,819,,BOS,,,79.0,0
WN,1382,,BWI,,,,1
,,,,,618.0,70.0,
,,LAX,SEA,5,,164.0,
,,,,7,820.0,,
DL,,ATL,LGA,4,,136.0,1
,921,DEN,BOI,,1280.0,,
AA,,BDL,MIA,,,,0
WN,1657,,SAN,5,980.0,65.0,
F9,,,DEN,7,974.0,191.0,1
HA,15,,HNL,7,,,0
,,,MSP,1,1045.0,,0
OO,,HLN,SLC,4,,77.0,
EV,5004,ATL,OAJ,4,885.0,82.0,1
XE,3074,,,7,515.0,,
,224,,,1,,,
,1113,LGA,MDW,5,,155.0,
MQ,,MSN,,,360.0,55.0,
,,SFO,,1,1190.0,,
CO,,IAH,,,,195.0,
EV,7106,ROC,,1,,,
,,MCO,,,,132.0,
,544,,,4,,,0
,3755,OAK,,,685.0,,1
,,DTW,,,,81.0,
DL,2074,MCO,MSP,,728.0,,1
US,,,,4,,104.0,
,419,BOS,PBI,,,,1
,,,,5,835.0,,
FL,342,ATL,PHL,,,111.0,
B6,,,,2,990.0,,
MQ,,,,,475.0,95.0,
US,310,,LAS,,,85.0,
MQ,3668,TYS,MIA,,875.0,125.0,
,,,MEM,,935.0,128.0,
,46,OGG,,4,,313.0,
WN,,MDW,,4,1025.0,170.0,1
XE,2318,,,1,,,
,,,,5,,,0
DL,,,,,400.0,,1
,,LAS,DTW,,,233.0,
,,,,5,,147.0,1
,,,,3,530.0,137.0,0
,,MDW,,1,,,
,,HOU,DEN,7,385.0,155.0,
,,,MDW,1,,135.0,
,1079,SFO,LAX,,,83.0,0
,843,,MCO,,909.0,,
,7774,,,4,,81.0,0
WN,588,BWI,,,720.0,,
9E,3736,COU,MEM,3,,75.0,0
EV,5546,,,,,67.0,1
,1381,DAL,,7,1065.0,,1
,7267,,,,,103.0,0
MQ,3629,,BNA,,,145.0,
WN,39,MAF,DAL,1,,65.0,
DL,1299,LAX,,3,,,0
WN,341,,,6,,,0
,1896,,SDF,,,,1
,,ORD,LIT,,,,0
,,PIT,,3,,,
,,,ORF,3,,,0
,,,DAL,5,,70.0,0
,1311,,DFW,6,,,0
WN,340,PHX,,,1050.0,,
9E,4287,,DTW,5,460.0,87.0,
,2722,DSM,,3,,125.0,0
,,AUS,DAL,,,,1
,773,HOU,SAT,4,,,1
WN,,,BWI,,735.0,,0
,,,RDU,,,110.0,
9E,3826,,,,,,
WN,,,SAN,,900.0,275.0,
MQ,,,JAN,2,,80.0,1
,1363,RDU,MIA,3,,130.0,0
,1134,DFW,,5,635.0,,
MQ,4197,BNA,,3,750.0,,1
UA,,,,,873.0,,
HA,362,,,4,,51.0,
,4298,ORD,MLI,,590.0,55.0,
,2038,,STL,,,95.0,0
,,AUS,JFK,4,790.0,,1
UA,316,SNA,,2,,,0
,,SJC,BUR,6,990.0,60.0,1
,1700,,SJU,,875.0,145.0,1
FL,421,,ATL,,1090.0,70.0,0
,720,SFO,DEN,,,,0
,,ATL,,,,75.0,0
,6401,PSC,,7,,,0
DL,,PIT,MSP,,,,0
YV,,SBP,PHX,,385.0,94.0,
,,,,1,1230.0,,
DL,,DEN,ATL,,,,1
DL,155,JFK,,,,203.0,
,,,,,,384.0,
UA,,,,,498.0,154.0,1
,4219,,DTW,,,100.0,
,,SLC,SEA,,820.0,,1
,,ATL,ACY,7,,,0
,,,PIT,1,,,1
,,,,,1080.0,,
,4139,,MSP,,1018.0,82.0,0
UA,,SAN,,,985.0,100.0,1
,,DAL,MSY,,,,
,,,MHT,,1100.0,,
AA,543,,,6,600.0,265.0,0
,,,,5,420.0,,0
WN,1250,JAX,,6,,95.0,0
,,MEM,BWI,3,815.0,124.0,1
EV,5096,,,3,784.0,94.0,
OO,,MEM,DEN,4,,,
B6,,FLL,JFK,4,,,1
,,CMH,,,,175.0,
,,DAY,,3,873.0,,
,,,,5,1091.0,169.0,
OO,,,,2,,78.0,0
CO,1559,DCA,,,420.0,,
,,,STL,,390.0,70.0,
WN,,,SAT,3,,,
MQ,3224,,DFW,4,1025.0,,
DL,,LAS,MSP,,,192.0,
XE,,IND,EWR,,1160.0,125.0,
AS,,ANC,FAI,1,1435.0,57.0,
FL,1073,,CAK,,740.0,,0
OO,,SEA,,,707.0,48.0,0
,871,,,5,,119.0,1
,,SLC,TWF,2,660.0,63.0,
WN,,FLL,TPA,3,,60.0,
,270,,LAS,,975.0,65.0,0
FL,,MCO,,1,,153.0,
OO,,,,,,162.0,0
,271,BOS,,,719.0,,
DL,,,DTW,,355.0,,1
,2008,DEN,MSP,5,1065.0,,
,71,,TPA,2,820.0,180.0,1
WN,,SMF,PDX,4,,90.0,
,,,,5,815.0,102.0,
YV,,OGG,,,1135.0,32.0,0
,265,,,6,,,0
OO,6321,,,7,452.0,,0
,,ATL,PHL,,,126.0,0
WN,901,SNA,LAS,7,985.0,65.0,
,,,,4,,150.0,0
WN,3039,SNA,,,,70.0,
9E,3894,,GRB,3,620.0,69.0,
,1023,,,,,83.0,0
,,,SLC,4,385.0,,1
XE,,,CLE,,1016.0,,
,,ORD,EVV,2,,,1
AA,185,JFK,,5,,380.0,1
FL,84,,ATL,,360.0,,
,2114,MSP,,,1150.0,163.0,
FL,109,,DFW,,,142.0,
,98,,JFK,4,,,1
,118,HNL,,,,42.0,0
,,DFW,,6,,,0
,2905,,GJT,,,122.0,
OO,6296,,ONT,5,573.0,142.0,
DL,1490,,DTW,,,,
,,,,3,,105.0,0
,,,,,,,0
YV,7290,,IAD,7,1179.0,63.0,0
,1058,,JFK,,625.0,79.0,
MQ,3983,,,4,630.0,80.0,0
,,AMA,,,,,
OO,,,ACV,,421.0,79.0,1
DL,,,,,,255.0,1
DL,,MSP,TPA,,425.0,,1
,4594,,,4,760.0,,
WN,519,,BNA,7,,,0
OO,,,SPI,,491.0,,1
,857,,,5,,230.0,
,,ATL,,6,,105.0,
MQ,3084,,LAX,1,,50.0,1
WN,,,PHX,2,485.0,75.0,1
OO,,,,3,,35.0,0
,6942,PDX,,2,,36.0,
OO,,YUM,LAX,5,927.0,,
WN,,PHX,DEN,,575.0,110.0,
US,,,,,,,
,,,,,,,1
,6634,HSV,DTW,,360.0,132.0,
DL,1261,ATL,,3,650.0,,1
FL,,MCO,CLT,7,1029.0,,0
,1689,,MIA,3,685.0,,0
,921,BOS,,7,390.0,169.0,
,684,,,,770.0,,
OO,,BIS,MSP,,895.0,86.0,
,6344,MSP,,1,1305.0,,1
HA,26,HNL,PDX,7,,325.0,0
MQ,4155,ORD,,2,775.0,,
FL,262,,MKE,,719.0,,1
,,,LAS,,540.0,213.0,
US,,,CLT,,1109.0,131.0,1
,498,,DEN,,,199.0,
,1092,,STL,1,390.0,,
,,,,,888.0,,
OO,,,SLC,3,1040.0,77.0,1
,,EWR,AVL,6,,,
,,MSY,EWR,1,855.0,181.0,1
FL,,,,,,253.0,
MQ,4568,,,2,,,0
WN,1826,DEN,,7,,200.0,
UA,628,,DCA,,1260.0,,0
,,,PHL,,,,0
WN,,,,2,,205.0,
EV,,ILM,ATL,4,,96.0,1
,,DTW,MIA,,,,
,1124,,,,655.0,140.0,
,2840,,,4,525.0,74.0,
DL,1320,ATL,CLT,,1140.0,81.0,1
US,,PHX,SAT,,,125.0,0
XE,,,EWR,,1195.0,,0
,761,ORD,,,,290.0,
CO,380,,CLE,2,,,
OH,,ORD,,,,,1
,408,,EWR,3,470.0,206.0,0
,,HOU,DAL,,,55.0,
,,PNS,ATL,,,75.0,1
AA,,PSP,DFW,,,,
US,,PHX,,,,,1
,,,,5,,90.0,
,,,,7,815.0,80.0,
,,,BZN,3,,,0
,2667,,SAT,6,,201.0,0
OO,,,,6,823.0,67.0,0
,,TUL,DFW,4,,,
MQ,,,,6,725.0,140.0,1
DL,2916,AUS,,,,,
,1645,CLE,IAH,,,,
,1705,,,7,,,0
UA,705,ORD,MCI,6,,,0
,,,,5,710.0,,
,2811,,FLL,3,,139.0,1
AA,271,MIA,LAX,5,640.0,,
,1493,BDL,,,,,
XE,2612,,CVG,,475.0,,
WN,,DAL,AUS,,,55.0,
AA,572,LAS,,,590.0,,
,,PHL,,,,,
,9,HOU,MSY,,620.0,60.0,
,,TPA,LAS,,785.0,310.0,
AA,1937,,SJU,,,240.0,0
OO,6977,,ORD,,1105.0,,
,,,ATL,,656.0,,
,,,,3,,80.0,
,,SAN,,,,110.0,1
DL,,ATL,,,1145.0,336.0,
,,,ORF,,580.0,108.0,0
,,,,3,,175.0,
,,DSM,,,,,
OO,6535,,,4,999.0,76.0,
,4742,,,,,,0
WN,659,,,3,360.0,105.0,
EV,5593,,MOB,,895.0,80.0,0
,1852,,BWI,,475.0,,
,,DFW,IAD,,665.0,,
DL,,,BDL,3,725.0,,0
,1645,CLE,IAH,4,,190.0,1
AA,2413,DFW,,,,200.0,
,1120,ORD,STL,,,65.0,0
,,,DTW,,810.0,,
,694,,,7,,,0
,1150,IND,,2,,156.0,
9E,3798,,ABE,1,,,
,,ABQ,,2,,,
DL,,MEM,ATL,,,85.0,1
MQ,3478,LIT,DFW,,605.0,,0
,2652,ILM,CLT,,,,0
DL,,SAT,ATL,,797.0,,1
DL,,IAD,,4,,124.0,
,5092,ATL,FAY,4,1230.0,74.0,
,,,FLL,2,886.0,,
,,STL,EWR,,605.0,143.0,
HA,370,OGG,,4,819.0,,
,4026,,,3,1195.0,40.0,1
DL,1941,CVG,,4,,259.0,
AS,,,,,,165.0,
,1633,TUS,,,,,
,,,,,,147.0,
UA,,HNL,,2,,326.0,
MQ,3886,,,5,,85.0,
,1925,,CLT,5,830.0,89.0,
9E,,MDW,,,420.0,,0
,,DAL,OKC,,,50.0,1
,1256,JAX,DCA,7,,100.0,
,,HNL,SJC,3,,,
UA,786,ORD,,7,,110.0,0
WN,,PDX,,7,,,
AA,,AUS,DFW,1,1110.0,70.0,0
OO,6810,,,,1204.0,54.0,1
MQ,4695,,,3,,70.0,0
,,,,4,,,
,5033,,,4,,148.0,1
EV,5608,GNV,,,757.0,86.0,0
,,RDU,FLL,,,,
,,DEN,DCA,5,705.0,,1
,,,,,730.0,239.0,
EV,,ATL,,,,97.0,
,,ROA,ATL,4,,,
,4091,,DSM,,,102.0,1
MQ,3215,,,1,,65.0,0
,787,,LAS,5,1005.0,,
B6,1434,LGB,,,,86.0,
XE,,,,5,,140.0,0
F9,,,,,1145.0,164.0,
,,PHX,BUR,7,,85.0,1
,,ORD,,,,,0
