V1,V2,V3,V4,V5,V6,V7,Class
,,14.0,13.0,,,43.19,
3.0,,,,,,,6
,,,,,29.0,,6
0.0,0.0,,0.0,,8.0,,6
,0.0,8.0,2.0,,,42.64,
2.0,,,,,,,
,2.0,,27.0,31.0,,,6
4.0,0.0,,,,16.03,42.64,6
,,0.0,,,,39.7,6
1.0,0.0,12.0,,30.0,,39.7,6
,0.0,12.0,,12.0,16.0,,
3.0,,30.0,21.0,,21.02,39.7,
,,0.0,26.0,1.0,,39.7,
0.0,0.0,,0.0,,,,6
,,9.0,,31.0,,,6
2.0,0.0,,21.0,9.0,21.0,37.44,6
,,31.0,14.0,,14.04,,6
4.0,,0.0,,,17.0,37.44,
,0.0,0.0,0.0,,14.0,,
,,,2.0,37.0,,48.92,
,,14.0,,13.0,,,6
,,,10.0,,,,
,0.0,,,,,,
0.0,,,0.0,,,53.01,
1.0,0.0,,1.0,43.0,21.02,53.01,
,0.0,22.0,6.0,21.0,,53.01,
,1.0,43.0,,42.0,,53.01,6
,0.0,,,2.0,31.06,,
0.0,0.0,0.0,,,17.0,,
1.0,,17.0,0.0,30.0,,39.7,
2.0,0.0,17.0,14.0,,14.0,39.7,6
,0.0,30.0,,,,39.7,6
4.0,0.0,0.0,7.0,1.0,,,6
,0.0,,,18.0,18.0,44.65,6
1.0,,,2.0,,19.1,,
2.0,,18.0,,18.0,,,
,2.0,,,37.0,,,
,,0.0,24.0,2.0,,,
,0.0,,,12.0,,32.8,6
,,,,,,32.8,6
,0.0,12.0,20.0,11.0,20.02,32.8,6
,,23.0,8.0,24.0,7.07,32.8,6
4.0,0.0,0.0,,-2.0,,32.8,
,,0.0,,6.0,,36.88,6
1.0,,6.0,0.0,26.0,20.0,36.88,
,,,19.0,,,,6
3.0,0.0,26.0,,,22.09,,
4.0,,,,-2.0,24.08,36.88,
,,,,15.0,15.0,32.65,6
,0.0,,,24.0,9.0,,6
,0.0,15.0,21.0,,21.02,32.65,
3.0,0.0,,10.0,25.0,10.05,,6
,,,,,,32.65,6
,,,,6.0,,,6
,,,2.0,,,,
,0.0,,,,8.25,17.8,6
,,,11.0,14.0,9.22,17.8,6
,0.0,0.0,11.0,,11.0,,
0.0,,,0.0,15.0,15.0,53.76,6
1.0,,,,36.0,21.1,53.76,
,,,,17.0,12.17,53.76,6
3.0,,36.0,,38.0,,53.76,
4.0,0.0,,23.0,-1.0,23.02,,
,,0.0,0.0,,9.0,,6
1.0,,9.0,0.0,22.0,,29.21,
,0.0,9.0,18.0,7.0,,29.21,
,,,18.0,,18.03,,
,,0.0,8.0,0.0,8.0,,6
,,0.0,0.0,,,38.29,6
1.0,,,,,15.0,,
,0.0,,16.0,,,,
,0.0,,,29.0,25.0,38.29,6
,0.0,0.0,20.0,1.0,20.02,38.29,6
0.0,,0.0,0.0,18.0,18.0,,
,,,,29.0,11.0,37.01,6
2.0,0.0,18.0,,18.0,,37.01,6
3.0,,29.0,,29.0,,37.01,6
,,0.0,,2.0,6.32,,6
0.0,,0.0,0.0,,,34.71,
,0.0,,1.0,24.0,,,
2.0,,,19.0,7.0,,,6
3.0,,24.0,,,,,
,0.0,0.0,,,,,
0.0,,0.0,0.0,22.0,,62.29,6
1.0,,,2.0,,24.08,,6
2.0,,,11.0,23.0,,,
,,46.0,42.0,44.0,,,
4.0,0.0,,22.0,0.0,22.0,62.29,6
,0.0,0.0,,10.0,10.0,21.93,
,,10.0,,16.0,,21.93,6
2.0,,,,11.0,10.05,21.93,6
3.0,,,,16.0,,21.93,
4.0,0.0,0.0,7.0,,7.07,21.93,
,,0.0,0.0,16.0,,28.23,6
,0.0,,,24.0,,28.23,6
2.0,,16.0,11.0,16.0,,,
3.0,,,,26.0,7.28,,6
4.0,0.0,0.0,8.0,,,,6
0.0,0.0,0.0,0.0,,,50.22,6
1.0,,,2.0,40.0,,,
2.0,,,,18.0,21.0,,
,,,,,,,
4.0,,0.0,,0.0,,,
0.0,,,,6.0,6.0,34.83,
,0.0,6.0,,,19.0,,
,,,,7.0,,,6
,,25.0,,26.0,,,6
,,0.0,22.0,-1.0,22.02,,6
0.0,,,0.0,21.0,21.0,,
1.0,0.0,21.0,,,,46.23,
,0.0,,,,8.06,46.23,
3.0,,,,,,46.23,6
4.0,0.0,0.0,19.0,,,,
0.0,0.0,,0.0,,,,6
,0.0,,2.0,,6.32,26.87,
2.0,0.0,13.0,12.0,,,26.87,
3.0,,19.0,,,17.0,26.87,
,0.0,,13.0,,,26.87,6
0.0,,0.0,,15.0,,44.1,6
1.0,0.0,,0.0,37.0,22.0,44.1,6
2.0,0.0,,14.0,,,,
3.0,,,24.0,,,44.1,
4.0,0.0,,19.0,2.0,19.1,,6
0.0,,0.0,,,13.0,,
1.0,0.0,,,,16.12,41.77,
2.0,0.0,13.0,6.0,,,,
,2.0,,28.0,31.0,26.08,41.77,
,,0.0,13.0,,,,6
,0.0,,,,9.0,43.6,6
1.0,0.0,,,,24.0,43.6,
,0.0,,9.0,9.0,9.0,,6
,,,,35.0,,43.6,
,,0.0,26.0,2.0,26.08,,
0.0,0.0,,,24.0,,40.0,6
,0.0,,1.0,,8.06,,6
2.0,,24.0,24.0,25.0,24.02,40.0,6
,,32.0,,,18.0,,6
,0.0,,,,,40.0,
,0.0,0.0,,,,31.4,6
1.0,,,,,,,6
,0.0,10.0,,9.0,8.06,,
3.0,,,19.0,24.0,17.03,,
4.0,,0.0,11.0,-1.0,11.05,,
0.0,0.0,,,11.0,,51.66,6
,0.0,,,,,,
,0.0,,,13.0,18.11,,6
3.0,2.0,,19.0,36.0,,51.66,6
4.0,,0.0,35.0,-2.0,35.06,51.66,6
,,0.0,,,25.0,60.83,6
1.0,0.0,25.0,,44.0,19.1,,6
2.0,0.0,25.0,20.0,,,,6
3.0,2.0,,42.0,,,,6
4.0,,,,1.0,26.02,60.83,
0.0,0.0,0.0,,18.0,18.0,48.84,6
1.0,,,,,17.0,,
,0.0,18.0,12.0,,,,
,,,33.0,,,,6
,0.0,0.0,27.0,,,,6
,,,,,,,
1.0,0.0,21.0,,,,35.23,
2.0,0.0,21.0,,22.0,18.03,,6
,,29.0,,29.0,,35.23,6
4.0,0.0,0.0,14.0,2.0,,35.23,
,,0.0,0.0,,6.0,,6
,,,1.0,31.0,25.02,42.01,6
,0.0,,21.0,,21.0,,6
3.0,1.0,,11.0,32.0,,42.01,6
,,,26.0,,26.02,42.01,6
0.0,0.0,,,,,28.6,6
1.0,0.0,10.0,,,,,
,0.0,10.0,,12.0,,,
3.0,1.0,20.0,,,,,6
,0.0,0.0,8.0,-2.0,8.25,28.6,6
0.0,,0.0,,,8.0,,6
,,,,,,27.8,
2.0,,,,,,,6
3.0,1.0,20.0,8.0,22.0,,,6
4.0,,0.0,15.0,1.0,15.03,27.8,
0.0,,0.0,0.0,,25.0,,6
1.0,,,1.0,44.0,,,
,,25.0,,,,60.88,
3.0,,,,,,60.88,6
4.0,0.0,,41.0,-1.0,,,
0.0,,,,16.0,,39.7,6
1.0,,,,30.0,,39.7,
,,,,,,39.7,6
3.0,1.0,30.0,,28.0,,39.7,6
4.0,0.0,0.0,26.0,,,,
,,,0.0,,,,6
,,,,41.0,,,
2.0,,,,25.0,,54.56,6
3.0,2.0,41.0,21.0,,,,6
,0.0,,,1.0,36.01,,
,0.0,,0.0,,17.0,53.81,6
,0.0,,,40.0,23.0,53.81,
2.0,,,,,36.06,53.81,6
3.0,,40.0,,,12.0,53.81,
,,0.0,,0.0,27.0,53.81,
0.0,0.0,0.0,0.0,11.0,,,
1.0,,11.0,0.0,31.0,20.0,,
2.0,,11.0,,13.0,21.1,,6
,,31.0,,,25.08,39.82,
4.0,0.0,0.0,,,,39.82,
,0.0,0.0,,,,,6
,,24.0,,,14.04,,6
,,,,,31.02,49.68,
3.0,,,15.0,38.0,14.0,49.68,6
4.0,0.0,0.0,32.0,,,49.68,
0.0,,,0.0,,,35.61,
1.0,0.0,18.0,,24.0,,35.61,
2.0,0.0,,20.0,20.0,,35.61,
3.0,,,,,22.09,35.61,6
,0.0,,6.0,-2.0,,35.61,6
0.0,,0.0,,17.0,17.0,39.2,6
,0.0,17.0,0.0,31.0,,39.2,
2.0,,,,17.0,,,
3.0,0.0,31.0,24.0,31.0,24.0,,
4.0,,0.0,,,,39.2,
0.0,,,0.0,6.0,6.0,35.38,6
1.0,0.0,,,25.0,,,6
,0.0,,9.0,,9.22,35.38,
,,,,23.0,15.13,35.38,
,,0.0,,-1.0,24.02,35.38,6
,,,,7.0,7.0,,6
1.0,0.0,,,32.0,25.08,41.87,6
,0.0,,14.0,,14.14,,6
,2.0,,,,25.02,41.87,6
4.0,0.0,,7.0,0.0,7.0,41.87,
,0.0,,,14.0,14.0,52.8,
1.0,,14.0,,39.0,,52.8,
2.0,0.0,14.0,32.0,,,52.8,6
3.0,,,11.0,41.0,,,6
4.0,0.0,0.0,,-1.0,27.02,52.8,
0.0,0.0,0.0,,,15.0,42.52,6
1.0,0.0,,,30.0,,,6
2.0,0.0,15.0,,15.0,19.0,,6
,,,,30.0,,42.52,6
,0.0,0.0,6.0,-2.0,,,
,,,,,7.0,37.44,
,0.0,,,31.0,,,
2.0,,7.0,,,,,6
,2.0,31.0,17.0,,,,6
,,0.0,21.0,0.0,21.0,,
,,0.0,,,10.0,,6
,0.0,10.0,,,24.08,42.2,6
2.0,,,,,,42.2,
3.0,,34.0,,,19.03,,6
4.0,0.0,,,,,42.2,
,0.0,0.0,,13.0,,50.33,6
1.0,0.0,,1.0,38.0,,,6
,,,,13.0,28.0,50.33,6
,,38.0,,,,50.33,6
4.0,0.0,,11.0,,,,
0.0,,,0.0,,,46.4,6
1.0,,16.0,,37.0,,,
,0.0,,18.0,15.0,18.03,,
3.0,,37.0,21.0,35.0,,,6
,0.0,0.0,,0.0,28.0,46.4,6
0.0,,,0.0,20.0,,,
1.0,0.0,,0.0,28.0,,37.8,6
2.0,,20.0,19.0,,,,6
3.0,,28.0,20.0,26.0,20.1,,
,,0.0,23.0,,,,
,0.0,,,,,,6
1.0,0.0,,2.0,33.0,16.12,,
,,17.0,,18.0,,,
,2.0,,17.0,32.0,,43.6,6
,0.0,0.0,14.0,,14.14,,
,0.0,0.0,0.0,,8.0,,
,0.0,,,19.0,,,
,,,,,6.0,27.02,6
,,,,21.0,,,
4.0,,0.0,,0.0,,,6
,,,0.0,16.0,16.0,,6
1.0,,,,,,47.71,6
,0.0,16.0,,18.0,,,
3.0,1.0,,,,,,
4.0,,0.0,25.0,-2.0,,,
0.0,0.0,0.0,0.0,,6.0,,6
,,6.0,,,,34.06,
2.0,0.0,6.0,17.0,,,34.06,6
,2.0,24.0,,,,,
4.0,,,,-2.0,,34.06,
,,,,,18.0,,
,,,,,,,
,0.0,,29.0,20.0,29.07,51.74,6
3.0,2.0,38.0,,39.0,,51.74,
,,0.0,,0.0,,51.74,6
0.0,,,,,,47.01,
1.0,,12.0,0.0,,24.0,47.01,
,0.0,,,,,,
,0.0,36.0,6.0,36.0,6.0,,
4.0,0.0,,14.0,,14.04,,
0.0,0.0,,,,16.0,33.29,
,,16.0,,26.0,10.0,33.29,
2.0,0.0,,10.0,,10.2,33.29,6
,0.0,26.0,,,18.11,,
,,0.0,,,9.0,,
0.0,,,,,,,6
,,,0.0,,19.0,,6
,,,,18.0,,48.27,6
3.0,,37.0,7.0,,,,
,,,31.0,1.0,,48.27,6
0.0,0.0,,0.0,,,,6
1.0,,,,29.0,,,
,0.0,18.0,6.0,,,42.52,6
3.0,,29.0,23.0,,21.1,42.52,6
,0.0,,,,28.02,,6
,0.0,,0.0,,,38.28,6
,,17.0,1.0,33.0,16.03,,
2.0,,,,19.0,,38.28,
3.0,1.0,33.0,,35.0,,,6
4.0,,,,-1.0,,38.28,6
,0.0,0.0,,25.0,,,6
1.0,0.0,,,43.0,18.11,,6
,,,33.0,,33.06,58.8,
,2.0,43.0,,,31.02,58.8,6
,0.0,,39.0,-1.0,,58.8,6
0.0,0.0,0.0,,,,,
1.0,0.0,,2.0,46.0,24.08,59.41,
2.0,,,13.0,22.0,13.0,59.41,6
,,46.0,,,33.06,59.41,6
4.0,0.0,0.0,,,18.03,59.41,6
0.0,,0.0,0.0,25.0,25.0,70.71,6
1.0,,,,,,70.71,
2.0,0.0,25.0,11.0,25.0,11.0,,6
,,50.0,50.0,,,,
,0.0,,9.0,,,,
0.0,0.0,0.0,,,16.0,,6
1.0,0.0,,,28.0,12.04,37.44,
2.0,,,20.0,14.0,20.1,,
,1.0,,21.0,30.0,20.1,,6
4.0,0.0,0.0,16.0,-1.0,16.03,37.44,6
,,,0.0,,,29.68,
1.0,0.0,,,,,29.68,6
,0.0,18.0,,16.0,6.32,29.68,6
3.0,1.0,,,25.0,,29.68,
4.0,,0.0,,,,29.68,
0.0,,,,20.0,20.0,45.8,6
,,,0.0,,16.0,,6
,0.0,20.0,,,27.07,45.8,6
3.0,0.0,36.0,,37.0,,,
4.0,0.0,0.0,,0.0,,45.8,6
,0.0,,,,16.0,46.53,
1.0,,,2.0,,25.08,,
2.0,0.0,16.0,,,,,6
3.0,,41.0,,,13.04,,
4.0,,0.0,,2.0,,,
0.0,,0.0,,12.0,,,
1.0,,,0.0,30.0,,,6
,0.0,,,,,,6
3.0,0.0,,29.0,,29.07,,6
4.0,,0.0,15.0,,15.0,41.73,6
,0.0,,0.0,,10.0,22.2,6
,0.0,10.0,,16.0,,,6
2.0,,,,,6.0,22.2,
,2.0,,12.0,18.0,10.2,,6
,,0.0,,,13.15,22.2,6
,,,0.0,7.0,7.0,,6
,0.0,7.0,0.0,,25.0,42.52,6
,0.0,7.0,,,,,6
,,,28.0,,,42.52,6
,,,,0.0,,42.52,
,0.0,,,,,,
,0.0,22.0,,28.0,,35.0,6
,0.0,,,,21.1,35.0,
3.0,0.0,28.0,,,,35.0,6
,0.0,0.0,19.0,,19.1,35.0,6
,0.0,,0.0,,16.0,,
,,,,32.0,16.12,38.83,6
2.0,0.0,,,,,38.83,6
3.0,2.0,32.0,22.0,30.0,,,
,0.0,0.0,19.0,,,38.83,6
,0.0,,,14.0,14.0,45.28,
,,,2.0,32.0,,,
,,14.0,10.0,16.0,10.2,,
,,32.0,20.0,,18.03,,
4.0,0.0,0.0,31.0,,,45.28,6
0.0,,0.0,0.0,,8.0,,
1.0,0.0,8.0,,,17.12,34.66,6
2.0,0.0,,,7.0,24.02,,6
,2.0,25.0,,,20.0,34.66,
,0.0,0.0,,2.0,,34.66,6
0.0,0.0,0.0,,12.0,,23.85,6
,0.0,12.0,0.0,,6.0,23.85,
2.0,,12.0,11.0,,11.18,,
3.0,0.0,,8.0,,8.0,,6
4.0,0.0,,,,13.15,23.85,
0.0,0.0,0.0,0.0,,,39.7,6
1.0,0.0,,,,16.0,,6
2.0,,12.0,,,,39.7,
3.0,,,,29.0,16.03,,
4.0,,,,,25.02,,6
,,0.0,,21.0,,,6
,,21.0,0.0,,9.0,,6
2.0,,,,,,,
3.0,0.0,,,,,,6
4.0,0.0,,9.0,,9.0,38.42,6
0.0,,,,,19.0,40.36,6
1.0,0.0,,,30.0,,40.36,6
2.0,,,6.0,17.0,6.32,40.36,
,,,10.0,30.0,10.0,40.36,6
4.0,,0.0,,2.0,,,
0.0,,0.0,0.0,17.0,,,6
1.0,,17.0,,,,32.8,6
,0.0,17.0,17.0,,,,
3.0,,,14.0,26.0,,,6
4.0,,,,0.0,20.0,,6
0.0,0.0,0.0,0.0,22.0,22.0,,6
,0.0,22.0,0.0,,,54.2,6
,,,21.0,,,,6
,,,27.0,,,54.2,
,,0.0,22.0,0.0,,54.2,6
0.0,,,,,,31.11,
1.0,0.0,,2.0,21.0,12.17,31.11,
,0.0,,,,16.12,,
3.0,2.0,21.0,22.0,22.0,,31.11,6
4.0,,,18.0,2.0,,,6
,0.0,,,,7.0,17.8,6
,0.0,,,13.0,6.0,17.8,
2.0,,7.0,,7.0,11.0,17.8,
,0.0,13.0,,,8.0,,
,0.0,,8.0,,,17.8,
,0.0,0.0,0.0,13.0,,29.83,6
,0.0,13.0,,,,,
2.0,0.0,13.0,,13.0,,29.83,
,2.0,,,,,29.83,6
,,,19.0,-2.0,,,
0.0,0.0,,0.0,,14.0,,6
1.0,0.0,,0.0,20.0,6.0,26.63,6
,0.0,,15.0,14.0,15.0,26.63,
3.0,0.0,20.0,7.0,,7.07,26.63,6
,,,,,,,
0.0,,,0.0,8.0,8.0,29.55,
,0.0,,,,,29.55,6
,,,,,,29.55,
3.0,,24.0,,25.0,10.05,,
4.0,0.0,0.0,,,9.22,,
0.0,,0.0,,11.0,11.0,50.21,
1.0,,,,35.0,24.08,,6
,0.0,,18.0,,18.03,,
3.0,2.0,35.0,,,,,
,,,,,,,6
0.0,,0.0,0.0,7.0,,,6
,0.0,7.0,0.0,26.0,19.0,,6
,0.0,7.0,10.0,,,,
3.0,,,,26.0,,31.06,6
4.0,,,,,,31.06,
,,0.0,,11.0,,,
,,11.0,,,24.08,48.17,6
,,,,10.0,,,
,2.0,,32.0,35.0,30.0,,6
,0.0,,,,22.02,48.17,6
,0.0,0.0,,22.0,,46.07,
,0.0,22.0,0.0,37.0,,,
,0.0,,,,21.0,,
3.0,,,8.0,,8.25,,6
4.0,,0.0,15.0,-2.0,15.13,,
0.0,0.0,,0.0,,11.0,,6
1.0,0.0,11.0,,26.0,,,6
,0.0,,,13.0,,,6
,,26.0,22.0,26.0,,34.06,
,,0.0,,0.0,7.0,34.06,
0.0,0.0,0.0,,12.0,12.0,,
,0.0,12.0,,,,48.92,
2.0,,,11.0,10.0,11.18,,
,,36.0,32.0,37.0,,48.92,
,0.0,0.0,,1.0,29.02,,
0.0,,0.0,0.0,,,58.01,
,,,1.0,45.0,,,6
2.0,,21.0,,21.0,22.0,,6
,,45.0,,,24.08,,
4.0,0.0,,,,,58.01,
,0.0,,0.0,,13.0,,
,0.0,,2.0,32.0,,,6
2.0,0.0,,,12.0,,46.69,
,,32.0,,,30.07,,6
,,0.0,24.0,,24.0,46.69,
0.0,,,0.0,,18.0,,7
,,18.0,2.0,,,34.06,7
2.0,,,,19.0,21.02,,
3.0,,,,26.0,,,
0.0,,,0.0,25.0,,48.17,7
1.0,,25.0,,35.0,10.2,48.17,
,,,,,,,7
3.0,,35.0,18.0,36.0,,,
0.0,,0.0,0.0,12.0,12.0,,
1.0,,,2.0,20.0,8.25,,
,,,,,,,
,,20.0,,,15.03,26.25,7
0.0,,0.0,0.0,,14.0,,
1.0,,14.0,1.0,20.0,6.08,27.66,7
,0.0,,,13.0,18.03,27.66,
,,,14.0,21.0,,27.66,
0.0,,0.0,,,22.0,,7
,,22.0,,39.0,,46.32,
2.0,0.0,22.0,12.0,,12.04,,
,2.0,,25.0,,23.0,46.32,7
0.0,,,,6.0,,21.47,7
,0.0,6.0,1.0,18.0,12.04,21.47,7
,0.0,6.0,10.0,7.0,10.05,21.47,
3.0,,18.0,,,7.07,21.47,7
,,,0.0,,,,
,,13.0,,,15.0,,7
,,,,13.0,,37.54,7
3.0,0.0,28.0,,27.0,,37.54,7
0.0,0.0,0.0,,12.0,12.0,24.08,
,0.0,12.0,,18.0,,,7
,,,16.0,12.0,16.0,24.08,
3.0,,,9.0,17.0,,24.08,
0.0,0.0,0.0,0.0,,7.0,23.41,
,,7.0,0.0,,,,
2.0,,7.0,,,,23.41,
,,,7.0,22.0,,23.41,
,0.0,,,16.0,16.0,46.04,
,0.0,16.0,0.0,38.0,22.0,,
,,,,15.0,7.07,,
,0.0,,26.0,,,,7
,0.0,0.0,0.0,,7.0,,
1.0,,7.0,,17.0,,18.79,
,0.0,7.0,,9.0,8.25,,
3.0,,17.0,7.0,,6.32,18.79,
,0.0,,,,15.0,32.02,7
1.0,,15.0,0.0,25.0,,32.02,
2.0,0.0,15.0,,,,,7
,0.0,25.0,,23.0,20.1,32.02,7
,,,,,8.0,27.8,
,,,,22.0,,27.8,
,0.0,8.0,,,17.03,,
3.0,0.0,22.0,,,15.0,27.8,7
0.0,0.0,0.0,0.0,20.0,,34.71,
1.0,0.0,20.0,,,,34.71,7
2.0,0.0,,,19.0,23.02,,7
3.0,1.0,26.0,,26.0,6.0,34.71,
0.0,,,0.0,,6.0,,7
1.0,,6.0,2.0,31.0,25.08,35.11,7
2.0,,6.0,12.0,6.0,,,7
,,,8.0,33.0,6.32,35.11,7
0.0,,0.0,0.0,19.0,,39.82,
,,,1.0,33.0,14.04,,7
,0.0,19.0,19.0,,,,7
,,,9.0,,,39.82,
0.0,0.0,0.0,0.0,,,28.32,
1.0,0.0,,,21.0,10.2,,
,0.0,11.0,,,,,7
,2.0,21.0,,21.0,17.0,,
,,,0.0,,16.0,51.66,
1.0,0.0,16.0,1.0,38.0,,,7
,,16.0,14.0,,14.14,,
3.0,,38.0,35.0,37.0,,51.66,7
0.0,,0.0,0.0,,23.0,44.55,7
,0.0,,2.0,32.0,,44.55,7
2.0,,23.0,,24.0,,,7
,2.0,32.0,22.0,32.0,20.0,,7
,,0.0,0.0,21.0,,56.59,
1.0,,,1.0,,20.02,56.59,7
,,,,21.0,,56.59,
,,,39.0,,,,
,0.0,,0.0,,8.0,,7
1.0,,,2.0,,,,
,,8.0,,6.0,,,
,2.0,,,,18.03,,7
,0.0,0.0,,,,26.63,
,0.0,,,,,,7
2.0,,13.0,12.0,14.0,,26.63,7
3.0,2.0,20.0,15.0,,,,7
0.0,0.0,,,,14.0,,
1.0,0.0,,,35.0,21.02,44.1,7
,,,,14.0,,44.1,
3.0,,,,37.0,,44.1,
0.0,0.0,,,11.0,,,
,0.0,11.0,0.0,25.0,,26.57,7
,0.0,,7.0,10.0,,,
,,,9.0,25.0,,,7
,,,0.0,,8.0,,
1.0,,,,17.0,9.22,21.63,
,0.0,8.0,12.0,8.0,,,
,,17.0,8.0,,6.08,21.63,7
0.0,0.0,,,14.0,,,
,0.0,14.0,0.0,,,,
,0.0,,7.0,14.0,,,7
3.0,0.0,,,22.0,,,
,,0.0,,14.0,14.0,46.65,7
,,,,38.0,24.02,46.65,7
2.0,,,,,,46.65,7
,1.0,,23.0,,,46.65,
0.0,0.0,0.0,0.0,,21.0,,
,,21.0,1.0,45.0,,62.94,7
,0.0,,,,44.01,,7
,1.0,45.0,,45.0,,62.94,
,0.0,,0.0,,12.0,38.91,
,0.0,,1.0,35.0,23.02,,
2.0,0.0,,16.0,12.0,16.0,38.91,
3.0,,35.0,,34.0,,,7
,,,0.0,8.0,8.0,,
1.0,,,0.0,,,29.07,7
2.0,,,,,,29.07,
,0.0,,,20.0,19.1,,
0.0,,,,12.0,12.0,,7
1.0,0.0,12.0,,,19.0,,7
2.0,,,,12.0,,,
3.0,0.0,31.0,,29.0,,38.6,
,,,,,8.0,,7
1.0,0.0,8.0,,21.0,13.0,,
,,8.0,,8.0,18.0,27.66,
,,21.0,18.0,21.0,18.0,27.66,
,0.0,,,,24.0,,
,0.0,24.0,2.0,,,54.92,
,0.0,24.0,,,12.04,,
3.0,2.0,,,,28.02,54.92,
,0.0,,0.0,,,,7
1.0,,,0.0,,,36.72,
,,6.0,18.0,,,36.72,7
3.0,0.0,,,32.0,,36.72,7
,,0.0,0.0,23.0,,56.85,7
,,23.0,,44.0,21.1,56.85,
,0.0,23.0,8.0,,,56.85,
3.0,,44.0,36.0,43.0,,,7
,,,0.0,,,52.2,7
1.0,,20.0,0.0,,20.0,52.2,7
2.0,0.0,,16.0,22.0,16.12,,7
,,,31.0,42.0,31.06,52.2,7
0.0,0.0,0.0,0.0,,,35.69,7
,0.0,24.0,1.0,35.0,11.05,35.69,7
2.0,0.0,24.0,6.0,22.0,,35.69,
3.0,1.0,35.0,,33.0,6.32,,7
0.0,0.0,0.0,,,,,7
,,23.0,,41.0,18.11,51.4,7
2.0,0.0,23.0,,,,51.4,7
3.0,2.0,41.0,31.0,41.0,29.0,51.4,
,0.0,,0.0,,6.0,33.24,7
,0.0,6.0,1.0,29.0,,,7
,,,,8.0,,33.24,7
,,,11.0,,10.2,33.24,7
,,,0.0,,19.0,,
1.0,,,2.0,36.0,,,7
,0.0,19.0,,,,48.84,7
,,36.0,,,,48.84,7
,0.0,0.0,0.0,,,41.34,
,0.0,25.0,0.0,33.0,,41.34,7
2.0,,25.0,,,,41.34,
3.0,0.0,33.0,7.0,35.0,7.28,,
,,0.0,,,13.0,35.0,7
1.0,0.0,,0.0,26.0,,35.0,
2.0,,,,12.0,21.02,,
3.0,,,6.0,28.0,6.32,35.0,7
,0.0,,0.0,12.0,12.0,,
1.0,,12.0,0.0,,23.0,,
2.0,0.0,,33.0,,,48.1,
,0.0,35.0,9.0,35.0,,,7
,,,0.0,,,,
1.0,0.0,22.0,2.0,28.0,,35.81,
,,,,22.0,15.0,35.81,7
3.0,,28.0,,,19.03,,7
,,,0.0,21.0,,58.9,7
,,21.0,2.0,45.0,,,7
,0.0,,,23.0,,58.9,7
,,45.0,,45.0,36.0,58.9,
,0.0,0.0,,8.0,8.0,,7
,,,0.0,,,,7
,,,,8.0,14.0,,7
,,20.0,11.0,,,,
0.0,0.0,,0.0,20.0,20.0,44.38,
,0.0,,1.0,43.0,23.02,,7
,,,,,,,
,,43.0,,,8.25,44.38,
,,,,17.0,,,
1.0,,17.0,0.0,,19.0,,7
,,,,17.0,28.0,47.63,
,0.0,,,37.0,30.02,,
0.0,,,0.0,,25.0,,
,,,,44.0,19.03,53.25,
2.0,0.0,25.0,,,15.03,,
3.0,1.0,44.0,,43.0,29.02,,
0.0,,0.0,0.0,,,49.24,
1.0,,,0.0,42.0,,,
2.0,0.0,,10.0,21.0,10.05,49.24,
3.0,0.0,,,,24.02,,
,0.0,0.0,0.0,,,29.21,
,0.0,,,,,,7
2.0,,,,5.0,7.28,,
,2.0,23.0,18.0,23.0,,,7
0.0,,,0.0,24.0,24.0,,7
1.0,0.0,,0.0,,7.0,41.77,
,0.0,24.0,,,28.0,41.77,7
,0.0,,,,17.0,41.77,7
,0.0,,0.0,,,42.01,7
1.0,,,,,22.0,42.01,
,0.0,,26.0,,26.08,,
3.0,,31.0,10.0,33.0,10.2,,7
0.0,,0.0,0.0,,6.0,,
,,,,14.0,,,7
,0.0,,7.0,,7.28,,7
3.0,,,10.0,,9.22,,7
0.0,,0.0,0.0,,,33.3,
,0.0,13.0,2.0,,10.2,,
2.0,0.0,13.0,,15.0,,33.3,7
3.0,,,,25.0,,,
,0.0,0.0,0.0,14.0,14.0,,
,,,0.0,24.0,,30.61,7
,,14.0,19.0,,,,7
3.0,,,9.0,,,30.61,
0.0,,0.0,0.0,19.0,,,
1.0,,19.0,1.0,31.0,12.04,,
,0.0,,22.0,,22.0,,
,1.0,,7.0,30.0,,38.01,7
,0.0,,,,,,
1.0,,,,43.0,25.08,,
,,18.0,,,,59.41,7
3.0,,,41.0,,,59.41,7
0.0,0.0,0.0,,,18.0,31.4,7
,0.0,,,,,,
2.0,0.0,18.0,,17.0,10.05,,7
3.0,0.0,24.0,,25.0,19.03,31.4,
,,0.0,0.0,20.0,20.0,,7
,,,,,16.03,,
2.0,,20.0,25.0,,25.0,46.86,7
3.0,,36.0,30.0,,,,
,0.0,0.0,,8.0,8.0,23.77,
,0.0,,,,14.14,,
2.0,,8.0,7.0,8.0,7.0,23.77,7
3.0,,,,,7.07,23.77,
,,,,,,48.37,7
1.0,0.0,23.0,2.0,,,,7
,,,24.0,,,,
,2.0,42.0,22.0,42.0,,48.37,
0.0,,,,8.0,8.0,22.8,
1.0,,,1.0,17.0,,22.8,7
2.0,,,,8.0,,,7
3.0,1.0,17.0,14.0,,,22.8,
,0.0,,0.0,,,,
1.0,0.0,18.0,1.0,31.0,13.04,34.93,7
2.0,0.0,18.0,,19.0,14.04,,
3.0,,31.0,,32.0,7.07,34.93,7
,0.0,,,,,,
