V1,V2,V3,V4,V5,V6,V7,Class
0.0,0.0,0.0,0.0,7.0,7.0,37.44,6
1.0,0.0,7.0,2.0,31.0,24.08,37.44,6
2.0,0.0,7.0,7.0,6.0,7.07,37.44,6
3.0,2.0,31.0,17.0,31.0,15.0,37.44,6
4.0,0.0,0.0,21.0,0.0,21.0,37.44,6
0.0,0.0,0.0,0.0,10.0,10.0,42.2,6
1.0,0.0,10.0,2.0,34.0,24.08,42.2,6
2.0,0.0,10.0,25.0,10.0,25.0,42.2,6
3.0,2.0,34.0,21.0,33.0,19.03,42.2,6
4.0,0.0,0.0,20.0,0.0,20.0,42.2,6
0.0,0.0,0.0,0.0,13.0,13.0,50.33,6
1.0,0.0,13.0,1.0,38.0,25.02,50.33,6
2.0,0.0,13.0,28.0,13.0,28.0,50.33,6
3.0,1.0,38.0,33.0,37.0,32.02,50.33,6
4.0,0.0,0.0,11.0,0.0,11.0,50.33,6
0.0,0.0,0.0,0.0,16.0,16.0,46.4,6
1.0,0.0,16.0,0.0,37.0,21.0,46.4,6
2.0,0.0,16.0,18.0,15.0,18.03,46.4,6
3.0,0.0,37.0,21.0,35.0,21.1,46.4,6
4.0,0.0,0.0,28.0,0.0,28.0,46.4,6
0.0,0.0,0.0,0.0,20.0,20.0,37.8,6
1.0,0.0,20.0,0.0,28.0,8.0,37.8,6
2.0,0.0,20.0,19.0,18.0,19.1,37.8,6
3.0,0.0,28.0,20.0,26.0,20.1,37.8,6
4.0,0.0,0.0,23.0,-2.0,23.09,37.8,6
0.0,0.0,0.0,0.0,17.0,17.0,43.6,6
1.0,0.0,17.0,2.0,33.0,16.12,43.6,6
2.0,0.0,17.0,26.0,18.0,26.02,43.6,6
3.0,2.0,33.0,17.0,32.0,15.03,43.6,6
4.0,0.0,0.0,14.0,-2.0,14.14,43.6,6
0.0,0.0,0.0,0.0,8.0,8.0,27.02,6
1.0,0.0,8.0,2.0,19.0,11.18,27.02,6
2.0,0.0,8.0,6.0,8.0,6.0,27.02,6
3.0,2.0,19.0,16.0,21.0,14.14,27.02,6
4.0,0.0,0.0,17.0,0.0,17.0,27.02,6
0.0,0.0,0.0,0.0,16.0,16.0,47.71,6
1.0,0.0,16.0,1.0,36.0,20.02,47.71,6
2.0,0.0,16.0,26.0,18.0,26.08,47.71,6
3.0,1.0,36.0,14.0,38.0,13.15,47.71,6
4.0,0.0,0.0,25.0,-2.0,25.08,47.71,6
0.0,0.0,0.0,0.0,6.0,6.0,34.06,6
1.0,0.0,6.0,2.0,24.0,18.11,34.06,6
2.0,0.0,6.0,17.0,7.0,17.03,34.06,6
3.0,2.0,24.0,20.0,23.0,18.03,34.06,6
4.0,0.0,0.0,22.0,-2.0,22.09,34.06,6
0.0,0.0,0.0,0.0,18.0,18.0,51.74,6
1.0,0.0,18.0,2.0,38.0,20.1,51.74,6
2.0,0.0,18.0,29.0,20.0,29.07,51.74,6
3.0,2.0,38.0,22.0,39.0,20.02,51.74,6
4.0,0.0,0.0,34.0,0.0,34.0,51.74,6
0.0,0.0,0.0,0.0,12.0,12.0,47.01,6
1.0,0.0,12.0,0.0,36.0,24.0,47.01,6
2.0,0.0,12.0,29.0,11.0,29.02,47.01,6
3.0,0.0,36.0,6.0,36.0,6.0,47.01,6
4.0,0.0,0.0,14.0,-1.0,14.04,47.01,6
0.0,0.0,0.0,0.0,16.0,16.0,33.29,6
1.0,0.0,16.0,0.0,26.0,10.0,33.29,6
2.0,0.0,16.0,10.0,14.0,10.2,33.29,6
3.0,0.0,26.0,18.0,28.0,18.11,33.29,6
4.0,0.0,0.0,9.0,0.0,9.0,33.29,6
0.0,0.0,0.0,0.0,18.0,18.0,48.27,6
1.0,0.0,18.0,0.0,37.0,19.0,48.27,6
2.0,0.0,18.0,14.0,18.0,14.0,48.27,6
3.0,0.0,37.0,7.0,35.0,7.28,48.27,6
4.0,0.0,0.0,31.0,1.0,31.02,48.27,6
0.0,0.0,0.0,0.0,18.0,18.0,42.52,6
1.0,0.0,18.0,2.0,29.0,11.18,42.52,6
2.0,0.0,18.0,6.0,20.0,6.32,42.52,6
3.0,2.0,29.0,23.0,31.0,21.1,42.52,6
4.0,0.0,0.0,28.0,-1.0,28.02,42.52,6
0.0,0.0,0.0,0.0,17.0,17.0,38.28,6
1.0,0.0,17.0,1.0,33.0,16.03,38.28,6
2.0,0.0,17.0,6.0,19.0,6.32,38.28,6
3.0,1.0,33.0,9.0,35.0,8.25,38.28,6
4.0,0.0,0.0,13.0,-1.0,13.04,38.28,6
0.0,0.0,0.0,0.0,25.0,25.0,58.8,6
1.0,0.0,25.0,2.0,43.0,18.11,58.8,6
2.0,0.0,25.0,33.0,23.0,33.06,58.8,6
3.0,2.0,43.0,33.0,42.0,31.02,58.8,6
4.0,0.0,0.0,39.0,-1.0,39.01,58.8,6
0.0,0.0,0.0,0.0,22.0,22.0,59.41,6
1.0,0.0,22.0,2.0,46.0,24.08,59.41,6
2.0,0.0,22.0,13.0,22.0,13.0,59.41,6
3.0,2.0,46.0,35.0,48.0,33.06,59.41,6
4.0,0.0,0.0,18.0,1.0,18.03,59.41,6
0.0,0.0,0.0,0.0,25.0,25.0,70.71,6
1.0,0.0,25.0,1.0,50.0,25.02,70.71,6
2.0,0.0,25.0,11.0,25.0,11.0,70.71,6
3.0,1.0,50.0,50.0,50.0,49.0,70.71,6
4.0,0.0,0.0,9.0,0.0,9.0,70.71,6
0.0,0.0,0.0,0.0,16.0,16.0,37.44,6
1.0,0.0,16.0,1.0,28.0,12.04,37.44,6
2.0,0.0,16.0,20.0,14.0,20.1,37.44,6
3.0,1.0,28.0,21.0,30.0,20.1,37.44,6
4.0,0.0,0.0,16.0,-1.0,16.03,37.44,6
0.0,0.0,0.0,0.0,18.0,18.0,29.68,6
1.0,0.0,18.0,1.0,24.0,6.08,29.68,6
2.0,0.0,18.0,6.0,16.0,6.32,29.68,6
3.0,1.0,24.0,16.0,25.0,15.03,29.68,6
4.0,0.0,0.0,12.0,1.0,12.04,29.68,6
0.0,0.0,0.0,0.0,20.0,20.0,45.8,6
1.0,0.0,20.0,0.0,36.0,16.0,45.8,6
2.0,0.0,20.0,27.0,22.0,27.07,45.8,6
3.0,0.0,36.0,24.0,37.0,24.02,45.8,6
4.0,0.0,0.0,13.0,0.0,13.0,45.8,6
0.0,0.0,0.0,0.0,16.0,16.0,46.53,6
1.0,0.0,16.0,2.0,41.0,25.08,46.53,6
2.0,0.0,16.0,22.0,16.0,22.0,46.53,6
3.0,2.0,41.0,15.0,40.0,13.04,46.53,6
4.0,0.0,0.0,11.0,2.0,11.18,46.53,6
0.0,0.0,0.0,0.0,12.0,12.0,41.73,6
1.0,0.0,12.0,0.0,30.0,18.0,41.73,6
2.0,0.0,12.0,28.0,11.0,28.02,41.73,6
3.0,0.0,30.0,29.0,28.0,29.07,41.73,6
4.0,0.0,0.0,15.0,0.0,15.0,41.73,6
0.0,0.0,0.0,0.0,10.0,10.0,22.2,6
1.0,0.0,10.0,2.0,16.0,6.32,22.2,6
2.0,0.0,10.0,6.0,10.0,6.0,22.2,6
3.0,2.0,16.0,12.0,18.0,10.2,22.2,6
4.0,0.0,0.0,13.0,2.0,13.15,22.2,6
0.0,0.0,0.0,0.0,7.0,7.0,42.52,6
1.0,0.0,7.0,0.0,32.0,25.0,42.52,6
2.0,0.0,7.0,18.0,6.0,18.03,42.52,6
3.0,0.0,32.0,28.0,32.0,28.0,42.52,6
4.0,0.0,0.0,21.0,0.0,21.0,42.52,6
0.0,0.0,0.0,0.0,22.0,22.0,35.0,6
1.0,0.0,22.0,0.0,28.0,6.0,35.0,6
2.0,0.0,22.0,21.0,20.0,21.1,35.0,6
3.0,0.0,28.0,20.0,28.0,20.0,35.0,6
4.0,0.0,0.0,19.0,2.0,19.1,35.0,6
0.0,0.0,0.0,0.0,16.0,16.0,38.83,6
1.0,0.0,16.0,2.0,32.0,16.12,38.83,6
2.0,0.0,16.0,8.0,18.0,8.25,38.83,6
3.0,2.0,32.0,22.0,30.0,20.1,38.83,6
4.0,0.0,0.0,19.0,0.0,19.0,38.83,6
0.0,0.0,0.0,0.0,14.0,14.0,45.28,6
1.0,0.0,14.0,2.0,32.0,18.11,45.28,6
2.0,0.0,14.0,10.0,16.0,10.2,45.28,6
3.0,2.0,32.0,20.0,33.0,18.03,45.28,6
4.0,0.0,0.0,31.0,1.0,31.02,45.28,6
0.0,0.0,0.0,0.0,8.0,8.0,34.66,6
1.0,0.0,8.0,2.0,25.0,17.12,34.66,6
2.0,0.0,8.0,24.0,7.0,24.02,34.66,6
3.0,2.0,25.0,22.0,25.0,20.0,34.66,6
4.0,0.0,0.0,23.0,2.0,23.09,34.66,6
0.0,0.0,0.0,0.0,12.0,12.0,23.85,6
1.0,0.0,12.0,0.0,18.0,6.0,23.85,6
2.0,0.0,12.0,11.0,10.0,11.18,23.85,6
3.0,0.0,18.0,8.0,18.0,8.0,23.85,6
4.0,0.0,0.0,13.0,-2.0,13.15,23.85,6
0.0,0.0,0.0,0.0,12.0,12.0,39.7,6
1.0,0.0,12.0,0.0,28.0,16.0,39.7,6
2.0,0.0,12.0,26.0,14.0,26.08,39.7,6
3.0,0.0,28.0,16.0,29.0,16.03,39.7,6
4.0,0.0,0.0,25.0,-1.0,25.02,39.7,6
0.0,0.0,0.0,0.0,21.0,21.0,38.42,6
1.0,0.0,21.0,0.0,30.0,9.0,38.42,6
2.0,0.0,21.0,13.0,21.0,13.0,38.42,6
3.0,0.0,30.0,24.0,29.0,24.02,38.42,6
4.0,0.0,0.0,9.0,0.0,9.0,38.42,6
0.0,0.0,0.0,0.0,19.0,19.0,40.36,6
1.0,0.0,19.0,0.0,30.0,11.0,40.36,6
2.0,0.0,19.0,6.0,17.0,6.32,40.36,6
3.0,0.0,30.0,10.0,30.0,10.0,40.36,6
4.0,0.0,0.0,27.0,2.0,27.07,40.36,6
0.0,0.0,0.0,0.0,17.0,17.0,32.8,6
1.0,0.0,17.0,2.0,24.0,7.28,32.8,6
2.0,0.0,17.0,17.0,17.0,17.0,32.8,6
3.0,2.0,24.0,14.0,26.0,12.17,32.8,6
4.0,0.0,0.0,20.0,0.0,20.0,32.8,6
0.0,0.0,0.0,0.0,22.0,22.0,54.2,6
1.0,0.0,22.0,0.0,47.0,25.0,54.2,6
2.0,0.0,22.0,21.0,20.0,21.1,54.2,6
3.0,0.0,47.0,27.0,45.0,27.07,54.2,6
4.0,0.0,0.0,22.0,0.0,22.0,54.2,6
0.0,0.0,0.0,0.0,9.0,9.0,31.11,6
1.0,0.0,9.0,2.0,21.0,12.17,31.11,6
2.0,0.0,9.0,16.0,7.0,16.12,31.11,6
3.0,2.0,21.0,22.0,22.0,20.02,31.11,6
4.0,0.0,0.0,18.0,2.0,18.11,31.11,6
0.0,0.0,0.0,0.0,7.0,7.0,17.8,6
1.0,0.0,7.0,0.0,13.0,6.0,17.8,6
2.0,0.0,7.0,11.0,7.0,11.0,17.8,6
3.0,0.0,13.0,8.0,13.0,8.0,17.8,6
4.0,0.0,0.0,8.0,-1.0,8.06,17.8,6
0.0,0.0,0.0,0.0,13.0,13.0,29.83,6
1.0,0.0,13.0,2.0,21.0,8.25,29.83,6
2.0,0.0,13.0,9.0,13.0,9.0,29.83,6
3.0,2.0,21.0,11.0,21.0,9.0,29.83,6
4.0,0.0,0.0,19.0,-2.0,19.1,29.83,6
0.0,0.0,0.0,0.0,14.0,14.0,26.63,6
1.0,0.0,14.0,0.0,20.0,6.0,26.63,6
2.0,0.0,14.0,15.0,14.0,15.0,26.63,6
3.0,0.0,20.0,7.0,19.0,7.07,26.63,6
4.0,0.0,0.0,7.0,-2.0,7.28,26.63,6
0.0,0.0,0.0,0.0,8.0,8.0,29.55,6
1.0,0.0,8.0,2.0,24.0,16.12,29.55,6
2.0,0.0,8.0,9.0,8.0,9.0,29.55,6
3.0,2.0,24.0,12.0,25.0,10.05,29.55,6
4.0,0.0,0.0,9.0,-2.0,9.22,29.55,6
0.0,0.0,0.0,0.0,11.0,11.0,50.21,6
1.0,0.0,11.0,2.0,35.0,24.08,50.21,6
2.0,0.0,11.0,18.0,12.0,18.03,50.21,6
3.0,2.0,35.0,36.0,34.0,34.01,50.21,6
4.0,0.0,0.0,19.0,0.0,19.0,50.21,6
0.0,0.0,0.0,0.0,7.0,7.0,31.06,6
1.0,0.0,7.0,0.0,26.0,19.0,31.06,6
2.0,0.0,7.0,10.0,5.0,10.2,31.06,6
3.0,0.0,26.0,7.0,26.0,7.0,31.06,6
4.0,0.0,0.0,17.0,1.0,17.03,31.06,6
0.0,0.0,0.0,0.0,11.0,11.0,48.17,6
1.0,0.0,11.0,2.0,35.0,24.08,48.17,6
2.0,0.0,11.0,11.0,10.0,11.05,48.17,6
3.0,2.0,35.0,32.0,35.0,30.0,48.17,6
4.0,0.0,0.0,22.0,-1.0,22.02,48.17,6
0.0,0.0,0.0,0.0,22.0,22.0,46.07,6
1.0,0.0,22.0,0.0,37.0,15.0,46.07,6
2.0,0.0,22.0,21.0,22.0,21.0,46.07,6
3.0,0.0,37.0,8.0,39.0,8.25,46.07,6
4.0,0.0,0.0,15.0,-2.0,15.13,46.07,6
0.0,0.0,0.0,0.0,11.0,11.0,34.06,6
1.0,0.0,11.0,2.0,26.0,15.13,34.06,6
2.0,0.0,11.0,20.0,13.0,20.1,34.06,6
3.0,2.0,26.0,22.0,26.0,20.0,34.06,6
4.0,0.0,0.0,7.0,0.0,7.0,34.06,6
0.0,0.0,0.0,0.0,12.0,12.0,48.92,6
1.0,0.0,12.0,0.0,36.0,24.0,48.92,6
2.0,0.0,12.0,11.0,10.0,11.18,48.92,6
3.0,0.0,36.0,32.0,37.0,32.02,48.92,6
4.0,0.0,0.0,29.0,1.0,29.02,48.92,6
0.0,0.0,0.0,0.0,21.0,21.0,58.01,6
1.0,0.0,21.0,1.0,45.0,24.02,58.01,6
2.0,0.0,21.0,22.0,21.0,22.0,58.01,6
3.0,1.0,45.0,25.0,43.0,24.08,58.01,6
4.0,0.0,0.0,34.0,-2.0,34.06,58.01,6
0.0,0.0,0.0,0.0,13.0,13.0,46.69,6
1.0,0.0,13.0,2.0,32.0,19.1,46.69,6
2.0,0.0,13.0,28.0,12.0,28.02,46.69,6
3.0,2.0,32.0,32.0,34.0,30.07,46.69,6
4.0,0.0,0.0,24.0,0.0,24.0,46.69,6
0.0,0.0,0.0,0.0,18.0,18.0,34.06,7
1.0,0.0,18.0,2.0,24.0,6.32,34.06,7
2.0,0.0,18.0,21.0,19.0,21.02,34.06,7
3.0,2.0,24.0,22.0,26.0,20.1,34.06,7
0.0,0.0,0.0,0.0,25.0,25.0,48.17,7
1.0,0.0,25.0,2.0,35.0,10.2,48.17,7
2.0,0.0,25.0,32.0,27.0,32.06,48.17,7
3.0,2.0,35.0,18.0,36.0,16.03,48.17,7
0.0,0.0,0.0,0.0,12.0,12.0,26.25,7
1.0,0.0,12.0,2.0,20.0,8.25,26.25,7
2.0,0.0,12.0,10.0,12.0,10.0,26.25,7
3.0,2.0,20.0,17.0,19.0,15.03,26.25,7
0.0,0.0,0.0,0.0,14.0,14.0,27.66,7
1.0,0.0,14.0,1.0,20.0,6.08,27.66,7
2.0,0.0,14.0,18.0,13.0,18.03,27.66,7
3.0,1.0,20.0,14.0,21.0,13.04,27.66,7
0.0,0.0,0.0,0.0,22.0,22.0,46.32,7
1.0,0.0,22.0,2.0,39.0,17.12,46.32,7
2.0,0.0,22.0,12.0,21.0,12.04,46.32,7
3.0,2.0,39.0,25.0,39.0,23.0,46.32,7
0.0,0.0,0.0,0.0,6.0,6.0,21.47,7
1.0,0.0,6.0,1.0,18.0,12.04,21.47,7
2.0,0.0,6.0,10.0,7.0,10.05,21.47,7
3.0,1.0,18.0,8.0,19.0,7.07,21.47,7
0.0,0.0,0.0,0.0,13.0,13.0,37.54,7
1.0,0.0,13.0,0.0,28.0,15.0,37.54,7
2.0,0.0,13.0,25.0,13.0,25.0,37.54,7
3.0,0.0,28.0,15.0,27.0,15.03,37.54,7
0.0,0.0,0.0,0.0,12.0,12.0,24.08,7
1.0,0.0,12.0,0.0,18.0,6.0,24.08,7
2.0,0.0,12.0,16.0,12.0,16.0,24.08,7
3.0,0.0,18.0,9.0,17.0,9.06,24.08,7
0.0,0.0,0.0,0.0,7.0,7.0,23.41,7
1.0,0.0,7.0,0.0,20.0,13.0,23.41,7
2.0,0.0,7.0,8.0,7.0,8.0,23.41,7
3.0,0.0,20.0,7.0,22.0,7.28,23.41,7
0.0,0.0,0.0,0.0,16.0,16.0,46.04,7
1.0,0.0,16.0,0.0,38.0,22.0,46.04,7
2.0,0.0,16.0,7.0,15.0,7.07,46.04,7
3.0,0.0,38.0,26.0,38.0,26.0,46.04,7
0.0,0.0,0.0,0.0,7.0,7.0,18.79,7
1.0,0.0,7.0,1.0,17.0,10.05,18.79,7
2.0,0.0,7.0,8.0,9.0,8.25,18.79,7
3.0,1.0,17.0,7.0,15.0,6.32,18.79,7
0.0,0.0,0.0,0.0,15.0,15.0,32.02,7
1.0,0.0,15.0,0.0,25.0,10.0,32.02,7
2.0,0.0,15.0,11.0,17.0,11.18,32.02,7
3.0,0.0,25.0,20.0,23.0,20.1,32.02,7
0.0,0.0,0.0,0.0,8.0,8.0,27.8,7
1.0,0.0,8.0,0.0,22.0,14.0,27.8,7
2.0,0.0,8.0,17.0,7.0,17.03,27.8,7
3.0,0.0,22.0,15.0,22.0,15.0,27.8,7
0.0,0.0,0.0,0.0,20.0,20.0,34.71,7
1.0,0.0,20.0,1.0,26.0,6.08,34.71,7
2.0,0.0,20.0,23.0,19.0,23.02,34.71,7
3.0,1.0,26.0,7.0,26.0,6.0,34.71,7
0.0,0.0,0.0,0.0,6.0,6.0,35.11,7
1.0,0.0,6.0,2.0,31.0,25.08,35.11,7
2.0,0.0,6.0,12.0,6.0,12.0,35.11,7
3.0,2.0,31.0,8.0,33.0,6.32,35.11,7
0.0,0.0,0.0,0.0,19.0,19.0,39.82,7
1.0,0.0,19.0,1.0,33.0,14.04,39.82,7
2.0,0.0,19.0,19.0,19.0,19.0,39.82,7
3.0,1.0,33.0,9.0,35.0,8.25,39.82,7
0.0,0.0,0.0,0.0,11.0,11.0,28.32,7
1.0,0.0,11.0,2.0,21.0,10.2,28.32,7
2.0,0.0,11.0,8.0,11.0,8.0,28.32,7
3.0,2.0,21.0,19.0,21.0,17.0,28.32,7
0.0,0.0,0.0,0.0,16.0,16.0,51.66,7
1.0,0.0,16.0,1.0,38.0,22.02,51.66,7
2.0,0.0,16.0,14.0,18.0,14.14,51.66,7
3.0,1.0,38.0,35.0,37.0,34.01,51.66,7
0.0,0.0,0.0,0.0,23.0,23.0,44.55,7
1.0,0.0,23.0,2.0,32.0,9.22,44.55,7
2.0,0.0,23.0,31.0,24.0,31.02,44.55,7
3.0,2.0,32.0,22.0,32.0,20.0,44.55,7
0.0,0.0,0.0,0.0,21.0,21.0,56.59,7
1.0,0.0,21.0,1.0,41.0,20.02,56.59,7
2.0,0.0,21.0,10.0,21.0,10.0,56.59,7
3.0,1.0,41.0,39.0,39.0,38.05,56.59,7
0.0,0.0,0.0,0.0,8.0,8.0,32.8,7
1.0,0.0,8.0,2.0,25.0,17.12,32.8,7
2.0,0.0,8.0,11.0,6.0,11.18,32.8,7
3.0,2.0,25.0,20.0,26.0,18.03,32.8,7
0.0,0.0,0.0,0.0,13.0,13.0,26.63,7
1.0,0.0,13.0,2.0,20.0,7.28,26.63,7
2.0,0.0,13.0,12.0,14.0,12.04,26.63,7
3.0,2.0,20.0,15.0,22.0,13.15,26.63,7
0.0,0.0,0.0,0.0,14.0,14.0,44.1,7
1.0,0.0,14.0,1.0,35.0,21.02,44.1,7
2.0,0.0,14.0,24.0,14.0,24.0,44.1,7
3.0,1.0,35.0,9.0,37.0,8.25,44.1,7
0.0,0.0,0.0,0.0,11.0,11.0,26.57,7
1.0,0.0,11.0,0.0,25.0,14.0,26.57,7
2.0,0.0,11.0,7.0,10.0,7.07,26.57,7
3.0,0.0,25.0,9.0,25.0,9.0,26.57,7
0.0,0.0,0.0,0.0,8.0,8.0,21.63,7
1.0,0.0,8.0,2.0,17.0,9.22,21.63,7
2.0,0.0,8.0,12.0,8.0,12.0,21.63,7
3.0,2.0,17.0,8.0,18.0,6.08,21.63,7
0.0,0.0,0.0,0.0,14.0,14.0,24.17,7
1.0,0.0,14.0,0.0,20.0,6.0,24.17,7
2.0,0.0,14.0,7.0,14.0,7.0,24.17,7
3.0,0.0,20.0,10.0,22.0,10.2,24.17,7
0.0,0.0,0.0,0.0,14.0,14.0,46.65,7
1.0,0.0,14.0,1.0,38.0,24.02,46.65,7
2.0,0.0,14.0,24.0,13.0,24.02,46.65,7
3.0,1.0,38.0,23.0,40.0,22.09,46.65,7
0.0,0.0,0.0,0.0,21.0,21.0,62.94,7
1.0,0.0,21.0,1.0,45.0,24.02,62.94,7
2.0,0.0,21.0,44.0,20.0,44.01,62.94,7
3.0,1.0,45.0,40.0,45.0,39.0,62.94,7
0.0,0.0,0.0,0.0,12.0,12.0,38.91,7
1.0,0.0,12.0,1.0,35.0,23.02,38.91,7
2.0,0.0,12.0,16.0,12.0,16.0,38.91,7
3.0,1.0,35.0,17.0,34.0,16.03,38.91,7
0.0,0.0,0.0,0.0,8.0,8.0,29.07,7
1.0,0.0,8.0,0.0,22.0,14.0,29.07,7
2.0,0.0,8.0,19.0,6.0,19.1,29.07,7
3.0,0.0,22.0,19.0,20.0,19.1,29.07,7
0.0,0.0,0.0,0.0,12.0,12.0,38.6,7
1.0,0.0,12.0,0.0,31.0,19.0,38.6,7
2.0,0.0,12.0,15.0,12.0,15.0,38.6,7
3.0,0.0,31.0,23.0,29.0,23.09,38.6,7
0.0,0.0,0.0,0.0,8.0,8.0,27.66,7
1.0,0.0,8.0,0.0,21.0,13.0,27.66,7
2.0,0.0,8.0,18.0,8.0,18.0,27.66,7
3.0,0.0,21.0,18.0,21.0,18.0,27.66,7
0.0,0.0,0.0,0.0,24.0,24.0,54.92,7
1.0,0.0,24.0,2.0,46.0,22.09,54.92,7
2.0,0.0,24.0,12.0,25.0,12.04,54.92,7
3.0,2.0,46.0,30.0,45.0,28.02,54.92,7
0.0,0.0,0.0,0.0,6.0,6.0,36.72,7
1.0,0.0,6.0,0.0,31.0,25.0,36.72,7
2.0,0.0,6.0,18.0,6.0,18.0,36.72,7
3.0,0.0,31.0,18.0,32.0,18.03,36.72,7
0.0,0.0,0.0,0.0,23.0,23.0,56.85,7
1.0,0.0,23.0,2.0,44.0,21.1,56.85,7
2.0,0.0,23.0,8.0,23.0,8.0,56.85,7
3.0,2.0,44.0,36.0,43.0,34.01,56.85,7
0.0,0.0,0.0,0.0,20.0,20.0,52.2,7
1.0,0.0,20.0,0.0,40.0,20.0,52.2,7
2.0,0.0,20.0,16.0,22.0,16.12,52.2,7
3.0,0.0,40.0,31.0,42.0,31.06,52.2,7
0.0,0.0,0.0,0.0,24.0,24.0,35.69,7
1.0,0.0,24.0,1.0,35.0,11.05,35.69,7
2.0,0.0,24.0,6.0,22.0,6.32,35.69,7
3.0,1.0,35.0,7.0,33.0,6.32,35.69,7
0.0,0.0,0.0,0.0,23.0,23.0,51.4,7
1.0,0.0,23.0,2.0,41.0,18.11,51.4,7
2.0,0.0,23.0,16.0,23.0,16.0,51.4,7
3.0,2.0,41.0,31.0,41.0,29.0,51.4,7
0.0,0.0,0.0,0.0,6.0,6.0,33.24,7
1.0,0.0,6.0,1.0,29.0,23.02,33.24,7
2.0,0.0,6.0,12.0,8.0,12.17,33.24,7
3.0,1.0,29.0,11.0,31.0,10.2,33.24,7
0.0,0.0,0.0,0.0,19.0,19.0,48.84,7
1.0,0.0,19.0,2.0,36.0,17.12,48.84,7
2.0,0.0,19.0,33.0,19.0,33.0,48.84,7
3.0,2.0,36.0,23.0,35.0,21.02,48.84,7
0.0,0.0,0.0,0.0,25.0,25.0,41.34,7
1.0,0.0,25.0,0.0,33.0,8.0,41.34,7
2.0,0.0,25.0,22.0,23.0,22.09,41.34,7
3.0,0.0,33.0,7.0,35.0,7.28,41.34,7
0.0,0.0,0.0,0.0,13.0,13.0,35.0,7
1.0,0.0,13.0,0.0,26.0,13.0,35.0,7
2.0,0.0,13.0,21.0,12.0,21.02,35.0,7
3.0,0.0,26.0,6.0,28.0,6.32,35.0,7
0.0,0.0,0.0,0.0,12.0,12.0,48.1,7
1.0,0.0,12.0,0.0,35.0,23.0,48.1,7
2.0,0.0,12.0,33.0,12.0,33.0,48.1,7
3.0,0.0,35.0,9.0,35.0,9.0,48.1,7
0.0,0.0,0.0,0.0,22.0,22.0,35.81,7
1.0,0.0,22.0,2.0,28.0,6.32,35.81,7
2.0,0.0,22.0,15.0,22.0,15.0,35.81,7
3.0,2.0,28.0,21.0,29.0,19.03,35.81,7
0.0,0.0,0.0,0.0,21.0,21.0,58.9,7
1.0,0.0,21.0,2.0,45.0,24.08,58.9,7
2.0,0.0,21.0,30.0,23.0,30.07,58.9,7
3.0,2.0,45.0,38.0,45.0,36.0,58.9,7
0.0,0.0,0.0,0.0,8.0,8.0,24.41,7
1.0,0.0,8.0,0.0,20.0,12.0,24.41,7
2.0,0.0,8.0,14.0,8.0,14.0,24.41,7
3.0,0.0,20.0,11.0,19.0,11.05,24.41,7
0.0,0.0,0.0,0.0,20.0,20.0,44.38,7
1.0,0.0,20.0,1.0,43.0,23.02,44.38,7
2.0,0.0,20.0,11.0,18.0,11.18,44.38,7
3.0,1.0,43.0,9.0,41.0,8.25,44.38,7
0.0,0.0,0.0,0.0,17.0,17.0,47.63,7
1.0,0.0,17.0,0.0,36.0,19.0,47.63,7
2.0,0.0,17.0,28.0,17.0,28.0,47.63,7
3.0,0.0,36.0,30.0,37.0,30.02,47.63,7
0.0,0.0,0.0,0.0,25.0,25.0,53.25,7
1.0,0.0,25.0,1.0,44.0,19.03,53.25,7
2.0,0.0,25.0,15.0,24.0,15.03,53.25,7
3.0,1.0,44.0,30.0,43.0,29.02,53.25,7
0.0,0.0,0.0,0.0,20.0,20.0,49.24,7
1.0,0.0,20.0,0.0,42.0,22.0,49.24,7
2.0,0.0,20.0,10.0,21.0,10.05,49.24,7
3.0,0.0,42.0,24.0,43.0,24.02,49.24,7
0.0,0.0,0.0,0.0,7.0,7.0,29.21,7
1.0,0.0,7.0,2.0,23.0,16.12,29.21,7
2.0,0.0,7.0,7.0,5.0,7.28,29.21,7
3.0,2.0,23.0,18.0,23.0,16.0,29.21,7
0.0,0.0,0.0,0.0,24.0,24.0,41.77,7
1.0,0.0,24.0,0.0,31.0,7.0,41.77,7
2.0,0.0,24.0,28.0,24.0,28.0,41.77,7
3.0,0.0,31.0,17.0,31.0,17.0,41.77,7
0.0,0.0,0.0,0.0,9.0,9.0,42.01,7
1.0,0.0,9.0,0.0,31.0,22.0,42.01,7
2.0,0.0,9.0,26.0,7.0,26.08,42.01,7
3.0,0.0,31.0,10.0,33.0,10.2,42.01,7
0.0,0.0,0.0,0.0,6.0,6.0,18.87,7
1.0,0.0,6.0,1.0,14.0,8.06,18.87,7
2.0,0.0,6.0,7.0,8.0,7.28,18.87,7
3.0,1.0,14.0,10.0,16.0,9.22,18.87,7
0.0,0.0,0.0,0.0,13.0,13.0,33.3,7
1.0,0.0,13.0,2.0,23.0,10.2,33.3,7
2.0,0.0,13.0,14.0,15.0,14.14,33.3,7
3.0,2.0,23.0,22.0,25.0,20.1,33.3,7
0.0,0.0,0.0,0.0,14.0,14.0,30.61,7
1.0,0.0,14.0,0.0,24.0,10.0,30.61,7
2.0,0.0,14.0,19.0,14.0,19.0,30.61,7
3.0,0.0,24.0,9.0,24.0,9.0,30.61,7
0.0,0.0,0.0,0.0,19.0,19.0,38.01,7
