acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
-0.3901,-0.8955,-0.2722,,-0.3241,-15.25,0
,-0.8811,-0.3238,16.97,-0.3145,-10.147,0
,-10.653,-0.5557,,,-0.3054,0
,-12.599,-0.3195,-18.05,,11.982,0
-0.2584,,-0.1101,-13.334,0.7425,15.975,
-0.2939,,-0.2064,,-0.6643,,0
-0.3772,-0.9005,-0.4002,0.0236,,-0.0395,0
-0.1993,-0.6662,-0.1044,,12.951,,0
-0.3459,-0.9495,-0.2454,10.661,,,0
,,,12.656,0.2974,-0.7708,
,-0.723,,,,-0.5535,
-0.2794,-12.322,,-16.408,,,0
-0.2588,-0.8161,-0.1124,-11.958,,,0
-0.2281,,,,,,
,,-0.3072,18.909,,,
-0.388,-0.8148,-0.3484,0.5263,-21.196,,0
-0.3481,,-0.4984,-0.168,0.9805,0.0609,0
,-10.314,,,-0.0406,15.621,0
,-0.7798,-0.1087,-10.971,,,
-0.3199,,,,10.656,-19.032,0
-0.2181,-0.8186,-0.3355,,-26.485,-0.9878,
-0.4189,,,0.2927,0.5977,-0.1953,0
,-12.811,-0.2609,-15.003,0.1118,14.158,0
,-0.7289,,,,16.099,0
,-0.9799,,11.615,-0.7074,-16.834,0
0.0169,-0.7872,,0.9715,-14.457,-0.9081,0
-0.4467,-10.685,-0.4778,0.8023,10.11,-0.7955,0
-0.2517,-13.061,,-14.356,-0.0722,14.842,0
-0.2083,-0.7574,,-14.422,,21.449,0
,-0.8663,-0.2412,0.4897,-0.7117,,0
-0.0681,,-0.3279,13.689,0.5986,,0
-0.4603,,-0.3561,0.4313,,,
-0.2481,-11.52,,-0.8815,0.2606,0.7382,
,-0.8548,-0.1859,-10.977,10.268,17.609,0
,-0.8297,-0.2254,-0.6115,,0.6065,0
,,-0.3383,16.508,,-19.009,0
,-0.8451,-0.3089,0.9449,,-0.9551,0
-0.413,-10.755,-0.5023,0.1421,0.735,,
,-12.631,,-16.839,-0.806,17.864,0
,,-0.1141,-0.9649,12.779,13.572,
-0.3483,-11.222,-0.3121,0.9177,-0.9069,-16.409,
,-10.04,-0.35,,,,0
-0.4069,,-0.4379,0.7277,0.7462,-0.6186,0
,,,-13.11,0.6097,15.131,0
-0.2149,,-0.1154,,0.1944,,0
-0.2563,-0.698,-0.2249,-0.0401,-0.259,-0.1941,
-0.3453,,-0.3393,17.431,0.3533,-19.202,0
-0.3635,,-0.3857,0.7343,-14.57,-0.9274,0
-0.3899,-12.398,-0.5213,-0.031,12.377,0.1242,0
-0.314,-10.183,,-16.763,0.183,17.136,0
-0.187,-0.7785,,-13.383,-0.375,12.185,0
-0.3954,,-0.3545,,0.7776,-21.158,
-0.0665,-0.8662,-0.3265,,,,
-0.4326,-13.837,-0.5231,0.2941,17.387,-0.4059,0
-0.4153,,,,-0.1618,,0
-0.4339,-0.8626,-0.4348,12.939,0.7487,-10.107,0
-0.2649,,-0.2061,,,,
-0.2914,-0.8494,-0.1065,,-0.8326,-0.2851,0
-0.3262,-12.229,-0.2485,20.807,12.944,-16.328,
-0.3522,,-0.4352,,-0.8299,-0.8181,0
,-12.125,,,,0.6077,0
-0.3395,-0.8528,-0.1437,-17.364,-0.0072,16.976,0
-0.226,,-0.1036,,,0.5381,0
-0.3368,,-0.3369,,14.399,,0
-0.2693,-0.7746,,0.5192,,-0.8243,0
-0.4359,-13.131,,0.2249,11.549,-0.1559,0
-0.3563,-11.329,,-18.291,,16.964,0
-0.2126,-0.746,,,0.5254,15.041,
-0.3808,,,,,-20.729,0
-0.3052,,,0.6457,-29.95,,
,-11.73,-0.544,0.2849,,-0.2004,
-0.2944,-12.682,-0.1912,-17.276,-0.7323,19.924,
-0.2691,,-0.1077,,,,0
-0.2891,-0.9447,,0.8756,,,0
,,,11.539,-0.8291,,0
-0.462,-0.8078,-0.3057,10.131,-0.6658,-14.311,
,,-0.3993,-21.184,-0.6219,18.29,0
0.0035,-0.8503,,-19.716,,,
-0.2693,,,0.0987,-10.63,,0
-0.3234,,-0.2177,18.776,20.066,-15.628,0
-0.5176,,-0.3811,,-0.8874,,0
,-13.186,-0.5001,,0.5094,12.182,
,,,-19.777,0.1542,24.562,0
-0.2181,-0.7475,-0.1341,-0.6604,0.2347,11.801,
-0.4065,-11.078,-0.3905,24.319,0.2084,-33.763,
,-0.8548,-0.2896,,-41.364,-12.109,0
-0.6554,-12.297,,0.4479,24.519,0.0036,0
,-12.832,-0.3001,,0.2901,23.592,
-0.2319,-0.8242,-0.102,-14.183,0.5024,16.478,
-0.3584,-0.7937,-0.2318,20.317,0.2023,-27.785,0
-0.1294,-0.8339,-0.3028,10.527,-23.093,,
-0.5329,,-0.5582,0.5212,22.75,-0.1174,0
,,,,0.342,,
-0.3109,-0.9036,-0.111,-12.283,11.281,24.174,0
,-0.8008,,11.218,-15.932,,0
-0.11,-0.8995,-0.3226,18.329,,-15.983,0
-0.3716,-10.876,,,,-0.7551,0
-0.1683,-12.576,-0.2268,,-0.0461,,
,-0.7848,,-16.69,0.2286,20.435,0
-0.2684,-0.8235,-0.1975,0.2588,-0.3998,-0.4029,
-0.2511,-12.188,-0.2309,,,-14.397,0
-0.4142,,-0.3907,,-0.3674,-0.8069,0
,-12.099,,-11.815,0.3498,0.6307,0
,,-0.2121,-22.306,-0.9632,27.242,
0.5596,0.0111,-0.5632,0.0168,0.031,0.0379,
,-10.126,,,0.2402,-0.7011,
,-12.967,,-14.29,0.0661,23.761,
-0.2705,-0.7663,-0.024,,18.749,19.156,
-0.3808,,,,-0.945,-0.5769,0
-0.2615,,,,0.0391,-17.45,0
-0.45,-0.8815,-0.3366,,,-14.699,
,-11.953,-0.4452,,,0.8239,0
-0.3089,-10.175,-0.2112,,11.173,19.468,0
-0.2637,-0.8497,-0.1345,-0.8107,,,0
-0.2508,-0.9367,-0.3175,15.241,-0.0011,,
-0.3336,,-0.2656,10.014,,-13.11,0
-0.469,-12.687,,0.2615,,-0.1745,0
,-10.728,-0.2918,,,,
-0.1562,,,-17.493,0.6311,,0
-0.3569,,,0.8065,-0.7375,-13.694,
-0.1393,,-0.2466,15.634,-0.8838,-18.165,0
-0.3779,-12.643,-0.5502,0.6946,0.3515,-0.7929,
-0.237,-12.798,-0.2795,-17.923,0.2326,17.155,
,-0.9207,-0.1234,-14.464,0.8278,23.86,0
,-0.7837,-0.1674,0.0868,,-0.118,0
-0.3537,-12.962,,18.668,,-25.539,0
-0.3968,-0.897,,10.221,-0.9603,,0
-0.4042,-13.358,-0.5291,-0.5737,0.1865,0.5998,
-0.3297,-10.42,,-16.154,0.8583,18.801,
,-0.8174,,-12.152,0.2159,13.664,
-0.3989,,-0.3206,20.515,0.5549,-20.498,0
-0.3277,-0.8299,-0.3416,10.487,,-0.937,
-0.4141,-13.657,-0.5097,0.2741,10.103,,0
,-10.943,-0.1877,-17.409,-0.07,15.129,0
-0.2274,,-0.0856,,0.4715,13.372,0
,-0.9276,-0.2206,,-0.2637,-16.978,
-0.0874,,-0.3008,10.124,,,0
-0.3656,,-0.4004,0.9088,0.9479,-0.4838,0
-0.2158,,,,-0.4501,11.595,
,-0.8105,,,0.5035,18.238,0
,-0.7917,,-0.2779,-0.2183,0.0031,0
-0.3394,-10.816,,,14.773,-18.928,0
,-0.8163,,,,-0.6884,0
-0.3247,-14.69,,-0.4599,,0.2842,0
-0.4143,-10.782,-0.2657,-13.79,11.133,14.432,0
,-0.7863,,-0.9887,0.1923,,0
-0.3846,-0.9689,,,-0.6677,,
-0.0193,-0.9444,,0.7611,-14.682,-0.5205,0
-0.4611,-0.8782,-0.3802,0.9294,,,0
,-12.268,-0.248,,,12.369,0
-0.2304,,,-18.169,0.3075,23.691,
,-0.7909,-0.1415,0.2696,-0.8225,-10.434,0
-0.3761,,-0.1763,17.067,,-12.78,0
-0.2819,-0.7696,-0.129,-0.7647,-0.1806,0.6257,0
-0.4424,-0.8242,,11.223,-0.4992,-11.903,0
,-13.73,-0.531,-0.6231,10.393,0.5392,
-0.3783,-11.077,-0.2872,,-0.455,19.801,
,,,-10.287,0.2001,,0
,,,,,-27.353,
,,-0.3175,,-27.834,-11.493,0
-0.439,,-0.5406,0.1199,,0.3655,
-0.3097,-10.628,-0.2463,-18.207,,17.129,0
,-0.7491,-0.1026,-11.484,0.5107,,0
-0.3268,,,15.122,,-22.069,
,,-0.2661,,-19.236,-11.971,0
-0.4944,-11.266,-0.5507,,0.6949,-0.6428,
,-14.19,,-18.313,,13.828,0
-0.2262,-0.7047,-0.0974,-17.112,11.59,24.845,0
,-0.6981,-0.1954,,-11.289,-0.996,0
-0.3135,-11.681,-0.3289,20.249,16.858,-21.196,0
-0.4617,-0.6991,,,-0.7771,-10.83,
-0.1621,-12.287,,-12.966,0.4405,11.741,0
-0.153,-0.9159,,-21.217,0.3106,25.075,
-0.2682,-0.8515,,-0.5081,,-0.0998,0
,-11.478,-0.283,,,-23.307,
-0.4687,,,0.6945,-18.239,-16.026,0
-0.3946,,,,0.6043,0.5771,0
-0.2354,-0.9055,,,,,0
,-0.7927,-0.1524,-0.8812,0.0366,0.9115,0
,,,17.287,,,
-0.195,,,0.6349,,-11.272,0
-0.3396,-11.966,-0.498,,0.8198,0.0714,0
-0.3025,-13.531,-0.3042,,10.196,16.407,
-0.2366,-0.7562,-0.1102,-14.417,0.3989,17.427,0
-0.3015,,-0.2691,15.022,-0.5233,,
-0.1599,,,14.252,,-14.08,
-0.3311,-10.045,-0.4541,0.5305,,-0.3746,
,-13.246,,,0.3903,13.401,0
-0.2593,-0.6691,,-12.39,0.8413,,
-0.2652,-0.9484,-0.2405,0.7981,0.0058,,0
,-11.838,-0.3139,,0.3747,-0.5005,
-0.2758,,-0.3278,0.7493,,-0.8404,0
-0.4121,,,,0.6727,0.3817,0
-0.1801,,-0.1888,-18.589,,20.113,0
-0.2335,-0.8566,,,-0.7402,0.6336,
,-10.498,-0.2125,,0.4344,,
-0.2019,-0.8915,,,-11.269,-11.242,0
-0.3896,,-0.5206,-0.1333,0.8953,0.107,0
-0.3461,,-0.2316,,,14.267,0
-0.2623,-0.8037,,-14.346,0.4054,,0
-0.3531,-0.7503,-0.2102,19.864,0.4926,-18.332,0
-0.0952,-10.061,-0.3079,11.805,-18.802,-11.86,
-0.5007,-10.449,-0.4714,,,-0.3595,
-0.2685,-0.6648,,,16.371,,0
-0.3119,,-0.2372,,-10.084,,0
-0.2013,-10.325,-0.3744,19.354,0.6923,,
-0.3338,-0.8578,-0.4585,0.8811,,-0.7223,
-0.3051,-13.434,,,0.203,0.6037,
-0.1417,-0.9765,-0.136,,0.0299,18.167,0
-0.2575,-0.6604,-0.1051,-0.651,0.3478,0.7685,
-0.2782,-10.521,,,-0.4721,-26.481,0
-0.1059,-0.897,-0.2819,,,-0.408,
-0.4194,-0.8088,-0.4772,0.4285,,-0.1135,0
,,-0.3121,-22.437,0.4612,16.711,
,-0.8424,-0.0969,-15.263,0.771,20.789,0
-0.2685,,-0.1573,0.1951,,,0
-0.3508,-13.343,-0.3417,,17.816,-22.8,0
,-0.8142,,,,-0.9811,0
-0.3546,-14.156,-0.5052,-11.011,,0.7623,0
,-11.355,-0.2576,-19.243,0.3241,22.216,
-0.1759,-0.6528,-0.1033,-0.8902,,10.789,
-0.3147,,-0.3057,25.82,,,0
,-0.9279,,10.058,,-14.377,0
-0.4579,-12.915,-0.5025,-0.1929,0.6526,0.4201,0
-0.2771,-13.215,-0.2965,-20.357,,22.155,
-0.1882,-0.7074,-0.1085,-13.342,0.3271,,0
-0.3094,-0.9341,-0.2294,13.556,-0.6306,-26.221,
-0.2178,-0.9419,-0.3203,11.021,-13.254,-15.803,0
-0.4777,,,,0.6432,-0.3274,
-0.2142,-12.931,-0.274,-15.331,10.915,20.378,0
-0.1938,,-0.106,-15.952,,22.141,0
,,-0.1868,0.558,-0.7607,,0
,-12.135,-0.2687,,-0.1135,-23.887,
,-0.7835,,0.7574,-0.2821,-0.7427,
-0.2283,-12.283,-0.324,,0.516,,0
,-0.922,-0.1112,,0.3593,22.948,0
-0.2576,-0.6511,-0.1407,-0.7918,-0.3595,,0
,,-0.3624,21.721,0.7972,-24.613,
-0.3939,-0.7876,-0.3718,0.9083,-18.328,,0
-0.4128,-13.446,-0.523,0.0702,,0.1471,0
-0.2753,-12.29,-0.2524,-22.249,-0.1107,19.764,0
-0.2031,,-0.0998,,0.2657,14.217,
,-0.8852,,16.733,-0.2269,,
-0.2764,,-0.3945,11.24,-14.706,,0
,,,0.3271,0.4848,-0.2557,0
,-13.505,-0.2992,,0.7173,,0
-0.2814,-0.8083,,-16.415,0.2047,,0
-0.4112,-0.9317,-0.2375,12.542,-0.2364,-16.48,0
-0.1699,,-0.3896,11.628,,,0
-0.4138,-10.663,-0.4776,,,-0.5074,0
-0.2483,,-0.2704,-13.195,,16.139,0
-0.2527,,-0.1056,-12.652,,19.0,
,,,10.437,-0.55,,
-0.3519,-0.8057,-0.3977,0.8728,0.2441,-10.247,0
-0.4211,-12.911,-0.4844,-0.5662,0.7437,,0
-0.3858,-11.427,,,-0.0876,15.263,
-0.2069,-0.7316,-0.0885,-0.9906,0.2071,16.338,0
-0.3391,-0.9354,,19.835,0.3892,-21.998,0
-0.2864,-0.8447,,,,-10.685,0
-0.4278,,,0.546,0.8011,-0.3619,
,-13.446,,-19.698,,17.496,0
-0.2404,,-0.1076,-12.255,0.9822,17.842,0
-0.3107,-0.9264,-0.2217,,,-12.72,0
-0.2483,-10.331,-0.2799,15.901,0.4361,-15.7,
-0.428,-0.8687,-0.3378,0.8528,,,
-0.2926,-12.812,,,0.3663,,0
-0.2933,,-0.1386,-16.896,-0.1284,,0
-0.2182,-0.8634,-0.14,-0.5157,,,
-0.3707,-11.419,-0.2862,21.682,,-24.29,
-0.2508,,,0.683,-20.344,-0.9699,0
,,,-0.6987,0.3432,,0
,,-0.2272,,-0.0404,23.6,0
-0.1585,-0.7345,-0.0859,-0.9389,0.0059,10.968,0
-0.3909,,,,16.918,,0
-0.1207,-0.8067,-0.2877,,,,
-0.402,,-0.5398,,,-0.1366,0
,,-0.2047,-23.773,-18.867,22.038,0
-0.1461,-0.6867,-0.1051,-11.355,,,
-0.3863,-10.713,,22.424,-0.2703,-29.202,
,-0.8037,-0.3314,11.608,-26.273,-10.203,0
-0.4403,,-0.5992,,,-0.4247,
,,-0.2601,-24.626,-0.7371,20.69,
,,-0.0903,-16.703,11.613,24.337,0
,,-0.2794,11.109,-26.339,,
-0.2402,-12.061,,16.039,-0.3157,-12.546,0
-0.5385,,-0.4451,11.765,0.9544,-0.7818,0
-0.1832,,-0.3862,-18.123,,18.883,0
-0.2199,-0.8647,,,0.8055,,
-0.3105,,-0.1231,-0.1767,-0.4617,-0.1751,
-0.3734,,-0.2232,20.219,22.15,-16.333,0
,-0.7966,-0.2866,,-15.39,-0.8083,0
-0.3618,-12.096,-0.4986,-0.2221,0.3584,0.1074,0
-0.3161,-10.398,,-17.911,-0.0206,16.038,0
-0.2294,-0.7963,-0.1123,,0.3242,12.749,
-0.2967,-10.349,-0.2701,,-0.15,-14.685,0
-0.1978,-0.8135,,,-12.782,-12.406,
,-11.993,-0.5384,,0.9162,-0.6368,0
-0.3602,,-0.2845,,0.2674,,0
-0.2563,-0.8196,-0.1042,-13.897,10.221,18.292,0
-0.3642,-0.9754,-0.2323,0.8704,,-11.746,0
-0.1228,-0.9427,-0.2867,15.04,,,0
-0.3341,-12.334,-0.2831,,,13.352,
,,-0.1185,-16.35,0.7126,21.985,0
-0.3051,-0.8775,-0.2253,0.3086,-0.6439,-0.7917,0
-0.2836,-11.655,-0.2865,13.865,,-17.454,0
,-0.8199,-0.3269,,,,0
,-11.463,-0.4014,-0.6593,,0.9612,0
,,-0.1948,-16.427,,24.306,0
-0.2425,-0.9525,-0.1033,-0.5729,,,
-0.3233,-12.012,-0.2123,15.951,14.933,-16.884,
-0.3742,-0.7768,-0.2666,,-0.9956,-11.806,0
,-13.344,,-0.4255,,0.122,
-0.2377,-0.9276,,-20.555,-0.4779,20.302,
-0.2054,-0.8738,,-13.427,0.6107,0.7463,0
,-11.382,-0.2728,,0.8018,-18.933,0
-0.0741,-0.7878,-0.3693,,-18.755,-0.9359,0
-0.389,-13.644,-0.5711,0.1864,0.9944,-0.1413,0
,-10.036,-0.2764,-24.12,-20.689,24.091,0
-0.3212,-0.7967,0.0847,-0.4923,,,
-0.3773,,-0.3789,18.188,13.053,-23.752,0
-0.239,-0.6605,-0.2446,0.2194,-22.099,-0.8398,
,-11.169,,0.4127,,,0
-0.2069,-14.095,,-14.744,0.9973,20.128,0
-0.2723,,-0.0201,-0.7355,,22.593,0
,,-0.2475,,-0.0252,-25.56,0
,-11.74,-0.2836,0.534,-13.881,-12.14,
-0.3898,-0.8229,-0.3917,0.2663,0.2512,-0.3206,0
-0.3005,-10.629,-0.3519,,0.9426,10.363,0
-0.0877,-0.9348,-0.1835,,-0.1016,14.796,0
-0.2305,-0.7133,-0.1693,-0.4141,0.5784,0.6366,0
,-11.942,-0.2112,17.73,0.5837,-14.707,
-0.1833,,-0.2978,0.78,-14.116,-0.6434,0
-0.3689,,-0.4662,,0.3452,,
-0.2867,,-0.1294,-16.113,0.7663,15.595,0
-0.2524,-0.7988,-0.0331,,0.8921,,0
-0.3551,-0.9963,-0.1739,13.33,,-10.938,0
-0.0858,,,11.654,-16.88,,
,,,0.8409,0.1274,-0.7456,0
-0.3813,-12.599,-0.3741,-0.8858,17.679,10.207,0
-0.1714,-0.9211,-0.1488,-21.558,-0.8823,,0
-0.2721,-0.8852,-0.0932,-0.3226,-0.0611,0.0912,0
-0.3234,,,,10.5,-22.59,0
-0.3527,-0.8409,,0.9299,-0.9632,-10.382,0
,-13.521,,,,,0
-0.3732,-11.252,-0.1949,-16.617,-0.3877,,
-0.2187,-0.8041,-0.0883,,0.749,0.7437,0
-0.35,,-0.2534,,0.829,-23.071,
-0.2249,,-0.2919,0.7201,-16.922,,0
-0.3531,-12.458,-0.4913,0.3316,0.4194,-0.3172,
-0.2646,-0.7657,-0.1357,-0.0953,,-0.8485,0
-0.2817,-0.6482,-0.386,,-11.798,,
-0.3059,,-0.4295,-0.8446,0.6449,0.3815,0
-0.3123,,-0.2699,-16.726,0.0304,,0
,,-0.1082,-0.955,-0.2806,0.6625,0
-0.5654,-10.637,-0.4184,,,-27.166,0
-0.1096,-0.8019,-0.3636,0.256,-29.974,-0.4075,
-0.4066,-0.9325,-0.4616,0.2805,0.9699,-0.2048,
-0.3203,-13.19,-0.226,-13.777,,16.408,0
-0.1698,-0.5746,-0.0814,-10.56,,,0
-0.5752,,-0.3231,17.159,0.8263,,
-0.0607,-0.6962,-0.4659,-0.2179,-32.346,-0.3292,0
,,-0.4305,0.5172,,-0.9681,
-0.3473,-12.615,-0.3014,-10.524,0.6451,,
,-0.5676,-0.1212,-11.074,,17.993,0
-0.4257,-11.068,,,-0.482,-21.444,
,-0.732,-0.3381,0.3366,,-0.9866,
,,,0.6059,,-10.028,0
-0.2141,-14.399,,-12.118,0.4251,19.357,0
-0.2045,-0.7165,-0.1102,-13.6,0.9277,,
,-0.8735,-0.2149,0.5601,-0.4564,,0
,-0.8468,,,-0.6917,,0
-0.2977,-0.7491,,,,-11.45,0
-0.1968,-13.7,-0.3246,-0.8814,12.186,10.809,0
-0.2257,,-0.1665,,0.3078,21.198,0
-0.2763,-0.6393,-0.2223,-0.4989,-0.6727,0.0094,0
-0.3342,,,19.51,17.132,-23.117,0
-0.3473,-0.8112,-0.3457,0.3318,-19.942,-0.7433,0
,-15.278,-0.538,-0.6518,,,0
,-0.9407,-0.1639,-19.241,,,0
-0.2403,-0.5602,,-11.588,-0.3313,,
-0.5056,,-0.4038,26.363,19.344,-26.97,0
-0.1309,-0.8552,,0.7756,-25.642,-0.5144,0
-0.6258,-12.186,-0.5405,,,-0.47,0
,-13.27,-0.2356,,,22.921,
-0.1572,-0.6353,,,0.1774,,0
-0.522,-10.401,-0.3692,22.927,0.821,-23.214,0
-0.0611,,-0.4181,10.711,,,0
-0.5698,-0.9495,-0.5378,0.6292,18.263,-0.5567,
-0.1711,-14.357,-0.2288,-20.269,-13.798,19.416,0
-0.2084,,-0.0581,,0.7753,18.346,0
-0.3815,,-0.2207,12.284,,-20.876,
-0.0701,,-0.3876,14.725,-0.5086,-0.9311,
-0.3899,-0.8367,-0.5403,0.6423,-0.1736,-0.5734,
-0.231,-14.946,,,-0.6528,21.591,0
-0.1827,,,,,,0
-0.2181,-0.5609,-0.1912,0.1087,-0.3059,-0.4982,0
-0.4335,-12.871,-0.3056,18.608,0.18,-22.298,
-0.4546,,-0.3766,0.6963,-0.9414,-0.9003,
,-13.324,-0.1999,-15.414,0.9653,15.833,0
-0.3419,,-0.2491,0.9385,-0.3564,-14.234,
-0.1401,-0.8683,-0.3743,13.701,-0.4488,-14.915,0
-0.3524,-0.9767,-0.4962,,0.232,,
-0.1419,,-0.1315,,-0.1452,,0
-0.2507,-0.7212,-0.0318,-10.34,10.644,,0
-0.3344,-0.9782,,0.2678,-0.0839,-0.5755,0
-0.2188,-13.383,-0.2402,14.473,0.6451,-12.16,0
-0.3226,,,0.5249,-13.847,,0
-0.3169,-14.703,-0.4673,,10.651,-0.0648,0
-0.2844,-11.524,-0.2498,-24.059,-0.8497,23.404,0
-0.2452,-0.6239,,-0.772,,16.703,
-0.4516,-0.9528,-0.2634,,0.0269,,0
,-0.9174,,,,,0
,-10.015,,0.4461,0.5887,,0
-0.2293,-13.058,-0.114,,-0.2252,,
-0.2502,-0.7096,-0.0384,-0.7875,0.8155,,
,-0.8694,,0.6948,0.5421,,0
-0.2635,-12.031,-0.3897,,,-10.201,
-0.3035,,-0.2841,0.1332,,-0.4897,0
-0.3064,,-0.3533,0.4039,,,0
-0.372,-13.689,-0.4328,-11.818,,14.762,
-0.1472,-0.6683,,-10.688,10.956,16.15,
,-10.528,-0.2799,10.611,,-25.89,0
-0.1141,-11.601,-0.3086,,,-11.559,0
,,,0.8229,14.859,-0.8405,
-0.2419,-12.131,,,0.6086,,0
,-0.927,,-16.465,0.5387,20.571,
-0.1573,-0.587,-0.1778,-0.4731,-0.3233,0.0373,0
-0.4034,-12.456,-0.3521,,-0.6522,-25.337,0
-0.2689,-0.6876,-0.3635,0.5154,-14.202,-0.6214,
,-12.278,-0.4684,0.1608,,,
-0.266,-10.651,-0.2098,,,,0
-0.1862,-0.5827,,-0.9137,,15.314,0
-0.3992,-10.063,-0.3211,22.347,0.6897,-21.626,0
,-0.893,-0.4211,12.886,,-0.7319,
,-0.9846,-0.3859,-0.3969,-0.5453,0.0929,0
-0.3021,-13.787,-0.1108,,,16.844,0
,-0.6938,,,-0.0405,16.593,0
-0.3666,-0.9596,,,-0.2034,,0
-0.2846,-0.9829,-0.2428,12.509,-0.3461,-14.296,0
-0.3407,-0.9251,,,0.6056,,
-0.1872,-14.558,-0.1815,,-0.9149,19.959,0
,-0.632,-0.0752,-14.697,0.3403,,0
-0.4842,-10.206,-0.2721,10.715,0.1928,-16.11,0
-0.1953,-11.266,,,,-14.185,0
-0.2585,,-0.4479,0.5709,0.168,-0.5294,0
-0.2326,-12.993,,-13.21,-0.6431,,0
,-0.6722,-0.0434,,0.3866,13.653,0
,-13.274,,-0.8682,,0.6013,0
-0.2342,,-0.1247,-10.575,-0.34,,
-0.469,-14.341,-0.345,21.484,14.73,-21.6,0
-0.3317,,-0.3623,,-14.369,,
-0.5065,-12.586,-0.4934,0.0277,13.44,,0
,-12.085,,-14.725,0.5279,,0
-0.1866,-0.6255,,-10.973,-0.0753,,0
-0.394,-11.516,-0.3342,,-0.4681,-20.074,0
-0.0436,-0.8712,-0.3452,0.9193,,-0.8536,
-0.546,,,,19.043,,
-0.3574,-14.392,,-22.341,-0.722,21.041,0
-0.1665,-0.6703,-0.0566,-18.278,0.4033,,0
-0.3428,,,,,,0
-0.3047,-12.192,,14.734,,-16.442,0
-0.5509,-0.6954,,0.863,0.4693,,
,,-0.3526,-16.274,0.6876,,
-0.197,-0.8985,,-18.835,0.5306,18.261,
,-0.6832,,-0.6013,,,0
,-11.745,-0.287,,16.697,-19.126,0
-0.496,-0.6799,,,,,0
-0.5955,-13.883,,,24.189,,0
,,-0.2077,,0.4008,25.221,
,-0.5922,,-0.2312,-0.4917,0.0928,0
-0.2977,,-0.3057,21.138,21.059,,
,-0.6984,,,,-10.117,0
-0.477,,-0.5045,-0.6108,10.998,,0
,-10.543,,-14.894,0.6722,27.147,
-0.1956,-0.5965,-0.1026,,,15.451,0
-0.5797,-13.646,,26.668,,,
-0.2844,-0.7875,-0.3862,0.6573,,-12.279,0
-0.569,-10.502,-0.4871,0.161,35.076,-0.2484,0
,-13.498,-0.3234,,,22.507,0
-0.1243,-0.5085,-0.099,,-0.214,,0
-0.4926,,-0.4015,35.145,23.849,-27.288,0
0.3695,-0.9045,-0.3006,0.7794,-47.066,,
,-0.6938,-0.4693,0.8517,,,
-0.3013,-16.369,-0.3898,-23.955,-0.7564,23.596,0
-0.123,-0.5667,-0.1107,,,19.819,
-0.4837,,,10.664,-0.194,-15.825,0
,,-0.4179,16.137,-11.198,-21.153,0
-0.5404,,-0.4814,0.7845,0.2919,,0
-0.358,-14.105,,,,18.748,0
,-0.8143,,,0.7495,21.737,0
-0.2654,-0.6021,-0.1554,0.1903,-0.4081,-0.6312,0
-0.3673,-14.455,-0.3637,13.981,0.2136,-15.366,0
-0.4058,-0.6102,-0.3081,0.6927,-0.488,,0
,-14.84,-0.4014,-10.264,,0.9647,0
-0.2249,-0.8092,,,,26.564,0
-0.2576,,,-0.6705,,,
-0.3016,,,25.375,21.914,-23.522,0
-0.515,-14.148,,-0.3143,,,0
-0.267,,-0.1554,-17.086,0.2556,22.327,0
-0.2017,-0.593,-0.1154,-12.633,,12.009,0
-0.4664,,-0.5416,,,-21.333,0
-0.2994,-0.7127,-0.4264,0.9651,,,
-0.545,-13.683,-0.5119,0.0014,,-0.4191,0
,,-0.2233,-0.7073,16.112,15.085,0
-0.1518,-0.5307,,,-0.6515,,0
-0.4708,-11.346,,15.517,,-0.9546,0
-0.1292,-0.8445,-0.457,0.2692,-16.591,,
,-0.7528,-0.3461,0.3696,,-0.8086,
,-12.239,-0.3844,-0.7734,,,0
-0.0815,-0.4667,,-0.4514,,0.3567,0
-0.2094,-13.707,,0.9449,0.3629,-10.702,0
-0.1066,-0.5421,,-0.251,-14.45,-0.4227,0
,-12.654,-0.4175,0.402,-0.1941,-0.668,0
,-0.957,-0.3539,,0.1835,0.5488,0
-0.1577,-0.5535,-0.2358,-0.5315,-0.348,0.5048,0
-0.3522,,-0.3954,,-0.1495,-11.746,0
-0.1416,-0.6224,,0.0508,-10.518,,
-0.3086,,-0.4166,0.7383,0.7604,-0.3816,
-0.2411,,,,,20.18,0
,,,-16.913,0.2647,16.753,
-0.4003,-0.7016,-0.2442,0.6743,-0.1279,-11.593,0
-0.2922,-12.342,-0.494,20.876,,,0
-0.4012,-0.5976,-0.3822,0.3205,-15.099,-0.8196,0
,-14.49,-0.4562,-0.6686,0.3456,0.6498,0
,-0.9896,-0.2248,-10.097,12.008,,
-0.1554,-0.6185,-0.0891,-10.608,-0.6245,0.453,
-0.4292,-12.387,,23.912,,-16.726,0
-0.1518,-0.7542,-0.3867,10.398,-0.8576,-0.4758,0
-0.3475,-11.145,,-0.4115,0.7722,0.0724,0
-0.3659,,-0.1825,,,16.816,
,,-0.0755,-0.8956,0.1346,0.7664,0
-0.5,-10.752,,20.505,0.0564,-25.135,0
-0.111,,,0.4978,,-0.2793,0
-0.3094,-0.9055,-0.4532,0.146,0.6484,,0
-0.4179,,-0.2393,-10.884,10.303,,
-0.1791,-0.7497,,,,,
