acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,activity
,-0.8215,-0.043,-0.9867,,20.146,0
-0.3606,-0.6258,,0.718,-0.5879,-18.86,
-0.4453,-15.561,-0.2928,11.063,,,
-0.5975,-0.6437,,0.5106,0.8636,-0.6411,0
-0.4384,,-0.2963,,0.3262,0.8532,0
,-12.65,,,10.06,,0
-0.2107,,-0.1428,,0.2195,,
-0.5523,,-0.1628,,,,
-0.377,-12.002,,,,,
,,,0.3916,,,0
-0.5054,-0.7429,-0.2463,,0.1927,-10.339,
,,-0.3351,,-0.2001,0.6242,0
,-11.232,,-12.517,,,0
,,,,0.8065,15.0,0
,,-0.1304,11.219,,,0
-0.1463,,-0.2063,0.9002,-12.082,,0
-0.4204,,-0.3159,,11.177,,
,,,,,0.2067,
-0.423,,,-15.971,-0.7355,18.008,
,,,,11.186,,
,-11.559,-0.2182,,-0.244,-20.179,0
,,-0.4139,0.111,,,0
-0.4382,,,0.9003,12.541,,0
,,-0.2597,,-0.7176,0.7364,0
-0.2672,-10.42,-0.1078,,10.054,,
,-0.7182,,,0.1243,,0
-0.3669,-10.279,,,-0.0624,,0
,,-0.2293,0.1391,,,
-0.403,,,,10.18,-0.0856,
,-11.257,-0.3258,-0.6923,,0.7078,0
,-10.825,,,0.7919,,
,-0.7123,-0.0713,,,0.857,0
-0.3843,-11.924,,,-0.017,-17.449,0
,,-0.254,,-12.819,-0.4582,0
-0.3226,-0.8922,,,,-0.5661,0
,-11.657,,-12.788,-0.8513,,0
-0.294,,-0.1016,-11.173,13.283,16.416,
-0.2951,,,-0.5752,,0.5781,0
-0.4204,,-0.2602,16.143,,-21.351,
,,-0.2915,0.5544,,,0
-0.2898,,,0.6367,,,0
,-10.716,,-12.56,-0.4429,,0
-0.2497,,,-13.4,0.5045,17.039,0
-0.2978,,-0.0811,,,0.353,0
,-10.313,,18.05,0.451,-26.067,0
-0.2971,-0.8122,,0.2456,,,
-0.3454,-0.8739,-0.3238,0.385,,0.1332,0
,-11.945,,-0.8566,,,0
,,-0.0992,,13.665,,0
,,,,,0.9993,
,,,,0.8258,,
0.0094,,,-0.5074,-38.121,0.0957,0
,-0.7823,,0.7301,16.249,-0.5408,
-0.2888,-10.25,-0.2094,-0.8285,,,0
-0.2942,,-0.1092,-0.9789,,14.869,0
-0.3019,-0.6289,,-0.658,-0.051,12.808,
,-10.751,-0.2198,15.669,-0.1128,,
,,,,0.7438,-0.5028,
-0.3682,-10.977,-0.1699,,,0.6681,0
-0.3354,-11.498,,-12.508,15.69,15.136,0
-0.314,,,,,10.646,
-0.4016,,,12.621,,-17.56,0
,,-0.3141,,-17.156,-10.463,0
-0.5008,-0.8625,-0.3921,0.5971,0.6944,-0.7198,
-0.3065,-10.477,,-0.7009,-0.2029,0.8533,0
,,,,0.428,12.028,0
-0.2126,-0.9193,-0.1117,,,0.7473,
-0.3074,,,,,-0.4304,0
-0.3046,-10.931,,0.7796,-0.3143,-12.613,0
-0.2715,-0.881,-0.3419,,-10.681,,0
-0.3,,-0.3432,-0.0786,-0.2373,0.3904,
-0.2583,,-0.2913,,-0.1871,,0
,-0.9747,,,,,0
-0.3167,-0.9389,-0.2435,-0.8934,,,0
-0.28,,,,,0.159,
-0.4231,,,,-0.5938,,0
,,-0.2858,,-19.313,-0.3062,0
-0.3429,-0.811,,,,-0.0945,
,,,,-0.2245,0.2664,0
-0.2884,,,-0.6885,11.615,,
-0.2836,,,,,,
-0.3704,-10.703,,,-0.2792,,0
-0.2748,-0.9738,-0.21,,,-0.5781,
-0.478,,,,,,0
-0.354,,,-0.4004,,0.7532,
,,-0.1395,-0.5294,18.895,,
-0.2797,-0.6439,-0.0907,,0.309,,0
,,-0.2185,0.9755,,,
,-0.9338,-0.2936,,,,
,-0.832,,,0.0418,,
-0.4054,-12.318,,,0.4305,,
,,,,10.362,11.675,0
-0.2575,-0.7848,-0.0845,,0.1408,14.949,0
,,-0.1499,,0.3854,-10.48,
,,,0.954,,-14.223,0
-0.3852,-0.7151,,0.2758,,-0.2877,
,,,,,,
,,,-0.7114,,10.786,
-0.2977,-0.7891,-0.0748,-13.204,,16.825,0
-0.3414,-0.8287,,,,,
,-11.356,-0.2029,14.707,,,0
-0.3975,,-0.2333,0.8573,,,
-0.3123,,-0.3833,,,-0.0166,
,-10.662,,-12.328,,,
-0.238,-0.8422,,,0.0558,,
,-0.7792,-0.1091,0.2192,0.2405,,0
,,-0.193,0.2864,,,0
-0.2924,,-0.36,,,0.1982,0
-0.2968,,,,,,0
-0.2924,-0.9955,-0.0862,,,16.109,
-0.2887,-0.6187,-0.0867,,0.1832,-0.0286,
,,,15.041,,,0
-0.2713,-0.7404,-0.2135,,,-0.1029,0
,,-0.3003,,0.8771,,
-0.3491,-10.983,-0.212,-0.6875,,0.9035,0
,-10.362,-0.0895,,,,0
-0.2593,-0.6461,,,0.047,,0
,-12.228,,,,-26.507,0
-0.2204,-10.891,,,-20.118,,0
-0.3055,-0.7392,,,,,
-0.4004,-14.215,,0.0139,,-0.5713,0
-0.295,-0.9648,,-0.6054,0.1747,,0
,,,0.0408,0.5485,0.7143,0
-0.2792,-11.604,,0.3418,,-0.6406,
-0.1925,,-0.183,-0.3115,-0.0061,,0
,,,,,-0.2279,0
-0.4373,,,,12.665,-13.714,
,,-0.2172,-0.8544,,13.754,0
-0.2259,,-0.1026,,0.5215,18.062,
,-0.963,,,0.0391,-0.8718,
-0.2745,,,,,,0
,-0.6434,-0.1325,-0.1106,-21.174,,0
-0.3309,,-0.301,,0.9964,,
-0.3017,,-0.2488,,10.715,,
-0.1738,-10.376,,,,,0
-0.3376,,,,0.241,,
,,,19.32,,,
-0.3098,,-0.2008,,,,0
-0.3787,-0.9721,-0.344,,,,
,-11.164,,-14.564,0.226,17.195,
-0.2291,-0.8857,-0.0233,-13.571,,23.859,0
-0.2557,-0.5887,,0.2269,,,
-0.3991,-12.465,,25.384,32.821,,0
,-0.7202,-0.1336,-0.0323,,-0.51,
,,-0.3639,0.6216,12.92,0.1674,
,,-0.1742,,-14.89,15.703,
-0.3754,,-0.0858,,17.236,,
,,-0.0978,,,,0
,,,16.475,,,0
,,,0.2761,-25.814,,0
-0.3323,,,0.5027,0.883,,
-0.2843,-10.404,-0.2325,-12.406,0.1957,,
-0.3256,-12.105,,,0.5596,23.356,0
,,,,0.018,,0
-0.3828,-12.423,-0.2717,23.253,0.3817,-30.689,
-0.3286,,-0.3319,,,0.0806,
-0.3336,,,-0.5762,,0.7937,
-0.2845,,,,0.6247,,0
-0.3057,-0.5936,-0.0754,-0.3306,0.0392,,
,-11.595,,,,,
,-0.8559,-0.2437,,,,0
,,,0.3371,,-0.1494,0
,,,,0.5249,0.5501,
,,,,10.561,14.579,
,,-0.089,-0.593,0.2395,,0
-0.3472,-11.138,,15.466,,,
-0.1498,,-0.2529,0.2661,,-0.8741,0
-0.4854,-0.8243,,0.334,,-0.2767,
,-13.323,,,-0.0253,,
,,,,21.775,10.529,0
-0.2463,-0.8183,,-14.134,-0.7206,15.528,
,,,0.7222,0.3218,,
,-13.764,,,,,0
,-0.7032,,,-25.262,,
-0.2968,-0.9021,-0.3695,,,,
-0.4246,-12.982,-0.2826,-16.525,0.349,,0
-0.2996,,,-18.968,,18.79,0
,,,-0.1002,,0.4578,
,-11.726,,,0.9805,,
-0.1051,,,0.3721,,,
,,-0.3348,0.4023,,0.2226,
-0.3831,-12.348,,,0.0415,,0
-0.3983,-12.737,-0.1045,,,11.555,0
,-0.6735,-0.0342,-0.7802,-0.5549,,
-0.3866,,-0.206,22.214,,,
-0.0949,-12.98,-0.2295,0.2435,,0.0636,0
-0.4721,-0.6779,-0.1586,0.0215,0.0422,,0
-0.2927,-11.749,-0.2526,,,,
,,,,13.043,0.597,
-0.2222,-0.7978,,-0.7295,0.3485,,
-0.3133,-0.7644,-0.1571,,,,0
-0.2612,,,0.8917,12.035,,
-0.2932,,,-0.74,-27.162,0.693,0
,-0.9335,,0.1939,,-0.127,
,-11.404,,,0.8483,,0
,-0.8898,,,0.1859,,0
-0.2853,,,,,0.3532,0
-0.4153,-12.26,,,,-17.133,0
-0.2363,-0.7248,,-0.9595,,,
,,-0.268,,,-0.7106,0
-0.3814,-12.764,-0.3141,-0.0678,0.0227,-0.176,
-0.354,-12.351,,-12.836,,,0
,,,,,,
,,,10.782,0.442,-13.895,
,,-0.1084,,-27.259,,0
-0.3172,,,,11.118,-0.0287,0
,-12.424,,-0.4144,,10.214,
,-0.934,-0.0761,,,,0
,,-0.1123,0.222,0.1865,,0
-0.3443,,-0.2198,,0.0741,-19.335,
,,-0.1999,0.1602,,,
-0.3078,,,0.4733,,-0.2384,0
-0.4002,,,,,0.7936,
-0.2656,-10.431,,,,19.689,0
,,-0.0844,,0.2945,0.7687,
,,,20.247,,-23.233,0
-0.1902,,-0.2848,-0.2208,-36.628,-0.5773,
-0.4127,-0.8307,-0.2614,,,,
-0.4482,,,-0.3054,,,
,,,-13.544,,12.994,0
,-0.6382,-0.0648,-0.7587,,13.256,0
,,,,,,0
,,-0.2924,,,,0
-0.348,-0.7721,,-0.0616,,,0
-0.3313,,-0.2766,0.1613,0.0297,-0.2248,0
-0.3968,-11.552,-0.1722,,,0.6562,0
-0.2455,,-0.1144,,,14.581,0
-0.3468,,,,0.0808,-0.6704,0
-0.2664,,-0.3236,0.8711,0.8236,,0
-0.1586,-0.7559,-0.2279,,,0.2595,
,,,,,,0
,-10.669,,-0.0108,,,0
,,,,,,0
,-0.6585,,0.0006,,-0.0959,
,-13.038,,0.8708,0.2459,-11.011,
-0.1167,-0.9444,-0.2445,-0.7229,-18.152,,0
,-0.728,,,,-0.6318,
,-14.253,-0.3653,,0.7019,-0.9042,0
-0.451,,,-0.539,13.536,,0
,,-0.1057,-0.8517,0.0425,,0
,,-0.1453,,0.6571,-0.3138,0
-0.2544,,,0.9013,0.0155,-0.8398,
-0.2847,,-0.2262,,,,0
,-10.352,,0.3863,,0.0674,
,-10.675,,,,10.439,
,-10.695,,-19.617,,16.235,
-0.3315,,,,,0.1219,
,-13.704,-0.1652,,,-27.076,0
,,,0.2434,-28.084,,
-0.365,,,0.4363,,,0
,-11.039,-0.2886,,0.9091,0.5272,0
,-11.765,-0.1479,-14.302,,18.516,0
,,,,,-0.7242,
,,,-0.9726,,10.557,0
-0.4024,,0.0084,-15.017,,14.621,0
,,-0.0242,0.3277,,,0
-0.2564,-10.113,,16.124,0.5056,,0
-0.3002,-0.8843,-0.3216,16.947,0.1897,,
-0.404,,,,0.2815,,
-0.4666,-12.383,-0.2082,-18.096,,13.048,
,,-0.0203,,,17.843,0
,,,,-0.1501,,
,-11.029,-0.2255,,,-12.164,
,-0.8832,,10.214,,,
,-12.306,,-0.8898,,0.7402,
,,,,,16.297,0
,-0.7301,,-0.7061,,15.029,0
-0.4137,,,,0.1999,-24.051,0
-0.1988,,-0.1622,,,-0.7975,0
,,-0.2826,,,-0.5175,
-0.3634,-12.69,-0.359,-10.582,-0.0808,0.4507,0
-0.459,,-0.1208,,-0.4106,,0
,,,,,17.603,0
,-11.3,,14.408,,,0
-0.1635,,,,-15.828,,
,-0.7289,-0.3051,0.5934,0.318,,0
,-13.132,,-0.9163,-0.4628,,
,-12.489,,,,20.578,
-0.2626,-0.6408,-0.0607,,,,
-0.3638,-10.158,-0.198,12.36,,-27.428,0
-0.1348,-10.261,-0.2579,,,,0
,-0.7437,,,,-0.3634,0
,,-0.336,,,0.6865,
-0.4309,-11.864,,,,15.283,0
-0.2897,-0.6657,-0.0422,,-0.0448,,0
,-12.617,-0.1461,,0.3478,,
-0.1878,,,-0.0308,,-0.2437,
,-0.7207,-0.2383,0.6645,,-0.9722,0
-0.3463,,,,-0.3398,,0
-0.4356,,,,15.533,,0
,-0.6856,-0.0658,,,14.752,0
-0.398,,-0.2017,14.467,,-23.77,0
,,-0.2073,0.6735,-0.6177,,
,-0.7288,-0.2294,,,-0.1539,0
-0.3492,-13.498,-0.3515,,,-0.1869,
,-12.098,,,11.039,20.961,
-0.3102,-0.6823,-0.1027,,,12.073,
-0.4172,,,0.904,-0.5809,,
,,-0.217,,,-13.795,
-0.4277,-0.7894,,,-0.7621,-0.7881,0
-0.3072,-13.077,-0.3537,,0.2661,,0
-0.2129,-0.9679,-0.1898,,0.5931,13.74,0
-0.5488,-13.122,-0.4102,17.037,0.4878,,
-0.3286,-0.7651,,0.8495,-12.364,,
-0.3131,,-0.3672,,0.5789,-0.3741,0
,,,,-0.3368,,0
,,,,,,
,,,-0.3272,,-0.3032,0
,,,,,,0
-0.4066,-0.7785,,,-10.512,-0.5809,
-0.2624,-10.459,,-0.4553,14.58,,
,-12.945,,-18.327,,,
-0.2337,,-0.0827,,,19.243,0
-0.258,,,-0.276,-11.463,,0
-0.6741,,-0.399,,29.295,,0
,,-0.308,-0.0132,-40.931,-0.4757,
-0.3087,,-0.4146,-0.2114,,,0
,-11.195,-0.2325,-13.006,-0.2219,,
-0.2239,,,-0.8914,,11.064,
,-0.7331,-0.1089,-0.1272,-12.734,-0.3354,0
-0.2685,-13.736,,,,-15.9,0
-0.5946,-0.7722,,0.5966,-18.664,,
,-0.97,-0.4091,,0.3425,0.6043,
-0.3708,-13.511,-0.205,-13.522,,,
,-0.7907,-0.0586,,0.4663,,0
-0.2884,,-0.1418,0.0713,,,0
,,,,,,0
-0.5656,,,,,,0
-0.1964,,,,,0.4803,0
,,-0.1921,,-0.1184,10.3,0
,-0.7665,,,,13.578,0
-0.3031,-0.6651,-0.0827,,-13.057,,0
,,,17.172,27.659,,
,,-0.2812,0.4464,-0.4388,-0.8168,
-0.0898,-11.501,-0.3204,,-0.8782,,0
-0.4902,,-0.1681,-0.7996,0.4381,,0
,,,-0.6804,,11.975,0
,-0.966,,0.4407,,,0
,,,,,-0.2646,0
,-0.5588,,,,-0.7201,
-0.3359,,,,,,
,,,-10.917,,,
,-0.7343,-0.1035,,,13.676,0
,,-0.2068,,-0.8647,,
0.0708,,,0.8849,,,0
,-0.5818,,,,-0.5971,0
,-13.178,,,-0.1594,,0
,-10.334,,-0.7127,,,
-0.1786,-0.5356,-0.0938,-0.749,-0.5532,10.33,
-0.4093,-0.867,-0.2455,,0.2613,-23.018,0
,,-0.3848,,-27.903,-0.073,
,-12.953,-0.3421,-11.16,,,0
-0.351,-0.9438,-0.2051,,25.776,0.5084,0
,,-0.1017,-10.674,-25.658,0.7399,0
-0.4016,-14.064,,13.44,,,0
-0.3356,-0.7461,-0.2577,,,,0
,,-0.4532,0.8819,,-0.4553,
,,,-20.994,,12.418,
,,-0.0695,-14.506,0.5514,,0
,,,-0.6917,-0.4001,11.418,0
,,-0.3775,,,-29.533,0
,-0.9492,-0.3145,,-0.8568,-0.9029,
,,-0.4897,0.4476,,0.0945,0
,,,,-11.525,,
-0.2645,-0.9248,,-13.952,,13.733,0
,,,-0.6967,-0.9119,,0
,,-0.4155,24.58,12.887,-24.58,0
-0.095,-0.9431,,0.5267,-38.978,,
,,,,,,0
,-12.441,,-11.241,,,0
,,,,0.6912,17.607,0
-0.2525,,-0.1001,,-0.9526,0.2032,0
-0.6056,,-0.4547,22.407,23.492,,0
,,,0.6431,-28.689,,
,,,-0.1705,,,
,-13.598,-0.2851,,0.2773,13.988,
,,-0.1209,-12.591,,13.867,0
,-0.5484,,-0.1585,,,0
,,,22.719,,,0
-0.4783,,,0.0293,-27.513,-0.4156,
-0.263,-10.565,,,,,0
-0.6558,-11.783,,-0.6075,,0.642,0
,-10.458,-0.257,,-0.7955,,0
,,-0.1153,-0.2943,-0.8077,-0.6374,0
-0.571,-14.889,-0.398,,,,0
-0.4702,,,0.4093,,,0
-0.2007,-10.422,,,0.6381,,0
,,,-12.914,0.3789,,
,-0.8663,-0.1342,-0.7179,,0.8383,
,,-0.1167,,-11.061,,
,,,16.463,21.073,-16.624,0
-0.52,-0.6649,,0.2166,-21.435,-0.4999,
,-10.641,-0.4139,-0.3726,,,
-0.4281,,,-11.214,,0.8284,0
,-0.8556,,-10.694,-0.0526,,
,,,,-10.128,-0.926,
-0.4634,,-0.3449,,,-0.9265,
-0.6324,-0.5728,,,,,
-0.1871,-10.162,-0.3524,,12.084,0.3674,0
,,-0.1773,,-0.3135,,0
,,,0.1202,-10.184,-0.7857,0
,-14.382,-0.2451,,14.395,-0.7284,0
-0.57,,-0.1792,,,-10.791,
-0.0778,,,-0.4397,,,
,-12.945,-0.256,,-0.3299,16.409,0
-0.2627,,,-10.935,,21.77,
-0.4025,-0.5394,,,0.1406,,
,,-0.2776,,,-12.681,
,-0.728,-0.2916,16.175,26.692,-12.205,
,,-0.3793,-14.767,,,
,,-0.1431,-19.164,,19.728,
,,,,0.7339,16.523,
,-0.9154,-0.2345,,,-29.267,0
,-13.673,-0.3627,0.9912,,,0
,-0.6817,-0.4213,0.7788,,,
,-11.188,-0.3283,,-10.979,,0
-0.5317,-11.564,,-0.9476,10.013,10.656,0
-0.1939,,,-0.9926,-0.4579,14.774,0
-0.4824,-0.9831,,,0.4868,,0
,,,0.5575,-15.719,-0.3251,
,-0.6253,,0.6785,,-0.6288,0
-0.459,,-0.4095,-0.956,-0.7362,,
,-10.64,,-0.6876,19.002,,0
,,,-11.696,-12.694,,0
,-0.8011,,11.107,0.2083,-21.456,0
,-10.694,,,-18.306,,0
,-0.6781,-0.3546,0.7015,,,
,,,-14.16,,0.9479,0
-0.4841,,-0.1433,,0.9435,,0
-0.1092,-0.6645,,-0.8818,,,0
-0.4553,-10.082,-0.2417,11.692,-0.2206,-23.726,
-0.2773,,-0.2147,10.248,,,0
-0.4654,-0.7087,-0.363,,0.868,,
-0.1715,,-0.3476,-12.772,-10.564,,
-0.4353,,,-10.983,0.7612,,0
-0.1691,-0.4904,,,-0.4626,10.679,
,-0.9591,,15.8,,-25.689,
,-0.9871,,,,,
-0.4042,,,0.5782,,-0.0221,0
-0.5057,-15.626,-0.386,-16.893,-0.7071,0.6821,
-0.4256,-10.539,,-0.9439,,14.059,0
,,-0.0999,,-0.4272,,0
-0.4618,-11.677,,16.699,,,0
,,-0.2722,0.6646,,,
-0.3461,,,,,,
,,-0.3538,-15.15,,,0
-0.356,,-0.1623,,,15.671,0
-0.1806,,,,,,
-0.4505,-0.8407,-0.2096,16.731,0.5662,,0
,,-0.3328,,14.992,,
,-14.802,,-14.791,,,
-0.4727,-10.932,,-0.7919,,,
,-0.6279,-0.1063,,,,0
,,-0.2567,,0.0982,,0
-0.1643,,-0.2624,,-15.131,,
-0.4734,-0.6479,,,14.579,,0
,,-0.3506,-15.195,-10.058,,
-0.419,,-0.1004,,,16.275,
,-0.6216,-0.0811,,0.2195,,
,-10.848,-0.2457,14.964,0.6599,-23.033,
,,-0.286,0.5611,-14.226,,
-0.3327,,-0.3174,0.4198,,-0.0767,0
,,,-10.685,-0.5683,0.4477,0
,,-0.2036,-0.9298,,11.81,0
-0.1884,-0.4602,,,-11.059,11.265,0
-0.5,,-0.2395,,,-30.277,0
,-0.805,,,,-0.5796,
-0.5068,-0.8845,,,,-0.4451,
-0.3787,-13.424,-0.2547,,-0.1684,,0
,,-0.122,-15.109,,15.259,0
,,,-0.4728,,0.8876,0
,-14.817,-0.3995,,0.552,,0
,,,,,-0.5629,0
,-10.188,,0.5022,,,
-0.5131,-14.312,-0.241,,,12.818,0
,-0.8703,,-11.187,0.7431,,
,-0.3638,-0.1102,,-11.123,,
,,-0.3184,23.803,,-28.102,
,-0.7229,-0.2544,0.5201,,,0
-0.3546,,-0.4068,-0.1254,,0.1487,
,-13.342,-0.2095,-24.123,-10.753,16.957,0
,,-0.0922,,17.098,,0
,,-0.1403,,,,0
-0.3216,-15.08,-0.3663,,-0.1586,,0
,,,,,,
,,-0.3798,-10.413,,0.7632,0
-0.4035,-11.969,-0.1828,,,,0
,-0.776,,-0.7999,,,0
-0.4168,,,,,,0
-0.184,,-0.2151,16.205,0.2344,,0
-0.459,,-0.3401,0.6927,,,
,,-0.4227,-0.8031,,0.545,
,-11.57,-0.1721,-14.995,0.317,,0
,,-0.0541,-0.8775,-0.1477,14.439,
-0.3151,-0.5703,,0.7239,,,0
-0.149,,,11.645,-0.4858,-10.77,
-0.5215,,,,,-0.7081,0
,,-0.2854,-0.8122,,,0
,,-0.0609,,-0.5881,,
,,-0.1605,0.7285,-0.1144,-0.2747,
,-12.085,,21.954,,,
,,-0.3755,,-0.3118,-0.6908,
,-0.8913,,-0.2932,0.7556,,0
-0.2513,-12.777,,-22.629,-0.7725,,
-0.2697,,-0.1326,,0.0877,11.448,0
,,-0.2179,0.0502,-0.8143,,0
-0.5352,,-0.3681,,,,0
,,,,-21.087,-0.1479,0
-0.3093,,-0.3507,0.2812,,,0
-0.4984,,,-12.954,,,0
,-0.9842,,,0.4915,,0
-0.2137,-0.6027,,,,,
-0.554,,,10.0,-0.9092,-19.889,0
-0.3936,-11.127,-0.2357,11.638,,,0
-0.3864,-0.7503,,,11.369,-0.0162,
,-0.9888,-0.3654,,,,0
-0.5005,,,-14.784,,,
,,,-0.9701,,12.234,
-0.4125,-0.5459,,,-0.5996,-15.513,
-0.3186,-12.618,-0.2237,17.031,0.8318,,
-0.5388,-0.7868,-0.3483,0.9568,0.2349,,0
,-10.558,-0.4354,,0.1646,,0
,,,,0.0042,,0
-0.1866,,-0.1391,-12.065,0.5177,,0
,-0.4475,-0.2023,0.2933,-0.8346,,
,,,,,,0
,,-0.4029,,,,0
,,-0.3944,,0.3858,0.6011,
,-10.987,,-13.192,,,
-0.2601,,,,0.8874,,
-0.4241,,,,-0.712,-0.3547,
-0.4692,,-0.3772,16.389,0.574,-18.213,
-0.4494,,-0.3204,0.5858,,,0
-0.3984,,-0.4261,,,,
,-0.987,,,0.1936,,
,-0.987,,,,14.158,0
-0.3533,,-0.201,,,,
,-13.683,,,,,0
,-0.7299,-0.2924,0.8152,-12.561,,0
,,,-0.4292,,0.9713,
-0.3921,-12.227,-0.2096,,0.3192,,0
,-0.875,-0.1006,,,,0
,,-0.1291,0.4686,-0.2661,-0.9818,0
-0.5229,,-0.3286,,,,
-0.5341,-0.7021,-0.2919,,,,
,,,-0.6173,,,0
-0.1927,,,,,18.105,
-0.4742,-12.91,-0.4043,14.284,,-26.107,
-0.4023,,-0.2732,,,,
-0.3062,,-0.3467,,16.339,,
,,-0.3589,-12.066,,13.258,0
-0.3053,,,-18.845,0.0768,,
-0.2714,-0.6188,-0.0489,,,0.7745,
-0.4509,,,26.331,0.9354,,0
-0.3123,,-0.3397,0.9022,-21.992,-12.13,0
,-0.8384,,,,,0
,-10.944,-0.3035,-0.979,,10.26,
-0.2913,-12.069,-0.1158,,17.19,20.234,0
,-0.825,-0.2083,,0.1573,,
-0.3349,,-0.3272,,-0.2781,,0
,-12.099,,,-0.8551,,0
,-0.9585,-0.2562,0.3134,-25.706,-12.888,
-0.3559,,-0.371,,,0.1873,
-0.349,,-0.3343,-0.6906,0.212,11.112,0
-0.3552,-11.552,-0.2151,,21.711,,0
-0.2842,-0.6741,-0.1366,-0.9741,-0.5679,10.349,
-0.377,-10.169,-0.2364,,-0.2718,-15.457,0
,,-0.2403,13.009,-0.0465,-0.918,0
-0.4625,,,,,,0
,,-0.3688,,0.0076,0.7275,0
-0.3887,-10.555,-0.1483,,0.2523,,0
-0.2014,,-0.0892,-12.22,-0.1421,,
-0.3762,,,0.6913,0.0492,,
-0.286,,-0.2143,,12.42,-12.702,
-0.5208,-0.7675,,0.7744,,,0
,,-0.3643,,0.2957,,0
-0.4629,-10.246,-0.1066,,-0.0367,12.222,
,,,,0.966,12.579,
,,-0.2046,0.2078,-0.6104,-0.6666,0
,-13.143,,,,-11.916,
-0.4771,-0.7599,,0.6785,-0.7984,,
,,,-0.6534,,,0
-0.4521,,-0.1924,-10.591,0.7736,0.8519,0
-0.2173,,,,-0.2776,,0
-0.3206,-0.5906,-0.0999,-0.0578,-0.9222,,0
,-12.554,,17.326,0.9641,-14.991,0
-0.4548,-0.7582,-0.3624,10.737,,-0.6743,0
-0.2757,-10.616,,-0.4266,0.8581,0.405,0
-0.371,,,,,11.616,
,-0.8859,,,,,0
,,-0.1684,,,,
-0.5689,-14.164,,,0.8034,-26.161,0
-0.4186,,-0.3014,0.3879,,-0.5454,0
-0.3447,,-0.3949,,,,0
-0.4385,-10.612,,-0.9934,,10.468,
-0.2657,-0.731,,-0.7571,0.2219,14.756,0
,-10.374,,,0.1278,,0
,-0.9542,,0.5873,,-0.6785,
,,-0.443,,0.0531,-0.626,0
,-12.458,-0.4555,-10.115,,0.8429,0
,,-0.1989,-16.384,0.4485,14.94,0
,,-0.1217,-0.3987,0.2437,,
-0.2467,-0.9885,,,0.2695,,
-0.2436,,-0.3027,0.6134,,,
,,,,0.8612,,
-0.2481,-12.221,,,,,
-0.2284,-0.8409,-0.0957,-12.501,,,
,-0.8755,,,,,0
-0.2159,,-0.3455,12.788,0.0071,-16.983,0
-0.2838,-0.7603,-0.3343,,,-0.5047,
,-10.748,,-0.4564,,0.5465,0
,,-0.2939,,,11.399,
,-0.797,-0.2035,-15.609,-0.3213,,
-0.3339,,-0.3319,,,-0.8143,
-0.2254,-11.874,,17.361,,-18.536,0
,-0.8262,,,-10.547,-0.5623,0
-0.2221,,,,0.5069,0.4762,
,,-0.1826,-0.9907,,17.321,
-0.2253,-0.7529,-0.129,,,10.037,0
-0.3484,-0.9277,-0.2694,,17.013,-0.9467,
,,,,-0.3141,,0
-0.2873,-0.7177,,0.2286,,0.0223,0
,-11.304,,-0.4015,0.2563,0.1716,
-0.3885,-11.312,-0.2313,-0.9474,13.447,,0
-0.214,,,-13.922,,,0
,,-0.2545,0.0719,0.0749,-0.3258,
,-12.307,-0.2783,,,,
,,,,-18.399,-0.7108,
-0.175,,-0.4979,0.1144,,,0
,-11.057,-0.2906,,,,0
-0.167,,-0.1238,-21.091,-14.996,20.213,0
,-0.5928,-0.201,0.0866,,,
,,-0.3693,19.484,-0.2669,,
-0.3262,-0.8925,-0.2322,0.6905,,-0.7316,
-0.2346,,-0.4459,,,,
,-10.536,-0.3749,,-0.0598,0.6782,0
-0.1723,,,-17.094,,16.607,
-0.2718,-0.6606,-0.1917,0.0572,,0.2597,0
-0.2345,-11.19,-0.3762,18.86,0.0146,-17.987,0
,-0.9263,-0.3101,,,-0.1406,0
-0.2925,,,,0.527,,
,-10.599,-0.359,,,0.4388,0
-0.2119,,-0.1998,,0.5666,,
-0.1242,-0.8743,,,0.5068,,
,,,,-22.145,-0.5905,
,,,0.7829,11.076,,0
-0.1753,,,-12.548,-0.0858,,
-0.1319,-10.841,,-18.772,,,0
-0.2408,,,,0.5679,0.8772,
-0.248,-11.063,-0.3594,17.683,0.5343,,0
,-0.8642,-0.3029,0.7399,-21.103,,0
,,,0.7288,,0.0557,
,-10.676,,-11.453,,,
-0.1261,,,,,,0
,,,,,0.6355,
,,-0.3984,,0.8406,-14.778,0
-0.1747,,,0.5057,-25.032,,0
,-0.9327,-0.4321,,,0.0446,
-0.2651,,,-0.9105,,,
,-10.82,,-18.407,,,
,-0.6632,,-0.6979,,0.75,0
,-11.124,-0.3663,22.514,0.5691,,
-0.0098,-10.719,,,,,
-0.432,,,,,,0
-0.1735,,,-15.578,-14.331,,
-0.3439,-12.337,,,10.141,11.846,0
-0.2405,-0.7341,-0.1188,,,,
-0.2175,,,,0.1681,,
-0.0676,-11.106,,11.905,,,
,-0.8423,,0.4771,-0.064,,0
,-12.727,,,0.0585,0.508,
,,-0.2336,-16.89,0.9017,,0
,,-0.1486,-0.7408,0.5231,,0
,-10.7,-0.2959,18.28,,,0
-0.0837,-11.514,,,,-0.2903,
-0.3516,-0.7811,,,,-0.7108,
,,,,,0.2625,
-0.3585,-12.859,,,0.9434,10.858,0
