,name,addr,city,phone,type,class
407,lola,30 west 22nd st.  between 5th and 6th ave.,?,212/675-6700,american,295
408,lucky strike,59 grand st.  between wooster st. and w. broadway,?,212/941-0479,or 212/941-0772 american,296
409,mad fish,2182 broadway  between 77th and 78th sts.,?,212/787-0202,seafood,297
410,main street,446 columbus ave.  between 81st and 82nd sts.,new york,212/873-5025,american,298
411,mangia e bevi,800 9th ave. at 53rd st.,new york,?,italian,299
412,manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,?,212/888-6556,american,?
413,manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian,?
414,marichu,342 e. 46th st.  between 1st and 2nd aves.,?,212/370-1866,french,302
415,marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,new york,212/229-9313,coffee bar,303
416,match,160 mercer st.  between houston and prince sts.,new york,?,?,?
417,matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,american,305
418,mavalli palace,46 e. 29th st.,new york,?,asian,306
419,milan cafe and coffee bar,120 w. 23rd st.,?,?,?,?
420,monkey bar,60 e. 54th st.,?,212/838-2600,american,?
421,montien,1134 1st ave.   between 62nd and 63rd sts.,new york,?,asian,309
422,morton's,551 5th ave. at 45th st.,new york,212/972-3315,american,310
423,motown cafe,104 w. 57th st.  near 6th ave.,?,212/581-8030,american,311
424,new york kom tang soot bul house,32 w. 32nd st.,new york,212/ 947-8482,asian,312
425,new york noodletown,28 1/2 bowery at bayard st.,new york,?,asian,313
426,newsbar,2 w. 19th st.,new york,212/255-3996,coffee bar,314
427,odeon,145 w. broadway at thomas st.,?,?,american,315
428,orso,322 w. 46th st.,new york,212/489-7212,italian,316
429,osteria al droge,142 w. 44th st.,new york,212/944-3643,italian,?
430,otabe,68 e. 56th st.,?,212/223-7575,?,318
431,pacifica,138 lafayette st.  between canal and howard sts.,new york,212/941-4168,?,319
432,palio,151 w. 51st. st.,new york,212/245-4850,?,320
433,pamir,1065 1st ave.  at 58th st.,?,212/644-9258,middle eastern,?
434,parioli romanissimo,24 e. 81st st.,new york,?,italian,?
435,patria,250 park ave. s at 20th st.,?,212/777-6211,?,?
436,peacock alley,301 park ave.  between 49th and 50th sts.,?,?,french,324
437,pen & pencil,205 e. 45th st.,new york,212/682-8660,?,?
438,penang soho,109 spring st.  between greene and mercer sts.,new york,212/274-8883,?,?
439,persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,212/535-1100,middle eastern,327
440,planet hollywood,140 w. 57th st.,new york,212/333-7827,american,328
441,pomaire,371 w. 46th st.  off 9th ave.,?,212/ 956-3055,?,?
442,popover cafe,551 amsterdam ave.  between 86th and 87th sts.,?,212/595-8555,american,330
443,post house,28 e. 63rd st.,new york,212/935-2888,american,331
444,rain,100 w. 82nd st.,new york,212/501-0776,?,332
445,red tulip,439 e. 75th st.,?,?,eastern european,?
446,remi,145 w. 53rd st.,new york,212/581-4242,italian,?
447,republic,37a union sq. w  between 16th and 17th sts.,?,?,?,?
448,roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york,212/674-4140,continental,336
449,rosa mexicano,1063 1st ave. at 58th st.,new york,212/753-7407,?,337
450,ruth's chris,148 w. 51st st.,new york,?,?,338
451,s.p.q.r,133 mulberry st.  between hester and grand sts.,new york,212/925-3120,italian,339
452,sal anthony's,55 irving pl.,new york,?,italian,?
453,sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,?,east european,341
454,san pietro,18 e. 54th st.,new york,212/753-9015,?,?
455,sant ambroeus,1000 madison ave.  between 77th and 78th sts.,?,212/570-2211,coffee bar,343
456,sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,?,212/496-6280,american,344
457,sea grill,19 w. 49th st.,new york,212/332-7610,?,345
458,serendipity,3 225 e. 60th st.,?,212/838-3531,american,346
459,seventh regiment mess and bar,643 park ave. at 66th st.,?,212/744-4107,american,?
460,sfuzzi,58 w. 65th st.,new york,?,american,348
461,shaan,57 w. 48th st.,new york,212/ 977-8400,asian,349
462,sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,212/734-2676,italian,350
463,spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,212/966-0290,american,351
464,stage deli,834 7th ave.  between 53rd and 54th sts.,?,212/245-7850,delicatessen,352
465,stingray,428 amsterdam ave.  between 80th and 81st sts.,new york,212/501-7515,seafood,353
466,sweet'n'tart cafe,76 mott st. at canal st.,new york,212/334-8088,asian,354
467,t salon,143 mercer st. at prince st.,?,?,?,355
468,tang pavillion,65 w. 55th st.,new york,212/956-6888,asian,?
469,tapika,950 8th ave. at 56th st.,new york,212/ 397-3737,american,?
470,teresa's,103 1st ave.  between 6th and 7th sts.,new york,?,?,358
471,terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york,212/666-9490,continental,?
472,the coffee pot,350 9th ave. at 49th st.,?,?,coffee bar,?
473,the savannah club,2420 broadway at 89th st.,new york,212/496-1066,american,361
474,trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york,212/245-9800,italian,?
475,triangolo,345 e. 83rd st.,new york,212/472-4488,italian,?
476,tribeca grill,375 greenwich st.  near franklin st.,?,212/941-3900,?,?
477,trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,212/988-4858,coffee bar,365
478,tse yang,34 e. 51st st.,new york,212/688-5447,asian,?
479,turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york,212/679-1810,middle eastern,367
480,two two two,222 w. 79th st.,new york,?,american,368
481,veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york,212/674-7264,coffee bar,369
482,verbena,54 irving pl. at 17th st.,new york,?,american,370
483,victor's cafe,52 236 w. 52nd st.,new york,212/586-7714,latin american,371
484,vince & eddie's,70 w. 68th st.,new york,212/721-0068,american,?
485,vong,200 e. 54th st.,new york,212/486-9592,american,373
486,water club,500 e. 30th st.,?,?,american,?
487,west,63rd street steakhouse 44 w. 63rd st.,new york,212/246-6363,american,?
488,xunta,174 1st ave.  between 10th and 11th sts.,?,212/614-0620,?,376
489,zen palate,34 union sq. e at 16th st.,new york,212/614-9291,and 212/614-9345 asian,377
490,zoe,90 prince st.  between broadway and mercer st.,?,212/966-6722,american,378
491,abbey,163 ponce de leon ave.,atlanta,404/876-8532,international,?
492,aleck's barbecue heaven,783 martin luther king jr. dr.,?,404/525-2062,barbecue,?
493,annie's thai castle,3195 roswell rd.,atlanta,?,asian,?
494,anthonys,3109 piedmont rd.  just south of peachtree rd.,?,?,american,382
495,atlanta fish market,265 pharr rd.,atlanta,404/262-3165,?,?
496,beesley's of buckhead,260 e. paces ferry road,atlanta,404/264-1334,continental,?
497,bertolini's,3500 peachtree rd.  phipps plaza,atlanta,404/233-2333,italian,385
498,bistango,1100 peachtree st.,atlanta,404/724-0901,mediterranean,386
499,cafe renaissance,7050 jimmy carter blvd.  norcross,atlanta,770/441--0291,american,387
500,camille's,1186 n. highland ave.,atlanta,404/872-7203,italian,388
501,cassis,3300 peachtree rd.  grand hyatt,?,404/365-8100,?,389
502,city grill,50 hurt plaza,atlanta,404/524-2489,international,390
503,coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta,?,caribbean,391
504,colonnade restaurant,1879 cheshire bridge rd.,atlanta,404/874-5642,?,392
505,dante's down the hatch  buckhead,3380 peachtree rd.,atlanta,?,?,?
506,dante's down the hatch,underground underground mall  underground atlanta,atlanta,?,continental,394
507,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta,404/607-1622,?,395
508,french quarter food shop,923 peachtree st.  at 8th st.,?,404/875-2489,?,396
509,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,770/242-3984,?,397
510,horseradish grill,4320 powers ferry rd.,atlanta,404/255-7277,southern,?
511,hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta,?,asian,399
512,imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta,?,mediterranean,400
513,kamogawa,3300 peachtree rd.  grand hyatt,atlanta,?,asian,401
514,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,770/395-9925,italian,402
515,little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta,770/451-0192,asian,403
516,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue,?
517,luna si,1931 peachtree rd.,atlanta,?,?,?
518,mambo restaurante cubano,1402 n. highland ave.,?,404/874-2626,?,406
519,mckinnon's louisiane,3209 maple dr.,atlanta,?,?,?
520,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,770/393-1333,italian,408
521,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,?,404/842-0334,fusion,?
522,palisades,1829 peachtree rd.,?,404/350-6755,?,410
523,pleasant peasant,555 peachtree st.  at linden ave.,atlanta,404/874-3223,?,411
524,pricci,500 pharr rd.,?,404/237-2941,?,412
525,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,?,?,american,413
526,rib ranch,25 irby ave.,?,404/233-7644,barbecue,414
527,sa tsu ki,3043 buford hwy.,atlanta,404/325-5285,asian,415
528,sato sushi and thai,6050 peachtree pkwy.  norcross,?,770/449-0033,asian,416
529,south city kitchen,1144 crescent ave.,?,404/873-7358,southern,417
530,south of france,2345 cheshire bridge rd.,atlanta,?,french,418
531,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta,770/458-7145,?,?
532,sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,?,420
533,taste of new orleans,889 w. peachtree st.,atlanta,404/874-5535,?,421
534,tomtom,3393 peachtree rd.,atlanta,404/264-1163,continental,422
535,antonio's,3700 w. flamingo,?,702/252-7737,italian,?
536,bally's big kitchen,3645 las vegas blvd. s,las vegas,?,buffets,424
537,bamboo garden,4850 flamingo rd.,las vegas,702/871-3262,asian,?
538,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,702/732-1424,italian,426
539,bertolini's,3570 las vegas blvd. s,?,702/735-4663,italian,?
540,binion's coffee shop,128 fremont st.,las vegas,702/382-1600,coffee shops/diners,428
541,bistro,3400 las vegas blvd. s,las vegas,702/791-7111,?,429
542,broiler,4111 boulder hwy.,las vegas,?,american,?
543,bugsy's diner,3555 las vegas blvd. s,las vegas,702/733-3111,coffee shops/diners,431
544,cafe michelle,1350 e. flamingo rd.,?,?,american,432
545,cafe roma,3570 las vegas blvd. s,las vegas,702/731-7547,coffee shops/diners,433
546,capozzoli's,3333 s. maryland pkwy.,las vegas,702/731-5311,?,?
547,carnival world,3700 w. flamingo rd.,las vegas,?,?,435
548,center stage plaza hotel,1 main st.,?,?,?,436
549,circus circus,2880 las vegas blvd. s,?,?,buffets,437
550,empress court,3570 las vegas blvd. s,las vegas,702/731-7888,asian,438
551,feast,2411 w. sahara ave.,las vegas,702/367-2411,buffets,?
552,golden nugget hotel,129 e. fremont st.,?,702/385-7111,?,?
553,golden steer,308 w. sahara ave.,las vegas,702/384-4470,steak houses,441
554,lillie langtry's,129 e. fremont st.,?,702/385-7111,asian,442
555,mandarin court,1510 e. flamingo rd.,las vegas,702/737-1234,?,?
556,margarita's mexican cantina,3120 las vegas blvd. s,las vegas,?,mexican,444
557,mary's diner,5111 w. boulder hwy.,las vegas,702/454-8073,coffee shops/diners,445
558,mikado,3400 las vegas blvd. s,las vegas,702/791-7111,?,446
559,pamplemousse,400 e. sahara ave.,?,?,continental,447
560,ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,coffee shops/diners,448
561,the bacchanal,3570 las vegas blvd. s,las vegas,702/731-7525,?,449
562,venetian,3713 w. sahara ave.,las vegas,702/876-4190,italian,450
563,viva mercado's,6182 w. flamingo rd.,?,702/871-8826,mexican,?
564,yolie's,3900 paradise rd.,las vegas,702/794-0700,steak houses,452
565,2223,2223 market st.,?,?,american,?
566,acquarello,1722 sacramento st.,san francisco,?,?,?
567,bardelli's,243 o'farrell st.,san francisco,?,old san francisco,455
568,betelnut,2030 union st.,?,?,?,?
569,bistro roti,155 steuart st.,?,?,french,457
570,bix,56 gold st.,san francisco,?,?,458
571,bizou,598 fourth st.,san francisco,415/543-2222,?,459
572,buca giovanni,800 greenwich st.,san francisco,415/776-7766,italian,460
573,cafe adriano,3347 fillmore st.,san francisco,415/474-4180,italian,?
574,cafe marimba,2317 chestnut st.,san francisco,415/776-1506,mexican/latin american/spanish,462
575,california culinary academy,625 polk st.,san francisco,415/771-3500,?,463
576,capp's corner,1600 powell st.,?,415/989-2589,italian,464
577,carta,1772 market st.,?,415/863-3516,american,465
578,chevys,4th and howard sts.,?,415/543-8060,mexican/latin american/spanish,466
579,cypress club,500 jackson st.,san francisco,?,american,467
580,des alpes,732 broadway,san francisco,415/788-9900,french,?
581,faz,161 sutter st.,?,415/362-0404,greek and middle eastern,469
582,fog city diner,1300 battery st.,san francisco,415/982-2000,american,470
583,garden court,market and new montgomery sts.,san francisco,?,old san francisco,?
584,gaylord's,ghirardelli sq.,san francisco,415/771-8822,?,472
585,grand cafe hotel monaco,501 geary st.,?,415/292-0101,american,?
586,greens,bldg. a fort mason,?,415/771-6222,vegetarian,474
587,harbor village,4 embarcadero center,san francisco,415/781-8833,asian,475
588,harris',2100 van ness ave.,?,415/673-1888,steak houses,476
589,harry denton's,161 steuart st.,san francisco,415/882-1333,american,477
590,hayes street grill,320 hayes st.,san francisco,415/863-5545,seafood,478
591,helmand,430 broadway,san francisco,?,?,479
592,hong kong flower lounge,5322 geary blvd.,?,415/668-8998,?,480
593,hong kong villa,2332 clement st.,san francisco,415/752-8833,asian,?
594,hyde street bistro,1521 hyde st.,?,?,italian,482
595,il fornaio levi's plaza,1265 battery st.,san francisco,415/986-0100,italian,483
596,izzy's steak & chop house,3345 steiner st.,?,?,?,484
597,jack's,615 sacramento st.,san francisco,?,?,?
598,kabuto sushi,5116 geary blvd.,san francisco,415/752-5652,asian,486
599,katia's,600 5th ave.,?,415/668-9292,,487
600,kuleto's,221 powell st.,san francisco,415/397-7720,?,488
601,kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco,?,asian,?
602,l'osteria del forno,519 columbus ave.,?,415/982-1124,?,490
603,le central,453 bush st.,san francisco,?,french,491
604,le soleil,133 clement st.,?,415/668-4848,?,492
605,macarthur park,607 front st.,san francisco,415/398-5700,?,493
606,manora,3226 mission st.,san francisco,?,asian,494
607,maykadeh,470 green st.,?,?,greek and middle eastern,495
608,mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood,496
609,millennium,246 mcallister st.,?,415/487-9800,vegetarian,?
610,moose's,1652 stockton st.,san francisco,415/989-7800,?,?
611,north india,3131 webster st.,?,?,asian,499
612,one market,1 market st.,san francisco,415/777-5577,american,?
613,oritalia,1915 fillmore st.,san francisco,415/346-1333,italian,501
614,pacific pan pacific hotel,500 post st.,?,415/929-2087,french,?
615,palio d'asti,640 sacramento st.,san francisco,415/395-9800,italian,?
616,pane e vino,3011 steiner st.,?,?,italian,504
617,pastis,1015 battery st.,san francisco,415/391-2555,french,505
618,perry's,1944 union st.,san francisco,415/922-9022,?,506
619,r&g lounge,631 b kearny st.,san francisco,415/982-7877,or 415/982-3811 asian,?
620,rubicon,558 sacramento st.,san francisco,415/434-4100,american,?
621,rumpus,1 tillman pl.,san francisco,415/421-2300,?,509
622,sanppo,1702 post st.,?,415/346-3486,?,510
623,scala's bistro,432 powell st.,?,415/395-8555,?,?
624,south park cafe,108 south park,?,415/495-7275,french,?
625,splendido embarcadero,4,san francisco,415/986-3222,mediterranean,513
626,stars,150 redwood alley,?,415/861-7827,?,?
627,stars cafe,500 van ness ave.,?,?,american,515
628,stoyanof's cafe,1240 9th ave.,?,415/664-3664,greek and middle eastern,516
629,straits cafe,3300 geary blvd.,?,415/668-1783,asian,?
630,suppenkuche,601 hayes st.,san francisco,415/252-9289,?,518
631,tadich grill,240 california st.,san francisco,415/391-2373,seafood,519
632,the heights,3235 sacramento st.,?,415/474-8890,french,520
633,thepin,298 gough st.,san francisco,415/863-9335,asian,521
634,ton kiang,3148 geary blvd.,san francisco,?,asian,522
635,vertigo,600 montgomery st.,san francisco,?,?,523
636,vivande porta via,2125 fillmore st.,san francisco,415/346-4430,italian,524
637,vivande ristorante,670 golden gate ave.,san francisco,415/673-9245,italian,525
638,world wrapps,2257 chestnut st.,san francisco,415/563-9727,?,526
639,wu kong,101 spear st.,san francisco,415/957-9300,?,?
640,yank sing,427 battery st.,san francisco,415/541-4949,asian,528
641,yaya cuisine,1220 9th ave.,san francisco,415/566-6966,greek and middle eastern,529
642,yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,?,530
643,zarzuela,2000 hyde st.,?,?,mexican/latin american/spanish,531
644,zuni cafe & grill,1658 market st.,san francisco,?,mediterranean,532
645,apple pan  the,10801 w. pico blvd.,west la,310-475-3585,american,534
646,asahi ramen,2027 sawtelle blvd.,?,310-479-2231,noodle shops,?
647,baja fresh,3345 kimber dr.,?,805-498-4049,mexican,?
648,belvedere  the,9882 little santa monica blvd.,beverly hills,310-788-2306,?,?
649,benita's frites,1433 third st. promenade,santa monica,310-458-2889,?,538
650,bernard's,515 s. olive st.,?,?,?,?
651,bistro 45,45 s. mentor ave.,pasadena,?,californian,540
652,brent's deli,19565 parthenia ave.,?,?,delis,?
653,brighton coffee shop,9600 brighton way,beverly hills,?,coffee shops,542
654,bristol farms market cafe,1570 rosecrans ave. s.,pasadena,310-643-5229,californian,?
655,bruno's,3838 centinela ave.,mar vista,310-397-5703,italian,544
656,cafe '50s,838 lincoln blvd.,venice,310-399-1955,american,545
657,cafe blanc,9777 little santa monica blvd.,?,310-888-0108,?,?
658,cassell's,3266 w. sixth st.,la,?,?,?
659,chez melange,1716 pch,redondo beach,310-540-1222,eclectic,548
660,diaghilev,1020 n. san vicente blvd.,?,310-854-1111,?,?
661,don antonio's,1136 westwood blvd.,westwood,310-209-1422,italian,?
662,duke's,8909 sunset blvd.,w. hollywood,310-652-3100,?,551
663,falafel king,1059 broxton ave.,westwood,?,?,552
664,feast from the east,1949 westwood blvd.,west la,?,?,553
665,gumbo pot  the,6333 w. third st.,la,213-933-0358,cajun/creole,554
666,hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops,555
667,indo cafe,10428 1/2 national blvd.,?,310-815-1290,indonesian,556
668,jan's family restaurant,8424 beverly blvd.,la,213-651-2866,?,557
669,jiraffe,502 santa monica blvd,?,310-917-6671,californian,558
670,jody maroni's sausage kingdom,2011 ocean front walk,?,?,hot dogs,559
671,joe's,1023 abbot kinney blvd.,?,310-399-5811,american (new),560
672,john o'groats,10516 w. pico blvd.,west la,?,coffee shops,?
673,johnnie's pastrami,4017 s. sepulveda blvd.,culver city,310-397-6654,?,562
674,johnny reb's southern smokehouse,4663 long beach blvd.,?,310-423-7327,southern/soul,563
675,johnny rockets (la),7507 melrose ave.,la,213-651-3361,american,?
676,killer shrimp,4000 colfax ave.,?,?,seafood,?
677,kokomo cafe,6333 w. third st.,la,?,?,566
678,koo koo roo,8393 w. beverly blvd.,la,?,chicken,567
679,la cachette,10506 little santa monica blvd.,century city,310-470-4992,french (new),568
680,la salsa (la),22800 pch,?,310-456-6299,mexican,569
681,la serenata de garibaldi,1842 e. first,st. boyle hts.,?,mexican/tex-mex,570
682,langer's,704 s. alvarado st.,?,?,?,571
683,local nochol,30869 thousand oaks blvd.,westlake village,818-706-7706,?,?
684,main course  the,10509 w. pico blvd.,?,?,?,573
685,mani's bakery & espresso bar,519 s. fairfax ave.,la,?,desserts,574
686,martha's,22nd street grill 25 22nd,st. hermosa beach,?,american,575
687,maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,american,576
688,michael's (los angeles),1147 third st.,?,310-451-0843,?,577
689,mishima,8474 w. third st.,?,213-782-0181,noodle shops,578
690,mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers,579
691,mulberry st.,17040 ventura blvd.,encino,818-906-8881,pizza,580
692,ocean park cafe,3117 ocean park blvd.,?,310-452-5728,american,581
693,ocean star,145 n. atlantic blvd.,monterey park,818-308-2128,?,582
694,original pantry bakery,875 s. figueroa st. downtown,?,?,diners,583
695,parkway grill,510 s. arroyo pkwy.,pasadena,818-795-1001,californian,584
696,pho hoa,642 broadway,chinatown,213-626-5530,?,585
697,pink's famous chili dogs,709 n. la brea ave.,la,213-931-4223,hot dogs,586
698,poquito mas,2635 w. olive ave.,burbank,818-563-2252,mexican,?
699,r-23,923 e. third st.,?,?,japanese,588
700,rae's,2901 pico blvd.,?,310-828-7937,?,589
701,rubin's red hots,15322 ventura blvd.,encino,818-905-6515,hot dogs,?
702,ruby's (la),45 s. fair oaks ave.,?,818-796-7829,?,591
703,russell's burgers,1198 pch,seal beach,310-596-9556,hamburgers,592
704,ruth's chris steak house (los angeles),224 s. beverly dr.,?,310-859-8744,?,593
705,shiro,1505 mission st. s.,?,818-799-4774,?,594
706,sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,595
707,sweet lady jane,8360 melrose ave.,?,?,?,596
708,taiko,11677 san vicente blvd.,?,?,noodle shops,597
709,tommy's,2575 beverly blvd.,la,213-389-9060,hamburgers,?
710,uncle bill's pancake house,1305 highland ave.,manhattan beach,?,diners,?
711,water grill,544 s. grand ave.,los angeles,?,seafood,600
712,zankou chicken,1415 e. colorado st.,glendale,818-244-1937,?,601
713,afghan kebab house,764 ninth ave.,?,212-307-1612,afghan,602
714,arcadia,21 e. 62nd st.,?,?,american (new),?
715,benny's burritos,93 ave. a,?,212-254-2054,mexican,?
716,cafe con leche,424 amsterdam ave.,new york city,212-595-7000,?,?
717,corner bistro,331 w. fourth st.,new york city,212-242-9502,hamburgers,606
718,cucina della fontana,368 bleecker st.,new york city,212-242-0636,?,607
719,cucina di pesce,87 e. fourth st.,new york city,?,seafood,608
720,darbar,44 w. 56th st.,new york city,212-432-7227,indian,?
721,ej's luncheonette,432 sixth ave.,new york city,?,diners,610
722,edison cafe,228 w. 47th st.,new york city,212-840-5000,diners,611
723,elias corner,24-02 31st st.,?,718-932-1510,greek,612
724,good enough to eat,483 amsterdam ave.,?,212-496-0163,american,?
725,gray's papaya,2090 broadway,new york city,?,hot dogs,614
726,il mulino,86 w. third st.,new york city,?,?,?
727,jackson diner,37-03 74th st.,?,718-672-1232,?,616
728,joe's shanghai,9 pell st.,?,718-539-3838,?,617
729,john's pizzeria,48 w. 65th st.,new york city,?,pizza,618
730,kelley & ping,127 greene st.,new york city,?,pan-asian,619
731,kiev,117 second ave.,?,212-674-4040,?,620
732,kuruma zushi,2nd fl.,new york city,212-317-2802,japanese,621
733,la caridad,2199 broadway,?,212-874-2780,cuban,622
734,la grenouille,3 e. 52nd st.,new york city,212-752-1495,?,623
735,lemongrass grill,61a seventh ave.,brooklyn,?,thai,?
736,lombardi's,32 spring st.,new york city,212-941-7994,?,625
737,marnie's noodle shop,466 hudson st.,new york city,?,asian,626
738,menchanko-tei,39 w. 55th st.,?,?,japanese,627
739,mitali east-west,296 bleecker st.,new york city,212-989-1367,indian,628
740,monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,?,?
741,moustache,405 atlantic ave.,?,?,middle eastern,?
742,nobu,105 hudson st.,new york city,212-219-0500,?,631
743,one if by land  tibs,17 barrow st.,new york city,212-228-0822,continental,?
744,oyster bar,lower level,new york city,212-490-6650,seafood,633
745,palm,837 second ave.,new york city,212-687-2953,?,634
746,palm too,840 second ave.,new york city,212-697-5198,steakhouses,635
747,patsy's pizza,19 old fulton st.,brooklyn,718-858-4300,pizza,?
748,peter luger steak house,178 broadway,brooklyn,718-387-7400,steakhouses,637
749,rose of india,308 e. sixth st.,new york city,?,?,638
750,sam's noodle shop,411 third ave.,new york city,?,chinese,639
751,sarabeth's,1295 madison ave.,new york city,212-410-7335,american,640
752,sparks steak house,210 e. 46th st.,?,212-687-4855,steakhouses,641
753,stick to your ribs,5-16 51st ave.,queens,718-937-3030,bbq,642
754,sushisay,38 e. 51st st.,new york city,?,japanese,643
755,sylvia's,328 lenox ave.,new york city,?,?,?
756,szechuan hunan cottage,1588 york ave.,?,212-535-5223,chinese,645
757,szechuan kitchen,1460 first ave.,new york city,212-249-4615,?,646
758,teresa's,80 montague st.,queens,?,?,647
759,thai house cafe,151 hudson st.,new york city,212-334-1085,thai,?
760,thailand restaurant,106 bayard st.,?,212-349-3132,thai,649
761,veselka,144 second ave.,?,212-228-9682,ukrainian,?
762,westside cottage,689 ninth ave.,?,212-245-0800,chinese,651
763,windows on the world,107th fl.,?,?,eclectic,652
764,wollensky's grill,205 e. 49th st.,?,212-753-0444,?,653
765,yama,122 e. 17th st.,new york city,212-475-0969,?,?
766,zarela,953 second ave.,?,212-644-6740,?,?
767,andre's french restaurant,401 s. 6th st.,?,?,?,?
768,buccaneer bay club,3300 las vegas blvd. s.,las vegas,702-894-7350,continental,?
769,buzio's in the rio,3700 w. flamingo rd.,las vegas,702-252-7697,?,?
770,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood,?
771,fiore rotisserie & grille,3700 w. flamingo rd.,las vegas,702-252-7702,?,660
772,hugo's cellar,202 e. fremont st.,las vegas,?,continental,661
773,madame ching's,3300 las vegas blvd. s.,?,?,asian,662
774,mayflower cuisinier,4750 w. sahara ave.,?,?,?,663
775,michael's (las vegas),3595 las vegas blvd. s.,las vegas,?,?,664
776,monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),?
777,moongate,3400 las vegas blvd. s.,las vegas,?,chinese,666
778,morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,?,steakhouses,?
779,nicky blair's,3925 paradise rd.,las vegas,702-792-9900,italian,668
780,piero's restaurant,355 convention center dr.,?,702-369-2305,?,669
781,spago (las vegas),3500 las vegas blvd. s.,las vegas,702-369-6300,californian,670
782,steakhouse  the,128 e. fremont st.,las vegas,702-382-1600,steakhouses,671
783,stefano's,129 fremont st.,las vegas,702-385-7111,italian,672
784,sterling brunch,3645 las vegas blvd. s.,las vegas,?,?,673
785,tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,italian,?
786,103 west,103 w. paces ferry rd.,atlanta,404-233-5993,?,675
787,alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches,676
788,baker's cajun cafe,1134 euclid ave.,atlanta,404-223-5039,cajun/creole,?
789,barbecue kitchen,1437 virginia ave.,atlanta,?,?,678
790,bistro  the,56 e. andrews dr. nw,atlanta,?,french bistro,?
791,bobby & june's kountry kitchen,375 14th st.,atlanta,404-876-3872,southern/soul,?
792,bradshaw's restaurant,2911 s. pharr court,atlanta,?,?,681
793,brookhaven cafe,4274 peachtree rd.,atlanta,404-231-5907,vegetarian,682
794,cafe sunflower,5975 roswell rd.,atlanta,?,?,683
795,canoe,4199 paces ferry rd.,?,770-432-2663,american (new),684
796,carey's,1021 cobb pkwy. se,?,770-422-8042,hamburgers,685
797,carey's corner,1215 powers ferry rd.,marietta,770-933-0909,?,686
798,chops,70 w. paces ferry rd.,atlanta,?,steakhouses,687
799,chopstix,4279 roswell rd.,atlanta,?,chinese,688
800,deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,404-523-1929,southern/soul,689
801,eats,600 ponce de leon ave.,atlanta,?,?,690
802,flying biscuit  the,1655 mclendon ave.,?,?,eclectic,691
803,frijoleros,1031 peachtree st. ne,?,404-892-8226,?,692
804,greenwood's,1087 green st.,?,770-992-5383,southern/soul,693
805,harold's barbecue,171 mcdonough blvd.,atlanta,?,?,694
806,havana sandwich shop,2905 buford hwy.,?,404-636-4094,cuban,695
807,house of chan,2469 cobb pkwy.,smyrna,770-955-9444,?,696
808,indian delights,3675 satellite blvd.,duluth,100-813-8212,indian,?
