,name,addr,city,phone,type,class
421,montien,1134 1st ave.   between 62nd and 63rd sts.,?,212/421-4433,?,309
422,morton's,551 5th ave. at 45th st.,new york,?,?,310
423,motown cafe,104 w. 57th st.  near 6th ave.,new york,?,?,311
424,new york kom tang soot bul house,32 w. 32nd st.,?,212/ 947-8482,asian,312
425,new york noodletown,28 1/2 bowery at bayard st.,?,?,asian,?
426,newsbar,2 w. 19th st.,new york,212/255-3996,?,314
427,odeon,145 w. broadway at thomas st.,?,?,american,315
428,orso,322 w. 46th st.,new york,?,italian,?
429,osteria al droge,142 w. 44th st.,new york,?,?,317
430,otabe,68 e. 56th st.,new york,?,asian,?
431,pacifica,138 lafayette st.  between canal and howard sts.,new york,212/941-4168,asian,?
432,palio,151 w. 51st. st.,?,212/245-4850,italian,?
433,pamir,1065 1st ave.  at 58th st.,new york,212/644-9258,middle eastern,?
434,parioli romanissimo,24 e. 81st st.,new york,212/288-2391,italian,322
435,patria,250 park ave. s at 20th st.,new york,?,latin american,323
436,peacock alley,301 park ave.  between 49th and 50th sts.,?,212/872-4895,?,324
437,pen & pencil,205 e. 45th st.,?,212/682-8660,american,325
438,penang soho,109 spring st.  between greene and mercer sts.,?,?,?,326
439,persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,212/535-1100,middle eastern,327
440,planet hollywood,140 w. 57th st.,new york,?,american,?
441,pomaire,371 w. 46th st.  off 9th ave.,?,212/ 956-3055,?,329
442,popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,?,?,?
443,post house,28 e. 63rd st.,?,212/935-2888,american,331
444,rain,100 w. 82nd st.,?,212/501-0776,?,?
445,red tulip,439 e. 75th st.,new york,?,?,333
446,remi,145 w. 53rd st.,?,?,?,?
447,republic,37a union sq. w  between 16th and 17th sts.,new york,212/627-7172,asian,335
448,roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york,212/674-4140,continental,?
449,rosa mexicano,1063 1st ave. at 58th st.,new york,?,?,337
450,ruth's chris,148 w. 51st st.,?,212/245-9600,?,338
451,s.p.q.r,133 mulberry st.  between hester and grand sts.,new york,212/925-3120,?,?
452,sal anthony's,55 irving pl.,?,?,?,340
453,sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,?,?,?
454,san pietro,18 e. 54th st.,?,?,?,?
455,sant ambroeus,1000 madison ave.  between 77th and 78th sts.,?,212/570-2211,?,?
456,sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york,212/496-6280,american,344
457,sea grill,19 w. 49th st.,?,212/332-7610,seafood,?
458,serendipity,3 225 e. 60th st.,new york,?,american,?
459,seventh regiment mess and bar,643 park ave. at 66th st.,new york,?,american,347
460,sfuzzi,58 w. 65th st.,?,?,?,348
461,shaan,57 w. 48th st.,new york,212/ 977-8400,asian,?
462,sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,?,italian,350
463,spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,212/966-0290,american,351
464,stage deli,834 7th ave.  between 53rd and 54th sts.,new york,?,?,352
465,stingray,428 amsterdam ave.  between 80th and 81st sts.,?,212/501-7515,?,353
466,sweet'n'tart cafe,76 mott st. at canal st.,new york,?,?,354
467,t salon,143 mercer st. at prince st.,new york,?,coffee bar,?
468,tang pavillion,65 w. 55th st.,new york,212/956-6888,?,356
469,tapika,950 8th ave. at 56th st.,new york,212/ 397-3737,american,357
470,teresa's,103 1st ave.  between 6th and 7th sts.,new york,?,?,358
471,terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york,212/666-9490,continental,?
472,the coffee pot,350 9th ave. at 49th st.,?,212/265-3566,coffee bar,?
473,the savannah club,2420 broadway at 89th st.,?,212/496-1066,american,?
474,trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,?,?,?,362
475,triangolo,345 e. 83rd st.,?,212/472-4488,?,?
476,tribeca grill,375 greenwich st.  near franklin st.,?,?,american,364
477,trois jean,154 e. 79th st.  between lexington and 3rd aves.,?,212/988-4858,coffee bar,365
478,tse yang,34 e. 51st st.,?,?,asian,?
479,turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york,?,?,367
480,two two two,222 w. 79th st.,?,212/799-0400,?,?
481,veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york,?,coffee bar,?
482,verbena,54 irving pl. at 17th st.,new york,?,?,?
483,victor's cafe,52 236 w. 52nd st.,?,212/586-7714,?,?
484,vince & eddie's,70 w. 68th st.,?,212/721-0068,?,?
485,vong,200 e. 54th st.,?,212/486-9592,?,373
486,water club,500 e. 30th st.,new york,?,?,374
487,west,63rd street steakhouse 44 w. 63rd st.,new york,212/246-6363,american,375
488,xunta,174 1st ave.  between 10th and 11th sts.,?,?,?,?
489,zen palate,34 union sq. e at 16th st.,?,?,?,377
490,zoe,90 prince st.  between broadway and mercer st.,new york,?,?,378
491,abbey,163 ponce de leon ave.,?,404/876-8532,international,379
492,aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta,404/525-2062,barbecue,380
493,annie's thai castle,3195 roswell rd.,atlanta,404/264-9546,asian,381
494,anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,?,382
495,atlanta fish market,265 pharr rd.,atlanta,?,?,383
496,beesley's of buckhead,260 e. paces ferry road,atlanta,404/264-1334,continental,?
497,bertolini's,3500 peachtree rd.  phipps plaza,atlanta,?,?,385
498,bistango,1100 peachtree st.,atlanta,?,?,?
499,cafe renaissance,7050 jimmy carter blvd.  norcross,?,?,american,?
500,camille's,1186 n. highland ave.,?,404/872-7203,italian,388
501,cassis,3300 peachtree rd.  grand hyatt,atlanta,404/365-8100,?,389
502,city grill,50 hurt plaza,atlanta,404/524-2489,?,?
503,coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta,404/364-0212,?,391
504,colonnade restaurant,1879 cheshire bridge rd.,atlanta,?,southern,392
505,dante's down the hatch  buckhead,3380 peachtree rd.,atlanta,404/266-1600,continental,393
506,dante's down the hatch,underground underground mall  underground atlanta,atlanta,404/577-1800,continental,394
507,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta,404/607-1622,barbecue,395
508,french quarter food shop,923 peachtree st.  at 8th st.,atlanta,404/875-2489,?,?
509,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,?,?,397
510,horseradish grill,4320 powers ferry rd.,?,404/255-7277,southern,398
511,hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta,404/659-2788,asian,?
512,imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta,?,?,400
513,kamogawa,3300 peachtree rd.  grand hyatt,?,404/841-0314,asian,?
514,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,770/395-9925,italian,?
515,little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta,770/451-0192,asian,?
516,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue,?
517,luna si,1931 peachtree rd.,atlanta,?,?,405
518,mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,?,406
519,mckinnon's louisiane,3209 maple dr.,?,404/237-1313,southern,?
520,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,770/393-1333,?,?
521,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,404/842-0334,?,409
522,palisades,1829 peachtree rd.,atlanta,404/350-6755,?,?
523,pleasant peasant,555 peachtree st.  at linden ave.,?,404/874-3223,american,411
524,pricci,500 pharr rd.,?,?,italian,412
525,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,?,?,american,413
526,rib ranch,25 irby ave.,?,?,barbecue,414
527,sa tsu ki,3043 buford hwy.,atlanta,404/325-5285,asian,415
528,sato sushi and thai,6050 peachtree pkwy.  norcross,atlanta,?,asian,416
529,south city kitchen,1144 crescent ave.,atlanta,404/873-7358,southern,417
530,south of france,2345 cheshire bridge rd.,?,404/325-6963,french,418
531,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta,770/458-7145,?,?
532,sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,american,?
533,taste of new orleans,889 w. peachtree st.,atlanta,?,?,421
534,tomtom,3393 peachtree rd.,?,404/264-1163,continental,422
535,antonio's,3700 w. flamingo,?,?,italian,423
536,bally's big kitchen,3645 las vegas blvd. s,las vegas,?,buffets,?
537,bamboo garden,4850 flamingo rd.,las vegas,702/871-3262,?,425
538,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,?,?,426
539,bertolini's,3570 las vegas blvd. s,las vegas,702/735-4663,italian,?
540,binion's coffee shop,128 fremont st.,las vegas,702/382-1600,coffee shops/diners,428
541,bistro,3400 las vegas blvd. s,las vegas,?,continental,429
542,broiler,4111 boulder hwy.,?,?,?,430
543,bugsy's diner,3555 las vegas blvd. s,?,?,?,431
544,cafe michelle,1350 e. flamingo rd.,las vegas,702/735-8686,american,432
545,cafe roma,3570 las vegas blvd. s,?,?,coffee shops/diners,433
546,capozzoli's,3333 s. maryland pkwy.,?,702/731-5311,?,434
547,carnival world,3700 w. flamingo rd.,las vegas,?,?,?
548,center stage plaza hotel,1 main st.,las vegas,?,american,436
549,circus circus,2880 las vegas blvd. s,las vegas,702/734-0410,?,437
550,empress court,3570 las vegas blvd. s,las vegas,702/731-7888,asian,438
551,feast,2411 w. sahara ave.,?,?,buffets,439
552,golden nugget hotel,129 e. fremont st.,?,?,?,?
553,golden steer,308 w. sahara ave.,las vegas,?,?,?
554,lillie langtry's,129 e. fremont st.,las vegas,?,?,?
555,mandarin court,1510 e. flamingo rd.,?,?,asian,443
556,margarita's mexican cantina,3120 las vegas blvd. s,las vegas,702/794-8200,mexican,444
557,mary's diner,5111 w. boulder hwy.,las vegas,702/454-8073,?,445
558,mikado,3400 las vegas blvd. s,?,702/791-7111,?,?
559,pamplemousse,400 e. sahara ave.,?,?,continental,447
560,ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,?,?
561,the bacchanal,3570 las vegas blvd. s,las vegas,702/731-7525,only in las vegas,449
562,venetian,3713 w. sahara ave.,?,?,italian,450
563,viva mercado's,6182 w. flamingo rd.,las vegas,702/871-8826,mexican,451
564,yolie's,3900 paradise rd.,las vegas,702/794-0700,steak houses,452
565,2223,2223 market st.,san francisco,415/431-0692,?,453
566,acquarello,1722 sacramento st.,?,415/567-5432,italian,454
567,bardelli's,243 o'farrell st.,san francisco,?,old san francisco,?
568,betelnut,2030 union st.,?,?,?,456
569,bistro roti,155 steuart st.,san francisco,?,?,457
570,bix,56 gold st.,san francisco,415/433-6300,american,458
571,bizou,598 fourth st.,?,415/543-2222,?,459
572,buca giovanni,800 greenwich st.,?,?,?,460
573,cafe adriano,3347 fillmore st.,san francisco,415/474-4180,italian,?
574,cafe marimba,2317 chestnut st.,san francisco,415/776-1506,mexican/latin american/spanish,?
575,california culinary academy,625 polk st.,?,415/771-3500,?,463
576,capp's corner,1600 powell st.,san francisco,?,italian,464
577,carta,1772 market st.,san francisco,415/863-3516,american,465
578,chevys,4th and howard sts.,?,415/543-8060,?,466
579,cypress club,500 jackson st.,?,415/296-8555,american,467
580,des alpes,732 broadway,san francisco,415/788-9900,?,?
581,faz,161 sutter st.,?,415/362-0404,?,469
582,fog city diner,1300 battery st.,?,415/982-2000,?,470
583,garden court,market and new montgomery sts.,san francisco,?,?,471
584,gaylord's,ghirardelli sq.,?,?,asian,?
585,grand cafe hotel monaco,501 geary st.,san francisco,415/292-0101,american,473
586,greens,bldg. a fort mason,san francisco,415/771-6222,?,?
587,harbor village,4 embarcadero center,san francisco,415/781-8833,asian,?
588,harris',2100 van ness ave.,san francisco,415/673-1888,?,476
589,harry denton's,161 steuart st.,san francisco,?,american,?
590,hayes street grill,320 hayes st.,?,415/863-5545,seafood,478
591,helmand,430 broadway,?,415/362-0641,greek and middle eastern,?
592,hong kong flower lounge,5322 geary blvd.,?,415/668-8998,asian,?
593,hong kong villa,2332 clement st.,?,415/752-8833,?,?
594,hyde street bistro,1521 hyde st.,?,415/441-7778,italian,?
595,il fornaio levi's plaza,1265 battery st.,san francisco,?,?,483
596,izzy's steak & chop house,3345 steiner st.,?,?,steak houses,?
597,jack's,615 sacramento st.,?,?,?,485
598,kabuto sushi,5116 geary blvd.,san francisco,?,?,?
599,katia's,600 5th ave.,?,415/668-9292,,?
600,kuleto's,221 powell st.,san francisco,415/397-7720,italian,488
601,kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco,?,asian,?
602,l'osteria del forno,519 columbus ave.,san francisco,415/982-1124,italian,490
603,le central,453 bush st.,san francisco,415/391-2233,?,?
604,le soleil,133 clement st.,san francisco,?,asian,492
605,macarthur park,607 front st.,san francisco,415/398-5700,?,493
606,manora,3226 mission st.,san francisco,415/861-6224,?,494
607,maykadeh,470 green st.,san francisco,?,greek and middle eastern,495
608,mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,?,496
609,millennium,246 mcallister st.,?,415/487-9800,vegetarian,?
610,moose's,1652 stockton st.,san francisco,415/989-7800,mediterranean,498
611,north india,3131 webster st.,san francisco,415/931-1556,asian,?
612,one market,1 market st.,?,?,?,?
613,oritalia,1915 fillmore st.,?,415/346-1333,italian,501
614,pacific pan pacific hotel,500 post st.,?,415/929-2087,?,502
615,palio d'asti,640 sacramento st.,?,415/395-9800,?,503
616,pane e vino,3011 steiner st.,san francisco,415/346-2111,?,504
617,pastis,1015 battery st.,?,415/391-2555,?,?
618,perry's,1944 union st.,?,415/922-9022,?,506
619,r&g lounge,631 b kearny st.,san francisco,415/982-7877,or 415/982-3811 asian,?
620,rubicon,558 sacramento st.,san francisco,?,american,?
621,rumpus,1 tillman pl.,san francisco,415/421-2300,american,509
622,sanppo,1702 post st.,?,?,asian,510
623,scala's bistro,432 powell st.,san francisco,415/395-8555,italian,511
624,south park cafe,108 south park,san francisco,415/495-7275,?,512
625,splendido embarcadero,4,?,?,?,513
626,stars,150 redwood alley,san francisco,?,american,?
627,stars cafe,500 van ness ave.,san francisco,?,american,515
628,stoyanof's cafe,1240 9th ave.,?,?,?,516
629,straits cafe,3300 geary blvd.,?,415/668-1783,asian,517
630,suppenkuche,601 hayes st.,?,?,?,518
631,tadich grill,240 california st.,san francisco,415/391-2373,seafood,?
632,the heights,3235 sacramento st.,san francisco,415/474-8890,?,?
633,thepin,298 gough st.,san francisco,?,asian,?
634,ton kiang,3148 geary blvd.,?,?,asian,522
635,vertigo,600 montgomery st.,?,415/433-7250,?,523
636,vivande porta via,2125 fillmore st.,?,415/346-4430,?,524
637,vivande ristorante,670 golden gate ave.,san francisco,?,?,?
638,world wrapps,2257 chestnut st.,san francisco,415/563-9727,?,526
639,wu kong,101 spear st.,san francisco,415/957-9300,asian,527
640,yank sing,427 battery st.,?,?,asian,?
641,yaya cuisine,1220 9th ave.,san francisco,415/566-6966,greek and middle eastern,529
642,yoyo tsumami bistro,1611 post st.,?,?,?,530
643,zarzuela,2000 hyde st.,san francisco,415/346-0800,mexican/latin american/spanish,531
644,zuni cafe & grill,1658 market st.,san francisco,?,mediterranean,532
645,apple pan  the,10801 w. pico blvd.,?,310-475-3585,?,?
646,asahi ramen,2027 sawtelle blvd.,west la,310-479-2231,noodle shops,535
647,baja fresh,3345 kimber dr.,?,805-498-4049,mexican,536
648,belvedere  the,9882 little santa monica blvd.,beverly hills,310-788-2306,pacific new wave,537
649,benita's frites,1433 third st. promenade,santa monica,?,fast food,?
650,bernard's,515 s. olive st.,?,213-612-1580,continental,539
651,bistro 45,45 s. mentor ave.,?,?,?,540
652,brent's deli,19565 parthenia ave.,?,?,delis,541
653,brighton coffee shop,9600 brighton way,?,310-276-7732,coffee shops,?
654,bristol farms market cafe,1570 rosecrans ave. s.,pasadena,310-643-5229,?,543
655,bruno's,3838 centinela ave.,?,?,?,544
656,cafe '50s,838 lincoln blvd.,venice,310-399-1955,?,545
657,cafe blanc,9777 little santa monica blvd.,beverly hills,310-888-0108,pacific new wave,?
658,cassell's,3266 w. sixth st.,la,213-480-8668,?,547
659,chez melange,1716 pch,?,?,?,548
660,diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,?,549
661,don antonio's,1136 westwood blvd.,westwood,310-209-1422,italian,550
662,duke's,8909 sunset blvd.,?,?,coffee shops,?
663,falafel king,1059 broxton ave.,?,?,middle eastern,552
664,feast from the east,1949 westwood blvd.,west la,310-475-0400,chinese,553
665,gumbo pot  the,6333 w. third st.,la,?,cajun/creole,?
666,hollywood hills coffee shop,6145 franklin ave.,?,?,coffee shops,555
667,indo cafe,10428 1/2 national blvd.,?,310-815-1290,indonesian,556
668,jan's family restaurant,8424 beverly blvd.,?,?,?,557
669,jiraffe,502 santa monica blvd,?,?,californian,558
670,jody maroni's sausage kingdom,2011 ocean front walk,venice,?,hot dogs,559
671,joe's,1023 abbot kinney blvd.,?,310-399-5811,american (new),560
672,john o'groats,10516 w. pico blvd.,?,310-204-0692,?,?
673,johnnie's pastrami,4017 s. sepulveda blvd.,culver city,?,delis,562
674,johnny reb's southern smokehouse,4663 long beach blvd.,long beach,?,?,?
675,johnny rockets (la),7507 melrose ave.,la,?,american,?
676,killer shrimp,4000 colfax ave.,studio city,818-508-1570,?,565
677,kokomo cafe,6333 w. third st.,la,213-933-0773,?,566
678,koo koo roo,8393 w. beverly blvd.,?,?,?,567
679,la cachette,10506 little santa monica blvd.,century city,?,?,568
680,la salsa (la),22800 pch,malibu,310-456-6299,mexican,569
681,la serenata de garibaldi,1842 e. first,?,213-265-2887,?,?
682,langer's,704 s. alvarado st.,?,?,?,?
683,local nochol,30869 thousand oaks blvd.,?,?,?,?
684,main course  the,10509 w. pico blvd.,rancho park,?,american,?
685,mani's bakery & espresso bar,519 s. fairfax ave.,?,213-938-8800,?,?
686,martha's,22nd street grill 25 22nd,?,310-376-7786,?,575
687,maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,american,?
688,michael's (los angeles),1147 third st.,santa monica,?,californian,?
689,mishima,8474 w. third st.,la,?,noodle shops,?
690,mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers,579
691,mulberry st.,17040 ventura blvd.,encino,?,pizza,580
692,ocean park cafe,3117 ocean park blvd.,santa monica,310-452-5728,american,581
693,ocean star,145 n. atlantic blvd.,monterey park,818-308-2128,seafood,582
694,original pantry bakery,875 s. figueroa st. downtown,la,213-627-6879,?,583
695,parkway grill,510 s. arroyo pkwy.,?,818-795-1001,californian,?
696,pho hoa,642 broadway,?,?,?,?
697,pink's famous chili dogs,709 n. la brea ave.,?,213-931-4223,?,?
698,poquito mas,2635 w. olive ave.,?,?,mexican,587
699,r-23,923 e. third st.,los angeles,213-687-7178,japanese,588
700,rae's,2901 pico blvd.,santa monica,?,?,589
701,rubin's red hots,15322 ventura blvd.,?,818-905-6515,hot dogs,590
702,ruby's (la),45 s. fair oaks ave.,?,818-796-7829,?,591
703,russell's burgers,1198 pch,?,310-596-9556,hamburgers,592
704,ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills,310-859-8744,steakhouses,?
705,shiro,1505 mission st. s.,?,818-799-4774,?,?
706,sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,?
707,sweet lady jane,8360 melrose ave.,la,?,desserts,?
708,taiko,11677 san vicente blvd.,?,?,?,?
709,tommy's,2575 beverly blvd.,la,?,?,?
710,uncle bill's pancake house,1305 highland ave.,manhattan beach,310-545-5177,diners,599
711,water grill,544 s. grand ave.,?,?,seafood,?
712,zankou chicken,1415 e. colorado st.,?,818-244-1937,middle eastern,601
713,afghan kebab house,764 ninth ave.,new york city,?,afghan,602
714,arcadia,21 e. 62nd st.,?,212-223-2900,american (new),603
715,benny's burritos,93 ave. a,new york city,212-254-2054,mexican,604
716,cafe con leche,424 amsterdam ave.,new york city,212-595-7000,?,?
717,corner bistro,331 w. fourth st.,?,?,hamburgers,?
718,cucina della fontana,368 bleecker st.,new york city,212-242-0636,?,607
719,cucina di pesce,87 e. fourth st.,new york city,?,seafood,608
720,darbar,44 w. 56th st.,?,?,?,?
721,ej's luncheonette,432 sixth ave.,?,212-473-5555,diners,610
722,edison cafe,228 w. 47th st.,?,?,diners,?
723,elias corner,24-02 31st st.,queens,?,?,?
724,good enough to eat,483 amsterdam ave.,?,?,?,?
725,gray's papaya,2090 broadway,new york city,?,?,614
726,il mulino,86 w. third st.,new york city,212-673-3783,?,615
727,jackson diner,37-03 74th st.,?,718-672-1232,indian,616
728,joe's shanghai,9 pell st.,queens,?,chinese,?
729,john's pizzeria,48 w. 65th st.,new york city,212-721-7001,pizza,618
730,kelley & ping,127 greene st.,?,212-228-1212,?,619
731,kiev,117 second ave.,new york city,212-674-4040,ukrainian,?
732,kuruma zushi,2nd fl.,new york city,?,?,?
733,la caridad,2199 broadway,new york city,212-874-2780,?,622
734,la grenouille,3 e. 52nd st.,new york city,?,french (classic),623
735,lemongrass grill,61a seventh ave.,brooklyn,?,?,624
736,lombardi's,32 spring st.,new york city,212-941-7994,pizza,625
737,marnie's noodle shop,466 hudson st.,?,212-741-3214,asian,626
738,menchanko-tei,39 w. 55th st.,?,212-247-1585,japanese,627
739,mitali east-west,296 bleecker st.,?,212-989-1367,indian,628
740,monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,?,629
741,moustache,405 atlantic ave.,?,?,?,?
742,nobu,105 hudson st.,?,212-219-0500,?,631
743,one if by land  tibs,17 barrow st.,new york city,?,continental,?
744,oyster bar,lower level,?,?,seafood,?
745,palm,837 second ave.,?,212-687-2953,steakhouses,634
746,palm too,840 second ave.,?,?,?,635
747,patsy's pizza,19 old fulton st.,?,?,?,636
748,peter luger steak house,178 broadway,brooklyn,?,steakhouses,637
749,rose of india,308 e. sixth st.,new york city,?,indian,?
750,sam's noodle shop,411 third ave.,?,212-213-2288,?,639
751,sarabeth's,1295 madison ave.,?,212-410-7335,american,?
752,sparks steak house,210 e. 46th st.,new york city,212-687-4855,steakhouses,?
753,stick to your ribs,5-16 51st ave.,queens,?,?,642
754,sushisay,38 e. 51st st.,new york city,?,japanese,643
755,sylvia's,328 lenox ave.,new york city,?,southern/soul,?
756,szechuan hunan cottage,1588 york ave.,?,212-535-5223,?,?
757,szechuan kitchen,1460 first ave.,new york city,212-249-4615,?,?
758,teresa's,80 montague st.,queens,718-520-2910,polish,?
759,thai house cafe,151 hudson st.,new york city,?,thai,?
760,thailand restaurant,106 bayard st.,new york city,?,thai,649
761,veselka,144 second ave.,?,?,ukrainian,650
762,westside cottage,689 ninth ave.,new york city,?,?,651
763,windows on the world,107th fl.,new york city,212-524-7000,?,652
764,wollensky's grill,205 e. 49th st.,new york city,?,steakhouses,?
765,yama,122 e. 17th st.,new york city,?,?,?
766,zarela,953 second ave.,?,212-644-6740,?,655
767,andre's french restaurant,401 s. 6th st.,?,?,french (classic),656
768,buccaneer bay club,3300 las vegas blvd. s.,?,?,continental,?
769,buzio's in the rio,3700 w. flamingo rd.,?,702-252-7697,seafood,658
770,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,702-891-7374,seafood,?
771,fiore rotisserie & grille,3700 w. flamingo rd.,?,?,?,660
772,hugo's cellar,202 e. fremont st.,las vegas,?,?,?
773,madame ching's,3300 las vegas blvd. s.,?,?,?,?
774,mayflower cuisinier,4750 w. sahara ave.,?,702-870-8432,?,663
775,michael's (las vegas),3595 las vegas blvd. s.,?,702-737-7111,?,?
776,monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),?
777,moongate,3400 las vegas blvd. s.,las vegas,?,chinese,666
778,morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,?,?
779,nicky blair's,3925 paradise rd.,?,702-792-9900,?,?
780,piero's restaurant,355 convention center dr.,?,702-369-2305,italian,669
781,spago (las vegas),3500 las vegas blvd. s.,?,702-369-6300,?,670
782,steakhouse  the,128 e. fremont st.,?,?,?,671
783,stefano's,129 fremont st.,?,702-385-7111,italian,?
784,sterling brunch,3645 las vegas blvd. s.,?,702-739-4651,eclectic,?
785,tre visi,3799 las vegas blvd. s.,?,?,?,?
786,103 west,103 w. paces ferry rd.,atlanta,?,continental,?
787,alon's at the terrace,659 peachtree st.,?,404-724-0444,sandwiches,676
788,baker's cajun cafe,1134 euclid ave.,?,404-223-5039,?,677
789,barbecue kitchen,1437 virginia ave.,atlanta,?,?,?
790,bistro  the,56 e. andrews dr. nw,?,404-231-5733,french bistro,?
791,bobby & june's kountry kitchen,375 14th st.,?,?,?,680
792,bradshaw's restaurant,2911 s. pharr court,atlanta,?,southern/soul,681
793,brookhaven cafe,4274 peachtree rd.,atlanta,?,vegetarian,?
794,cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,?,683
795,canoe,4199 paces ferry rd.,?,?,?,684
796,carey's,1021 cobb pkwy. se,?,770-422-8042,hamburgers,685
797,carey's corner,1215 powers ferry rd.,?,770-933-0909,hamburgers,?
798,chops,70 w. paces ferry rd.,atlanta,?,?,687
799,chopstix,4279 roswell rd.,atlanta,?,chinese,688
800,deacon burton's soulfood restaurant,1029 edgewood ave. se,?,404-523-1929,?,689
801,eats,600 ponce de leon ave.,atlanta,404-888-9149,italian,?
802,flying biscuit  the,1655 mclendon ave.,atlanta,404-687-8888,?,691
803,frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,tex-mex,?
804,greenwood's,1087 green st.,roswell,770-992-5383,?,693
805,harold's barbecue,171 mcdonough blvd.,atlanta,404-627-9268,?,?
806,havana sandwich shop,2905 buford hwy.,?,404-636-4094,?,695
807,house of chan,2469 cobb pkwy.,?,?,?,696
808,indian delights,3675 satellite blvd.,duluth,?,indian,?
809,java jive,790 ponce de leon ave.,?,404-876-6161,?,698
810,johnny rockets (at),2970 cobb pkwy.,?,770-955-6068,?,699
811,kalo's coffee house,1248 clairmont rd.,?,?,coffeehouses,?
812,la fonda latina,4427 roswell rd.,?,404-303-8201,?,701
813,lettuce souprise you (at),3525 mall blvd.,duluth,?,?,702
814,majestic,1031 ponce de leon ave.,?,?,?,703
815,morton's of chicago (atlanta),303 peachtree st. ne,?,404-577-4366,steakhouses,?
816,my thai,1248 clairmont rd.,atlanta,?,?,?
817,nava,3060 peachtree rd.,?,404-240-1984,?,706
818,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,?,707
819,original pancake house (at),4330 peachtree rd.,atlanta,?,american,708
820,palm  the (atlanta),3391 peachtree rd. ne,?,?,steakhouses,?
821,rainbow restaurant,2118 n. decatur rd.,decatur,?,vegetarian,?
822,ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,american (new),?
823,riviera,519 e. paces ferry rd.,atlanta,?,mediterranean,712
824,silver skillet  the,200 14th st. nw,?,404-874-1388,?,713
825,soto,3330 piedmont rd.,atlanta,404-233-2005,?,?
826,thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,cafeterias,?
827,tortillas,774 ponce de leon ave. ne,?,404-892-0193,tex-mex,?
828,van gogh's restaurant & bar,70 w. crossville rd.,roswell,?,american (new),717
829,veggieland,220 sandy springs circle,atlanta,?,vegetarian,718
830,white house restaurant,3172 peachtree rd. ne,atlanta,?,?,719
831,zab-e-lee,4837 old national hwy.,college park,?,?,720
832,bill's place,2315 clement st.,san francisco,?,?,721
833,cafe flore,2298 market st.,san francisco,?,?,722
834,caffe greco,423 columbus ave.,?,?,?,723
835,campo santo,240 columbus ave.,?,?,?,724
836,cha cha cha's,1805 haight st.,?,415-386-5758,?,725
837,doidge's,2217 union st.,san francisco,415-921-2149,?,?
838,dottie's true blue cafe,522 jones st.,san francisco,415-885-2767,?,727
839,dusit thai,3221 mission st.,?,?,?,?
840,ebisu,1283 ninth ave.,?,?,japanese,?
