,name,addr,city,phone,type,class
422,morton's,551 5th ave. at 45th st.,new york,212/972-3315,american,310
423,motown cafe,104 w. 57th st.  near 6th ave.,new york,212/581-8030,american,311
424,new york kom tang soot bul house,32 w. 32nd st.,?,212/ 947-8482,?,?
425,new york noodletown,28 1/2 bowery at bayard st.,?,212/349-0923,asian,313
426,newsbar,2 w. 19th st.,new york,?,coffee bar,314
427,odeon,145 w. broadway at thomas st.,new york,?,american,?
428,orso,322 w. 46th st.,?,212/489-7212,?,?
429,osteria al droge,142 w. 44th st.,new york,?,?,?
430,otabe,68 e. 56th st.,new york,212/223-7575,asian,318
431,pacifica,138 lafayette st.  between canal and howard sts.,?,?,asian,?
432,palio,151 w. 51st. st.,?,212/245-4850,italian,?
433,pamir,1065 1st ave.  at 58th st.,new york,?,middle eastern,?
434,parioli romanissimo,24 e. 81st st.,new york,212/288-2391,italian,322
435,patria,250 park ave. s at 20th st.,new york,?,?,?
436,peacock alley,301 park ave.  between 49th and 50th sts.,?,212/872-4895,french,?
437,pen & pencil,205 e. 45th st.,new york,212/682-8660,?,325
438,penang soho,109 spring st.  between greene and mercer sts.,?,212/274-8883,asian,?
439,persepolis,1423 2nd ave.  between 74th and 75th sts.,?,212/535-1100,middle eastern,327
440,planet hollywood,140 w. 57th st.,new york,212/333-7827,?,328
441,pomaire,371 w. 46th st.  off 9th ave.,new york,212/ 956-3055,?,329
442,popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,212/595-8555,?,330
443,post house,28 e. 63rd st.,?,?,american,?
444,rain,100 w. 82nd st.,?,212/501-0776,asian,332
445,red tulip,439 e. 75th st.,new york,212/734-4893,eastern european,?
446,remi,145 w. 53rd st.,?,212/581-4242,?,?
447,republic,37a union sq. w  between 16th and 17th sts.,?,?,asian,335
448,roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,?,212/674-4140,?,336
449,rosa mexicano,1063 1st ave. at 58th st.,new york,?,mexican,337
450,ruth's chris,148 w. 51st st.,?,212/245-9600,?,338
451,s.p.q.r,133 mulberry st.  between hester and grand sts.,new york,212/925-3120,italian,339
452,sal anthony's,55 irving pl.,new york,?,italian,?
453,sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,212/673-0330,?,?
454,san pietro,18 e. 54th st.,new york,?,?,?
455,sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york,?,coffee bar,343
456,sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york,212/496-6280,?,?
457,sea grill,19 w. 49th st.,?,212/332-7610,seafood,345
458,serendipity,3 225 e. 60th st.,?,212/838-3531,american,346
459,seventh regiment mess and bar,643 park ave. at 66th st.,new york,212/744-4107,american,?
460,sfuzzi,58 w. 65th st.,new york,?,?,348
461,shaan,57 w. 48th st.,?,?,?,349
462,sofia fabulous pizza,1022 madison ave.  near 79th st.,?,?,?,350
463,spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,?,american,351
464,stage deli,834 7th ave.  between 53rd and 54th sts.,new york,?,?,?
465,stingray,428 amsterdam ave.  between 80th and 81st sts.,?,?,?,353
466,sweet'n'tart cafe,76 mott st. at canal st.,new york,?,?,354
467,t salon,143 mercer st. at prince st.,?,?,?,?
468,tang pavillion,65 w. 55th st.,?,?,asian,356
469,tapika,950 8th ave. at 56th st.,?,?,?,?
470,teresa's,103 1st ave.  between 6th and 7th sts.,?,212/228-0604,east european,?
471,terrace,400 w. 119th st.  between amsterdam and morningside aves.,?,212/666-9490,?,359
472,the coffee pot,350 9th ave. at 49th st.,new york,212/265-3566,?,360
473,the savannah club,2420 broadway at 89th st.,?,212/496-1066,american,361
474,trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,?,?,?,362
475,triangolo,345 e. 83rd st.,?,212/472-4488,italian,?
476,tribeca grill,375 greenwich st.  near franklin st.,new york,212/941-3900,?,364
477,trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,?,?,?
478,tse yang,34 e. 51st st.,?,?,asian,?
479,turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york,212/679-1810,middle eastern,?
480,two two two,222 w. 79th st.,new york,212/799-0400,american,?
481,veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york,212/674-7264,?,?
482,verbena,54 irving pl. at 17th st.,?,?,?,370
483,victor's cafe,52 236 w. 52nd st.,?,?,latin american,?
484,vince & eddie's,70 w. 68th st.,?,?,?,?
485,vong,200 e. 54th st.,?,212/486-9592,?,373
486,water club,500 e. 30th st.,new york,?,american,374
487,west,63rd street steakhouse 44 w. 63rd st.,?,?,american,?
488,xunta,174 1st ave.  between 10th and 11th sts.,?,212/614-0620,?,376
489,zen palate,34 union sq. e at 16th st.,new york,?,?,?
490,zoe,90 prince st.  between broadway and mercer st.,?,?,?,?
491,abbey,163 ponce de leon ave.,atlanta,404/876-8532,?,?
492,aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta,404/525-2062,?,380
493,annie's thai castle,3195 roswell rd.,?,404/264-9546,?,381
494,anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta,?,american,382
495,atlanta fish market,265 pharr rd.,atlanta,404/262-3165,?,?
496,beesley's of buckhead,260 e. paces ferry road,atlanta,404/264-1334,continental,384
497,bertolini's,3500 peachtree rd.  phipps plaza,?,?,italian,385
498,bistango,1100 peachtree st.,atlanta,404/724-0901,mediterranean,?
499,cafe renaissance,7050 jimmy carter blvd.  norcross,atlanta,770/441--0291,?,387
500,camille's,1186 n. highland ave.,?,404/872-7203,italian,388
501,cassis,3300 peachtree rd.  grand hyatt,atlanta,404/365-8100,?,?
502,city grill,50 hurt plaza,?,404/524-2489,international,390
503,coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta,?,?,?
504,colonnade restaurant,1879 cheshire bridge rd.,atlanta,404/874-5642,?,392
505,dante's down the hatch  buckhead,3380 peachtree rd.,?,404/266-1600,?,?
506,dante's down the hatch,underground underground mall  underground atlanta,?,404/577-1800,continental,394
507,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta,404/607-1622,barbecue,?
508,french quarter food shop,923 peachtree st.  at 8th st.,atlanta,404/875-2489,?,?
509,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,?,barbecue,?
510,horseradish grill,4320 powers ferry rd.,atlanta,404/255-7277,?,398
511,hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta,404/659-2788,asian,399
512,imperial fez,2285 peachtree rd.  peachtree battle condominium,?,?,mediterranean,400
513,kamogawa,3300 peachtree rd.  grand hyatt,?,?,asian,401
514,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,?,?,?,?
515,little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta,?,?,?
516,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,?,barbecue,404
517,luna si,1931 peachtree rd.,atlanta,404/355-5993,continental,405
518,mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,caribbean,?
519,mckinnon's louisiane,3209 maple dr.,atlanta,404/237-1313,?,407
520,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,?,?,?
521,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,?,?,fusion,?
522,palisades,1829 peachtree rd.,?,?,?,410
523,pleasant peasant,555 peachtree st.  at linden ave.,atlanta,404/874-3223,?,?
524,pricci,500 pharr rd.,atlanta,?,?,?
525,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta,?,american,413
526,rib ranch,25 irby ave.,atlanta,?,barbecue,414
527,sa tsu ki,3043 buford hwy.,?,404/325-5285,asian,415
528,sato sushi and thai,6050 peachtree pkwy.  norcross,?,770/449-0033,asian,?
529,south city kitchen,1144 crescent ave.,atlanta,404/873-7358,southern,417
530,south of france,2345 cheshire bridge rd.,?,?,?,418
531,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,?,?,?,?
532,sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,?,420
533,taste of new orleans,889 w. peachtree st.,?,404/874-5535,southern,?
534,tomtom,3393 peachtree rd.,?,404/264-1163,continental,422
535,antonio's,3700 w. flamingo,las vegas,?,italian,423
536,bally's big kitchen,3645 las vegas blvd. s,las vegas,702/739-4111,?,?
537,bamboo garden,4850 flamingo rd.,las vegas,?,?,425
538,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,702/732-1424,?,426
539,bertolini's,3570 las vegas blvd. s,las vegas,?,italian,?
540,binion's coffee shop,128 fremont st.,?,?,?,?
541,bistro,3400 las vegas blvd. s,las vegas,?,continental,429
542,broiler,4111 boulder hwy.,?,?,?,?
543,bugsy's diner,3555 las vegas blvd. s,las vegas,?,?,431
544,cafe michelle,1350 e. flamingo rd.,?,702/735-8686,?,432
545,cafe roma,3570 las vegas blvd. s,?,?,?,433
546,capozzoli's,3333 s. maryland pkwy.,las vegas,702/731-5311,italian,434
547,carnival world,3700 w. flamingo rd.,las vegas,?,?,?
548,center stage plaza hotel,1 main st.,las vegas,?,american,?
549,circus circus,2880 las vegas blvd. s,?,?,buffets,?
550,empress court,3570 las vegas blvd. s,las vegas,?,?,?
551,feast,2411 w. sahara ave.,las vegas,702/367-2411,buffets,?
552,golden nugget hotel,129 e. fremont st.,las vegas,?,?,440
553,golden steer,308 w. sahara ave.,las vegas,?,steak houses,441
554,lillie langtry's,129 e. fremont st.,?,702/385-7111,asian,442
555,mandarin court,1510 e. flamingo rd.,las vegas,702/737-1234,asian,443
556,margarita's mexican cantina,3120 las vegas blvd. s,las vegas,702/794-8200,?,444
557,mary's diner,5111 w. boulder hwy.,las vegas,702/454-8073,coffee shops/diners,?
558,mikado,3400 las vegas blvd. s,?,?,?,?
559,pamplemousse,400 e. sahara ave.,?,702/733-2066,?,?
560,ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,coffee shops/diners,?
561,the bacchanal,3570 las vegas blvd. s,las vegas,?,?,?
562,venetian,3713 w. sahara ave.,?,?,?,450
563,viva mercado's,6182 w. flamingo rd.,?,702/871-8826,mexican,451
564,yolie's,3900 paradise rd.,las vegas,?,steak houses,?
565,2223,2223 market st.,san francisco,415/431-0692,?,453
566,acquarello,1722 sacramento st.,san francisco,415/567-5432,italian,?
567,bardelli's,243 o'farrell st.,san francisco,?,old san francisco,455
568,betelnut,2030 union st.,san francisco,?,asian,?
569,bistro roti,155 steuart st.,san francisco,415/495-6500,?,457
570,bix,56 gold st.,san francisco,?,american,458
571,bizou,598 fourth st.,san francisco,415/543-2222,french,?
572,buca giovanni,800 greenwich st.,?,?,italian,?
573,cafe adriano,3347 fillmore st.,?,415/474-4180,italian,461
574,cafe marimba,2317 chestnut st.,?,?,mexican/latin american/spanish,462
575,california culinary academy,625 polk st.,?,?,?,463
576,capp's corner,1600 powell st.,san francisco,415/989-2589,?,464
577,carta,1772 market st.,san francisco,?,american,?
578,chevys,4th and howard sts.,san francisco,?,mexican/latin american/spanish,466
579,cypress club,500 jackson st.,?,415/296-8555,american,467
580,des alpes,732 broadway,?,415/788-9900,?,468
581,faz,161 sutter st.,?,415/362-0404,?,?
582,fog city diner,1300 battery st.,san francisco,415/982-2000,american,?
583,garden court,market and new montgomery sts.,san francisco,415/546-5011,old san francisco,?
584,gaylord's,ghirardelli sq.,san francisco,415/771-8822,?,?
585,grand cafe hotel monaco,501 geary st.,san francisco,415/292-0101,?,?
586,greens,bldg. a fort mason,san francisco,?,?,?
587,harbor village,4 embarcadero center,san francisco,?,asian,475
588,harris',2100 van ness ave.,?,?,?,?
589,harry denton's,161 steuart st.,san francisco,415/882-1333,american,477
590,hayes street grill,320 hayes st.,san francisco,?,seafood,478
591,helmand,430 broadway,?,?,?,479
592,hong kong flower lounge,5322 geary blvd.,?,?,?,?
593,hong kong villa,2332 clement st.,?,415/752-8833,asian,481
594,hyde street bistro,1521 hyde st.,san francisco,?,?,?
595,il fornaio levi's plaza,1265 battery st.,san francisco,415/986-0100,?,?
596,izzy's steak & chop house,3345 steiner st.,san francisco,415/563-0487,steak houses,484
597,jack's,615 sacramento st.,san francisco,?,old san francisco,?
598,kabuto sushi,5116 geary blvd.,san francisco,415/752-5652,?,486
599,katia's,600 5th ave.,?,?,?,?
600,kuleto's,221 powell st.,?,?,?,488
601,kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,?,415/546-5000,asian,489
602,l'osteria del forno,519 columbus ave.,san francisco,?,italian,490
603,le central,453 bush st.,san francisco,415/391-2233,?,?
604,le soleil,133 clement st.,?,?,asian,?
605,macarthur park,607 front st.,?,?,american,?
606,manora,3226 mission st.,san francisco,415/861-6224,?,494
607,maykadeh,470 green st.,?,415/362-8286,greek and middle eastern,495
608,mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,?,?
609,millennium,246 mcallister st.,?,415/487-9800,vegetarian,?
610,moose's,1652 stockton st.,san francisco,?,?,?
611,north india,3131 webster st.,san francisco,415/931-1556,?,?
612,one market,1 market st.,san francisco,415/777-5577,american,500
613,oritalia,1915 fillmore st.,?,415/346-1333,?,?
614,pacific pan pacific hotel,500 post st.,?,415/929-2087,french,502
615,palio d'asti,640 sacramento st.,san francisco,?,?,503
616,pane e vino,3011 steiner st.,san francisco,?,?,504
617,pastis,1015 battery st.,san francisco,415/391-2555,?,?
618,perry's,1944 union st.,san francisco,415/922-9022,american,506
619,r&g lounge,631 b kearny st.,san francisco,415/982-7877,or 415/982-3811 asian,507
620,rubicon,558 sacramento st.,?,?,american,?
621,rumpus,1 tillman pl.,?,415/421-2300,american,509
622,sanppo,1702 post st.,san francisco,?,?,?
623,scala's bistro,432 powell st.,san francisco,415/395-8555,italian,?
624,south park cafe,108 south park,?,415/495-7275,?,?
625,splendido embarcadero,4,?,415/986-3222,mediterranean,?
626,stars,150 redwood alley,san francisco,415/861-7827,?,514
627,stars cafe,500 van ness ave.,?,?,american,515
628,stoyanof's cafe,1240 9th ave.,?,?,?,?
629,straits cafe,3300 geary blvd.,?,415/668-1783,asian,517
630,suppenkuche,601 hayes st.,?,?,russian/german,?
631,tadich grill,240 california st.,san francisco,415/391-2373,seafood,519
632,the heights,3235 sacramento st.,?,?,french,520
633,thepin,298 gough st.,san francisco,415/863-9335,?,521
634,ton kiang,3148 geary blvd.,san francisco,415/752-4440,asian,?
635,vertigo,600 montgomery st.,?,?,mediterranean,523
636,vivande porta via,2125 fillmore st.,?,415/346-4430,italian,?
637,vivande ristorante,670 golden gate ave.,san francisco,?,?,?
638,world wrapps,2257 chestnut st.,san francisco,?,?,?
639,wu kong,101 spear st.,san francisco,415/957-9300,asian,?
640,yank sing,427 battery st.,?,?,?,528
641,yaya cuisine,1220 9th ave.,?,?,?,?
642,yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,french,530
643,zarzuela,2000 hyde st.,san francisco,415/346-0800,mexican/latin american/spanish,?
644,zuni cafe & grill,1658 market st.,?,?,mediterranean,532
645,apple pan  the,10801 w. pico blvd.,?,310-475-3585,?,534
646,asahi ramen,2027 sawtelle blvd.,?,310-479-2231,?,?
647,baja fresh,3345 kimber dr.,?,?,?,?
648,belvedere  the,9882 little santa monica blvd.,beverly hills,310-788-2306,?,?
649,benita's frites,1433 third st. promenade,santa monica,?,?,538
650,bernard's,515 s. olive st.,?,?,?,?
651,bistro 45,45 s. mentor ave.,pasadena,818-795-2478,californian,?
652,brent's deli,19565 parthenia ave.,northridge,?,?,541
653,brighton coffee shop,9600 brighton way,beverly hills,?,coffee shops,?
654,bristol farms market cafe,1570 rosecrans ave. s.,pasadena,?,?,543
655,bruno's,3838 centinela ave.,mar vista,?,italian,544
656,cafe '50s,838 lincoln blvd.,?,310-399-1955,?,545
657,cafe blanc,9777 little santa monica blvd.,?,310-888-0108,pacific new wave,?
658,cassell's,3266 w. sixth st.,la,213-480-8668,?,?
659,chez melange,1716 pch,?,?,?,548
660,diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,russian,?
661,don antonio's,1136 westwood blvd.,?,310-209-1422,?,?
662,duke's,8909 sunset blvd.,?,?,coffee shops,551
663,falafel king,1059 broxton ave.,westwood,?,?,552
664,feast from the east,1949 westwood blvd.,west la,310-475-0400,chinese,553
665,gumbo pot  the,6333 w. third st.,la,213-933-0358,?,?
666,hollywood hills coffee shop,6145 franklin ave.,?,213-467-7678,?,?
667,indo cafe,10428 1/2 national blvd.,la,310-815-1290,?,?
668,jan's family restaurant,8424 beverly blvd.,la,213-651-2866,coffee shops,?
669,jiraffe,502 santa monica blvd,santa monica,310-917-6671,californian,558
670,jody maroni's sausage kingdom,2011 ocean front walk,venice,310-306-1995,hot dogs,?
671,joe's,1023 abbot kinney blvd.,?,310-399-5811,?,560
672,john o'groats,10516 w. pico blvd.,?,?,?,?
673,johnnie's pastrami,4017 s. sepulveda blvd.,?,310-397-6654,delis,?
674,johnny reb's southern smokehouse,4663 long beach blvd.,long beach,?,?,563
675,johnny rockets (la),7507 melrose ave.,la,213-651-3361,american,564
676,killer shrimp,4000 colfax ave.,?,818-508-1570,seafood,565
677,kokomo cafe,6333 w. third st.,?,?,american,566
678,koo koo roo,8393 w. beverly blvd.,la,213-655-9045,chicken,?
679,la cachette,10506 little santa monica blvd.,century city,310-470-4992,french (new),568
680,la salsa (la),22800 pch,malibu,310-456-6299,?,?
681,la serenata de garibaldi,1842 e. first,st. boyle hts.,213-265-2887,?,570
682,langer's,704 s. alvarado st.,?,213-483-8050,delis,571
683,local nochol,30869 thousand oaks blvd.,westlake village,?,health food,?
684,main course  the,10509 w. pico blvd.,rancho park,310-475-7564,american,573
685,mani's bakery & espresso bar,519 s. fairfax ave.,la,?,desserts,?
686,martha's,22nd street grill 25 22nd,st. hermosa beach,?,?,575
687,maxwell's cafe,13329 washington blvd.,marina del rey,?,?,576
688,michael's (los angeles),1147 third st.,?,?,?,?
689,mishima,8474 w. third st.,la,?,?,578
690,mo better meatty meat,7261 melrose ave.,?,?,hamburgers,?
691,mulberry st.,17040 ventura blvd.,encino,818-906-8881,pizza,?
692,ocean park cafe,3117 ocean park blvd.,santa monica,?,?,581
693,ocean star,145 n. atlantic blvd.,?,818-308-2128,seafood,582
694,original pantry bakery,875 s. figueroa st. downtown,?,?,diners,?
695,parkway grill,510 s. arroyo pkwy.,pasadena,?,?,?
696,pho hoa,642 broadway,chinatown,213-626-5530,vietnamese,?
697,pink's famous chili dogs,709 n. la brea ave.,?,?,?,586
698,poquito mas,2635 w. olive ave.,burbank,818-563-2252,mexican,?
699,r-23,923 e. third st.,los angeles,213-687-7178,?,588
700,rae's,2901 pico blvd.,santa monica,310-828-7937,diners,589
701,rubin's red hots,15322 ventura blvd.,?,?,?,590
702,ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners,?
703,russell's burgers,1198 pch,seal beach,310-596-9556,?,?
704,ruth's chris steak house (los angeles),224 s. beverly dr.,?,310-859-8744,steakhouses,593
705,shiro,1505 mission st. s.,?,?,pacific new wave,594
706,sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,?
707,sweet lady jane,8360 melrose ave.,?,213-653-7145,desserts,596
708,taiko,11677 san vicente blvd.,brentwood,?,?,597
709,tommy's,2575 beverly blvd.,?,213-389-9060,hamburgers,?
710,uncle bill's pancake house,1305 highland ave.,?,310-545-5177,diners,599
711,water grill,544 s. grand ave.,los angeles,213-891-0900,?,?
712,zankou chicken,1415 e. colorado st.,?,?,middle eastern,?
713,afghan kebab house,764 ninth ave.,?,?,afghan,602
714,arcadia,21 e. 62nd st.,new york city,212-223-2900,american (new),603
715,benny's burritos,93 ave. a,new york city,212-254-2054,mexican,604
716,cafe con leche,424 amsterdam ave.,?,212-595-7000,?,?
717,corner bistro,331 w. fourth st.,new york city,212-242-9502,?,?
718,cucina della fontana,368 bleecker st.,?,212-242-0636,italian,?
719,cucina di pesce,87 e. fourth st.,new york city,212-260-6800,seafood,?
720,darbar,44 w. 56th st.,new york city,?,?,?
721,ej's luncheonette,432 sixth ave.,new york city,212-473-5555,?,610
722,edison cafe,228 w. 47th st.,?,212-840-5000,?,611
723,elias corner,24-02 31st st.,?,?,?,?
724,good enough to eat,483 amsterdam ave.,?,212-496-0163,?,613
725,gray's papaya,2090 broadway,?,?,hot dogs,?
726,il mulino,86 w. third st.,new york city,212-673-3783,italian,615
727,jackson diner,37-03 74th st.,?,718-672-1232,indian,616
728,joe's shanghai,9 pell st.,queens,718-539-3838,chinese,617
729,john's pizzeria,48 w. 65th st.,new york city,?,pizza,618
730,kelley & ping,127 greene st.,?,?,pan-asian,?
731,kiev,117 second ave.,?,?,ukrainian,620
732,kuruma zushi,2nd fl.,new york city,?,?,621
733,la caridad,2199 broadway,new york city,212-874-2780,?,622
734,la grenouille,3 e. 52nd st.,new york city,?,?,623
735,lemongrass grill,61a seventh ave.,brooklyn,?,thai,624
736,lombardi's,32 spring st.,new york city,212-941-7994,pizza,?
737,marnie's noodle shop,466 hudson st.,?,212-741-3214,asian,626
738,menchanko-tei,39 w. 55th st.,new york city,?,?,627
739,mitali east-west,296 bleecker st.,?,?,?,628
740,monsoon (ny),435 amsterdam ave.,new york city,?,thai,629
741,moustache,405 atlantic ave.,?,?,?,630
742,nobu,105 hudson st.,new york city,212-219-0500,?,631
743,one if by land  tibs,17 barrow st.,?,212-228-0822,continental,632
744,oyster bar,lower level,new york city,212-490-6650,?,633
745,palm,837 second ave.,new york city,212-687-2953,steakhouses,634
746,palm too,840 second ave.,new york city,212-697-5198,steakhouses,?
747,patsy's pizza,19 old fulton st.,brooklyn,?,pizza,636
748,peter luger steak house,178 broadway,brooklyn,?,steakhouses,?
749,rose of india,308 e. sixth st.,new york city,212-533-5011,indian,?
750,sam's noodle shop,411 third ave.,?,?,?,?
751,sarabeth's,1295 madison ave.,new york city,212-410-7335,american,?
752,sparks steak house,210 e. 46th st.,new york city,?,?,641
753,stick to your ribs,5-16 51st ave.,queens,718-937-3030,?,642
754,sushisay,38 e. 51st st.,?,212-755-1780,?,?
755,sylvia's,328 lenox ave.,new york city,?,southern/soul,644
756,szechuan hunan cottage,1588 york ave.,new york city,?,chinese,645
757,szechuan kitchen,1460 first ave.,new york city,212-249-4615,?,?
758,teresa's,80 montague st.,queens,718-520-2910,polish,?
759,thai house cafe,151 hudson st.,?,?,thai,648
760,thailand restaurant,106 bayard st.,?,212-349-3132,thai,?
761,veselka,144 second ave.,new york city,?,?,650
762,westside cottage,689 ninth ave.,?,212-245-0800,chinese,?
763,windows on the world,107th fl.,new york city,?,eclectic,?
764,wollensky's grill,205 e. 49th st.,?,212-753-0444,steakhouses,?
765,yama,122 e. 17th st.,new york city,?,?,?
766,zarela,953 second ave.,new york city,212-644-6740,mexican,655
767,andre's french restaurant,401 s. 6th st.,las vegas,?,?,?
768,buccaneer bay club,3300 las vegas blvd. s.,las vegas,?,continental,?
769,buzio's in the rio,3700 w. flamingo rd.,las vegas,?,seafood,?
770,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,?,?,659
771,fiore rotisserie & grille,3700 w. flamingo rd.,las vegas,?,italian,660
772,hugo's cellar,202 e. fremont st.,?,?,continental,661
773,madame ching's,3300 las vegas blvd. s.,?,702-894-7111,?,?
774,mayflower cuisinier,4750 w. sahara ave.,las vegas,?,chinese,663
775,michael's (las vegas),3595 las vegas blvd. s.,las vegas,702-737-7111,continental,664
776,monte carlo,3145 las vegas blvd. s.,las vegas,?,french (new),665
777,moongate,3400 las vegas blvd. s.,las vegas,702-791-7352,?,?
778,morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,?,?
779,nicky blair's,3925 paradise rd.,las vegas,?,italian,668
780,piero's restaurant,355 convention center dr.,las vegas,?,italian,?
781,spago (las vegas),3500 las vegas blvd. s.,las vegas,?,californian,670
782,steakhouse  the,128 e. fremont st.,?,702-382-1600,?,?
783,stefano's,129 fremont st.,las vegas,?,italian,?
784,sterling brunch,3645 las vegas blvd. s.,las vegas,?,eclectic,?
785,tre visi,3799 las vegas blvd. s.,las vegas,?,?,674
786,103 west,103 w. paces ferry rd.,?,?,continental,675
787,alon's at the terrace,659 peachtree st.,?,404-724-0444,?,676
788,baker's cajun cafe,1134 euclid ave.,atlanta,?,?,677
789,barbecue kitchen,1437 virginia ave.,?,404-766-9906,?,678
790,bistro  the,56 e. andrews dr. nw,atlanta,?,french bistro,?
791,bobby & june's kountry kitchen,375 14th st.,?,404-876-3872,southern/soul,680
792,bradshaw's restaurant,2911 s. pharr court,atlanta,?,southern/soul,?
793,brookhaven cafe,4274 peachtree rd.,atlanta,?,?,682
794,cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food,683
795,canoe,4199 paces ferry rd.,?,770-432-2663,american (new),684
796,carey's,1021 cobb pkwy. se,marietta,770-422-8042,hamburgers,685
797,carey's corner,1215 powers ferry rd.,marietta,770-933-0909,?,686
798,chops,70 w. paces ferry rd.,?,404-262-2675,?,687
799,chopstix,4279 roswell rd.,atlanta,404-255-4868,chinese,688
800,deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,?,southern/soul,689
801,eats,600 ponce de leon ave.,atlanta,?,italian,690
802,flying biscuit  the,1655 mclendon ave.,?,?,eclectic,?
803,frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,?,692
804,greenwood's,1087 green st.,roswell,?,southern/soul,693
805,harold's barbecue,171 mcdonough blvd.,atlanta,?,?,694
806,havana sandwich shop,2905 buford hwy.,atlanta,404-636-4094,cuban,695
807,house of chan,2469 cobb pkwy.,smyrna,?,chinese,696
808,indian delights,3675 satellite blvd.,?,100-813-8212,?,?
809,java jive,790 ponce de leon ave.,atlanta,404-876-6161,?,698
810,johnny rockets (at),2970 cobb pkwy.,atlanta,?,american,?
811,kalo's coffee house,1248 clairmont rd.,?,?,coffeehouses,?
812,la fonda latina,4427 roswell rd.,atlanta,?,spanish,?
813,lettuce souprise you (at),3525 mall blvd.,?,770-418-9969,?,?
814,majestic,1031 ponce de leon ave.,?,404-875-0276,diners,?
815,morton's of chicago (atlanta),303 peachtree st. ne,atlanta,404-577-4366,steakhouses,?
816,my thai,1248 clairmont rd.,?,404-636-4280,thai,705
817,nava,3060 peachtree rd.,?,404-240-1984,?,706
818,nuevo laredo cantina,1495 chattahoochee ave. nw,?,404-352-9009,?,707
819,original pancake house (at),4330 peachtree rd.,?,404-237-4116,american,708
820,palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,?,?
821,rainbow restaurant,2118 n. decatur rd.,decatur,404-633-3538,vegetarian,710
822,ritz-carlton cafe (atlanta),181 peachtree st.,atlanta,404-659-0400,?,?
823,riviera,519 e. paces ferry rd.,atlanta,?,mediterranean,712
824,silver skillet  the,200 14th st. nw,atlanta,?,coffee shops,713
825,soto,3330 piedmont rd.,?,404-233-2005,?,714
826,thelma's kitchen,764 marietta st. nw,atlanta,404-688-5855,cafeterias,?
827,tortillas,774 ponce de leon ave. ne,atlanta,?,tex-mex,716
828,van gogh's restaurant & bar,70 w. crossville rd.,?,?,?,717
829,veggieland,220 sandy springs circle,atlanta,?,vegetarian,718
830,white house restaurant,3172 peachtree rd. ne,?,?,diners,?
831,zab-e-lee,4837 old national hwy.,college park,404-768-2705,?,720
832,bill's place,2315 clement st.,san francisco,415-221-5262,?,?
833,cafe flore,2298 market st.,san francisco,?,?,?
834,caffe greco,423 columbus ave.,san francisco,415-397-6261,?,723
835,campo santo,240 columbus ave.,san francisco,415-433-9623,?,724
836,cha cha cha's,1805 haight st.,?,?,caribbean,?
837,doidge's,2217 union st.,san francisco,?,?,726
838,dottie's true blue cafe,522 jones st.,san francisco,415-885-2767,?,727
839,dusit thai,3221 mission st.,san francisco,415-826-4639,thai,?
840,ebisu,1283 ninth ave.,san francisco,?,?,729
