,name,addr,city,phone,type,class
436,peacock alley,301 park ave.  between 49th and 50th sts.,?,?,french,324
437,pen & pencil,205 e. 45th st.,?,212/682-8660,american,325
438,penang soho,109 spring st.  between greene and mercer sts.,new york,212/274-8883,?,326
439,persepolis,1423 2nd ave.  between 74th and 75th sts.,?,212/535-1100,middle eastern,327
440,planet hollywood,140 w. 57th st.,?,?,?,328
441,pomaire,371 w. 46th st.  off 9th ave.,new york,?,?,329
442,popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,?,american,330
443,post house,28 e. 63rd st.,new york,212/935-2888,?,?
444,rain,100 w. 82nd st.,new york,?,asian,332
445,red tulip,439 e. 75th st.,?,?,?,?
446,remi,145 w. 53rd st.,?,212/581-4242,italian,334
447,republic,37a union sq. w  between 16th and 17th sts.,?,?,?,?
448,roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,?,?,continental,336
449,rosa mexicano,1063 1st ave. at 58th st.,?,?,mexican,?
450,ruth's chris,148 w. 51st st.,?,?,american,?
451,s.p.q.r,133 mulberry st.  between hester and grand sts.,?,?,italian,?
452,sal anthony's,55 irving pl.,new york,?,italian,?
453,sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,?,?,?
454,san pietro,18 e. 54th st.,new york,212/753-9015,?,?
455,sant ambroeus,1000 madison ave.  between 77th and 78th sts.,?,?,?,?
456,sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,?,?,american,?
457,sea grill,19 w. 49th st.,?,?,?,345
458,serendipity,3 225 e. 60th st.,new york,?,?,?
459,seventh regiment mess and bar,643 park ave. at 66th st.,?,212/744-4107,american,347
460,sfuzzi,58 w. 65th st.,new york,?,?,348
461,shaan,57 w. 48th st.,?,?,?,?
462,sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,?,italian,?
463,spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,212/966-0290,?,351
464,stage deli,834 7th ave.  between 53rd and 54th sts.,new york,?,delicatessen,352
465,stingray,428 amsterdam ave.  between 80th and 81st sts.,?,?,?,?
466,sweet'n'tart cafe,76 mott st. at canal st.,?,212/334-8088,?,?
467,t salon,143 mercer st. at prince st.,?,212/925-3700,?,?
468,tang pavillion,65 w. 55th st.,new york,212/956-6888,?,?
469,tapika,950 8th ave. at 56th st.,?,212/ 397-3737,?,357
470,teresa's,103 1st ave.  between 6th and 7th sts.,?,212/228-0604,?,?
471,terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york,212/666-9490,continental,359
472,the coffee pot,350 9th ave. at 49th st.,?,?,?,?
473,the savannah club,2420 broadway at 89th st.,?,212/496-1066,?,361
474,trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york,212/245-9800,?,?
475,triangolo,345 e. 83rd st.,new york,212/472-4488,?,?
476,tribeca grill,375 greenwich st.  near franklin st.,?,?,american,364
477,trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,?,?,365
478,tse yang,34 e. 51st st.,new york,?,asian,366
479,turkish kitchen,386 3rd ave.  between 27th and 28th sts.,?,?,middle eastern,367
480,two two two,222 w. 79th st.,new york,?,american,?
481,veniero's pasticceria,342 e. 11th st.  near 1st ave.,?,?,?,?
482,verbena,54 irving pl. at 17th st.,new york,?,american,370
483,victor's cafe,52 236 w. 52nd st.,new york,212/586-7714,?,371
484,vince & eddie's,70 w. 68th st.,new york,212/721-0068,?,?
485,vong,200 e. 54th st.,?,212/486-9592,?,?
486,water club,500 e. 30th st.,?,?,american,?
487,west,63rd street steakhouse 44 w. 63rd st.,?,212/246-6363,?,?
488,xunta,174 1st ave.  between 10th and 11th sts.,new york,?,?,376
489,zen palate,34 union sq. e at 16th st.,new york,212/614-9291,and 212/614-9345 asian,377
490,zoe,90 prince st.  between broadway and mercer st.,new york,?,?,?
491,abbey,163 ponce de leon ave.,atlanta,?,?,?
492,aleck's barbecue heaven,783 martin luther king jr. dr.,?,?,barbecue,?
493,annie's thai castle,3195 roswell rd.,?,404/264-9546,?,?
494,anthonys,3109 piedmont rd.  just south of peachtree rd.,?,?,american,382
495,atlanta fish market,265 pharr rd.,?,?,?,?
496,beesley's of buckhead,260 e. paces ferry road,?,?,continental,384
497,bertolini's,3500 peachtree rd.  phipps plaza,?,?,italian,?
498,bistango,1100 peachtree st.,atlanta,?,?,386
499,cafe renaissance,7050 jimmy carter blvd.  norcross,?,770/441--0291,american,387
500,camille's,1186 n. highland ave.,atlanta,404/872-7203,italian,?
501,cassis,3300 peachtree rd.  grand hyatt,?,404/365-8100,?,?
502,city grill,50 hurt plaza,atlanta,?,?,?
503,coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta,404/364-0212,caribbean,?
504,colonnade restaurant,1879 cheshire bridge rd.,?,?,?,?
505,dante's down the hatch  buckhead,3380 peachtree rd.,?,?,continental,?
506,dante's down the hatch,underground underground mall  underground atlanta,?,404/577-1800,?,?
507,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,?,404/607-1622,barbecue,395
508,french quarter food shop,923 peachtree st.  at 8th st.,?,404/875-2489,?,396
509,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,?,770/242-3984,barbecue,?
510,horseradish grill,4320 powers ferry rd.,atlanta,?,southern,?
511,hsu's gourmet,192 peachtree center ave.  at international blvd.,?,404/659-2788,?,?
512,imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta,404/351-0870,?,400
513,kamogawa,3300 peachtree rd.  grand hyatt,?,?,asian,?
514,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,?,?,?,402
515,little szechuan,c buford hwy.  northwoods plaza  doraville,?,?,asian,403
516,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,?,?,?,?
517,luna si,1931 peachtree rd.,?,404/355-5993,continental,405
518,mambo restaurante cubano,1402 n. highland ave.,?,404/874-2626,?,?
519,mckinnon's louisiane,3209 maple dr.,atlanta,?,?,407
520,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,?,italian,408
521,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,?,fusion,?
522,palisades,1829 peachtree rd.,?,?,?,410
523,pleasant peasant,555 peachtree st.  at linden ave.,?,?,?,?
524,pricci,500 pharr rd.,atlanta,?,italian,?
525,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta,?,?,413
526,rib ranch,25 irby ave.,?,404/233-7644,barbecue,?
527,sa tsu ki,3043 buford hwy.,?,?,asian,?
528,sato sushi and thai,6050 peachtree pkwy.  norcross,?,770/449-0033,?,416
529,south city kitchen,1144 crescent ave.,?,404/873-7358,?,?
530,south of france,2345 cheshire bridge rd.,atlanta,404/325-6963,?,418
531,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,?,?,?,?
532,sundown cafe,2165 cheshire bridge rd.,atlanta,?,american,?
533,taste of new orleans,889 w. peachtree st.,atlanta,?,?,?
534,tomtom,3393 peachtree rd.,?,?,?,422
535,antonio's,3700 w. flamingo,?,?,?,?
536,bally's big kitchen,3645 las vegas blvd. s,?,702/739-4111,?,?
537,bamboo garden,4850 flamingo rd.,?,?,?,?
538,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,?,italian,426
539,bertolini's,3570 las vegas blvd. s,?,?,?,?
540,binion's coffee shop,128 fremont st.,las vegas,?,?,?
541,bistro,3400 las vegas blvd. s,?,?,?,429
542,broiler,4111 boulder hwy.,?,702/432-7777,?,430
543,bugsy's diner,3555 las vegas blvd. s,?,702/733-3111,?,?
544,cafe michelle,1350 e. flamingo rd.,?,?,american,?
545,cafe roma,3570 las vegas blvd. s,las vegas,702/731-7547,?,433
546,capozzoli's,3333 s. maryland pkwy.,?,?,?,434
547,carnival world,3700 w. flamingo rd.,?,?,?,?
548,center stage plaza hotel,1 main st.,?,?,?,436
549,circus circus,2880 las vegas blvd. s,?,702/734-0410,buffets,?
550,empress court,3570 las vegas blvd. s,?,?,?,?
551,feast,2411 w. sahara ave.,?,?,buffets,439
552,golden nugget hotel,129 e. fremont st.,las vegas,?,buffets,?
553,golden steer,308 w. sahara ave.,las vegas,?,steak houses,?
554,lillie langtry's,129 e. fremont st.,?,?,?,442
555,mandarin court,1510 e. flamingo rd.,las vegas,?,?,443
556,margarita's mexican cantina,3120 las vegas blvd. s,?,?,?,444
557,mary's diner,5111 w. boulder hwy.,?,?,?,?
558,mikado,3400 las vegas blvd. s,?,?,?,?
559,pamplemousse,400 e. sahara ave.,?,702/733-2066,continental,447
560,ralph's diner,3000 las vegas blvd. s,?,?,?,?
561,the bacchanal,3570 las vegas blvd. s,las vegas,?,?,449
562,venetian,3713 w. sahara ave.,las vegas,?,italian,?
563,viva mercado's,6182 w. flamingo rd.,las vegas,702/871-8826,mexican,?
564,yolie's,3900 paradise rd.,las vegas,?,?,452
565,2223,2223 market st.,?,415/431-0692,?,453
566,acquarello,1722 sacramento st.,?,415/567-5432,?,?
567,bardelli's,243 o'farrell st.,?,415/982-0243,?,?
568,betelnut,2030 union st.,?,?,?,456
569,bistro roti,155 steuart st.,?,?,?,?
570,bix,56 gold st.,?,415/433-6300,?,458
571,bizou,598 fourth st.,san francisco,?,?,?
572,buca giovanni,800 greenwich st.,san francisco,?,?,?
573,cafe adriano,3347 fillmore st.,?,415/474-4180,?,?
574,cafe marimba,2317 chestnut st.,san francisco,415/776-1506,?,?
575,california culinary academy,625 polk st.,?,?,?,?
576,capp's corner,1600 powell st.,san francisco,415/989-2589,italian,?
577,carta,1772 market st.,?,?,american,465
578,chevys,4th and howard sts.,san francisco,?,mexican/latin american/spanish,466
579,cypress club,500 jackson st.,?,?,?,?
580,des alpes,732 broadway,?,415/788-9900,french,?
581,faz,161 sutter st.,?,?,?,469
582,fog city diner,1300 battery st.,?,415/982-2000,?,?
583,garden court,market and new montgomery sts.,?,?,?,?
584,gaylord's,ghirardelli sq.,san francisco,415/771-8822,?,?
585,grand cafe hotel monaco,501 geary st.,san francisco,?,american,?
586,greens,bldg. a fort mason,?,?,?,?
587,harbor village,4 embarcadero center,?,415/781-8833,asian,?
588,harris',2100 van ness ave.,?,415/673-1888,steak houses,476
589,harry denton's,161 steuart st.,?,415/882-1333,?,?
590,hayes street grill,320 hayes st.,?,415/863-5545,seafood,478
591,helmand,430 broadway,san francisco,?,greek and middle eastern,?
592,hong kong flower lounge,5322 geary blvd.,?,?,?,480
593,hong kong villa,2332 clement st.,?,?,asian,?
594,hyde street bistro,1521 hyde st.,san francisco,?,?,482
595,il fornaio levi's plaza,1265 battery st.,?,?,italian,?
596,izzy's steak & chop house,3345 steiner st.,?,?,?,484
597,jack's,615 sacramento st.,?,415/986-9854,old san francisco,?
598,kabuto sushi,5116 geary blvd.,san francisco,?,?,?
599,katia's,600 5th ave.,san francisco,?,,?
600,kuleto's,221 powell st.,?,415/397-7720,italian,?
601,kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,?,415/546-5000,?,489
602,l'osteria del forno,519 columbus ave.,san francisco,415/982-1124,italian,?
603,le central,453 bush st.,?,?,?,491
604,le soleil,133 clement st.,?,?,?,?
605,macarthur park,607 front st.,?,?,?,?
606,manora,3226 mission st.,san francisco,?,asian,494
607,maykadeh,470 green st.,san francisco,?,?,495
608,mccormick & kuleto's,ghirardelli sq.,san francisco,?,?,?
609,millennium,246 mcallister st.,?,?,?,497
610,moose's,1652 stockton st.,?,415/989-7800,mediterranean,?
611,north india,3131 webster st.,?,415/931-1556,?,?
612,one market,1 market st.,?,?,american,?
613,oritalia,1915 fillmore st.,?,?,?,?
614,pacific pan pacific hotel,500 post st.,san francisco,415/929-2087,french,?
615,palio d'asti,640 sacramento st.,?,?,?,?
616,pane e vino,3011 steiner st.,san francisco,?,?,?
617,pastis,1015 battery st.,san francisco,415/391-2555,?,?
618,perry's,1944 union st.,san francisco,415/922-9022,?,506
619,r&g lounge,631 b kearny st.,san francisco,?,?,507
620,rubicon,558 sacramento st.,?,?,?,?
621,rumpus,1 tillman pl.,?,?,?,?
622,sanppo,1702 post st.,san francisco,415/346-3486,asian,?
623,scala's bistro,432 powell st.,san francisco,?,?,?
624,south park cafe,108 south park,?,?,french,?
625,splendido embarcadero,4,?,415/986-3222,mediterranean,513
626,stars,150 redwood alley,?,?,?,?
627,stars cafe,500 van ness ave.,?,415/861-4344,?,?
628,stoyanof's cafe,1240 9th ave.,?,?,greek and middle eastern,516
629,straits cafe,3300 geary blvd.,san francisco,415/668-1783,?,?
630,suppenkuche,601 hayes st.,?,?,russian/german,518
631,tadich grill,240 california st.,?,415/391-2373,?,519
632,the heights,3235 sacramento st.,?,?,?,520
633,thepin,298 gough st.,?,415/863-9335,asian,?
634,ton kiang,3148 geary blvd.,?,415/752-4440,asian,522
635,vertigo,600 montgomery st.,?,?,mediterranean,523
636,vivande porta via,2125 fillmore st.,san francisco,?,italian,?
637,vivande ristorante,670 golden gate ave.,?,415/673-9245,italian,?
638,world wrapps,2257 chestnut st.,san francisco,?,?,526
639,wu kong,101 spear st.,?,?,?,?
640,yank sing,427 battery st.,?,?,asian,528
641,yaya cuisine,1220 9th ave.,?,?,?,?
642,yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,?,530
643,zarzuela,2000 hyde st.,?,415/346-0800,?,531
644,zuni cafe & grill,1658 market st.,san francisco,?,?,532
645,apple pan  the,10801 w. pico blvd.,?,310-475-3585,american,534
646,asahi ramen,2027 sawtelle blvd.,?,?,?,535
647,baja fresh,3345 kimber dr.,?,?,mexican,536
648,belvedere  the,9882 little santa monica blvd.,?,?,?,537
649,benita's frites,1433 third st. promenade,?,?,fast food,?
650,bernard's,515 s. olive st.,?,213-612-1580,continental,539
651,bistro 45,45 s. mentor ave.,pasadena,818-795-2478,?,?
652,brent's deli,19565 parthenia ave.,?,?,?,?
653,brighton coffee shop,9600 brighton way,?,310-276-7732,?,542
654,bristol farms market cafe,1570 rosecrans ave. s.,?,?,californian,543
655,bruno's,3838 centinela ave.,?,?,?,?
656,cafe '50s,838 lincoln blvd.,?,310-399-1955,american,545
657,cafe blanc,9777 little santa monica blvd.,?,?,?,?
658,cassell's,3266 w. sixth st.,la,?,?,547
659,chez melange,1716 pch,?,?,eclectic,548
660,diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,russian,549
661,don antonio's,1136 westwood blvd.,?,?,italian,550
662,duke's,8909 sunset blvd.,w. hollywood,?,?,?
663,falafel king,1059 broxton ave.,?,?,middle eastern,?
664,feast from the east,1949 westwood blvd.,?,?,?,553
665,gumbo pot  the,6333 w. third st.,?,?,cajun/creole,554
666,hollywood hills coffee shop,6145 franklin ave.,?,213-467-7678,coffee shops,?
667,indo cafe,10428 1/2 national blvd.,?,?,indonesian,?
668,jan's family restaurant,8424 beverly blvd.,?,?,coffee shops,557
669,jiraffe,502 santa monica blvd,?,?,californian,558
670,jody maroni's sausage kingdom,2011 ocean front walk,?,?,?,?
671,joe's,1023 abbot kinney blvd.,venice,?,?,?
672,john o'groats,10516 w. pico blvd.,?,310-204-0692,?,561
673,johnnie's pastrami,4017 s. sepulveda blvd.,?,310-397-6654,?,?
674,johnny reb's southern smokehouse,4663 long beach blvd.,?,?,?,?
675,johnny rockets (la),7507 melrose ave.,la,213-651-3361,?,?
676,killer shrimp,4000 colfax ave.,studio city,818-508-1570,?,565
677,kokomo cafe,6333 w. third st.,?,213-933-0773,?,566
678,koo koo roo,8393 w. beverly blvd.,la,213-655-9045,?,567
679,la cachette,10506 little santa monica blvd.,century city,?,?,?
680,la salsa (la),22800 pch,?,?,?,?
681,la serenata de garibaldi,1842 e. first,?,213-265-2887,?,?
682,langer's,704 s. alvarado st.,la,?,delis,?
683,local nochol,30869 thousand oaks blvd.,?,?,health food,?
684,main course  the,10509 w. pico blvd.,rancho park,?,american,573
685,mani's bakery & espresso bar,519 s. fairfax ave.,la,?,?,?
686,martha's,22nd street grill 25 22nd,st. hermosa beach,?,?,?
687,maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,?,?
688,michael's (los angeles),1147 third st.,?,?,?,577
689,mishima,8474 w. third st.,?,213-782-0181,?,?
690,mo better meatty meat,7261 melrose ave.,la,?,hamburgers,579
691,mulberry st.,17040 ventura blvd.,encino,?,pizza,580
692,ocean park cafe,3117 ocean park blvd.,?,?,?,581
693,ocean star,145 n. atlantic blvd.,?,818-308-2128,?,582
694,original pantry bakery,875 s. figueroa st. downtown,?,213-627-6879,?,?
695,parkway grill,510 s. arroyo pkwy.,?,?,?,?
696,pho hoa,642 broadway,?,213-626-5530,?,585
697,pink's famous chili dogs,709 n. la brea ave.,?,?,?,586
698,poquito mas,2635 w. olive ave.,?,?,?,587
699,r-23,923 e. third st.,los angeles,?,?,588
700,rae's,2901 pico blvd.,santa monica,?,diners,589
701,rubin's red hots,15322 ventura blvd.,?,?,?,?
702,ruby's (la),45 s. fair oaks ave.,?,818-796-7829,?,?
703,russell's burgers,1198 pch,?,?,?,592
704,ruth's chris steak house (los angeles),224 s. beverly dr.,?,?,?,?
705,shiro,1505 mission st. s.,pasadena,?,pacific new wave,594
706,sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,595
707,sweet lady jane,8360 melrose ave.,la,?,?,?
708,taiko,11677 san vicente blvd.,?,310-207-7782,noodle shops,?
709,tommy's,2575 beverly blvd.,?,?,?,598
710,uncle bill's pancake house,1305 highland ave.,?,?,diners,?
711,water grill,544 s. grand ave.,los angeles,213-891-0900,?,?
712,zankou chicken,1415 e. colorado st.,?,?,?,?
713,afghan kebab house,764 ninth ave.,new york city,212-307-1612,afghan,?
714,arcadia,21 e. 62nd st.,?,212-223-2900,american (new),?
715,benny's burritos,93 ave. a,?,?,?,?
716,cafe con leche,424 amsterdam ave.,new york city,212-595-7000,?,?
717,corner bistro,331 w. fourth st.,?,?,?,606
718,cucina della fontana,368 bleecker st.,?,?,italian,?
719,cucina di pesce,87 e. fourth st.,?,?,?,608
720,darbar,44 w. 56th st.,new york city,?,?,?
721,ej's luncheonette,432 sixth ave.,new york city,?,diners,?
722,edison cafe,228 w. 47th st.,?,212-840-5000,diners,611
723,elias corner,24-02 31st st.,queens,?,?,612
724,good enough to eat,483 amsterdam ave.,?,212-496-0163,american,?
725,gray's papaya,2090 broadway,?,212-799-0243,?,614
726,il mulino,86 w. third st.,new york city,?,italian,615
727,jackson diner,37-03 74th st.,?,718-672-1232,indian,616
728,joe's shanghai,9 pell st.,queens,718-539-3838,?,617
729,john's pizzeria,48 w. 65th st.,?,212-721-7001,?,?
730,kelley & ping,127 greene st.,?,212-228-1212,?,?
731,kiev,117 second ave.,?,?,?,620
732,kuruma zushi,2nd fl.,?,?,?,?
733,la caridad,2199 broadway,?,?,?,?
734,la grenouille,3 e. 52nd st.,?,?,?,623
735,lemongrass grill,61a seventh ave.,brooklyn,?,thai,?
736,lombardi's,32 spring st.,?,212-941-7994,pizza,?
737,marnie's noodle shop,466 hudson st.,?,?,asian,?
738,menchanko-tei,39 w. 55th st.,?,?,japanese,?
739,mitali east-west,296 bleecker st.,new york city,?,?,628
740,monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,thai,?
741,moustache,405 atlantic ave.,brooklyn,?,middle eastern,?
742,nobu,105 hudson st.,?,?,?,?
743,one if by land  tibs,17 barrow st.,?,?,?,632
744,oyster bar,lower level,new york city,?,?,?
745,palm,837 second ave.,new york city,?,steakhouses,634
746,palm too,840 second ave.,new york city,212-697-5198,?,?
747,patsy's pizza,19 old fulton st.,brooklyn,718-858-4300,pizza,?
748,peter luger steak house,178 broadway,?,?,?,?
749,rose of india,308 e. sixth st.,new york city,212-533-5011,?,?
750,sam's noodle shop,411 third ave.,?,?,?,639
751,sarabeth's,1295 madison ave.,?,212-410-7335,?,?
752,sparks steak house,210 e. 46th st.,?,212-687-4855,steakhouses,?
753,stick to your ribs,5-16 51st ave.,?,?,bbq,?
754,sushisay,38 e. 51st st.,new york city,212-755-1780,?,?
755,sylvia's,328 lenox ave.,?,?,?,?
756,szechuan hunan cottage,1588 york ave.,new york city,?,?,645
757,szechuan kitchen,1460 first ave.,?,?,?,646
758,teresa's,80 montague st.,?,718-520-2910,?,?
759,thai house cafe,151 hudson st.,new york city,?,thai,648
760,thailand restaurant,106 bayard st.,new york city,212-349-3132,thai,?
761,veselka,144 second ave.,?,?,ukrainian,?
762,westside cottage,689 ninth ave.,?,?,?,651
763,windows on the world,107th fl.,?,?,eclectic,?
764,wollensky's grill,205 e. 49th st.,new york city,212-753-0444,steakhouses,?
765,yama,122 e. 17th st.,new york city,212-475-0969,?,?
766,zarela,953 second ave.,?,?,mexican,?
767,andre's french restaurant,401 s. 6th st.,las vegas,?,?,?
768,buccaneer bay club,3300 las vegas blvd. s.,?,702-894-7350,continental,?
769,buzio's in the rio,3700 w. flamingo rd.,?,?,?,?
770,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas,?,?,?
771,fiore rotisserie & grille,3700 w. flamingo rd.,?,702-252-7702,?,?
772,hugo's cellar,202 e. fremont st.,las vegas,702-385-4011,continental,661
773,madame ching's,3300 las vegas blvd. s.,?,702-894-7111,?,662
774,mayflower cuisinier,4750 w. sahara ave.,?,?,?,?
775,michael's (las vegas),3595 las vegas blvd. s.,?,?,continental,664
776,monte carlo,3145 las vegas blvd. s.,las vegas,702-733-4524,french (new),?
777,moongate,3400 las vegas blvd. s.,las vegas,?,?,?
778,morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas,702-893-0703,steakhouses,667
779,nicky blair's,3925 paradise rd.,?,702-792-9900,?,?
780,piero's restaurant,355 convention center dr.,?,?,?,669
781,spago (las vegas),3500 las vegas blvd. s.,las vegas,?,?,?
782,steakhouse  the,128 e. fremont st.,?,702-382-1600,steakhouses,671
783,stefano's,129 fremont st.,las vegas,702-385-7111,italian,672
784,sterling brunch,3645 las vegas blvd. s.,las vegas,?,eclectic,?
785,tre visi,3799 las vegas blvd. s.,las vegas,702-891-7331,italian,?
786,103 west,103 w. paces ferry rd.,?,?,?,?
787,alon's at the terrace,659 peachtree st.,atlanta,404-724-0444,sandwiches,676
788,baker's cajun cafe,1134 euclid ave.,?,404-223-5039,cajun/creole,?
789,barbecue kitchen,1437 virginia ave.,?,?,?,678
790,bistro  the,56 e. andrews dr. nw,atlanta,?,french bistro,?
791,bobby & june's kountry kitchen,375 14th st.,?,?,southern/soul,?
792,bradshaw's restaurant,2911 s. pharr court,?,?,?,681
793,brookhaven cafe,4274 peachtree rd.,?,?,?,682
794,cafe sunflower,5975 roswell rd.,atlanta,404-256-1675,health food,?
795,canoe,4199 paces ferry rd.,atlanta,770-432-2663,american (new),684
796,carey's,1021 cobb pkwy. se,?,?,?,?
797,carey's corner,1215 powers ferry rd.,?,?,?,686
798,chops,70 w. paces ferry rd.,?,?,steakhouses,?
799,chopstix,4279 roswell rd.,atlanta,404-255-4868,?,?
800,deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta,?,southern/soul,?
801,eats,600 ponce de leon ave.,?,?,italian,?
802,flying biscuit  the,1655 mclendon ave.,?,?,?,691
803,frijoleros,1031 peachtree st. ne,atlanta,404-892-8226,?,692
804,greenwood's,1087 green st.,roswell,?,southern/soul,693
805,harold's barbecue,171 mcdonough blvd.,atlanta,?,bbq,?
806,havana sandwich shop,2905 buford hwy.,?,?,cuban,?
807,house of chan,2469 cobb pkwy.,?,?,chinese,?
808,indian delights,3675 satellite blvd.,duluth,?,?,697
809,java jive,790 ponce de leon ave.,atlanta,404-876-6161,?,698
810,johnny rockets (at),2970 cobb pkwy.,?,770-955-6068,?,699
811,kalo's coffee house,1248 clairmont rd.,?,404-325-3733,coffeehouses,?
812,la fonda latina,4427 roswell rd.,?,404-303-8201,?,?
813,lettuce souprise you (at),3525 mall blvd.,?,770-418-9969,?,?
814,majestic,1031 ponce de leon ave.,atlanta,404-875-0276,?,?
815,morton's of chicago (atlanta),303 peachtree st. ne,?,404-577-4366,steakhouses,704
816,my thai,1248 clairmont rd.,?,?,thai,?
817,nava,3060 peachtree rd.,atlanta,?,?,?
818,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta,404-352-9009,mexican,707
819,original pancake house (at),4330 peachtree rd.,atlanta,?,?,?
820,palm  the (atlanta),3391 peachtree rd. ne,atlanta,404-814-1955,steakhouses,709
821,rainbow restaurant,2118 n. decatur rd.,?,404-633-3538,vegetarian,?
822,ritz-carlton cafe (atlanta),181 peachtree st.,?,?,american (new),?
823,riviera,519 e. paces ferry rd.,atlanta,?,?,712
824,silver skillet  the,200 14th st. nw,atlanta,404-874-1388,?,?
825,soto,3330 piedmont rd.,?,404-233-2005,?,714
826,thelma's kitchen,764 marietta st. nw,atlanta,?,cafeterias,715
827,tortillas,774 ponce de leon ave. ne,?,404-892-0193,tex-mex,?
828,van gogh's restaurant & bar,70 w. crossville rd.,?,?,american (new),717
829,veggieland,220 sandy springs circle,?,404-231-3111,vegetarian,?
830,white house restaurant,3172 peachtree rd. ne,?,?,diners,719
831,zab-e-lee,4837 old national hwy.,?,?,thai,?
832,bill's place,2315 clement st.,san francisco,415-221-5262,hamburgers,?
833,cafe flore,2298 market st.,?,415-621-8579,?,?
834,caffe greco,423 columbus ave.,?,?,?,723
835,campo santo,240 columbus ave.,san francisco,415-433-9623,?,?
836,cha cha cha's,1805 haight st.,san francisco,?,caribbean,?
837,doidge's,2217 union st.,san francisco,?,?,?
838,dottie's true blue cafe,522 jones st.,?,?,diners,?
839,dusit thai,3221 mission st.,san francisco,?,?,?
840,ebisu,1283 ninth ave.,san francisco,?,?,729
841,emerald garden restaurant,1550 california st.,san francisco,?,vietnamese,?
842,eric's chinese restaurant,1500 church st.,?,?,chinese,731
843,hamburger mary's,1582 folsom st.,?,415-626-1985,?,732
844,kelly's on trinity,333 bush st.,?,?,?,733
845,la cumbre,515 valencia st.,?,?,?,?
846,la mediterranee,288 noe st.,san francisco,415-431-7210,?,?
847,la taqueria,2889 mission st.,?,?,?,?
848,mario's bohemian cigar store cafe,2209 polk st.,san francisco,415-776-8226,italian,737
849,marnee thai,2225 irving st.,san francisco,?,?,?
850,mel's drive-in,3355 geary st.,?,415-387-2244,?,?
851,mo's burgers,1322 grant st.,?,?,?,740
852,phnom penh cambodian restaurant,631 larkin st.,san francisco,?,cambodian,?
853,roosevelt tamale parlor,2817 24th st.,san francisco,?,mexican,742
854,sally's cafe & bakery,300 de haro st.,?,415-626-6006,american,?
855,san francisco bbq,1328 18th st.,san francisco,415-431-8956,?,744
856,slanted door,584 valencia st.,?,?,?,745
857,swan oyster depot,1517 polk st.,?,?,?,746
858,thep phanom,400 waller st.,?,?,?,747
859,ti couz,3108 16th st.,?,415-252-7373,?,748
860,trio cafe,1870 fillmore st.,?,?,american,749
861,tu lan,8 sixth st.,?,?,?,?
862,vicolo pizzeria,201 ivy st.,?,?,?,?
863,wa-ha-ka oaxaca mexican grill,2141 polk st.,?,?,mexican,?
