speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
2,,15.0,0.116077,-1.049013,,-0.135896,0.600395,-0.375866,-0.332894,,,-0.022102,-0.020343,
2,16.0,,,-1.027564,,-0.098337,0.598656,,-0.313822,,-0.441039,0.001051,-0.035464,
,,1.0,,-0.928304,,,,,-0.104574,0.284052,-0.346075,-0.225309,0.070829,
,17.0,2.0,,-0.835472,,-0.776314,-0.033523,,,0.221769,,,,
2,,3.0,,,,,-0.007316,-0.294978,-0.098712,,-0.347962,,,
2,,,0.077907,-0.884439,0.356773,,,-0.259697,-0.144578,0.124628,-0.333427,,,
,17.0,,0.103485,-0.898863,0.330556,-0.655359,,-0.259429,,,,-0.253095,0.05278,
,17.0,,0.079344,-0.922416,,,0.226499,,-0.188079,,-0.401623,-0.261896,,0.326342
,17.0,,,-0.93925,,,0.279951,-0.262533,-0.189473,0.015066,-0.458301,-0.243193,,0.308925
2,17.0,,0.094918,-1.029179,,-0.501919,0.345176,-0.270716,,,,,0.108262,0.248709
,17.0,,0.031776,-1.040649,,-0.409342,0.429889,,-0.252018,-0.055345,,-0.158435,,0.146194
,17.0,,,-1.023529,0.444471,,,,,-0.098229,,-0.109425,0.100451,0.072695
,,11.0,0.006377,,0.461082,-0.300241,,,-0.318263,,-0.501232,-0.0792,,0.036902
2,,12.0,-0.008775,-1.009479,0.474452,-0.242593,,-0.358364,-0.316245,,-0.492085,-0.040118,0.075021,-0.015257
2,17.0,,-0.008606,-0.960244,,,0.502179,-0.354105,,,-0.455907,,0.045675,
2,,,-0.056387,-0.936823,0.601423,,0.546768,,-0.282365,-0.071946,-0.434535,0.031665,,-0.147345
,,15.0,-0.093302,-0.916441,0.663565,-0.135177,,,-0.281273,-0.051064,-0.442521,0.037277,,-0.215198
2,18.0,1.0,0.324166,,,,0.385779,,-0.257185,,,-0.23081,,
2,18.0,,,,,,,,-0.283188,0.095534,,-0.222693,0.02002,
2,18.0,,,-0.888679,,,0.522587,,,,-0.391001,-0.206772,0.018602,
,18.0,,0.462063,-0.973567,0.146062,,0.567485,,-0.391638,-0.005106,-0.381923,,0.01135,0.189968
,18.0,5.0,,-0.920378,0.210297,,0.610895,,,,-0.358819,,-0.006473,
,18.0,,0.404538,,0.254748,-0.30998,,,-0.442309,,-0.390717,,-0.003369,0.085727
,,,0.328747,,,,,,,,-0.408993,,,0.040961
2,18.0,,0.285861,-0.929441,0.335421,-0.229672,0.613977,-0.449227,-0.407749,-0.053975,-0.435191,-0.030324,,-0.017734
,18.0,9.0,0.236587,-0.90551,0.421673,-0.187969,,,-0.437969,,,-0.001545,0.000895,-0.072562
,18.0,,,-0.902543,,-0.138708,0.575968,-0.444778,-0.418618,,,0.017316,,-0.116565
2,18.0,11.0,0.157262,-0.86693,0.5469,-0.106469,0.552361,,-0.369199,-0.048714,-0.353035,0.040601,,-0.157869
2,,,,-0.872102,0.610297,,0.50693,-0.405329,-0.338457,-0.084261,,,-0.053503,
,,13.0,,,0.611976,,,,-0.299791,,,0.044341,,-0.191864
2,18.0,,-0.039339,,0.586149,-0.037109,,,,-0.11569,,,-0.103293,
2,18.0,,-0.056126,,0.571633,,0.55644,-0.404409,,,,0.072492,-0.1184,
,18.0,,,,0.616081,,,-0.385841,,,,,,-0.222835
2,,17.0,-0.116567,,,,0.518991,-0.390348,,,,,,-0.233021
,18.0,18.0,,,0.645799,0.004411,0.502663,,-0.250669,-0.190032,,,,
2,19.0,1.0,,-0.640213,,,,,-0.106415,0.07262,-0.289465,-0.304843,-0.022642,0.306743
2,19.0,,-0.049962,,0.066423,,0.351799,-0.35582,,,-0.360408,,,0.287919
,19.0,,,,,-0.502361,0.458943,,-0.168147,,,-0.291943,0.023973,
2,19.0,,,-0.788281,,-0.416867,0.520415,-0.401913,,,-0.489879,-0.252674,,0.227441
,,,0.041875,,,-0.350523,,-0.429211,-0.253084,,-0.517143,,0.127472,
,19.0,6.0,,-0.901498,0.24508,-0.319118,0.606997,-0.435782,-0.294143,-0.046808,,-0.0981,,0.093746
,19.0,,,,,-0.246046,,,-0.274879,-0.064646,-0.524356,,0.113952,0.019587
2,19.0,,-0.107435,-0.906241,,,0.676071,-0.442053,-0.248105,,,-0.005785,,
,,9.0,,-0.89774,0.394572,-0.073359,0.669207,-0.482498,,-0.075332,,,-0.007287,-0.086321
2,19.0,,-0.218391,-0.852047,0.44449,,,-0.534657,,,-0.456369,0.008245,-0.067533,
2,,11.0,-0.247897,,0.500643,-0.009055,0.663373,,,-0.028308,,0.030936,-0.104303,-0.169977
,,,,,,0.031398,,-0.500894,-0.159024,-0.003366,,,,
,,,-0.27231,,,0.084071,0.655292,-0.480368,,,-0.361603,,-0.16365,-0.226369
,19.0,,,,0.632731,,,-0.487492,,,-0.35873,0.080789,-0.189676,-0.235416
,,15.0,-0.322854,-0.759227,0.642803,0.115243,0.655755,-0.496078,,-0.009835,-0.377678,,-0.201651,-0.25295
2,,,0.230993,,0.231186,-0.726161,,-0.404327,,0.210434,,-0.279828,-0.011632,0.212661
,20.0,2.0,0.356133,-0.741919,0.184632,,,-0.390184,-0.067657,0.188106,,,,0.268077
,,3.0,0.410335,-0.720957,0.15523,,,-0.367761,,0.140498,,-0.31982,0.005441,
2,,4.0,,,,,0.264973,,,0.037896,-0.321597,,,
,,,,-0.589595,,,,,,-0.029472,,-0.342469,,0.326143
2,20.0,6.0,,,0.014155,,,-0.314354,-0.16648,,-0.380952,-0.254512,0.023999,0.284434
,,7.0,,,0.102355,-0.271499,,,-0.222123,-0.131664,-0.402608,,0.038468,
,,8.0,,-0.769227,,-0.070304,,-0.348465,,-0.172866,,-0.064989,,
2,,,0.840789,,0.28597,-0.085882,,,-0.295175,-0.132188,,-0.053088,,0.009923
2,20.0,,,,,,0.524895,-0.362201,,-0.108357,,,-0.011569,-0.088498
2,20.0,,,-0.620058,0.585019,,,,-0.251991,-0.092948,,,,
,21.0,,,-0.913254,,,-0.146317,,-0.251783,0.316814,,-0.221616,-0.022077,
2,21.0,,0.529635,-0.941595,0.390324,-0.852572,-0.052126,-0.170119,-0.268648,0.29863,,-0.237049,-0.019907,0.201951
2,,3.0,0.572517,,0.339086,-0.809445,,-0.175728,-0.28719,,,-0.244126,,
,,4.0,,,,-0.789268,0.171151,-0.158061,,,-0.174042,,,
2,21.0,5.0,,,,,0.272255,-0.173237,-0.321754,0.184509,-0.267599,-0.324981,-0.037847,
2,,6.0,0.623687,,,,0.329399,-0.192636,-0.310341,,,-0.3278,,0.234105
2,21.0,,0.467923,-1.026943,,-0.566164,,-0.229197,-0.286343,0.078808,,,,
,21.0,8.0,,-1.12399,0.222686,,0.414614,-0.257737,-0.340509,,,-0.237049,0.024074,0.208769
,,9.0,,,0.256103,-0.406874,0.476671,,,-0.029535,-0.419573,,0.072176,0.200486
2,21.0,10.0,,,0.314585,-0.30399,0.511902,,,-0.06145,-0.425672,,0.092687,
2,,,,-1.038415,0.371006,-0.212592,0.558039,,,,-0.447949,,,0.057541
,,,,,,-0.134411,0.575477,,,-0.065434,,-0.082898,,-0.031355
,,,0.020748,,0.464728,,0.558009,,-0.308411,-0.09281,,-0.027644,,-0.09643
2,21.0,,,,,,0.535335,-0.350585,,,-0.43152,0.029978,-0.018701,
,,,-0.062642,,0.596449,,,-0.340889,-0.245176,-0.081722,,0.083846,-0.048882,
2,,16.0,,,0.64828,,,-0.317533,,,,0.089561,,-0.273759
2,21.0,,,-0.9859,0.739582,0.134414,0.562597,,-0.230899,-0.052509,,,,
2,22.0,,-0.149217,-0.455086,0.366427,-0.717065,,,0.000817,,,-0.23159,,0.240809
2,,2.0,-0.119835,-0.509363,0.31717,-0.679201,-0.18305,-0.457573,-0.008944,0.153118,,,,0.260148
,22.0,,,,0.27981,-0.646129,,-0.418482,,,-0.069539,,,
,22.0,,-0.037633,,,,-0.020356,,-0.03014,0.117472,-0.122576,-0.366447,-0.145926,0.294186
,22.0,,,-0.612426,,-0.550917,0.076721,-0.325607,,0.032694,,,-0.166167,0.326731
,,6.0,,,,,,-0.279982,,,-0.19922,,,0.366093
,,,-0.081391,-0.629161,0.175016,-0.446165,0.276845,-0.259689,,-0.057558,,,,0.364599
,22.0,8.0,,-0.735222,0.194633,,0.372392,,,-0.100137,-0.328966,,,0.316972
2,22.0,,,,,,0.441073,-0.25756,,,-0.350212,-0.316188,-0.05313,
,22.0,,,,0.222315,-0.276503,,,,-0.132271,,-0.236064,,0.214836
,22.0,,0.232238,-0.959482,,-0.234909,0.560758,,,-0.116938,-0.402946,,,
,,12.0,,,0.357268,,0.622979,-0.295604,,-0.110445,-0.361897,,,0.047962
2,,13.0,,,0.426774,,,,-0.310501,-0.09455,,-0.080728,-0.061694,
,22.0,14.0,-0.009214,,,-0.033433,0.66071,,-0.336349,-0.058763,,-0.060375,,
2,22.0,,,-0.932783,,,0.655998,-0.426882,-0.327469,,,-0.029027,,-0.173268
,,1.0,,,,,-0.012249,-0.314448,,0.273235,,-0.247896,0.006881,
2,,2.0,0.579467,-0.750992,,,0.052742,-0.277519,,,,,-0.000522,
2,23.0,,,-0.79156,0.319148,-0.73143,0.128225,,,,-0.305563,-0.328718,,
2,23.0,4.0,0.847141,-0.855563,0.273698,-0.669173,,,-0.253096,0.152168,-0.314775,,-0.054961,
2,,,,,0.271756,-0.6184,0.287444,,,0.11545,-0.33958,,,0.246621
,23.0,6.0,,-0.93569,,-0.55463,0.389443,,,0.058898,,-0.317301,,0.215521
,23.0,,,,,-0.455975,0.462188,,-0.388008,0.006602,,-0.276962,,0.171337
,,8.0,,,,-0.374783,0.508051,-0.190032,,-0.024386,-0.397035,-0.229605,,0.135157
,,9.0,0.678168,,,,0.512447,-0.24062,,-0.033533,,-0.160363,,
,23.0,,0.586107,,0.465797,,,,-0.370362,,,,,
,23.0,,0.512214,,0.540288,,,-0.236356,,-0.035156,,-0.068672,,
2,23.0,12.0,0.460357,-1.03718,0.612764,-0.033835,0.503508,-0.252884,-0.293774,-0.063527,,-0.030703,,-0.17586
,23.0,,0.291183,-1.001768,,,0.504605,-0.277472,-0.277714,-0.077985,-0.408841,0.0001,-0.046958,
,,,,-0.918667,0.405362,-0.741395,-0.081347,,,,-0.210939,-0.274169,-0.038208,
2,24.0,,0.38476,,,,,,,,-0.20178,,,0.316448
,,,,,0.287245,,,-0.230171,-0.177191,0.177001,-0.217094,-0.317902,-0.030474,
2,24.0,,0.8681,-0.978467,0.259285,-0.635876,0.073404,-0.178883,-0.205359,0.12032,-0.258104,,,
2,,5.0,0.748002,-1.009166,0.261709,-0.610031,,-0.175704,,0.085667,,,-0.017878,0.324224
,,,0.708326,-1.039654,,,0.277844,-0.160685,-0.276423,,-0.306873,,-0.038603,
,24.0,7.0,,-1.032952,,,,-0.18477,-0.317344,0.012768,,,,0.249721
2,,8.0,0.691665,,0.278164,,0.430494,,,,-0.34897,,,0.201912
,24.0,,,-1.040563,,,0.450912,-0.230574,-0.39257,-0.0705,-0.367908,-0.209864,,0.155812
2,24.0,,,-1.043726,,,,-0.228477,,,,,0.095383,
,,,0.410337,-1.092492,,-0.164138,0.547722,-0.22877,-0.399643,-0.015682,-0.400561,,0.084835,-0.025092
,,,,-1.128512,,-0.125937,,,,,-0.422629,-0.117384,,-0.087021
,,1.0,0.013083,,,-0.775933,,,-0.184366,,-0.079644,,,0.200332
,25.0,2.0,,,,,,,-0.202022,0.2322,,,-0.105853,
,,3.0,,-0.516061,,,0.092359,,,0.17113,,,,
,,4.0,,-0.567049,,,,-0.230009,-0.250168,0.113502,,,-0.119674,
2,25.0,5.0,,-0.64095,,-0.608826,,,,0.064618,-0.201886,-0.310042,-0.136438,0.26349
,25.0,,,-0.791653,0.160005,,,,,,,-0.300313,,0.227531
,,7.0,,,,-0.504095,,-0.198301,,-0.025502,-0.343318,-0.277317,-0.098696,
,,,0.125366,,0.191472,-0.401063,,,-0.348923,,,-0.234611,-0.066106,0.163179
2,,,,,0.214036,-0.29498,,,,-0.100255,-0.394141,,-0.018957,
,,,,-0.891553,,-0.262212,,-0.301633,-0.389917,-0.061757,-0.410684,,0.015713,
,25.0,,,,,-0.233046,,,-0.389746,0.010716,-0.428505,,0.019703,-0.034845
,,,,-0.974853,0.465822,-0.164788,,-0.350134,,,,,,
2,,,0.053288,-0.955331,0.523597,-0.150804,0.708949,-0.364958,-0.376313,,,,-0.001039,-0.204422
2,25.0,,0.029898,,,-0.138149,0.70074,,,,,,-0.020886,-0.23973
2,,,-0.203587,-0.650871,0.266193,-0.71443,0.0441,-0.309625,-0.116088,0.175169,-0.233761,,,0.262609
,,2.0,-0.210631,-0.677287,,-0.681385,0.113678,,,0.129361,-0.233888,,-0.091655,0.285974
,26.0,3.0,-0.224325,,,,,,-0.193224,0.085291,-0.267231,-0.303615,,0.334916
,,,-0.129585,-0.709796,,,0.279966,-0.288628,-0.24411,,-0.318046,-0.285706,,0.354751
,,5.0,0.065486,-0.853893,0.266878,,0.365316,-0.27695,-0.261909,0.061107,,-0.274151,0.028035,
2,,6.0,0.105463,,0.273748,,,,-0.251174,,-0.429842,,,0.304864
2,26.0,7.0,,-0.960353,0.294289,-0.424312,0.443026,-0.242777,-0.273093,,-0.448325,-0.291643,,0.263105
,26.0,8.0,0.349179,,,-0.395018,,,,0.013684,,-0.234392,,
,26.0,9.0,,-0.991146,,-0.299887,0.526945,,,,-0.468365,,,
,26.0,,0.314044,-0.983395,0.428875,-0.291721,0.551252,,,-0.054718,-0.496527,,0.096518,
,26.0,11.0,,-0.910435,,-0.28412,,-0.315854,-0.358798,,,-0.078082,,
,26.0,12.0,,-0.89639,,-0.232118,,-0.347307,,,-0.496199,,,-0.070095
2,,,0.138809,,0.515458,,0.59064,,,,,,0.041677,
,26.0,,,-0.946737,,-0.094825,,-0.305792,,-0.07153,-0.441775,,,-0.159312
,26.0,,0.163054,,0.632635,,0.558753,,-0.258761,-0.097335,-0.424268,0.040734,-0.020558,
2,,,0.01307,-0.921741,,,,-0.309146,-0.276543,,-0.435335,,-0.040169,-0.282819
,,,0.1393,,0.338762,-0.752775,,,-0.194073,0.277565,,,-0.110341,0.145693
,27.0,,0.116235,,0.347342,-0.723579,0.185023,,-0.218218,0.21779,,-0.333011,-0.100496,0.163597
,27.0,,0.162537,-0.873477,0.321533,-0.67906,0.273054,,-0.265211,0.179125,,-0.333016,-0.088456,
2,27.0,,,-0.930641,0.290391,-0.660846,0.33982,-0.212802,,,,,,0.200482
,,5.0,0.492906,-0.93709,0.27261,-0.621338,0.411175,-0.175482,-0.317931,,,-0.327212,,0.20169
2,27.0,6.0,0.760031,,,-0.589891,,-0.122801,,,-0.404269,-0.338907,,
2,27.0,,0.808987,-0.962889,,-0.507046,0.497035,-0.128997,,0.009977,,,,0.159995
2,,,0.636834,,0.23985,,0.568993,-0.166192,-0.396359,,,-0.240111,0.059894,
2,,,,-0.965555,,,0.637021,-0.182222,,,,,0.069003,0.014549
,,10.0,,,,-0.314069,0.633412,,,,-0.486367,-0.138055,0.069531,-0.077834
2,27.0,,0.369828,-1.017266,0.434716,,,-0.25424,,,,,0.06369,
2,27.0,12.0,,-1.012787,,,0.637178,-0.284632,,-0.025052,-0.480535,-0.058679,0.052887,
,28.0,,0.018468,-0.506258,,,-0.061708,-0.350323,,,,,-0.187385,0.357617
,,2.0,-0.003436,-0.572692,,,,,,,-0.164208,-0.380997,,
,,3.0,,,0.175989,-0.499953,0.077327,-0.284679,-0.002941,-0.04078,,-0.375394,,0.401123
2,,,,,0.160388,,,,-0.032545,-0.067143,-0.250368,,-0.196639,
2,,5.0,,,0.21192,,0.257006,,-0.082377,-0.07785,-0.338315,-0.296493,-0.115498,
2,28.0,6.0,0.148894,-0.657226,,-0.328609,0.324426,,-0.158201,-0.131943,-0.36996,-0.26607,-0.051872,
2,,7.0,,-0.722831,,-0.273134,,-0.227365,-0.234109,,-0.37496,,-0.009713,0.228256
,,,,-0.772915,0.365948,,0.449023,-0.224411,,-0.172076,,,0.046041,
,,9.0,,-0.795893,0.366757,,0.502735,-0.246875,,,,,0.072924,0.114934
2,28.0,10.0,,,0.405275,,,,-0.298609,-0.138413,,-0.151336,0.09375,
2,,11.0,,,0.472794,,0.591349,,-0.291989,-0.094833,-0.419232,,0.089043,0.023646
2,28.0,,,-0.789197,0.526066,-0.160569,0.62755,-0.236395,,,,,0.062747,
,,,,,,-0.139278,,,-0.30287,,,-0.092695,0.051997,-0.0862
2,28.0,14.0,0.057249,,,-0.122129,,,,,,,,
2,,15.0,0.008549,,0.551034,-0.096695,,,-0.26973,-0.103877,-0.432251,-0.061137,,
,,,,,,-0.106163,,,-0.275853,-0.111529,-0.432723,,,-0.160494
2,29.0,1.0,,,,,,-0.310813,-0.251647,,,,-0.029591,0.154469
2,29.0,,,,,,,-0.303961,-0.247881,,-0.118308,-0.322856,,0.140555
2,29.0,3.0,,,,,0.08993,,-0.215368,,,-0.343531,,0.12956
2,,,0.527844,-0.769326,0.322026,-0.61491,,-0.221614,-0.219598,,,-0.335297,,
,29.0,5.0,,,0.356307,-0.548723,0.22025,,-0.252797,,,-0.328172,-0.165987,
,29.0,6.0,0.639795,-0.907816,0.374203,,0.266529,,-0.277493,,,,-0.161862,0.244724
,,7.0,,-0.952374,,-0.398902,0.263608,-0.138902,-0.255401,-0.047653,-0.344344,,,0.242624
,,8.0,,,0.362404,-0.33678,,-0.126118,,,-0.336207,-0.239925,-0.142398,0.216011
2,29.0,,0.770956,,,-0.262972,0.32889,-0.108708,-0.326566,,-0.29806,,-0.128532,
,29.0,10.0,,,,-0.198029,,,,-0.179959,-0.282091,-0.113878,-0.12627,0.116163
2,29.0,,,-1.112427,,,,-0.171418,,,-0.272806,,,0.074038
2,,,0.65914,,0.462718,,,-0.199376,,,-0.296493,-0.090295,,0.003865
2,29.0,13.0,0.435103,-0.917507,0.428905,,0.537975,,-0.289548,,-0.395694,,-0.116752,
,,,,-0.837764,,,,-0.364065,,,,,-0.105205,
,29.0,,,,,,,,,-0.111051,,,-0.111819,
,30.0,,,-0.872042,,-0.760153,0.086432,-0.2453,,,-0.147372,-0.281121,-0.151074,
2,30.0,,0.322226,-0.901126,0.28874,,0.175883,-0.216088,,0.167897,,-0.301862,,
2,,,0.316138,,0.293983,,0.232537,,-0.257184,0.128068,-0.211313,-0.326523,-0.213939,
,,,0.320305,-0.996421,0.299245,,,,-0.271372,0.090645,,,-0.227555,
,,5.0,0.341837,,0.32139,,,,-0.281027,0.061213,-0.255605,-0.347303,,
,30.0,6.0,,,0.339945,,,-0.159058,,-0.010348,,,-0.210303,
2,,,,,,-0.395041,,,,,,-0.279086,,
,30.0,,,,,,0.46425,-0.130909,-0.353862,,,,-0.116509,0.207747
2,30.0,,,-1.216622,,,,-0.133249,-0.391257,-0.130125,,-0.224125,,
2,30.0,,0.39422,-1.233014,,,,-0.138203,,-0.125823,-0.302093,,,0.122687
2,,11.0,0.334561,,,-0.122386,0.56985,,,-0.114508,-0.276723,,-0.108566,0.043587
,30.0,12.0,,-1.220875,,,,,,-0.10133,,,,-0.007108
2,30.0,,0.247335,-1.21537,,-0.066076,0.624391,-0.153405,-0.412847,,-0.300201,,-0.08798,
2,30.0,14.0,0.18582,,0.575427,,0.635285,,-0.419783,,-0.322051,-0.09612,,
2,30.0,15.0,0.164866,-1.140498,,-0.040307,,,,,,-0.062905,,-0.142979
,1.0,1.0,0.536101,,0.377188,-0.939896,,-0.576061,-0.05925,0.3974,,,,
,,,,-0.325352,,-0.785447,,-0.573343,,,,,0.048295,0.089953
3,,,,,0.248796,,-0.038397,-0.546779,-0.075617,,,-0.08987,0.038174,
,1.0,,,,,-0.776239,-0.002421,-0.507895,-0.058679,,-0.265472,-0.112395,0.023541,
,1.0,5.0,0.4092,-0.442022,,,0.026767,-0.471997,,,-0.320409,-0.150611,,0.109752
3,,,0.585904,,0.220213,-0.759966,,,0.001946,0.229725,,,0.010401,0.1253
,1.0,7.0,,,0.074718,-0.593321,-0.085061,,0.055524,0.093757,-0.260155,-0.259384,0.020379,
,1.0,8.0,0.598875,-0.268066,0.011395,,-0.013024,,0.072772,,,,,0.201484
3,1.0,,0.523307,-0.247285,,-0.652802,0.064486,-0.474141,,0.107786,-0.365403,-0.246529,,0.207958
3,1.0,,0.667536,-0.259262,,-0.622488,,-0.444185,0.068645,0.074134,-0.381367,,0.055591,
,,,0.646438,-0.297326,0.074908,,,,0.065585,-0.000776,,-0.217134,0.040203,0.256368
,,12.0,0.653334,,,-0.513121,0.139794,-0.378448,0.055506,-0.031569,-0.418541,,,0.259485
3,1.0,13.0,,,0.077119,-0.401122,,-0.317758,,,-0.419034,,,0.229438
,1.0,,,-0.54997,0.088311,,0.153829,,,-0.143355,-0.401049,,,0.195592
,1.0,,0.650052,-0.618513,,-0.205435,,,0.021865,,-0.393042,,,0.191585
3,1.0,,0.584047,,0.079303,,0.247866,,,-0.237445,,,,0.164403
3,1.0,,0.497853,,,,,-0.252016,0.037468,,,-0.183858,,
3,1.0,,0.449765,-0.378168,,,,-0.308226,,-0.360766,-0.388067,,0.044828,
3,,,0.400964,-0.458186,0.186814,0.104379,0.356198,-0.308648,0.023426,,,-0.045616,0.034486,
3,,,,-0.521796,,0.123428,,,0.00602,-0.379169,-0.386367,-0.019233,0.020287,-0.067704
3,1.0,21.0,,-0.45098,0.212574,,,,,,-0.397501,0.026753,,
3,,1.0,,,-0.123426,,,-0.770984,,,-0.126992,-0.023599,-0.133725,0.135999
3,,2.0,0.387725,0.030793,,,0.099471,,,,-0.134395,-0.042447,-0.152692,0.149988
,2.0,3.0,0.397033,-0.002714,,-0.697788,,-0.68427,0.147203,0.152065,,,-0.151317,0.157965
3,,,0.374181,0.027246,-0.214664,,,-0.590062,,,-0.149501,,,0.167116
3,,5.0,,,,,0.036681,-0.499528,,,,,-0.071769,
,,6.0,0.399569,-0.092769,-0.193723,,0.011851,,0.199003,-0.05976,-0.228044,-0.212327,,
3,,,,-0.127776,-0.239182,-0.444137,,-0.393833,,-0.083979,-0.271609,-0.216071,,0.201749
3,2.0,8.0,0.404317,,,-0.358593,0.034252,,0.207395,-0.131466,-0.306226,-0.197048,,
,2.0,,0.320848,,,-0.364683,,,,-0.139606,,-0.157548,0.089762,0.215955
,,10.0,0.133316,-0.37468,,-0.365337,0.324326,-0.365814,0.146637,-0.102528,-0.406784,,,0.212679
,2.0,,0.318705,,-0.093171,-0.306754,,-0.405407,,,-0.467304,,,0.212832
3,,12.0,,-0.105846,-0.024843,-0.239977,,,0.050108,-0.211341,,,,0.162686
,,13.0,0.310094,-0.022744,0.058405,-0.219395,,-0.330435,,,,-0.106009,,
3,,14.0,,,0.128027,-0.184484,0.550834,-0.308495,,,,-0.083625,0.068566,0.046936
,2.0,15.0,0.245292,,,,0.478819,-0.331363,,,-0.354747,,,
,,,0.258391,,0.175116,0.070031,0.443006,,,-0.329187,-0.306343,-0.045658,,
3,,17.0,,-0.028196,,,0.433517,-0.358952,0.033955,-0.349924,,-0.02108,,-0.108338
3,,18.0,0.137778,-0.004823,,0.092916,,,,,-0.217011,0.005866,-0.059783,-0.140012
3,2.0,19.0,,-0.018419,,0.119901,0.492174,-0.371817,-0.028032,,,,,
3,,1.0,0.542669,,0.097548,-0.763199,,,-0.160703,,-0.070793,,,
3,3.0,2.0,,-0.377989,,-0.795118,0.07247,,-0.137943,0.329857,-0.110228,,-0.089105,
,3.0,,,-0.465708,0.045941,-0.759065,0.11416,,-0.132016,0.284533,,,-0.109343,0.089885
,,,,,0.008078,-0.690503,,,-0.123894,0.199996,,-0.215706,,0.110256
3,,5.0,0.536154,-0.487318,,-0.641608,,-0.407896,,0.138549,-0.10586,-0.273164,-0.08074,0.152981
3,3.0,6.0,0.683325,-0.571668,,,,,-0.076747,0.030899,,,,
3,,,,-0.613393,-0.001781,,0.105935,,,-0.103096,,,-0.124367,0.250067
,,,,,0.008824,-0.339451,0.167202,,,,-0.260805,-0.241497,,
,,9.0,0.377038,,0.050635,,0.25701,-0.282417,,,,,-0.057991,0.224835
3,3.0,,,,0.118287,,0.331718,-0.266009,0.007327,,,,-0.030458,
3,3.0,,,,0.22092,-0.069946,0.365657,-0.254244,,-0.276566,-0.400228,,-0.011365,
3,3.0,12.0,0.231966,-0.647587,,,,,-0.028059,,-0.399256,,,
3,3.0,13.0,0.083447,-0.594708,0.325857,,0.448592,,-0.040531,,,-0.068398,,
,3.0,14.0,,-0.598304,0.446768,0.042966,0.436387,,-0.07786,-0.30215,,,,
3,4.0,1.0,,,-0.063932,,,,,,,,,
,4.0,,0.772192,,-0.088829,-0.540786,,-0.539267,-0.073325,,,-0.294683,,0.120017
,,3.0,,-0.089388,-0.167527,,0.052842,,-0.025622,,,-0.307468,,0.134564
3,4.0,4.0,0.702366,,-0.213363,,0.101006,,-0.012133,0.08874,-0.073807,,-0.087512,0.14468
,,,0.764364,-0.091517,-0.237567,,0.140205,-0.451511,0.005368,,,,-0.061571,
,,,,-0.205515,-0.184073,,0.203407,,-0.033845,,,-0.342583,,
,,,0.735065,-0.204525,-0.212411,,,,-0.066049,,,,-0.005686,
,4.0,,,-0.268534,,-0.162294,,,-0.060592,-0.215905,-0.296587,,0.041404,0.210251
,,9.0,0.607167,,,,,-0.294617,-0.050157,,-0.302067,,,
,4.0,10.0,0.552641,,0.188749,-0.019541,,,-0.115293,,-0.384573,,0.094747,
,,,0.51009,,0.224972,,0.304088,-0.246044,,,,,0.080668,
3,4.0,12.0,0.37538,-0.412901,0.220539,0.189635,0.339472,,,,,,,-0.070293
3,5.0,,,0.160201,,,-0.042727,-0.738056,0.012508,,0.004258,,-0.035737,
3,5.0,,,0.099231,-0.381831,-0.57823,-0.084137,-0.660346,,,0.119642,-0.205098,-0.046514,0.083346
3,5.0,,1.272338,-0.249601,-0.336288,-0.467707,-0.178403,,,0.068194,0.139991,-0.229205,,0.140082
,,4.0,,-0.537271,,-0.621612,-0.051629,,,0.147495,,,,0.196818
,5.0,,1.050541,,-0.179637,,0.006085,,-0.050031,,-0.0188,,,0.215924
,5.0,6.0,,-0.364892,-0.252638,,0.07689,-0.54398,-0.01725,,-0.082098,-0.174306,-0.169187,
,5.0,,0.541521,-0.434604,,-0.510591,0.218692,-0.50586,,,-0.219046,,-0.121684,0.254635
3,,8.0,,-0.398525,,,,,-0.007566,-0.038443,-0.301226,,-0.106347,
3,5.0,9.0,0.214402,,-0.177137,,,,,-0.075881,-0.368583,-0.207864,-0.090996,0.216758
3,,10.0,0.137324,-0.463642,-0.127804,,,,,,-0.417464,-0.219161,-0.056601,
,,,,-0.397545,-0.086363,,,-0.43047,-0.046837,-0.14633,,,,
3,,,0.217238,,-0.011394,-0.226704,0.531797,-0.43684,,-0.166893,-0.431432,,,
3,,,,-0.559369,,-0.131367,0.470928,-0.420024,,,,,-0.00283,0.10556
3,,,0.181349,,,,,-0.477796,,-0.189115,-0.355656,-0.123423,,
,6.0,,,,0.096122,-0.874813,0.016223,-0.812165,,0.395293,-0.146249,0.07347,,0.133445
3,6.0,2.0,,,0.042262,-0.845838,0.001767,,-0.034651,,,-0.008005,,0.144667
3,6.0,3.0,0.669439,-0.420485,-0.11116,,,-0.673285,0.011365,,,,-0.026378,
,6.0,,,,0.083796,,,-0.527134,-0.106587,0.345909,,-0.09815,,
3,,,,,0.11718,-0.780146,0.005764,,-0.127022,0.35474,,,-0.014442,0.144945
,6.0,6.0,0.645313,,,-0.705342,0.023561,-0.461469,,0.309487,-0.226434,-0.176219,,
3,6.0,,,-0.686314,0.030616,-0.633009,,,,0.179272,,,-0.015623,
3,,,0.23209,,,,0.170464,-0.430283,,,-0.269084,-0.224634,,
