speaker,utterance,frame,coefficient1,coefficient2,coefficient3,coefficient4,coefficient5,coefficient6,coefficient7,coefficient8,coefficient9,coefficient10,coefficient11,coefficient12
3,,,0.17235,-0.453632,0.006652,-0.281107,0.299914,-0.414743,,-0.174039,-0.271132,,0.0541,0.343444
3,29.0,8.0,,-0.496727,0.018451,,0.36665,-0.414565,0.001545,-0.219129,-0.384998,-0.144088,0.020876,
3,,9.0,-0.000345,-0.547687,,-0.066279,,-0.422813,-0.011912,-0.252638,-0.416899,,0.022482,0.086741
3,,10.0,-0.097823,-0.590104,,0.010729,,-0.427773,-0.040467,,-0.401472,-0.042893,-0.018592,-0.015187
,30.0,1.0,-0.050141,-0.07764,-0.153971,-0.46636,,-0.541829,0.086712,,-0.053504,-0.417819,,0.032021
3,30.0,,0.058364,-0.130567,,,-0.123404,-0.459041,0.071504,0.034329,-0.103938,,,0.06042
,30.0,3.0,0.060896,-0.138777,,,-0.062438,-0.419168,0.092675,0.000381,-0.154593,,,0.077625
,30.0,4.0,0.098231,0.098039,-0.128754,-0.367069,-0.006393,,0.098539,,-0.198848,-0.496239,,
3,,5.0,0.093132,0.246048,,,0.061399,,0.138101,-0.08862,-0.271932,,0.150786,0.103988
3,30.0,6.0,0.039392,,-0.229803,-0.177259,,-0.433352,,-0.199957,-0.322323,-0.367452,0.136983,0.129666
3,,,,0.204024,,-0.09469,,-0.421401,0.096214,,,-0.290906,0.14237,
3,30.0,8.0,-0.113839,0.092981,,-0.084584,0.399264,,,-0.319172,,-0.257305,,
3,,9.0,-0.057902,0.092393,,-0.003527,,-0.427476,,,-0.414662,,0.174227,-0.010968
3,,10.0,,0.119658,,0.075368,0.499381,,,,-0.352519,-0.135786,,-0.045137
3,,11.0,-0.118965,0.071612,0.081453,0.117685,0.506331,-0.395523,0.010961,,,,,-0.124271
3,30.0,12.0,0.000471,-0.068064,,0.144816,,,-0.016629,-0.371859,-0.268208,,0.097838,-0.185144
,,13.0,0.003499,-0.09493,,0.149302,0.4205,,,-0.370735,-0.247367,-0.10975,0.073086,-0.229491
3,,14.0,,,0.133759,0.158513,,-0.417693,-0.056762,-0.331328,,-0.102163,0.005765,
,,15.0,,-0.06516,0.160369,,0.579089,,-0.047977,-0.316049,-0.19844,-0.075504,-0.045513,-0.232523
,,,1.249295,-0.826702,0.248125,,-0.432325,-0.223031,-0.265178,0.163395,,-0.13398,,0.084122
4,1.0,,1.179345,-1.000126,0.376428,,-0.428287,-0.158255,-0.295691,,0.210734,-0.174068,-0.133499,0.087399
4,,,,-0.820447,0.213084,-0.586273,-0.403933,-0.177661,-0.259493,0.128398,,,-0.145624,0.140636
4,,4.0,0.919834,-0.792808,0.094948,-0.541819,-0.347483,-0.184594,-0.212082,,,-0.223762,,0.18927
,1.0,5.0,,,0.111301,,-0.336155,-0.114715,-0.222951,0.050201,0.104134,,-0.131591,0.20951
4,1.0,6.0,1.206042,,0.189241,-0.536712,-0.299628,,-0.27399,,0.10814,-0.269916,,0.214148
,,,1.04848,-0.825389,0.06279,-0.449172,-0.266953,-0.019562,-0.248978,-0.019119,0.065036,-0.295913,,0.23346
,,8.0,,-0.917811,0.183095,,-0.160062,,-0.276576,-0.031499,,-0.329912,-0.121017,0.239321
,1.0,9.0,,-1.029688,0.344515,-0.552297,-0.042251,0.040513,,,-0.098042,-0.363203,-0.059881,0.268709
4,1.0,10.0,0.997412,-0.999755,0.353622,,0.00058,0.063019,,-0.088409,-0.144808,-0.365437,,
,1.0,11.0,0.802481,,0.28648,-0.463812,0.06881,,,-0.147347,-0.174707,-0.33601,,0.310312
4,1.0,12.0,0.679091,-0.812715,0.308733,-0.403782,0.101027,,-0.325008,-0.193907,-0.19243,,0.013418,0.282398
,1.0,,,-0.803626,,-0.350081,0.105687,0.043422,-0.340763,,,-0.297732,0.041699,0.245789
4,1.0,14.0,,-0.814636,0.373283,-0.322317,0.128469,,-0.321236,,,-0.284437,0.053082,0.23385
4,1.0,,0.261094,-0.819653,,-0.31391,0.155278,0.02761,-0.330447,-0.316727,,-0.249236,0.057975,
4,,16.0,0.203949,-0.828701,,,0.175522,,-0.359527,-0.319041,,-0.227131,0.069339,0.173763
4,1.0,17.0,0.143598,,0.471927,-0.258473,0.206798,0.064619,-0.309686,-0.349988,-0.218617,,,0.138618
4,1.0,18.0,0.098281,-0.845004,0.516033,,0.237958,0.090459,-0.281626,-0.37315,-0.206463,-0.198171,0.010031,
4,1.0,19.0,0.065355,-0.853742,0.571792,-0.167419,,0.114543,-0.308816,-0.387568,-0.197774,-0.180321,-0.001766,
4,1.0,,-0.004991,-0.796132,0.608617,-0.161152,0.269218,,-0.308944,-0.425929,-0.186871,,-0.016496,0.005706
4,1.0,21.0,,,,-0.151124,0.303799,,,,-0.181559,-0.102026,,-0.011856
4,2.0,1.0,0.970149,-0.381591,0.328763,-0.606231,-0.528747,-0.414908,-0.136522,0.027313,0.210455,-0.135908,,
4,2.0,2.0,1.082127,-0.552859,0.392097,-0.652773,-0.49072,-0.347348,,0.108018,,-0.170131,,0.205304
,2.0,3.0,0.921065,-0.426369,0.242345,-0.568487,-0.466769,-0.326293,-0.161501,0.083337,0.206131,,-0.114211,0.215604
4,2.0,4.0,0.883377,-0.487833,0.187752,-0.592438,,-0.326446,-0.109866,0.043589,,-0.270976,-0.155988,0.247725
4,2.0,5.0,0.815359,-0.552716,,-0.587331,,-0.265429,,0.044986,0.157837,-0.305848,,0.240935
4,,6.0,0.815754,,0.174501,-0.586864,,,-0.139825,0.047674,,-0.337241,,0.247
4,,7.0,0.862021,-0.707973,0.174207,,-0.189527,-0.206076,-0.142779,0.025779,0.049223,-0.348725,-0.185524,0.276806
4,2.0,,,,0.134695,,-0.108445,,-0.146908,-0.021194,-0.02232,-0.373871,-0.172423,0.328417
4,2.0,9.0,0.947888,-0.92816,,-0.501616,-0.06377,,,,-0.09086,-0.403764,,0.35092
4,2.0,,,,,-0.482797,0.020966,-0.097854,,,,,,
4,2.0,11.0,0.688232,-0.950378,0.183258,-0.419635,0.088016,,-0.139963,-0.167095,-0.18447,-0.367552,-0.118028,
,2.0,,,-0.939481,,-0.328361,,,-0.146616,-0.207936,-0.19888,-0.349512,-0.083269,
,2.0,13.0,0.647095,-0.975236,0.330382,,0.124196,,,-0.2373,,-0.307257,-0.048427,
4,,14.0,,-0.977803,,-0.293173,0.1206,,-0.128733,,-0.286094,-0.247728,-0.034732,
,2.0,15.0,0.476895,-0.961037,,-0.251743,0.131251,,-0.122452,,-0.284492,,-0.025716,
4,2.0,,0.358467,,,-0.208299,0.149682,-0.0388,,,-0.282065,,,0.206992
4,,17.0,0.276752,-0.955284,0.493915,-0.180155,0.167597,-0.0308,-0.145012,,-0.282273,-0.161574,,0.189515
4,,18.0,0.263322,-0.953628,0.524208,-0.174049,0.19086,-0.017729,-0.15186,-0.41207,-0.273488,,0.007527,0.167334
,3.0,,0.606796,-0.021949,0.089904,-0.781485,,-0.562018,,0.199821,0.132953,,-0.161803,0.062492
,3.0,,0.665848,-0.083322,0.083932,-0.797516,0.088125,-0.518016,-0.280235,0.171341,0.141583,,-0.176441,
,3.0,3.0,0.627813,,,-0.762124,0.111505,-0.482243,,,0.147638,-0.087467,-0.193559,
4,,4.0,,-0.115088,-0.002577,-0.709991,,,-0.26292,,0.149199,-0.121873,-0.203323,0.112977
,,,0.564513,-0.087492,-0.076001,,0.117965,,-0.21972,0.075297,0.142714,-0.1509,-0.207181,0.127298
4,3.0,6.0,,,,-0.664942,,-0.395192,,0.062764,,-0.170168,-0.201863,0.135713
4,3.0,,0.562459,-0.188867,,-0.627033,,-0.376745,,,0.059568,,,
4,3.0,8.0,0.528272,-0.247113,-0.080182,,0.202625,-0.363439,-0.173556,0.043811,0.012266,-0.222378,-0.177169,0.211076
4,3.0,9.0,,-0.297662,,-0.552002,,-0.343044,-0.14148,,,-0.248811,-0.188237,
,,,,-0.361114,,-0.505065,0.200785,-0.318388,-0.108018,,-0.033741,-0.269364,-0.200158,
4,,11.0,,-0.440442,-0.021883,,0.196478,-0.282717,,-0.114018,-0.05773,,,0.341017
4,,12.0,0.545801,-0.521317,-0.001203,-0.420162,0.190341,-0.24016,-0.093579,-0.1676,,,,0.34273
4,3.0,,0.544987,,0.032407,,,-0.207599,-0.100506,,,-0.290396,-0.172057,0.33857
4,3.0,14.0,,,0.096353,-0.297043,0.231826,,-0.130845,-0.253849,-0.12128,-0.289108,-0.143023,0.341422
4,,15.0,0.403045,-0.618545,0.146481,-0.217718,0.249237,-0.150071,-0.155757,,-0.134473,-0.290831,-0.093279,
4,,,0.3598,-0.617888,0.198358,-0.200547,,-0.131248,-0.139177,-0.359079,,-0.273413,-0.068479,0.326992
,3.0,,0.305535,,0.238656,-0.153775,0.263927,-0.126537,,,-0.173308,,,
4,,18.0,0.284815,-0.626508,0.293396,-0.118488,0.277062,-0.134319,-0.138936,,,-0.293591,-0.030331,0.317136
4,3.0,19.0,0.252713,-0.652158,0.358763,-0.123464,0.28288,,-0.156716,-0.369275,,,,0.284106
4,3.0,20.0,0.229972,-0.675728,0.433261,-0.149603,,-0.121238,-0.172145,,-0.275724,,,0.24585
4,3.0,21.0,0.20964,-0.708146,0.499275,,0.298436,,-0.177941,-0.372651,-0.283851,-0.149443,-0.040062,0.201573
4,3.0,22.0,,,,,0.295261,,-0.180811,-0.370932,,,,0.147191
4,,23.0,0.066792,,0.626083,-0.115322,,-0.04726,,,,,,0.065588
4,4.0,1.0,0.550025,,0.265131,-0.905631,0.030278,,,0.344699,-0.024081,-0.122572,-0.106563,
4,4.0,2.0,0.56324,-0.281507,0.210903,-0.873787,0.085144,-0.534631,,0.316311,-0.040281,-0.15794,,0.052987
4,4.0,3.0,0.52547,-0.302257,0.146153,-0.828631,0.133005,-0.482828,-0.218014,0.257119,-0.070063,-0.212859,-0.156956,0.107749
,4.0,,0.507601,-0.364552,0.093732,-0.789605,0.172368,,-0.189782,0.217714,-0.101475,,-0.188483,0.139838
4,4.0,5.0,,-0.430778,0.062693,-0.752283,0.211527,,-0.177551,0.172319,,-0.2776,-0.195659,0.165203
4,4.0,,0.44184,-0.455256,,-0.670546,,,-0.15317,0.085113,,,-0.176629,0.225545
4,4.0,,0.38435,-0.509879,0.06347,-0.591025,0.249995,-0.328606,-0.141037,0.007553,-0.243571,,,0.303798
4,4.0,,,-0.577913,0.101576,-0.538507,0.263229,-0.2922,-0.1432,,-0.261932,,-0.171132,0.349387
4,,,0.287305,-0.663949,0.168907,,0.285006,-0.248696,-0.167822,,,,,0.358582
4,4.0,10.0,0.256351,-0.683087,,-0.398794,0.316935,-0.200372,-0.176936,-0.148719,-0.279179,-0.284437,-0.102629,0.338315
,,11.0,0.234726,,,-0.330571,0.34083,-0.152849,-0.180933,-0.185279,-0.283056,,,0.303157
4,4.0,12.0,0.199166,,0.270726,-0.271797,,-0.128443,-0.206304,-0.232447,-0.259567,-0.319479,-0.068332,
,4.0,,0.17058,,0.305423,,0.346466,,,,,,,0.25404
4,,14.0,0.164448,,0.387528,-0.350702,0.305237,-0.026321,-0.165638,-0.374682,,-0.186191,-0.045728,
4,4.0,15.0,,-0.785419,,-0.306491,0.265143,,-0.147488,,-0.318914,,,
4,,,0.101377,,0.47049,,0.25762,-0.096535,,-0.328432,-0.282576,-0.21689,,0.193383
,4.0,,0.070015,-0.796212,0.477121,-0.17019,,-0.122226,,-0.283366,-0.220236,-0.222811,-0.043295,0.179014
,4.0,18.0,,-0.807069,0.495161,-0.143969,0.309371,,-0.240059,-0.280105,-0.190467,-0.185825,-0.061878,0.141531
4,,19.0,0.057521,,0.573024,-0.16478,0.31377,,-0.237003,,-0.221716,,-0.062893,
4,4.0,,0.080361,-0.912184,,,0.324429,-0.070432,,-0.268645,-0.269706,-0.073451,-0.062936,0.035538
4,4.0,,0.086334,-0.948831,0.71777,,0.353627,,-0.195326,-0.251682,-0.303751,-0.033685,-0.066918,
,4.0,22.0,,-0.953787,0.757896,-0.119943,0.379721,,,,-0.296419,-0.017209,-0.080609,-0.036734
4,4.0,23.0,0.00696,-0.954827,,-0.090705,,-0.095478,,-0.23726,-0.284985,,-0.091695,-0.052403
4,,,0.726697,-0.366465,0.283572,-0.75139,-0.169149,,-0.309603,,,-0.188817,-0.060941,
,,2.0,0.750053,-0.377117,0.212593,,-0.104403,-0.504364,,0.235606,0.150157,,-0.113861,
,5.0,3.0,,-0.428167,,,,-0.451442,-0.274303,0.230485,,,-0.125048,0.151194
4,,4.0,0.704445,-0.502104,0.173761,-0.753265,,-0.362866,-0.288142,0.219716,0.093713,-0.256124,-0.115435,0.125521
,5.0,,0.738686,-0.603761,0.180353,,-0.004391,-0.294811,-0.300416,,0.025846,,-0.116772,
,,6.0,0.68258,-0.623726,0.140738,-0.757023,0.048125,-0.25328,-0.292791,0.159944,-0.010612,-0.304326,-0.119644,0.158357
,,7.0,0.657987,-0.693982,0.15336,-0.739974,,-0.2256,-0.29936,0.145143,-0.062096,-0.321465,-0.112665,0.17959
4,5.0,8.0,,-0.756895,0.166175,,,-0.204475,-0.300671,,-0.108818,-0.335476,-0.089225,
4,5.0,9.0,0.548527,-0.799739,,,,-0.164558,,,-0.139356,-0.364533,-0.058882,0.272788
4,5.0,10.0,,-0.821617,0.205252,-0.512387,0.250177,,,-0.004774,-0.172425,-0.37666,-0.049581,
4,,11.0,,-0.840159,0.239841,-0.447924,0.315299,-0.144106,-0.30472,-0.047317,-0.202422,-0.376235,-0.061262,0.300323
,,12.0,0.366344,,,-0.387975,0.351763,-0.132076,-0.31575,-0.079096,-0.22633,-0.377702,,0.276488
4,5.0,13.0,0.318214,-0.893718,0.296992,-0.351414,0.364568,,-0.31483,-0.12171,-0.22631,,,0.25277
4,,,0.280427,,,-0.321632,0.367805,-0.17511,-0.314603,-0.164088,-0.224365,-0.309422,-0.059053,
4,5.0,,0.237125,-0.87317,0.360337,,,-0.173182,-0.350123,-0.182058,-0.224088,-0.271723,,
4,,16.0,,-0.906988,0.420005,-0.295607,0.403784,-0.153317,-0.391737,-0.201195,-0.231418,,-0.026575,0.145444
,5.0,17.0,0.20583,-0.954224,,-0.27769,0.39201,-0.128621,-0.407677,,,,-0.006749,0.097051
4,5.0,18.0,0.141409,,,-0.213715,0.375285,-0.151986,-0.366489,,-0.218239,,-0.01668,0.06581
4,5.0,,0.055592,-0.922053,0.603675,-0.169963,,,-0.335097,,-0.212084,,-0.025501,0.034938
,,20.0,0.038212,,0.688026,,0.423147,-0.127184,-0.318934,-0.139485,-0.219145,,,-0.011801
4,,21.0,-0.016858,-0.947048,0.728645,,,,-0.284543,-0.142618,,-0.131069,,
,,1.0,1.043366,,0.768786,-0.645892,-0.549469,-0.271415,,,,,0.069428,0.198061
,,2.0,,-0.785242,0.706898,-0.667793,-0.495126,,-0.478199,0.176256,,-0.220769,,0.170607
4,,3.0,0.958083,-0.769611,0.669825,-0.685728,-0.431832,-0.21586,-0.48642,0.192891,0.230607,,-0.007312,0.147399
4,6.0,4.0,0.891564,-0.744989,0.607243,,,-0.187563,-0.455153,0.205987,,,-0.037287,0.137756
4,6.0,5.0,0.784918,-0.708866,0.53509,,,-0.145512,,0.190126,0.08596,-0.360786,,0.148932
4,6.0,6.0,,-0.62991,0.431495,-0.589773,-0.108466,-0.165283,-0.302271,0.128537,-0.031536,,-0.044757,0.189146
4,6.0,7.0,0.520547,-0.58192,0.346604,-0.508626,0.041228,-0.181112,,,,-0.389203,-0.018241,0.244275
4,6.0,8.0,0.437697,-0.58824,,-0.449005,,,,,-0.223288,-0.416529,,0.312522
,6.0,,,-0.644018,0.279136,-0.418386,0.203215,-0.172442,-0.155954,-0.116981,-0.254446,-0.424305,-0.02612,0.357938
4,6.0,10.0,0.530797,-0.696964,0.299439,,,-0.147708,-0.196285,-0.148421,-0.255677,-0.406313,-0.004549,
4,6.0,11.0,0.490219,,0.339815,-0.333541,,,,-0.207516,-0.257771,-0.351386,0.021024,0.327559
4,6.0,12.0,0.398073,-0.686266,,-0.274654,0.220075,-0.159895,-0.219342,,-0.267785,-0.286986,0.077211,0.289355
,6.0,13.0,0.298968,-0.653758,0.44541,,0.240713,-0.113766,,-0.320754,,-0.243058,0.121561,0.24379
,6.0,,0.213072,-0.629134,0.506665,,,-0.055969,,,,-0.219251,,0.197787
4,6.0,15.0,,-0.609004,,,0.282847,-0.019961,-0.131402,,-0.285918,-0.213733,0.102701,0.147723
4,6.0,16.0,,-0.621189,0.617883,-0.140953,,-0.000834,-0.097185,-0.345674,-0.285182,-0.186008,,0.082397
,6.0,,0.114251,,0.675209,,0.340832,0.017545,,,,-0.147972,0.034738,0.009379
4,,18.0,,-0.646906,,,0.324077,0.043831,-0.096893,-0.399782,-0.286615,-0.129786,0.04717,
4,,,0.120215,-0.586096,0.703042,-0.050809,0.30709,0.065403,-0.126614,,-0.28434,,0.079832,-0.08312
4,6.0,20.0,0.102381,,0.714563,-0.028519,0.313154,0.046815,-0.130564,-0.404454,,-0.118219,0.075662,
4,6.0,21.0,0.049517,-0.523609,0.746564,-0.028099,,0.019407,-0.133166,-0.405616,,-0.092548,0.035127,-0.107785
,7.0,1.0,0.40144,-0.208446,0.082381,-0.849228,,-0.575251,-0.089211,0.285791,0.056958,-0.133434,-0.13932,0.185728
,7.0,2.0,0.441855,,0.016056,-0.870546,0.01512,,-0.061139,,-0.001041,-0.156284,-0.126901,0.144294
,7.0,3.0,,,-0.019547,-0.831436,0.053102,-0.511868,-0.052296,0.252319,-0.035781,-0.192,,0.149101
4,7.0,4.0,0.444296,-0.426015,-0.022764,,0.091093,-0.441437,,0.171166,-0.056529,-0.266293,-0.150281,0.211309
,7.0,5.0,0.383602,,-0.004176,,,,-0.065694,0.072276,-0.074217,-0.373861,-0.119212,0.31632
4,7.0,6.0,0.302615,-0.508905,,-0.581697,0.188564,,,0.015211,-0.125382,,,0.352176
4,,7.0,0.266431,,0.091148,,0.256306,-0.28822,,-0.025385,-0.2378,-0.457923,,0.330014
4,7.0,8.0,0.201414,-0.657714,0.189951,,0.297037,-0.264992,-0.168097,-0.05575,-0.315751,,0.073759,0.283493
,7.0,9.0,0.102743,-0.672062,0.243884,-0.43246,0.329718,-0.265887,-0.181343,,-0.331447,-0.355318,0.08019,0.260117
,,10.0,,-0.689088,0.257727,-0.415121,,-0.25642,-0.194454,-0.174271,-0.333308,-0.318278,,0.232972
4,,11.0,0.046507,,0.263817,-0.392703,,-0.260644,,,-0.32752,-0.305777,0.104758,0.220874
4,7.0,12.0,,-0.680687,,-0.36564,,-0.275094,-0.207002,,-0.3187,,0.093417,
4,,13.0,-0.074394,-0.652053,0.334771,-0.336781,0.358657,-0.290824,-0.210665,-0.158118,,-0.30844,0.054668,0.182496
4,7.0,14.0,-0.147497,-0.635072,0.382019,-0.302881,0.357963,-0.292772,,-0.152085,,-0.286363,,0.139346
4,,,,-0.637882,,-0.24718,0.389432,,-0.224452,-0.175125,,-0.251846,,0.111006
4,7.0,16.0,-0.181325,,,-0.212684,0.411718,-0.245478,-0.218859,,-0.198002,-0.230387,,0.09913
,7.0,17.0,,-0.712955,0.442533,-0.18183,,-0.217653,-0.213391,-0.22547,,,0.019786,0.090954
4,7.0,18.0,,-0.745498,,-0.146869,0.425664,-0.204457,-0.206536,-0.232415,-0.183191,-0.228801,0.022049,
4,7.0,,-0.117339,,0.454818,,0.433278,-0.20168,,-0.227148,-0.184809,-0.238221,,0.061886
4,7.0,20.0,-0.134713,-0.722291,0.475428,-0.109072,0.444172,-0.207778,-0.200804,-0.210148,,-0.242184,,0.038035
4,7.0,21.0,,,,-0.089836,,-0.206666,-0.209225,-0.202474,-0.203726,-0.233054,,
,7.0,22.0,,-0.725749,0.516476,,,-0.199436,-0.211235,,,-0.225787,,
4,7.0,23.0,,-0.740202,0.528678,-0.036744,,,-0.204863,,-0.200566,,,-0.032301
4,,,,,0.24826,-0.612561,-0.190048,,-0.282008,0.110109,0.142346,-0.068602,,0.191012
,8.0,,0.949401,,0.178906,,-0.163452,-0.5831,-0.304087,,0.174816,-0.062187,-0.087533,0.155802
,8.0,3.0,,,0.109567,,,-0.525361,,0.13954,0.167957,,,0.078132
4,8.0,4.0,0.988149,-0.38836,0.01944,,-0.010014,-0.488187,-0.284331,0.145762,0.15875,,-0.190738,
4,8.0,5.0,,-0.3852,-0.055384,-0.765705,0.049213,,-0.259057,0.108447,,-0.119558,-0.221479,
,,6.0,0.845189,,-0.08978,,0.125272,-0.371709,-0.247509,0.084138,0.090666,-0.188179,,
4,8.0,7.0,0.760064,,-0.103279,-0.708251,0.206187,-0.298691,-0.24925,,-0.004344,-0.259005,-0.226555,0.092306
4,8.0,8.0,,-0.596502,-0.109953,,0.254915,,-0.23992,0.008789,-0.069373,-0.299776,-0.222713,
,8.0,9.0,,-0.660721,,,0.310231,-0.199554,,,-0.134869,-0.317756,-0.19585,0.204986
4,8.0,10.0,0.697218,-0.701224,0.01189,-0.501048,0.426472,,-0.245855,-0.083824,,-0.298213,-0.171948,0.217571
4,8.0,11.0,0.610209,,0.017025,-0.44696,0.525158,,,-0.094155,-0.317485,-0.256315,-0.148455,0.153063
4,,12.0,0.567795,-0.751126,0.127555,-0.400249,0.553298,,-0.333165,,-0.300794,-0.216523,-0.118534,
4,8.0,13.0,0.491495,-0.843344,,-0.326726,0.522385,-0.119101,-0.332287,-0.210388,,-0.194829,-0.09484,
,8.0,14.0,0.416518,-0.906022,0.316617,-0.239613,0.467858,-0.149457,-0.2841,,,-0.202591,-0.051215,
4,8.0,15.0,0.38402,,0.356119,,,-0.169534,-0.271878,-0.20592,,,-0.055205,0.178156
4,8.0,16.0,0.386508,-0.99109,0.369125,,0.430558,-0.172797,,,-0.219992,-0.21626,-0.078414,0.168896
,8.0,17.0,0.322216,-0.996684,0.412399,,0.464071,-0.181565,,-0.211987,,-0.178687,,
4,8.0,,0.206697,,,-0.055537,0.510319,-0.181189,-0.309847,-0.186642,,,,
4,8.0,,0.097131,,,,0.550164,,-0.306534,-0.166195,-0.209364,-0.111624,-0.077699,0.018853
4,,20.0,0.044297,,,-0.004304,0.57765,-0.14145,-0.295968,,-0.22236,,-0.072604,
,8.0,21.0,0.03256,,0.579142,0.011939,0.58224,-0.118439,,-0.163585,-0.231007,,-0.07494,-0.062905
4,9.0,1.0,1.140397,-0.53651,0.350962,,-0.208347,,-0.401253,0.307689,0.083275,-0.286078,,
4,,2.0,1.097022,-0.500817,0.297504,,,-0.278417,-0.378882,,0.07459,-0.319622,,
,9.0,3.0,1.03986,-0.479642,0.262758,-0.76686,-0.135661,-0.262733,-0.346057,,0.039,-0.345111,,
4,9.0,4.0,0.92131,-0.408784,0.204965,,-0.091391,-0.239899,,,0.000294,-0.356056,,0.030223
4,,5.0,0.914884,,0.194279,,,,-0.291303,,,,-0.077204,0.034391
4,9.0,6.0,0.844523,-0.458962,,-0.7955,,-0.221698,-0.262717,0.201963,,-0.362868,-0.069657,0.06073
4,9.0,,0.761959,,0.15774,,,,-0.235308,,-0.15647,-0.383431,-0.049466,0.111887
4,,8.0,0.700707,-0.525197,0.150625,,0.088864,-0.165248,,0.109763,-0.197087,-0.414965,,0.155859
4,9.0,9.0,,-0.590688,0.147601,-0.700289,,-0.138295,-0.256738,0.094208,,-0.434817,-0.024091,0.182305
4,9.0,10.0,,-0.656099,0.138003,,,,,0.072518,-0.227014,,-0.012383,
,,,,,0.149792,-0.620663,0.190882,-0.107183,-0.317552,0.050299,-0.24263,,0.008649,
4,,12.0,0.600763,,0.202483,,,-0.09362,,0.018401,-0.268358,,0.055507,0.216833
,9.0,13.0,,-0.76323,0.282146,,0.277482,,-0.408079,-0.003741,-0.288642,-0.409044,0.099742,0.224472
4,9.0,,,-0.764518,0.327463,,0.287364,0.002646,-0.427062,-0.021933,,-0.407902,,
,9.0,,0.434956,-0.804686,0.384089,-0.428333,,0.001925,,-0.048485,-0.323607,,,0.16318
,9.0,16.0,0.319153,,0.404124,-0.379237,0.356794,,-0.363309,-0.10738,-0.331586,-0.345997,0.089192,0.135223
,9.0,17.0,,-0.801904,,,0.400157,-0.041314,,,-0.323713,-0.307819,0.081019,0.099977
4,9.0,18.0,,-0.834455,,,,,-0.417858,-0.156726,-0.325166,,0.086725,
4,9.0,19.0,0.150091,,0.472075,-0.269816,0.484566,,-0.45531,-0.159025,,,0.088568,
,9.0,,0.110138,,,-0.246347,0.48231,-0.040109,,-0.160586,,,0.09015,0.028954
4,9.0,,,-0.872662,,-0.233425,0.46988,-0.043156,,-0.148933,,,0.086902,0.017013
4,,22.0,0.115988,-0.900662,0.579766,,,-0.060442,-0.494237,-0.125082,,-0.258198,0.082986,-0.004571
4,9.0,23.0,,,0.624493,-0.198376,,-0.08796,-0.489077,-0.112057,-0.288803,-0.239879,0.071195,-0.02442
4,9.0,,0.016706,,0.631859,-0.142249,,,-0.462358,,-0.251891,-0.220359,0.0432,-0.037246
,10.0,1.0,0.769272,-0.070254,0.196578,-0.723836,,-0.547292,-0.02017,0.064025,0.174926,-0.173769,0.026719,0.206613
,,2.0,0.733159,,,,-0.304399,-0.531955,-0.024925,0.083606,0.183396,-0.224942,0.005505,0.197911
4,10.0,,0.696003,-0.105576,0.110614,-0.70759,-0.260876,-0.491542,-0.026507,,,-0.265784,,0.189849
,10.0,,0.650497,-0.136863,0.096435,-0.715629,-0.188175,-0.418399,-0.03146,0.062997,0.096637,-0.306346,-0.02932,0.18684
4,10.0,5.0,0.62614,-0.189177,0.096016,-0.730839,-0.100566,-0.342908,,0.03937,,-0.34875,,
,10.0,,,,0.08708,-0.733084,-0.040544,-0.310566,-0.035466,0.006553,-0.030594,,-0.082382,
4,10.0,7.0,0.575463,-0.38604,0.061353,-0.689012,0.023348,-0.284578,-0.057595,-0.045382,,-0.403428,-0.068365,0.299647
4,,8.0,0.532529,-0.481415,0.061287,,,-0.256651,-0.10532,,-0.108791,,-0.039921,0.363323
4,10.0,9.0,0.483488,,,-0.533964,0.149068,-0.237258,-0.149821,,-0.123571,-0.425612,-0.024588,
4,,10.0,,-0.61151,,-0.45169,0.187628,,,-0.172316,,,-0.005941,0.417331
4,10.0,11.0,0.414325,-0.608011,,-0.347957,0.236282,-0.234422,-0.189244,-0.240649,-0.108583,-0.370234,0.031765,0.414162
,,,0.390112,,0.153388,,0.276596,-0.208422,-0.190521,-0.277052,,-0.344134,0.036894,0.357552
4,,13.0,0.318188,,0.224806,-0.224289,0.292635,,-0.184979,,,,0.035613,0.285049
4,,14.0,,,0.267924,-0.171757,0.298358,-0.179113,,,,-0.322779,0.021269,0.272223
4,10.0,15.0,0.252108,,0.315295,,,-0.204226,-0.212683,-0.328344,-0.14958,-0.29997,,
,10.0,16.0,0.210025,-0.738778,0.343772,,,-0.219192,-0.226394,-0.354072,,-0.271088,-0.024877,0.225752
4,,17.0,0.21367,-0.757791,0.348963,-0.077362,0.309591,-0.233045,-0.234664,-0.387115,-0.098728,-0.247708,-0.026958,0.200578
4,10.0,18.0,0.180862,-0.780062,0.390616,,,-0.222427,-0.264031,-0.387412,-0.108113,,-0.026396,0.168206
,10.0,19.0,,-0.776928,0.437992,,0.345105,,,-0.392033,-0.112295,-0.172899,,0.144705
4,11.0,1.0,1.03122,,,-0.682311,,-0.388674,-0.326179,,0.246835,-0.162486,-0.080911,
4,,,0.972634,-0.539046,0.169226,-0.694179,,-0.35449,-0.304211,0.138464,0.245642,-0.191213,-0.126108,0.163273
4,,,0.92822,-0.571808,0.108475,,-0.176746,,,,0.230437,-0.21663,-0.183561,
4,11.0,,,-0.582422,0.051853,,,-0.296845,-0.245612,0.096872,0.220131,,-0.212374,0.166486
,11.0,5.0,0.82354,-0.585031,-0.0,-0.663642,,-0.249814,-0.220551,0.048439,0.191574,,,0.177896
