,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
203,5.0,8.0,8.0,6.0,4.0,10.0,7.0,3.0,5.0,10.0,2.0,4.0,5.0,9.0,1.0,7.0,N
204,3.0,6.0,3.0,4.0,3.0,8.0,8.0,12.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H
205,6.0,10.0,8.0,7.0,5.0,4.0,8.0,7.0,8.0,9.0,11.0,11.0,3.0,9.0,1.0,8.0,U
206,3.0,6.0,4.0,4.0,4.0,8.0,6.0,5.0,2.0,7.0,7.0,10.0,6.0,9.0,4.0,7.0,C
207,8.0,10.0,8.0,8.0,7.0,5.0,7.0,5.0,8.0,8.0,6.0,9.0,8.0,8.0,6.0,1.0,U
208,9.0,13.0,6.0,7.0,4.0,5.0,8.0,6.0,4.0,10.0,8.0,9.0,5.0,10.0,5.0,8.0,O
209,3.0,7.0,5.0,5.0,5.0,5.0,7.0,3.0,6.0,7.0,6.0,12.0,2.0,10.0,8.0,6.0,E
210,6.0,6.0,8.0,4.0,5.0,10.0,6.0,2.0,5.0,9.0,4.0,7.0,8.0,6.0,2.0,8.0,M
211,3.0,7.0,6.0,5.0,2.0,9.0,10.0,2.0,7.0,3.0,12.0,8.0,2.0,11.0,2.0,9.0,Y
212,3.0,9.0,4.0,7.0,3.0,6.0,8.0,8.0,7.0,10.0,7.0,12.0,2.0,10.0,4.0,10.0,C
213,5.0,9.0,5.0,5.0,3.0,6.0,7.0,4.0,5.0,9.0,7.0,5.0,3.0,10.0,5.0,4.0,Y
214,2.0,4.0,5.0,3.0,2.0,7.0,8.0,2.0,9.0,11.0,7.0,6.0,1.0,8.0,5.0,7.0,Z
215,1.0,4.0,2.0,2.0,1.0,8.0,7.0,2.0,5.0,14.0,6.0,9.0,1.0,7.0,0.0,7.0,J
216,2.0,4.0,3.0,2.0,2.0,8.0,8.0,3.0,5.0,10.0,6.0,6.0,2.0,8.0,5.0,9.0,B
217,2.0,1.0,3.0,2.0,1.0,6.0,8.0,7.0,7.0,8.0,7.0,13.0,1.0,9.0,4.0,10.0,C
218,4.0,10.0,5.0,8.0,3.0,8.0,7.0,6.0,9.0,4.0,6.0,8.0,0.0,8.0,9.0,8.0,S
219,3.0,3.0,4.0,4.0,1.0,1.0,15.0,5.0,3.0,12.0,9.0,4.0,0.0,8.0,2.0,6.0,F
220,6.0,10.0,4.0,5.0,3.0,6.0,8.0,6.0,5.0,9.0,7.0,9.0,5.0,10.0,5.0,8.0,O
221,6.0,14.0,5.0,8.0,3.0,6.0,10.0,2.0,6.0,11.0,7.0,6.0,2.0,9.0,5.0,4.0,T
222,1.0,1.0,1.0,1.0,0.0,4.0,6.0,6.0,2.0,7.0,6.0,10.0,3.0,8.0,2.0,10.0,K
223,3.0,7.0,4.0,5.0,5.0,6.0,8.0,3.0,5.0,6.0,7.0,11.0,4.0,11.0,8.0,8.0,E
224,8.0,14.0,7.0,8.0,5.0,10.0,6.0,3.0,5.0,10.0,4.0,6.0,4.0,8.0,7.0,10.0,F
225,5.0,10.0,5.0,7.0,4.0,4.0,11.0,1.0,2.0,8.0,10.0,7.0,3.0,10.0,1.0,8.0,V
226,5.0,9.0,5.0,4.0,3.0,12.0,3.0,3.0,4.0,10.0,3.0,8.0,3.0,9.0,5.0,12.0,Q
227,7.0,11.0,7.0,8.0,4.0,3.0,10.0,2.0,7.0,10.0,12.0,6.0,2.0,11.0,3.0,5.0,Y
228,3.0,3.0,4.0,2.0,1.0,4.0,10.0,2.0,7.0,10.0,10.0,5.0,2.0,12.0,3.0,4.0,Y
229,4.0,7.0,5.0,5.0,3.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,3.0,8.0,3.0,8.0,O
230,2.0,2.0,3.0,3.0,2.0,7.0,8.0,5.0,4.0,7.0,7.0,6.0,5.0,9.0,2.0,5.0,N
231,4.0,9.0,6.0,6.0,4.0,10.0,2.0,1.0,2.0,8.0,3.0,9.0,5.0,5.0,3.0,7.0,A
232,2.0,5.0,4.0,4.0,2.0,6.0,10.0,2.0,6.0,13.0,7.0,6.0,1.0,9.0,2.0,7.0,F
233,4.0,8.0,6.0,6.0,4.0,7.0,8.0,6.0,6.0,6.0,5.0,8.0,4.0,6.0,7.0,9.0,R
234,3.0,5.0,4.0,7.0,1.0,9.0,14.0,0.0,6.0,5.0,11.0,8.0,0.0,8.0,0.0,8.0,T
235,7.0,8.0,10.0,6.0,6.0,9.0,6.0,2.0,5.0,9.0,6.0,8.0,8.0,6.0,2.0,8.0,M
236,2.0,2.0,3.0,3.0,2.0,7.0,7.0,6.0,6.0,7.0,6.0,5.0,2.0,8.0,3.0,7.0,D
237,5.0,8.0,8.0,6.0,4.0,6.0,12.0,7.0,2.0,11.0,5.0,2.0,1.0,10.0,4.0,9.0,P
238,5.0,5.0,7.0,8.0,3.0,7.0,7.0,4.0,15.0,9.0,6.0,8.0,0.0,8.0,9.0,8.0,Z
239,6.0,9.0,5.0,5.0,3.0,7.0,7.0,3.0,5.0,9.0,7.0,6.0,3.0,10.0,4.0,5.0,Y
240,4.0,5.0,5.0,4.0,3.0,6.0,11.0,2.0,8.0,11.0,9.0,5.0,3.0,10.0,4.0,4.0,T
241,9.0,12.0,8.0,7.0,7.0,10.0,7.0,4.0,6.0,10.0,3.0,6.0,7.0,4.0,8.0,8.0,B
242,2.0,1.0,3.0,2.0,1.0,8.0,2.0,2.0,1.0,7.0,2.0,8.0,2.0,7.0,2.0,7.0,A
243,4.0,9.0,6.0,7.0,6.0,8.0,7.0,8.0,4.0,7.0,6.0,8.0,3.0,8.0,8.0,4.0,A
244,7.0,7.0,7.0,5.0,4.0,3.0,11.0,3.0,3.0,10.0,10.0,8.0,7.0,10.0,2.0,6.0,W
245,3.0,5.0,4.0,8.0,6.0,8.0,9.0,3.0,1.0,8.0,7.0,6.0,4.0,10.0,5.0,8.0,P
246,4.0,4.0,7.0,3.0,4.0,7.0,5.0,3.0,4.0,10.0,8.0,9.0,7.0,5.0,2.0,8.0,M
247,4.0,9.0,6.0,6.0,5.0,6.0,8.0,8.0,5.0,6.0,5.0,12.0,5.0,8.0,7.0,4.0,U
248,3.0,1.0,3.0,3.0,2.0,7.0,7.0,5.0,8.0,7.0,7.0,8.0,2.0,8.0,6.0,9.0,E
249,4.0,6.0,4.0,4.0,2.0,7.0,7.0,14.0,1.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,N
250,4.0,9.0,7.0,7.0,3.0,5.0,12.0,3.0,4.0,8.0,12.0,9.0,2.0,10.0,1.0,8.0,V
251,4.0,9.0,5.0,7.0,4.0,5.0,10.0,4.0,5.0,10.0,9.0,4.0,4.0,10.0,4.0,7.0,P
252,7.0,13.0,6.0,7.0,4.0,9.0,8.0,4.0,5.0,13.0,4.0,4.0,4.0,10.0,6.0,6.0,P
253,7.0,13.0,6.0,7.0,3.0,7.0,11.0,5.0,5.0,8.0,11.0,5.0,4.0,11.0,4.0,8.0,V
254,4.0,6.0,5.0,4.0,3.0,7.0,6.0,6.0,6.0,10.0,6.0,11.0,2.0,10.0,4.0,10.0,G
255,2.0,7.0,3.0,5.0,1.0,12.0,2.0,9.0,4.0,13.0,5.0,13.0,1.0,6.0,0.0,8.0,J
256,2.0,6.0,4.0,4.0,2.0,10.0,3.0,1.0,2.0,8.0,3.0,9.0,2.0,6.0,2.0,8.0,A
257,6.0,11.0,7.0,8.0,7.0,8.0,6.0,11.0,1.0,7.0,8.0,8.0,9.0,4.0,1.0,8.0,M
258,3.0,4.0,4.0,2.0,1.0,5.0,13.0,3.0,6.0,12.0,9.0,3.0,1.0,10.0,1.0,5.0,T
259,4.0,5.0,4.0,6.0,4.0,8.0,6.0,7.0,4.0,9.0,8.0,9.0,3.0,9.0,6.0,8.0,Q
260,5.0,9.0,7.0,6.0,4.0,8.0,9.0,2.0,6.0,14.0,5.0,5.0,2.0,9.0,3.0,8.0,F
261,2.0,11.0,3.0,8.0,4.0,8.0,7.0,0.0,7.0,7.0,6.0,8.0,0.0,8.0,3.0,7.0,I
262,6.0,10.0,8.0,8.0,5.0,6.0,9.0,5.0,7.0,6.0,9.0,10.0,6.0,10.0,1.0,7.0,U
263,2.0,5.0,3.0,8.0,1.0,12.0,3.0,10.0,3.0,13.0,6.0,13.0,1.0,6.0,0.0,8.0,J
264,3.0,5.0,6.0,3.0,2.0,7.0,8.0,3.0,7.0,11.0,8.0,7.0,1.0,9.0,4.0,6.0,S
265,5.0,11.0,6.0,8.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,8.0,5.0,7.0,4.0,10.0,L
266,3.0,6.0,2.0,9.0,2.0,9.0,8.0,3.0,3.0,12.0,4.0,5.0,2.0,8.0,5.0,10.0,J
267,5.0,10.0,6.0,8.0,8.0,8.0,8.0,5.0,3.0,8.0,5.0,7.0,5.0,9.0,12.0,8.0,S
268,2.0,6.0,4.0,4.0,2.0,8.0,12.0,2.0,2.0,5.0,10.0,9.0,2.0,11.0,0.0,9.0,V
269,4.0,10.0,5.0,8.0,4.0,6.0,7.0,6.0,8.0,5.0,7.0,12.0,1.0,7.0,4.0,9.0,C
270,4.0,8.0,5.0,6.0,4.0,8.0,7.0,8.0,6.0,7.0,7.0,10.0,3.0,7.0,4.0,7.0,O
271,5.0,7.0,6.0,8.0,6.0,9.0,8.0,6.0,2.0,4.0,8.0,10.0,3.0,9.0,7.0,10.0,Q
272,8.0,13.0,9.0,7.0,6.0,5.0,9.0,2.0,9.0,12.0,8.0,8.0,6.0,5.0,8.0,2.0,Z
273,2.0,6.0,2.0,4.0,2.0,3.0,6.0,6.0,10.0,7.0,7.0,14.0,0.0,8.0,7.0,8.0,E
274,3.0,2.0,4.0,4.0,2.0,6.0,8.0,8.0,8.0,9.0,8.0,12.0,2.0,10.0,4.0,9.0,C
275,6.0,9.0,9.0,8.0,8.0,8.0,8.0,3.0,5.0,7.0,7.0,8.0,5.0,8.0,4.0,5.0,A
276,4.0,8.0,5.0,6.0,3.0,6.0,9.0,6.0,6.0,5.0,9.0,10.0,3.0,9.0,1.0,8.0,U
277,7.0,11.0,10.0,8.0,6.0,12.0,7.0,3.0,5.0,10.0,0.0,3.0,7.0,11.0,2.0,9.0,N
278,6.0,9.0,9.0,7.0,6.0,10.0,5.0,3.0,5.0,9.0,3.0,6.0,8.0,6.0,2.0,9.0,M
279,4.0,6.0,5.0,4.0,6.0,8.0,10.0,5.0,4.0,8.0,5.0,6.0,4.0,9.0,8.0,7.0,S
280,4.0,3.0,4.0,4.0,3.0,7.0,8.0,5.0,5.0,7.0,6.0,6.0,6.0,9.0,3.0,6.0,N
281,2.0,1.0,2.0,1.0,2.0,7.0,7.0,5.0,6.0,7.0,6.0,8.0,2.0,8.0,5.0,10.0,E
282,3.0,7.0,4.0,5.0,3.0,5.0,11.0,5.0,4.0,11.0,8.0,4.0,1.0,10.0,4.0,7.0,P
283,1.0,0.0,2.0,1.0,0.0,7.0,9.0,1.0,2.0,6.0,12.0,8.0,1.0,10.0,0.0,8.0,Y
284,3.0,10.0,4.0,7.0,2.0,7.0,6.0,8.0,8.0,6.0,6.0,11.0,2.0,8.0,5.0,11.0,G
285,6.0,10.0,8.0,8.0,5.0,8.0,6.0,2.0,9.0,12.0,4.0,11.0,3.0,7.0,8.0,9.0,Z
286,2.0,6.0,3.0,4.0,2.0,8.0,6.0,0.0,7.0,13.0,6.0,9.0,0.0,7.0,2.0,8.0,I
287,2.0,1.0,3.0,2.0,2.0,7.0,8.0,4.0,5.0,6.0,5.0,7.0,2.0,6.0,5.0,8.0,R
288,3.0,7.0,4.0,5.0,3.0,6.0,8.0,5.0,10.0,7.0,7.0,10.0,2.0,9.0,8.0,8.0,Z
289,3.0,1.0,4.0,3.0,2.0,7.0,12.0,4.0,6.0,7.0,11.0,8.0,2.0,11.0,1.0,8.0,T
290,4.0,9.0,6.0,7.0,4.0,8.0,5.0,2.0,9.0,11.0,4.0,10.0,2.0,7.0,7.0,9.0,Z
291,4.0,9.0,6.0,6.0,2.0,7.0,6.0,7.0,9.0,7.0,5.0,11.0,1.0,8.0,5.0,10.0,G
292,3.0,6.0,4.0,4.0,4.0,7.0,8.0,4.0,6.0,8.0,8.0,6.0,5.0,9.0,3.0,7.0,F
293,2.0,3.0,4.0,2.0,2.0,6.0,7.0,2.0,6.0,10.0,8.0,11.0,3.0,8.0,2.0,8.0,K
294,2.0,4.0,3.0,3.0,2.0,6.0,6.0,5.0,4.0,8.0,7.0,10.0,2.0,8.0,4.0,10.0,G
295,4.0,7.0,5.0,5.0,2.0,7.0,6.0,7.0,9.0,6.0,5.0,10.0,1.0,8.0,6.0,11.0,G
296,7.0,8.0,7.0,6.0,5.0,4.0,11.0,3.0,3.0,9.0,9.0,7.0,7.0,11.0,2.0,6.0,W
297,1.0,3.0,2.0,2.0,1.0,7.0,7.0,5.0,8.0,6.0,6.0,8.0,2.0,8.0,6.0,8.0,Z
298,7.0,10.0,10.0,8.0,7.0,5.0,6.0,1.0,7.0,9.0,8.0,11.0,3.0,8.0,3.0,8.0,K
299,3.0,2.0,5.0,4.0,2.0,8.0,2.0,2.0,2.0,7.0,2.0,8.0,2.0,7.0,2.0,7.0,A
300,4.0,8.0,5.0,6.0,6.0,9.0,9.0,5.0,4.0,8.0,4.0,6.0,4.0,9.0,9.0,7.0,S
301,7.0,10.0,7.0,8.0,7.0,4.0,11.0,2.0,2.0,9.0,8.0,7.0,7.0,12.0,2.0,6.0,W
302,2.0,3.0,3.0,5.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0,L
303,3.0,6.0,5.0,4.0,4.0,7.0,8.0,4.0,5.0,9.0,6.0,5.0,2.0,8.0,6.0,6.0,B
304,6.0,11.0,8.0,8.0,8.0,6.0,8.0,8.0,4.0,7.0,5.0,7.0,3.0,7.0,7.0,10.0,H
305,4.0,7.0,6.0,5.0,4.0,7.0,8.0,3.0,6.0,10.0,7.0,8.0,3.0,8.0,3.0,8.0,H
306,2.0,8.0,3.0,6.0,2.0,8.0,7.0,0.0,7.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I
307,8.0,10.0,8.0,5.0,5.0,8.0,6.0,3.0,5.0,10.0,6.0,7.0,7.0,11.0,5.0,8.0,H
308,5.0,11.0,6.0,8.0,3.0,5.0,8.0,8.0,8.0,8.0,8.0,14.0,2.0,9.0,4.0,9.0,C
309,3.0,3.0,4.0,4.0,1.0,5.0,8.0,6.0,9.0,6.0,7.0,11.0,1.0,7.0,4.0,9.0,C
310,5.0,8.0,6.0,7.0,6.0,6.0,9.0,5.0,7.0,8.0,8.0,8.0,4.0,13.0,9.0,6.0,T
311,3.0,1.0,4.0,3.0,3.0,8.0,6.0,6.0,4.0,7.0,7.0,8.0,7.0,5.0,1.0,7.0,M
312,2.0,1.0,3.0,2.0,2.0,7.0,7.0,5.0,5.0,6.0,5.0,6.0,5.0,7.0,3.0,8.0,R
313,7.0,9.0,7.0,4.0,3.0,7.0,8.0,3.0,7.0,9.0,6.0,8.0,6.0,8.0,3.0,7.0,K
314,3.0,1.0,5.0,3.0,3.0,7.0,11.0,2.0,2.0,7.0,9.0,8.0,7.0,11.0,0.0,8.0,W
315,4.0,5.0,4.0,4.0,2.0,6.0,11.0,2.0,7.0,11.0,9.0,4.0,1.0,11.0,2.0,4.0,T
316,6.0,8.0,6.0,6.0,4.0,4.0,13.0,5.0,5.0,11.0,9.0,4.0,2.0,12.0,1.0,5.0,T
317,3.0,8.0,4.0,6.0,2.0,7.0,7.0,0.0,6.0,13.0,6.0,8.0,0.0,8.0,1.0,8.0,I
318,3.0,6.0,3.0,4.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,5.0,0.0,8.0,0.0,8.0,L
319,4.0,9.0,5.0,7.0,5.0,8.0,6.0,7.0,7.0,6.0,6.0,6.0,2.0,8.0,7.0,10.0,B
320,6.0,11.0,7.0,8.0,5.0,7.0,7.0,1.0,7.0,7.0,6.0,8.0,0.0,8.0,4.0,8.0,I
321,5.0,9.0,5.0,4.0,2.0,7.0,7.0,3.0,6.0,9.0,8.0,9.0,6.0,11.0,3.0,7.0,K
322,4.0,3.0,5.0,2.0,2.0,5.0,8.0,5.0,7.0,10.0,10.0,9.0,3.0,9.0,2.0,6.0,U
323,4.0,6.0,4.0,4.0,2.0,2.0,12.0,3.0,3.0,11.0,11.0,8.0,2.0,11.0,1.0,8.0,V
324,1.0,0.0,2.0,1.0,1.0,8.0,7.0,6.0,3.0,6.0,6.0,9.0,2.0,8.0,3.0,8.0,Q
325,4.0,4.0,5.0,6.0,3.0,7.0,5.0,7.0,8.0,6.0,5.0,8.0,2.0,8.0,6.0,11.0,G
326,4.0,4.0,6.0,6.0,2.0,8.0,7.0,8.0,8.0,7.0,6.0,9.0,3.0,8.0,4.0,8.0,O
327,2.0,3.0,3.0,2.0,1.0,7.0,8.0,2.0,9.0,11.0,6.0,8.0,1.0,8.0,5.0,7.0,Z
328,3.0,4.0,5.0,6.0,2.0,7.0,5.0,7.0,8.0,6.0,5.0,11.0,1.0,8.0,6.0,11.0,G
329,3.0,6.0,5.0,4.0,2.0,7.0,10.0,2.0,7.0,6.0,12.0,9.0,2.0,11.0,2.0,8.0,Y
330,5.0,10.0,7.0,7.0,8.0,8.0,5.0,8.0,4.0,8.0,6.0,8.0,3.0,9.0,8.0,3.0,A
331,2.0,3.0,4.0,1.0,2.0,8.0,6.0,3.0,4.0,9.0,6.0,7.0,6.0,5.0,1.0,7.0,M
332,9.0,11.0,7.0,6.0,4.0,8.0,7.0,5.0,5.0,10.0,3.0,8.0,6.0,6.0,6.0,11.0,R
333,4.0,8.0,5.0,6.0,5.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,2.0,8.0,7.0,10.0,B
334,4.0,8.0,6.0,6.0,4.0,7.0,10.0,2.0,3.0,7.0,9.0,8.0,8.0,11.0,1.0,8.0,W
335,4.0,11.0,4.0,8.0,5.0,3.0,9.0,5.0,10.0,7.0,6.0,14.0,0.0,8.0,6.0,8.0,E
336,4.0,6.0,4.0,4.0,2.0,3.0,12.0,5.0,4.0,11.0,12.0,7.0,3.0,10.0,1.0,8.0,V
337,0.0,0.0,1.0,0.0,0.0,3.0,11.0,4.0,2.0,11.0,8.0,6.0,0.0,8.0,2.0,8.0,F
338,3.0,6.0,4.0,4.0,2.0,7.0,7.0,7.0,4.0,9.0,6.0,8.0,3.0,8.0,3.0,8.0,O
339,4.0,5.0,5.0,4.0,4.0,8.0,4.0,4.0,4.0,9.0,4.0,10.0,3.0,6.0,6.0,6.0,O
340,5.0,11.0,8.0,8.0,13.0,8.0,5.0,6.0,3.0,7.0,6.0,8.0,14.0,10.0,4.0,9.0,W
341,3.0,3.0,5.0,1.0,2.0,9.0,6.0,3.0,5.0,10.0,4.0,8.0,3.0,8.0,2.0,9.0,H
342,2.0,3.0,2.0,1.0,1.0,7.0,7.0,5.0,5.0,7.0,6.0,9.0,2.0,9.0,4.0,9.0,G
343,3.0,10.0,4.0,7.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,7.0,0.0,8.0,0.0,8.0,L
344,5.0,10.0,7.0,8.0,6.0,6.0,6.0,6.0,4.0,7.0,6.0,9.0,5.0,8.0,7.0,10.0,P
345,3.0,2.0,3.0,3.0,2.0,8.0,8.0,7.0,5.0,8.0,5.0,7.0,2.0,8.0,8.0,8.0,S
346,3.0,7.0,5.0,5.0,5.0,8.0,8.0,7.0,4.0,6.0,6.0,8.0,2.0,8.0,6.0,5.0,A
347,5.0,9.0,6.0,6.0,5.0,5.0,8.0,9.0,7.0,7.0,7.0,6.0,2.0,8.0,3.0,8.0,D
348,4.0,8.0,6.0,6.0,4.0,6.0,8.0,7.0,7.0,11.0,7.0,5.0,3.0,8.0,4.0,8.0,D
349,3.0,6.0,5.0,4.0,2.0,7.0,9.0,1.0,6.0,14.0,5.0,6.0,0.0,7.0,0.0,7.0,J
350,4.0,8.0,5.0,7.0,4.0,6.0,7.0,4.0,6.0,7.0,6.0,8.0,3.0,9.0,8.0,10.0,L
351,13.0,15.0,13.0,8.0,7.0,3.0,8.0,6.0,6.0,4.0,2.0,13.0,9.0,11.0,2.0,8.0,M
352,5.0,10.0,8.0,8.0,8.0,8.0,11.0,2.0,3.0,6.0,8.0,8.0,8.0,10.0,1.0,8.0,W
353,5.0,8.0,7.0,6.0,3.0,5.0,8.0,5.0,1.0,7.0,8.0,8.0,8.0,9.0,0.0,8.0,W
354,5.0,11.0,6.0,8.0,8.0,7.0,8.0,4.0,5.0,6.0,7.0,9.0,7.0,7.0,8.0,7.0,T
355,5.0,10.0,8.0,7.0,4.0,8.0,10.0,1.0,8.0,5.0,12.0,8.0,1.0,11.0,2.0,8.0,Y
356,1.0,0.0,2.0,0.0,0.0,7.0,8.0,3.0,0.0,7.0,8.0,8.0,5.0,9.0,0.0,8.0,W
357,5.0,11.0,6.0,8.0,7.0,8.0,7.0,5.0,5.0,10.0,5.0,5.0,3.0,8.0,3.0,8.0,D
358,5.0,9.0,7.0,7.0,6.0,9.0,6.0,2.0,7.0,11.0,4.0,9.0,3.0,8.0,5.0,11.0,E
359,2.0,1.0,3.0,2.0,2.0,5.0,7.0,4.0,7.0,7.0,6.0,11.0,3.0,8.0,4.0,9.0,K
360,4.0,7.0,5.0,5.0,3.0,7.0,7.0,8.0,5.0,8.0,7.0,10.0,3.0,8.0,3.0,7.0,O
361,5.0,10.0,7.0,7.0,9.0,8.0,8.0,3.0,4.0,6.0,6.0,9.0,10.0,10.0,7.0,7.0,K
362,5.0,8.0,6.0,7.0,6.0,7.0,4.0,5.0,4.0,7.0,4.0,9.0,5.0,4.0,7.0,6.0,Q
363,2.0,0.0,2.0,1.0,1.0,8.0,6.0,6.0,5.0,6.0,5.0,9.0,1.0,8.0,5.0,10.0,G
364,6.0,10.0,6.0,5.0,4.0,9.0,6.0,4.0,6.0,10.0,5.0,8.0,3.0,8.0,9.0,9.0,Q
365,6.0,8.0,6.0,6.0,4.0,4.0,9.0,1.0,8.0,10.0,10.0,6.0,0.0,10.0,3.0,4.0,Y
366,2.0,1.0,2.0,2.0,1.0,7.0,8.0,7.0,6.0,8.0,7.0,11.0,2.0,9.0,3.0,10.0,C
367,6.0,10.0,8.0,8.0,7.0,9.0,6.0,2.0,7.0,11.0,4.0,9.0,5.0,7.0,6.0,11.0,E
368,2.0,3.0,3.0,2.0,1.0,8.0,6.0,3.0,6.0,14.0,6.0,10.0,0.0,7.0,0.0,8.0,J
369,3.0,5.0,6.0,4.0,3.0,5.0,7.0,2.0,8.0,11.0,9.0,11.0,4.0,7.0,4.0,7.0,K
370,6.0,10.0,8.0,8.0,11.0,7.0,6.0,4.0,5.0,7.0,7.0,8.0,11.0,9.0,7.0,10.0,U
371,2.0,2.0,3.0,3.0,2.0,8.0,7.0,5.0,5.0,6.0,6.0,5.0,2.0,8.0,7.0,9.0,B
372,5.0,11.0,8.0,8.0,5.0,6.0,7.0,2.0,7.0,10.0,7.0,10.0,4.0,8.0,4.0,8.0,K
373,2.0,2.0,3.0,4.0,2.0,6.0,8.0,7.0,7.0,8.0,8.0,13.0,1.0,9.0,4.0,10.0,C
374,8.0,11.0,11.0,8.0,7.0,4.0,11.0,3.0,4.0,10.0,10.0,8.0,6.0,8.0,1.0,7.0,N
375,4.0,7.0,4.0,5.0,3.0,6.0,11.0,5.0,5.0,11.0,8.0,4.0,3.0,12.0,2.0,4.0,T
376,4.0,6.0,4.0,4.0,2.0,7.0,7.0,14.0,2.0,5.0,6.0,8.0,6.0,8.0,0.0,8.0,N
377,5.0,6.0,5.0,4.0,4.0,5.0,11.0,3.0,2.0,9.0,8.0,7.0,6.0,12.0,2.0,7.0,W
378,6.0,9.0,5.0,4.0,3.0,11.0,3.0,4.0,5.0,11.0,3.0,10.0,3.0,8.0,5.0,13.0,Q
379,9.0,14.0,7.0,8.0,5.0,6.0,8.0,5.0,7.0,10.0,6.0,8.0,6.0,6.0,7.0,9.0,B
380,2.0,1.0,2.0,2.0,1.0,8.0,11.0,3.0,5.0,7.0,10.0,7.0,2.0,11.0,1.0,7.0,T
381,2.0,3.0,3.0,1.0,1.0,7.0,9.0,2.0,5.0,13.0,6.0,5.0,1.0,9.0,2.0,8.0,F
382,6.0,13.0,5.0,7.0,3.0,8.0,7.0,3.0,7.0,11.0,5.0,7.0,2.0,9.0,5.0,6.0,T
383,4.0,9.0,6.0,7.0,5.0,8.0,2.0,3.0,1.0,7.0,2.0,8.0,5.0,8.0,6.0,7.0,A
384,5.0,9.0,7.0,6.0,4.0,7.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,10.0,2.0,5.0,N
385,5.0,11.0,7.0,8.0,4.0,8.0,9.0,6.0,10.0,5.0,6.0,6.0,0.0,8.0,9.0,7.0,S
386,4.0,9.0,6.0,7.0,3.0,6.0,3.0,1.0,9.0,8.0,2.0,11.0,0.0,7.0,2.0,8.0,L
387,4.0,7.0,6.0,5.0,5.0,10.0,6.0,2.0,5.0,10.0,4.0,7.0,3.0,7.0,5.0,11.0,B
388,6.0,11.0,6.0,8.0,4.0,6.0,10.0,1.0,10.0,11.0,9.0,5.0,2.0,8.0,4.0,4.0,T
389,2.0,3.0,4.0,2.0,2.0,9.0,7.0,4.0,6.0,10.0,4.0,6.0,2.0,8.0,3.0,8.0,D
390,4.0,9.0,4.0,4.0,2.0,8.0,5.0,4.0,7.0,8.0,6.0,8.0,3.0,9.0,8.0,11.0,Q
391,4.0,9.0,6.0,7.0,4.0,6.0,10.0,5.0,6.0,10.0,8.0,3.0,1.0,10.0,4.0,7.0,P
392,3.0,4.0,5.0,3.0,3.0,5.0,9.0,3.0,5.0,10.0,8.0,8.0,3.0,9.0,3.0,7.0,H
393,6.0,11.0,8.0,8.0,8.0,9.0,7.0,3.0,6.0,9.0,4.0,6.0,3.0,8.0,5.0,9.0,B
394,3.0,5.0,4.0,3.0,2.0,7.0,9.0,6.0,7.0,7.0,9.0,9.0,3.0,9.0,1.0,8.0,U
395,4.0,5.0,6.0,4.0,5.0,7.0,8.0,3.0,5.0,7.0,8.0,9.0,7.0,10.0,3.0,7.0,A
396,4.0,10.0,5.0,7.0,2.0,3.0,8.0,8.0,2.0,7.0,5.0,11.0,3.0,8.0,3.0,10.0,K
397,4.0,6.0,6.0,4.0,4.0,9.0,8.0,3.0,5.0,7.0,7.0,7.0,4.0,11.0,6.0,7.0,X
398,5.0,10.0,6.0,8.0,6.0,7.0,7.0,6.0,6.0,7.0,6.0,8.0,6.0,7.0,3.0,8.0,N
399,5.0,7.0,7.0,11.0,10.0,10.0,9.0,4.0,2.0,5.0,8.0,9.0,4.0,11.0,10.0,12.0,Y
400,3.0,8.0,6.0,5.0,1.0,10.0,10.0,3.0,2.0,5.0,13.0,8.0,2.0,11.0,0.0,8.0,Y
401,7.0,11.0,7.0,8.0,4.0,3.0,10.0,2.0,7.0,10.0,12.0,6.0,1.0,11.0,2.0,5.0,Y
402,3.0,8.0,6.0,6.0,3.0,11.0,2.0,2.0,3.0,9.0,2.0,9.0,3.0,5.0,3.0,8.0,A
403,4.0,5.0,4.0,8.0,3.0,7.0,8.0,15.0,1.0,7.0,5.0,8.0,3.0,8.0,0.0,8.0,H
404,6.0,8.0,8.0,6.0,4.0,4.0,10.0,4.0,4.0,11.0,11.0,10.0,5.0,8.0,1.0,7.0,N
405,4.0,9.0,5.0,6.0,2.0,7.0,6.0,15.0,1.0,7.0,7.0,8.0,3.0,8.0,0.0,8.0,H
406,0.0,3.0,0.0,4.0,0.0,7.0,7.0,4.0,4.0,7.0,6.0,8.0,0.0,8.0,0.0,8.0,I
