,V1,V2,V3,V4,V5,V6,Class
634,2,2.0,6,2.0,5,3.0,1
635,2,2.0,6,2.0,6,1.0,1
636,2,2.0,6,2.0,6,3.0,1
637,2,2.0,6,2.0,7,1.0,1
638,2,2.0,6,2.0,7,2.0,1
639,2,2.0,6,2.0,7,3.0,1
640,2,2.0,6,3.0,5,2.0,1
641,2,2.0,6,3.0,5,3.0,1
642,2,2.0,6,3.0,5,4.0,1
643,2,2.0,6,3.0,6,2.0,1
644,2,2.0,6,3.0,6,4.0,1
645,2,2.0,6,3.0,7,2.0,1
646,2,2.0,6,3.0,7,3.0,1
647,2,2.0,6,3.0,7,4.0,1
648,2,2.0,6,4.0,5,3.0,1
649,2,2.0,6,4.0,5,4.0,1
650,2,2.0,6,4.0,5,5.0,1
651,2,2.0,6,4.0,6,3.0,1
652,2,2.0,6,4.0,6,5.0,1
653,2,2.0,6,4.0,7,3.0,1
654,2,2.0,6,4.0,7,4.0,1
655,2,2.0,6,4.0,7,5.0,1
656,2,2.0,6,5.0,5,4.0,1
657,2,2.0,6,5.0,5,5.0,1
658,2,2.0,6,5.0,6,4.0,1
659,2,2.0,6,5.0,6,6.0,1
660,2,2.0,6,5.0,7,4.0,1
661,2,2.0,6,5.0,7,5.0,1
662,2,2.0,6,5.0,7,6.0,1
663,2,2.0,6,6.0,5,5.0,1
664,2,2.0,6,6.0,6,5.0,1
665,2,2.0,6,6.0,7,5.0,1
666,2,2.0,6,6.0,7,6.0,1
667,2,2.0,6,6.0,7,7.0,1
668,2,2.0,6,7.0,7,6.0,1
669,2,2.0,7,1.0,6,1.0,1
670,2,2.0,7,1.0,6,2.0,1
671,2,2.0,7,1.0,7,2.0,1
672,2,2.0,7,1.0,8,1.0,1
673,2,2.0,7,1.0,8,2.0,1
674,2,2.0,7,2.0,6,1.0,1
675,2,2.0,7,2.0,6,2.0,1
676,2,2.0,7,2.0,6,3.0,1
677,2,2.0,7,2.0,7,1.0,1
678,2,2.0,7,2.0,7,3.0,1
679,2,2.0,7,2.0,8,1.0,1
680,2,2.0,7,2.0,8,2.0,1
681,2,2.0,7,2.0,8,3.0,1
682,2,2.0,7,3.0,6,2.0,1
683,2,2.0,7,3.0,6,3.0,1
684,2,2.0,7,3.0,6,4.0,1
685,2,2.0,7,3.0,7,2.0,1
686,2,2.0,7,3.0,7,4.0,1
687,2,2.0,7,3.0,8,2.0,1
688,2,2.0,7,3.0,8,3.0,1
689,2,2.0,7,3.0,8,4.0,1
690,2,2.0,7,4.0,6,3.0,1
691,2,2.0,7,4.0,6,4.0,1
692,2,2.0,7,4.0,6,5.0,1
693,2,2.0,7,4.0,7,3.0,1
694,2,2.0,7,4.0,7,5.0,1
695,2,2.0,7,4.0,8,3.0,1
696,2,2.0,7,4.0,8,4.0,1
697,2,2.0,7,4.0,8,5.0,1
698,2,2.0,7,5.0,6,4.0,1
699,2,2.0,7,5.0,6,5.0,1
700,2,2.0,7,5.0,6,6.0,1
701,2,2.0,7,5.0,7,4.0,1
702,2,2.0,7,5.0,7,6.0,1
703,2,2.0,7,5.0,8,4.0,1
704,2,2.0,7,5.0,8,5.0,1
705,2,2.0,7,5.0,8,6.0,1
706,2,2.0,7,6.0,6,5.0,1
707,2,2.0,7,6.0,6,6.0,1
708,2,2.0,7,6.0,7,5.0,1
709,2,2.0,7,6.0,7,7.0,1
710,2,2.0,7,6.0,8,5.0,1
711,2,2.0,7,6.0,8,6.0,1
712,2,2.0,7,6.0,8,7.0,1
713,2,2.0,7,7.0,6,6.0,1
714,2,2.0,7,7.0,7,6.0,1
715,2,2.0,7,7.0,8,6.0,1
716,2,2.0,7,7.0,8,7.0,1
717,2,2.0,7,7.0,8,8.0,1
718,2,2.0,7,8.0,8,7.0,1
719,2,2.0,8,1.0,7,1.0,1
720,2,2.0,8,1.0,7,2.0,1
721,2,2.0,8,1.0,8,2.0,1
722,2,2.0,8,2.0,7,1.0,1
723,2,2.0,8,2.0,7,2.0,1
724,2,2.0,8,2.0,7,3.0,1
725,2,2.0,8,2.0,8,1.0,1
726,2,2.0,8,2.0,8,3.0,1
727,2,2.0,8,3.0,7,2.0,1
728,2,2.0,8,3.0,7,3.0,1
729,2,2.0,8,3.0,7,4.0,1
730,2,2.0,8,3.0,8,2.0,1
731,2,2.0,8,3.0,8,4.0,1
732,2,2.0,8,4.0,7,3.0,1
733,2,2.0,8,4.0,7,4.0,1
734,2,2.0,8,4.0,7,5.0,1
735,2,2.0,8,4.0,8,3.0,1
736,2,2.0,8,4.0,8,5.0,1
737,2,2.0,8,5.0,7,4.0,1
738,2,2.0,8,5.0,7,5.0,1
739,2,2.0,8,5.0,7,6.0,1
740,2,2.0,8,5.0,8,4.0,1
741,2,2.0,8,5.0,8,6.0,1
742,2,2.0,8,6.0,7,5.0,1
743,2,2.0,8,6.0,7,6.0,1
744,2,2.0,8,6.0,7,7.0,1
745,2,2.0,8,6.0,8,5.0,1
746,2,2.0,8,6.0,8,7.0,1
747,2,2.0,8,7.0,7,6.0,1
748,2,2.0,8,7.0,7,7.0,1
749,2,2.0,8,7.0,8,6.0,1
750,2,2.0,8,7.0,8,8.0,1
751,2,2.0,8,8.0,7,7.0,1
752,2,2.0,8,8.0,8,7.0,1
753,3,1.0,1,1.0,1,2.0,1
754,3,1.0,1,2.0,1,1.0,1
755,3,1.0,1,2.0,1,3.0,1
756,3,1.0,1,2.0,2,3.0,1
757,3,1.0,1,3.0,1,2.0,1
758,3,1.0,1,3.0,1,4.0,1
759,3,1.0,1,3.0,2,3.0,1
760,3,1.0,1,3.0,2,4.0,1
761,3,1.0,1,4.0,1,3.0,1
762,3,1.0,1,4.0,1,5.0,1
763,3,1.0,1,4.0,2,3.0,1
764,3,1.0,1,4.0,2,4.0,1
765,3,1.0,1,4.0,2,5.0,1
766,3,1.0,1,5.0,1,4.0,1
767,3,1.0,1,5.0,1,6.0,1
768,3,1.0,1,5.0,2,4.0,1
769,3,1.0,1,5.0,2,5.0,1
770,3,1.0,1,5.0,2,6.0,1
771,3,1.0,1,6.0,1,5.0,1
772,3,1.0,1,6.0,1,7.0,1
773,3,1.0,1,6.0,2,5.0,1
774,3,1.0,1,6.0,2,6.0,1
775,3,1.0,1,6.0,2,7.0,1
776,3,1.0,1,7.0,1,6.0,1
777,3,1.0,1,7.0,1,8.0,1
778,3,1.0,1,7.0,2,6.0,1
779,3,1.0,1,7.0,2,7.0,1
780,3,1.0,1,7.0,2,8.0,1
781,3,1.0,1,8.0,1,7.0,1
782,3,1.0,1,8.0,2,7.0,1
783,3,1.0,1,8.0,2,8.0,1
784,3,1.0,2,2.0,1,1.0,1
785,3,1.0,2,3.0,1,2.0,1
786,3,1.0,2,3.0,1,3.0,1
787,3,1.0,2,3.0,1,4.0,1
788,3,1.0,2,3.0,2,4.0,1
789,3,1.0,2,3.0,3,3.0,1
790,3,1.0,2,3.0,3,4.0,1
791,3,1.0,2,4.0,1,3.0,1
792,3,1.0,2,4.0,1,4.0,1
793,3,1.0,2,4.0,1,5.0,1
794,3,1.0,2,4.0,2,3.0,1
795,3,1.0,2,4.0,2,5.0,1
796,3,1.0,2,4.0,3,3.0,1
797,3,1.0,2,4.0,3,4.0,1
798,3,1.0,2,4.0,3,5.0,1
799,3,1.0,2,5.0,1,4.0,1
800,3,1.0,2,5.0,1,5.0,1
801,3,1.0,2,5.0,1,6.0,1
802,3,1.0,2,5.0,2,4.0,1
803,3,1.0,2,5.0,2,6.0,1
804,3,1.0,2,5.0,3,4.0,1
805,3,1.0,2,5.0,3,5.0,1
806,3,1.0,2,5.0,3,6.0,1
807,3,1.0,2,6.0,1,5.0,1
808,3,1.0,2,6.0,1,6.0,1
809,3,1.0,2,6.0,1,7.0,1
810,3,1.0,2,6.0,2,5.0,1
811,3,1.0,2,6.0,2,7.0,1
812,3,1.0,2,6.0,3,5.0,1
813,3,1.0,2,6.0,3,6.0,1
814,3,1.0,2,6.0,3,7.0,1
815,3,1.0,2,7.0,1,6.0,1
816,3,1.0,2,7.0,1,7.0,1
817,3,1.0,2,7.0,1,8.0,1
818,3,1.0,2,7.0,2,6.0,1
819,3,1.0,2,7.0,2,8.0,1
820,3,1.0,2,7.0,3,6.0,1
821,3,1.0,2,7.0,3,7.0,1
822,3,1.0,2,7.0,3,8.0,1
823,3,1.0,2,8.0,1,7.0,1
824,3,1.0,2,8.0,1,8.0,1
825,3,1.0,2,8.0,2,7.0,1
826,3,1.0,2,8.0,3,7.0,1
827,3,1.0,2,8.0,3,8.0,1
828,3,1.0,3,2.0,1,1.0,1
829,3,1.0,3,3.0,2,3.0,1
830,3,1.0,3,3.0,2,4.0,1
831,3,1.0,3,3.0,3,4.0,1
832,3,1.0,3,3.0,4,3.0,1
833,3,1.0,3,3.0,4,4.0,1
834,3,1.0,3,4.0,2,3.0,1
835,3,1.0,3,4.0,2,4.0,1
836,3,1.0,3,4.0,2,5.0,1
837,3,1.0,3,4.0,3,3.0,1
838,3,1.0,3,4.0,3,5.0,1
839,3,1.0,3,4.0,4,3.0,1
840,3,1.0,3,4.0,4,4.0,1
841,3,1.0,3,4.0,4,5.0,1
842,3,1.0,3,5.0,2,4.0,1
843,3,1.0,3,5.0,2,5.0,1
844,3,1.0,3,5.0,2,6.0,1
845,3,1.0,3,5.0,3,4.0,1
846,3,1.0,3,5.0,3,6.0,1
847,3,1.0,3,5.0,4,4.0,1
848,3,1.0,3,5.0,4,5.0,1
849,3,1.0,3,5.0,4,6.0,1
850,3,1.0,3,6.0,2,5.0,1
851,3,1.0,3,6.0,2,6.0,1
852,3,1.0,3,6.0,2,7.0,1
853,3,1.0,3,6.0,3,5.0,1
854,3,1.0,3,6.0,3,7.0,1
855,3,1.0,3,6.0,4,5.0,1
856,3,1.0,3,6.0,4,6.0,1
857,3,1.0,3,6.0,4,7.0,1
858,3,1.0,3,7.0,2,6.0,1
859,3,1.0,3,7.0,2,7.0,1
860,3,1.0,3,7.0,2,8.0,1
861,3,1.0,3,7.0,3,6.0,1
862,3,1.0,3,7.0,3,8.0,1
863,3,1.0,3,7.0,4,6.0,1
864,3,1.0,3,7.0,4,7.0,1
865,3,1.0,3,7.0,4,8.0,1
866,3,1.0,3,8.0,2,7.0,1
867,3,1.0,3,8.0,2,8.0,1
868,3,1.0,3,8.0,3,7.0,1
869,3,1.0,3,8.0,4,7.0,1
870,3,1.0,3,8.0,4,8.0,1
871,3,1.0,4,2.0,1,1.0,1
872,3,1.0,4,3.0,3,3.0,1
873,3,1.0,4,3.0,3,4.0,1
874,3,1.0,4,3.0,4,4.0,1
875,3,1.0,4,3.0,5,2.0,1
876,3,1.0,4,3.0,5,3.0,1
877,3,1.0,4,3.0,5,4.0,1
878,3,1.0,4,4.0,3,3.0,1
879,3,1.0,4,4.0,3,4.0,1
880,3,1.0,4,4.0,3,5.0,1
881,3,1.0,4,4.0,4,3.0,1
882,3,1.0,4,4.0,4,5.0,1
883,3,1.0,4,4.0,5,3.0,1
884,3,1.0,4,4.0,5,4.0,1
885,3,1.0,4,4.0,5,5.0,1
886,3,1.0,4,5.0,3,4.0,1
887,3,1.0,4,5.0,3,5.0,1
888,3,1.0,4,5.0,3,6.0,1
889,3,1.0,4,5.0,4,4.0,1
890,3,1.0,4,5.0,4,6.0,1
891,3,1.0,4,5.0,5,4.0,1
892,3,1.0,4,5.0,5,5.0,1
893,3,1.0,4,5.0,5,6.0,1
894,3,1.0,4,6.0,3,5.0,1
895,3,1.0,4,6.0,3,6.0,1
896,3,1.0,4,6.0,3,7.0,1
897,3,1.0,4,6.0,4,5.0,1
898,3,1.0,4,6.0,4,7.0,1
899,3,1.0,4,6.0,5,5.0,1
900,3,1.0,4,6.0,5,6.0,1
901,3,1.0,4,6.0,5,7.0,1
902,3,1.0,4,7.0,3,6.0,1
903,3,1.0,4,7.0,3,7.0,1
904,3,1.0,4,7.0,3,8.0,1
905,3,1.0,4,7.0,4,6.0,1
906,3,1.0,4,7.0,4,8.0,1
907,3,1.0,4,7.0,5,6.0,1
908,3,1.0,4,7.0,5,7.0,1
909,3,1.0,4,7.0,5,8.0,1
910,3,1.0,4,8.0,3,7.0,1
911,3,1.0,4,8.0,3,8.0,1
912,3,1.0,4,8.0,4,7.0,1
913,3,1.0,4,8.0,5,7.0,1
914,3,1.0,4,8.0,5,8.0,1
915,3,1.0,5,1.0,5,2.0,1
916,3,1.0,5,1.0,6,1.0,1
917,3,1.0,5,1.0,6,2.0,1
918,3,1.0,5,2.0,1,1.0,1
919,3,1.0,5,2.0,4,3.0,1
920,3,1.0,5,2.0,5,1.0,1
921,3,1.0,5,2.0,5,3.0,1
922,3,1.0,5,2.0,6,1.0,1
923,3,1.0,5,2.0,6,2.0,1
924,3,1.0,5,2.0,6,3.0,1
925,3,1.0,5,3.0,4,3.0,1
926,3,1.0,5,3.0,4,4.0,1
927,3,1.0,5,3.0,5,2.0,1
928,3,1.0,5,3.0,5,4.0,1
929,3,1.0,5,3.0,6,2.0,1
930,3,1.0,5,3.0,6,3.0,1
931,3,1.0,5,3.0,6,4.0,1
932,3,1.0,5,4.0,4,3.0,1
933,3,1.0,5,4.0,4,4.0,1
934,3,1.0,5,4.0,4,5.0,1
935,3,1.0,5,4.0,5,3.0,1
936,3,1.0,5,4.0,5,5.0,1
937,3,1.0,5,4.0,6,3.0,1
938,3,1.0,5,4.0,6,4.0,1
939,3,1.0,5,4.0,6,5.0,1
940,3,1.0,5,5.0,4,4.0,1
941,3,1.0,5,5.0,4,5.0,1
942,3,1.0,5,5.0,4,6.0,1
943,3,1.0,5,5.0,5,4.0,1
944,3,1.0,5,5.0,5,6.0,1
945,3,1.0,5,5.0,6,4.0,1
946,3,1.0,5,5.0,6,5.0,1
947,3,1.0,5,5.0,6,6.0,1
948,3,1.0,5,6.0,4,5.0,1
949,3,1.0,5,6.0,4,6.0,1
950,3,1.0,5,6.0,4,7.0,1
951,3,1.0,5,6.0,5,5.0,1
952,3,1.0,5,6.0,5,7.0,1
953,3,1.0,5,6.0,6,5.0,1
954,3,1.0,5,6.0,6,6.0,1
955,3,1.0,5,6.0,6,7.0,1
956,3,1.0,5,7.0,4,6.0,1
957,3,1.0,5,7.0,4,7.0,1
958,3,1.0,5,7.0,4,8.0,1
959,3,1.0,5,7.0,5,6.0,1
960,3,1.0,5,7.0,5,8.0,1
961,3,1.0,5,7.0,6,6.0,1
962,3,1.0,5,7.0,6,7.0,1
963,3,1.0,5,7.0,6,8.0,1
964,3,1.0,5,8.0,4,7.0,1
965,3,1.0,5,8.0,4,8.0,1
966,3,1.0,5,8.0,5,7.0,1
967,3,1.0,5,8.0,6,7.0,1
968,3,1.0,5,8.0,6,8.0,1
969,3,1.0,6,1.0,5,1.0,1
970,3,1.0,6,1.0,5,2.0,1
971,3,1.0,6,1.0,6,2.0,1
972,3,1.0,6,1.0,7,1.0,1
973,3,1.0,6,1.0,7,2.0,1
974,3,1.0,6,2.0,1,1.0,1
975,3,1.0,6,2.0,5,1.0,1
976,3,1.0,6,2.0,5,2.0,1
977,3,1.0,6,2.0,5,3.0,1
978,3,1.0,6,2.0,6,1.0,1
979,3,1.0,6,2.0,6,3.0,1
980,3,1.0,6,2.0,7,1.0,1
981,3,1.0,6,2.0,7,2.0,1
982,3,1.0,6,2.0,7,3.0,1
983,3,1.0,6,3.0,5,2.0,1
984,3,1.0,6,3.0,5,3.0,1
985,3,1.0,6,3.0,5,4.0,1
986,3,1.0,6,3.0,6,2.0,1
987,3,1.0,6,3.0,6,4.0,1
988,3,1.0,6,3.0,7,2.0,1
989,3,1.0,6,3.0,7,3.0,1
990,3,1.0,6,3.0,7,4.0,1
991,3,1.0,6,4.0,5,3.0,1
992,3,1.0,6,4.0,5,4.0,1
993,3,1.0,6,4.0,5,5.0,1
994,3,1.0,6,4.0,6,3.0,1
995,3,1.0,6,4.0,6,5.0,1
996,3,1.0,6,4.0,7,3.0,1
997,3,1.0,6,4.0,7,4.0,1
998,3,1.0,6,4.0,7,5.0,1
999,3,1.0,6,5.0,5,4.0,1
