,white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row,game
818,c,1,b,7,b,6,draw
819,c,1,b,7,b,8,draw
820,c,1,b,7,c,6,draw
821,c,1,b,7,c,7,draw
822,c,1,b,7,c,8,draw
823,c,1,b,8,a,7,draw
824,c,1,b,8,a,8,draw
825,c,1,b,8,b,7,draw
826,c,1,b,8,c,7,draw
827,c,1,b,8,c,8,draw
828,c,1,c,2,a,1,draw
829,c,1,c,3,b,3,draw
830,c,1,c,3,b,4,draw
831,c,1,c,3,c,4,draw
832,c,1,c,3,d,3,draw
833,c,1,c,3,d,4,draw
834,c,1,c,4,b,3,draw
835,c,1,c,4,b,4,draw
836,c,1,c,4,b,5,draw
837,c,1,c,4,c,3,draw
838,c,1,c,4,c,5,draw
839,c,1,c,4,d,3,draw
840,c,1,c,4,d,4,draw
841,c,1,c,4,d,5,draw
842,c,1,c,5,b,4,draw
843,c,1,c,5,b,5,draw
844,c,1,c,5,b,6,draw
845,c,1,c,5,c,4,draw
846,c,1,c,5,c,6,draw
847,c,1,c,5,d,4,draw
848,c,1,c,5,d,5,draw
849,c,1,c,5,d,6,draw
850,c,1,c,6,b,5,draw
851,c,1,c,6,b,6,draw
852,c,1,c,6,b,7,draw
853,c,1,c,6,c,5,draw
854,c,1,c,6,c,7,draw
855,c,1,c,6,d,5,draw
856,c,1,c,6,d,6,draw
857,c,1,c,6,d,7,draw
858,c,1,c,7,b,6,draw
859,c,1,c,7,b,7,draw
860,c,1,c,7,b,8,draw
861,c,1,c,7,c,6,draw
862,c,1,c,7,c,8,draw
863,c,1,c,7,d,6,draw
864,c,1,c,7,d,7,draw
865,c,1,c,7,d,8,draw
866,c,1,c,8,b,7,draw
867,c,1,c,8,b,8,draw
868,c,1,c,8,c,7,draw
869,c,1,c,8,d,7,draw
870,c,1,c,8,d,8,draw
871,c,1,d,2,a,1,draw
872,c,1,d,3,c,3,draw
873,c,1,d,3,c,4,draw
874,c,1,d,3,d,4,draw
875,c,1,d,3,e,2,draw
876,c,1,d,3,e,3,draw
877,c,1,d,3,e,4,draw
878,c,1,d,4,c,3,draw
879,c,1,d,4,c,4,draw
880,c,1,d,4,c,5,draw
881,c,1,d,4,d,3,draw
882,c,1,d,4,d,5,draw
883,c,1,d,4,e,3,draw
884,c,1,d,4,e,4,draw
885,c,1,d,4,e,5,draw
886,c,1,d,5,c,4,draw
887,c,1,d,5,c,5,draw
888,c,1,d,5,c,6,draw
889,c,1,d,5,d,4,draw
890,c,1,d,5,d,6,draw
891,c,1,d,5,e,4,draw
892,c,1,d,5,e,5,draw
893,c,1,d,5,e,6,draw
894,c,1,d,6,c,5,draw
895,c,1,d,6,c,6,draw
896,c,1,d,6,c,7,draw
897,c,1,d,6,d,5,draw
898,c,1,d,6,d,7,draw
899,c,1,d,6,e,5,draw
900,c,1,d,6,e,6,draw
901,c,1,d,6,e,7,draw
902,c,1,d,7,c,6,draw
903,c,1,d,7,c,7,draw
904,c,1,d,7,c,8,draw
905,c,1,d,7,d,6,draw
906,c,1,d,7,d,8,draw
907,c,1,d,7,e,6,draw
908,c,1,d,7,e,7,draw
909,c,1,d,7,e,8,draw
910,c,1,d,8,c,7,draw
911,c,1,d,8,c,8,draw
912,c,1,d,8,d,7,draw
913,c,1,d,8,e,7,draw
914,c,1,d,8,e,8,draw
915,c,1,e,1,e,2,draw
916,c,1,e,1,f,1,draw
917,c,1,e,1,f,2,draw
918,c,1,e,2,a,1,draw
919,c,1,e,2,d,3,draw
920,c,1,e,2,e,1,draw
921,c,1,e,2,e,3,draw
922,c,1,e,2,f,1,draw
923,c,1,e,2,f,2,draw
924,c,1,e,2,f,3,draw
925,c,1,e,3,d,3,draw
926,c,1,e,3,d,4,draw
927,c,1,e,3,e,2,draw
928,c,1,e,3,e,4,draw
929,c,1,e,3,f,2,draw
930,c,1,e,3,f,3,draw
931,c,1,e,3,f,4,draw
932,c,1,e,4,d,3,draw
933,c,1,e,4,d,4,draw
934,c,1,e,4,d,5,draw
935,c,1,e,4,e,3,draw
936,c,1,e,4,e,5,draw
937,c,1,e,4,f,3,draw
938,c,1,e,4,f,4,draw
939,c,1,e,4,f,5,draw
940,c,1,e,5,d,4,draw
941,c,1,e,5,d,5,draw
942,c,1,e,5,d,6,draw
943,c,1,e,5,e,4,draw
944,c,1,e,5,e,6,draw
945,c,1,e,5,f,4,draw
946,c,1,e,5,f,5,draw
947,c,1,e,5,f,6,draw
948,c,1,e,6,d,5,draw
949,c,1,e,6,d,6,draw
950,c,1,e,6,d,7,draw
951,c,1,e,6,e,5,draw
952,c,1,e,6,e,7,draw
953,c,1,e,6,f,5,draw
954,c,1,e,6,f,6,draw
955,c,1,e,6,f,7,draw
956,c,1,e,7,d,6,draw
957,c,1,e,7,d,7,draw
958,c,1,e,7,d,8,draw
959,c,1,e,7,e,6,draw
960,c,1,e,7,e,8,draw
961,c,1,e,7,f,6,draw
962,c,1,e,7,f,7,draw
963,c,1,e,7,f,8,draw
964,c,1,e,8,d,7,draw
965,c,1,e,8,d,8,draw
966,c,1,e,8,e,7,draw
967,c,1,e,8,f,7,draw
968,c,1,e,8,f,8,draw
969,c,1,f,1,e,1,draw
970,c,1,f,1,e,2,draw
971,c,1,f,1,f,2,draw
972,c,1,f,1,g,1,draw
973,c,1,f,1,g,2,draw
974,c,1,f,2,a,1,draw
975,c,1,f,2,e,1,draw
976,c,1,f,2,e,2,draw
977,c,1,f,2,e,3,draw
978,c,1,f,2,f,1,draw
979,c,1,f,2,f,3,draw
980,c,1,f,2,g,1,draw
981,c,1,f,2,g,2,draw
982,c,1,f,2,g,3,draw
983,c,1,f,3,e,2,draw
984,c,1,f,3,e,3,draw
985,c,1,f,3,e,4,draw
986,c,1,f,3,f,2,draw
987,c,1,f,3,f,4,draw
988,c,1,f,3,g,2,draw
989,c,1,f,3,g,3,draw
990,c,1,f,3,g,4,draw
991,c,1,f,4,e,3,draw
992,c,1,f,4,e,4,draw
993,c,1,f,4,e,5,draw
994,c,1,f,4,f,3,draw
995,c,1,f,4,f,5,draw
996,c,1,f,4,g,3,draw
997,c,1,f,4,g,4,draw
998,c,1,f,4,g,5,draw
999,c,1,f,5,e,4,draw
