RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
79121,,117961,,118631,118422,,118424,,1
37951,5603,117890,,,117879,117879,19721,117880,1
,,117961,118052,126137,126138,,124136,126140,1
38657,,122880,122974,118042,120097,,,,
,2373,,,118501,,250291,308574,,1
,,,119070,118042,118043,,270488,,1
100973,,,118343,,,,118424,119435,1
,,117961,118300,19772,,118785,,,1
27188,25263,117961,,,120690,120690,290919,,1
,46254,,,126310,,,,,1
,,117961,,,,127906,,,
,28163,118315,,120361,118259,,,118261,
,53245,,,117878,,248587,,,
,,118290,118291,119890,,118294,118295,,
,87820,118090,118091,,,,19721,,
81422,,,118343,122012,117905,117906,,,
,15779,,118300,,,117906,,,
14939,,,118225,122273,,,,,
,7346,,,123125,,168365,,,
16033,,118256,,117945,,,,,
,,,118225,,,117906,,,
,8461,,118327,118929,,127782,,,
,69630,118181,118182,,,,,117888,
,1030,,,120722,,,,,1
16826,,120883,,118378,,,119184,119194,1
13878,119058,118079,118080,117878,117879,118177,19721,,1
,18450,,,,118784,,,,
3853,3622,,,118458,,223125,118424,118836,1
,,121785,,,117905,,290919,117908,1
20299,27518,,117930,119569,179731,,,,
,,117961,,,118685,,,,
45481,5240,,118888,127284,118912,309291,,118914,1
,,,,117878,,117879,19721,117880,1
45408,4932,,,,,147851,,,
,,,118291,,,165069,,120346,
,743,117961,118343,120722,118784,117906,,,1
,,,,118360,,118054,,,
,14136,,,118008,,,19721,117900,1
,,117961,118413,,118784,121873,,,
17308,,,,123125,118636,310589,,118639,1
35625,4004,,,118856,118451,,118453,,
81297,44062,,,118910,118784,117906,,118786,
,12732,117910,,,117885,117913,,,1
30570,22818,,118386,,,,,118786,1
,15902,117961,118052,,,,118424,118425,1
79092,,117961,118386,121668,118685,,308574,118687,1
,,,118052,118867,,,290919,117908,
,,,117969,,118396,,118398,,
18072,,,118574,117945,,,292795,,1
920,,,,,,,290919,,1
79092,2014,,,118910,120773,256969,,,1
838,,117961,118300,,,149229,,,1
,3944,117961,,118514,,,,,
40474,,117961,,,118777,310608,308574,118779,
82384,1903,117961,118343,118514,118321,,,,
42233,13671,,118327,118744,,120691,,120692,1
4685,60121,,121786,,118321,156948,290919,118322,1
,50594,,118004,,117885,118157,,,
42085,13199,,117952,,,,19721,117880,
,16970,91261,118026,124942,120952,126309,,120954,1
,2947,,,118700,117905,117906,290919,,1
39264,,119280,,,,,,117948,
,50117,117961,,118507,118863,,118398,118865,1
81070,,117916,,,,117913,117887,,1
,8592,,119091,118514,,,290919,,1
31662,,117961,118225,120323,122849,120324,119095,,1
,,,118052,120539,,,290919,118322,1
,,,118343,119598,,,,117908,
,,117943,117944,,118274,180251,292795,118276,
28149,,,,,118259,,,,
,,117961,118052,,,117906,290919,118786,
,311696,117902,,118507,,,118398,,
25270,4953,117961,118343,119598,120344,,118424,120346,
75834,,117961,118446,,118321,,290919,,
16265,,,117962,118450,119192,150602,,,1
23961,,117961,,,,,118398,118892,
,1411,117902,117903,,122129,305057,121916,,1
33153,6751,117961,,6725,,,,,
73815,,118315,,,119172,,,119174,
25098,,4292,126095,118378,,,119184,119194,1
,5518,,118300,118514,,132715,290919,118261,
,,,,,118368,,117887,118486,1
34954,4589,117961,118327,120383,118536,301475,308574,,1
,,,,,,240983,290919,,
4673,783,,,,121594,126485,4673,121596,
6977,5919,117961,118446,16232,,121873,290919,,0
79121,,,,118458,,,,,1
73157,34611,117961,,,,117906,290919,118322,
,,,,,118321,240983,290919,,
,,117961,,,,,,117908,1
,,117961,118327,,118396,,,,
43952,23228,,118446,118471,,,,120364,1
,5244,117961,,119598,117905,117906,290919,117908,
,,,,,119962,168365,118205,,1
79141,,117961,118052,118053,118685,158670,,,
,,117961,,119598,120006,310997,118424,120008,
,,117961,118327,,,,,,1
80215,5504,117961,118300,,,311622,118331,,1
,2837,118887,118888,,120344,,,,
6977,8234,,,,117905,117906,290919,,1
,,117961,119256,119257,,118806,292795,,1
,3116,,118300,147589,,,,118828,
,5030,,118343,120126,,309858,118424,120499,1
16191,,,118178,118320,,117906,,118279,
,17660,117961,,124380,,310608,,,
,,,117962,118352,117905,,,,
7543,,117961,,119181,118321,118448,290919,118322,1
45300,2260,,118343,,118422,300136,118424,,
43646,,117961,,120398,,306404,,118332,1
74236,33,,,118501,144353,144354,118504,,1
,1806,117961,,122007,117905,117906,290919,,
75078,13849,,118316,,122297,301475,118331,118899,
75329,3486,118752,,118042,118563,,,118565,1
,17550,,,118684,117905,117906,,,
20364,,,,128830,118054,118054,,118055,1
75078,27218,,,,,140197,,,
,55638,,119281,,,,,,0
45481,8709,117961,118300,128830,118054,,117887,,
,,,,118403,,,,117908,1
,19706,,,117878,118568,118568,,,1
,,117961,,,118321,240983,290919,118322,1
38704,,,,117895,,117897,117887,,1
,3963,,,,120344,,118424,120346,1
16003,13832,,117962,,,,308574,,
16174,48492,,,,118321,,290919,118322,1
,,,,118522,,,,118322,1
,,,,,119093,121698,,119096,
,54618,,,,,,,,
25993,,117961,118413,,,,,,
,,117961,117962,118416,,269406,,118399,1
,4554,,,118514,,,290919,,1
,,,118343,,,,118424,,1
,15887,,,,,,,,1
,20496,,,,,,,118570,1
,49283,117961,118300,,118321,,,,1
,,118212,,,124537,,118870,124539,
15673,6982,,,,118321,118448,,,1
1022,,,,120318,118321,,290919,,
34924,,117961,118327,,118321,117906,,,
77214,1913,117902,,118783,120952,,,,1
,70243,,118327,118492,,,118453,118749,
,,,118551,118378,,132841,,118055,
35526,,,,117945,,,292795,119082,1
25287,,,118052,,118259,,290919,,1
79021,,,,,118747,130707,118453,,1
,4468,117961,118413,,118321,118448,,118322,
,57699,117935,,,,,,,
,5330,,118052,,118523,,,118525,
20733,,,,117912,,117913,117887,,
33054,16703,,,120671,,120065,,120359,1
,50134,119301,119302,,118784,,,118786,1
,,,,118352,,117906,290919,,
,1350,117961,118052,120096,,,,118322,
38845,,117961,,,117905,,290919,117908,1
,,,118327,,135740,147904,119772,,1
5112,5137,118212,,123614,123615,301534,,123617,
5371,51127,117961,,120368,117905,117906,290919,117908,
23096,51058,,117903,,119962,,118205,119964,1
27124,,118000,118001,,118054,311261,,118055,1
,7560,,118300,,,117906,290919,117908,
75834,,,118225,119924,117905,117906,,117908,
27356,5697,,,118692,,,,,
,,124034,124035,,,126042,,119082,1
,5432,117961,118327,118391,,117906,,118786,
,50509,118079,,117878,,,19721,,1
,5509,,118386,,,168365,,119964,
4675,,117961,118413,123003,,,,118779,
33329,,117902,117903,118700,,,,118322,1
,4533,117961,118343,118700,117905,117906,,,
26437,,118670,118671,,,,117887,117898,1
27122,,,,118492,118747,125738,,,
,,117961,,119181,118451,130134,,,1
,4026,117961,118300,118301,,127729,118424,,
,,,118413,,118841,123378,,118843,1
,5636,117961,118413,,,,290919,,
74614,17156,,118300,,123082,197687,19793,123084,
,1140,,117962,,117905,,290919,,1
78563,4375,,118343,,,300136,,118425,1
,53110,118550,,,118054,,117887,118055,1
,,122532,,117945,280788,280788,,119082,1
,,118602,,117941,118568,,19721,118570,
,14863,117961,118300,118360,,,,118639,
,2270,,,,,118959,118960,120774,
16319,,,,,,,,,1
,19429,117918,117919,117912,117885,,,,
40867,,,,119408,117905,,290919,117908,1
,,,118300,118458,,,,,
,,117961,,,,,,121529,1
,16098,117961,118327,,,,118398,,1
,,117961,118300,120722,118784,,,118786,1
,17852,117961,118446,119969,,239633,19793,,1
75245,14368,117876,,117878,,,,,
,7338,117961,,118616,118321,240983,,,
31983,,117961,,119969,120621,166884,19793,120623,1
16191,26321,117961,118327,,,,,,
,,117961,,120050,,,,,
31829,70531,,118139,,117885,,117887,,
,,,118080,117878,,,19721,,0
80483,770,117961,118300,,118451,142600,118453,,1
,2017,117961,118327,,,147144,118643,,1
31352,3558,117902,,118042,,,,118046,
,1350,,,122938,,117906,290919,117908,1
,,,118225,118403,,240983,290919,117908,1
72024,17728,,118052,119986,118259,117906,,118261,1
77993,55268,91261,,,,,290919,,
,7434,,,,,,290919,117908,1
,5140,,119091,,119962,168365,118205,119964,
30628,1080,117961,,118933,,128747,118643,,1
35790,,,118291,,118863,,118398,,
,,117961,118343,,118523,,118331,118525,1
41649,,,118343,,118321,,290919,118322,1
,,117902,,118783,117905,118036,290919,117908,
,,,118213,,,,118295,118730,1
,5022,,118888,118631,118912,,118424,,1
28407,2299,,,119223,,,118960,123738,1
100508,95428,91261,118026,,117905,,,,1
44814,1938,117961,118300,118066,,,,120562,1
78982,,117961,118327,,,133290,118398,118399,
,7220,,118225,,117905,240983,290919,117908,
,,,,119824,,147851,118960,123738,1
78563,,,119135,,120789,305850,,,
114261,25629,,118343,120291,120006,,118424,120008,
70504,,,,,127782,,,127783,
,17514,,,121747,118321,117906,290919,118322,
79121,310793,120342,,119076,,,,118836,
74149,3788,,,120722,,,,,
,,,,,,269406,118398,123068,
,,119596,,120823,,311441,118398,,
,,,,,127389,,,,
80458,2594,117961,,120410,,,,,
4675,1116,,118343,,,,290919,118322,1
70453,14560,117951,,117920,,117897,19721,,1
,,,118574,,280788,280788,292795,,1
7839,744,,118300,,,,308574,,
,7679,118573,118574,,118995,,292795,,1
3853,,,,120304,119351,206049,,119353,1
36021,53369,119920,119921,123766,124886,,,124888,1
85387,32457,,,118320,118321,117906,290919,118322,1
,,,117930,,117879,117886,19721,117880,1
278393,28590,,118327,120685,307024,,118331,118332,0
,,118573,118574,118556,280788,,292795,119082,
18228,1903,,118343,118514,118685,122058,308574,118687,1
,19738,,118291,119824,119137,,,,1
40713,,117961,,119924,,,,118322,
58642,79111,,118343,,119928,,118331,119929,1
109182,,,117962,,125793,139296,118643,125795,1
,6285,,118300,,,,290919,118322,
,19645,117961,,118481,118784,240983,290919,118786,1
,14928,,,120317,120690,,,120692,
25993,,117961,118343,118856,,,,,
,718,,,,118259,126363,,,
,50511,,,,,,19721,,1
37737,,,117919,117884,,,117887,,1
79141,,,,,118054,118054,117887,118055,1
,,118169,,118450,,,,118639,1
40728,,117961,,120317,117905,,,,1
26431,85019,,117917,,117879,117886,19721,117880,1
18418,,117961,,125872,118422,249904,118424,,
,2858,,118220,,,,,,
,,,118343,118856,,120238,117887,118055,
,7915,117961,118300,,118834,,,,
19949,53337,,118327,118862,,,,,1
37095,1140,117961,117962,118352,,117906,,118322,1
80199,141,,118225,,,118959,,120774,
,49385,,,,126869,,,126870,1
,,117961,,,120812,,118638,,1
23990,16098,117961,,,,,,,
,2062,,,,,,,118687,1
692,770,,,,,302830,,128231,1
42085,,117961,,125872,,267223,118424,120346,
,,117935,,,117885,,,,
,5101,117961,118300,,,236735,,,1
1151,125466,117902,,,122989,154602,,122991,
,,,,118320,118784,121873,290919,118786,1
,,119280,,,126684,122534,,,
,,117961,,118437,119949,,,,
34954,13671,117961,,,,,,,1
,13864,,118446,123858,,,,,1
17278,6267,,121013,,120344,288609,,120346,1
,,118573,,,,162667,,119082,1
,,117961,118225,,,,,122850,
,59748,117961,118386,120361,,,290919,,
,4013,,118300,,,,290919,117908,
34576,4370,,,,,,290919,118786,
,,122880,122974,,,,,,1
,46647,117961,,,,,,119082,
35055,,117961,,,,,118960,,1
34832,2074,,,118378,,122554,117887,,
39332,,117961,,123844,118321,117906,,118322,1
105479,669,117961,,,117905,117906,,,
74421,3954,,,,,,118424,118425,
32270,,117961,,119598,,,118424,,
,,117961,118343,120666,123045,,120518,123047,1
4675,,,,118403,,,,117908,1
,,117961,,,,130735,290919,,1
,,117961,,,,240983,290919,,1
23127,,,118225,,,,290919,,
34817,,117961,118327,,,,,118454,
3853,4449,,,,,118054,117887,118055,
6725,,,,6725,126264,251179,6725,126266,
,,117961,118300,124725,118321,240983,,118322,1
5906,5909,,118446,,,128532,118762,126186,1
,,,,,,118448,,118322,
,,117961,,119954,118054,123286,117887,118055,
43451,3800,117961,118225,,,,290919,,
,3869,,118225,,118747,236002,,118749,
,120340,,,119076,,,,118836,1
,,118219,118220,118344,,,,,1
97516,,117961,118343,118856,117905,,,,
,7822,,,,,,,,
,,117961,118343,121747,119928,,118331,119929,1
3853,,117961,118413,120526,,136365,,,1
76299,,,,117884,117885,117913,,117888,
,,,118300,118783,117905,117906,290919,,
20273,334,118216,,117884,,117913,,,1
,,,,123656,,,,118322,1
43027,,,,117904,,,118960,,1
,,117961,,121645,,159996,,118055,1
20755,7021,117961,,,118784,,290919,,1
,7459,5110,,122672,,135104,118870,125753,1
25734,3736,,,120059,118054,,117887,,1
35533,,117961,118343,118514,,,,,1
27122,5568,,,,,,,,
,17253,117961,118052,,,,,,1
26808,,,,121589,,,,124888,1
85732,,,,,,117906,290919,,
,,,,127470,,117906,,118322,
,4936,,118343,,,,,120499,
27082,4932,,,119824,,147851,,,1
19764,,117961,118225,118403,118321,,,,1
117309,,,118026,118202,,,,,1
,,118000,118001,,,311261,117887,,1
,7492,117961,118225,118673,,,,118676,
,100,120140,120141,142145,117905,,,117908,
81317,23344,,,119742,,,,,
,46254,,,,118641,,118643,118644,1
41569,5238,119596,,,,174445,,118209,
33149,125466,117902,117903,,118863,,,118865,1
,,117961,,,,,290919,,1
,2594,,,,,118260,,118261,
,,,118300,118631,118054,,117887,,
,85475,,118300,120410,,,,,
75834,25607,,,118856,118321,,,,1
43027,74967,,117962,117904,,118368,,,1
32270,,,117962,120924,120418,301534,,,1
,4713,,118052,120398,122067,164160,118424,,
,,,118300,,,,,,1
44781,58910,117902,118041,,,197337,292795,,
,,,,,,,,124888,1
,3152,,,123072,119351,257510,,119353,
18072,32732,118573,118574,117945,117946,144259,292795,,0
838,,,,,118321,117906,290919,118322,1
,,,,118783,117905,,290919,117908,1
25570,,,,,117905,,,,1
,12394,119134,,,,,118424,118425,1
37793,,,117891,117878,117899,117879,19721,117900,1
40919,108164,118315,118463,118464,123651,162182,118467,,1
74735,,118079,,117878,117879,304519,19721,117880,
,,,117969,,,,,,1
,,,117969,,,,121620,124801,
32270,5396,117961,,,120773,,118960,,
,,117961,118386,,122645,309858,119221,,0
38644,,119062,,,117905,117906,,,1
,2291,,118225,120663,,,,118899,
,,117975,117976,117920,120132,,120134,120135,
,93627,91261,,119507,117905,,,,
,,118169,,,117946,,292795,117948,0
,15646,117961,,119796,307024,,,,1
,14302,117916,117917,,179731,,,117973,
,,117961,,124942,,,290919,117908,
20351,5490,117961,117962,,118054,145418,,,
,91868,117961,,123454,,,,,1
15728,770,,118300,,128230,302830,,128231,
1020,,117902,117903,,,,290919,,1
41942,,117961,118225,,,,290919,,1
78970,1911,,,,,118043,270488,118046,
,50781,91261,,,118321,,290919,118322,
25279,2395,117961,118300,123055,,118054,,,1
13878,13047,,118096,,118568,,19721,,
,70066,,,,118321,117906,290919,,1
40963,2518,117961,,,,164026,308574,118779,
96471,79114,,118225,,,310589,,,
40853,7520,117961,118343,,118784,117906,,118786,
34026,,117961,,,,117906,,118322,1
,,117961,,120356,,118054,,,
,17227,117961,118343,,120006,,118424,120008,
,,117961,117962,120924,,,118331,,1
,17033,118095,,117920,,117899,19721,,
74883,3509,,,,118563,,,,1
4675,,91261,118026,,,126309,118453,118749,
25743,46254,117961,118327,126310,,,118643,,1
19650,,117961,117969,121617,,,121620,,1
35068,,,117877,,,,,118570,
,5114,117961,,,,300136,,118425,
,5701,,118052,,,,,,1
,,,119070,118042,118043,151099,,118046,1
43876,,,,117878,117879,117913,,,1
20364,15390,,,,,,,120346,
,,117932,,,117879,117879,19721,117880,
,,,118300,,,,290919,,
,,,,117920,,117886,19721,117880,
,4831,,,118706,,161806,118331,119929,
,5518,117961,118300,118514,118259,132715,,,1
,,117961,118413,122007,,,,132673,
1020,,,117903,,118451,,118453,118454,
,25276,,118343,,,117906,,118322,
73484,,,118743,117920,,,,118570,1
16172,,,,118403,,,,,
,,117961,,120417,119587,,118704,,
23965,49425,117961,118343,,118422,300136,,118425,
,,117961,118343,119598,,123163,,,
7543,,117961,118386,123757,118321,117906,290919,,0
80742,,,,125821,,,118295,,1
73756,,,119070,118042,118563,,270488,,
80190,,117961,118300,,,,,,
42508,,,,123125,,,,,
17849,46832,,117990,,118811,119759,19793,118813,1
15698,,,117962,,120618,,,120619,1
37008,,117961,117962,,,,290919,,1
41116,5177,,118386,,,,118424,120359,1
34817,49714,,,118492,118747,130707,,118749,
,,,118300,125872,118826,236735,118424,,
34983,5249,117961,118386,,118396,269406,118398,,1
94172,30,,,,,117906,290919,,1
,13849,118315,118316,,307024,310608,118331,,
,7252,,117962,118352,117905,,290919,,1
16524,4567,117961,,118514,,,,118279,1
391,65488,,117927,117941,117885,,,117888,1
,133801,119062,,,118451,,,118454,
74031,,,117962,118501,,130777,118504,118505,
33642,19858,,117940,,118568,140630,19721,,
,14890,,117936,,,,,117880,
76620,,117961,118343,118700,,,290919,,
16070,,,,,,130134,118453,,
79341,,117961,,,120516,123107,,120519,
,21951,118006,118007,,118568,292195,19721,118570,
,111936,,118300,,,117906,,,
,18213,117961,118386,,,126309,118453,,
43727,,,119135,119136,,254340,118474,119139,1
1020,,117961,118343,118514,118054,,117887,118055,1
31613,,117961,118386,118746,117905,,290919,,1
,,118079,118080,117878,130637,,,130638,
35708,,117961,,,118451,142600,118453,118454,1
,,117961,118300,,118459,251992,,,
,123313,118290,,118171,,118173,,118175,
,55941,117961,,,,,,117908,
,25618,,118225,,,,,120692,1
,2014,,117962,117904,118958,127525,,,
,3800,117961,,118403,118321,,290919,118322,
,6217,,,,119172,184011,118467,119174,
35279,98693,,118327,,,,290919,,1
32270,,117961,118300,125872,,,,120008,1
75901,4026,117961,118300,,,149226,,,
43876,,118079,118080,,117885,118177,,,
,782,117961,,127522,,240983,,,1
34628,46254,117961,,,118641,306399,118643,,
44814,1080,117961,118327,118378,120618,304465,118643,,
,,,119135,118575,,307446,249618,118175,
,17713,117961,118225,,117905,117906,,117908,1
45815,,,,118507,,304633,118398,,
,,117910,118855,117920,,125937,,,1
75834,,118315,118316,,118321,,290919,,1
75689,13414,117876,,,119899,,,119900,1
79299,,,118225,,120647,,118398,120649,1
,6071,117961,118413,,117905,117906,290919,,
80230,70056,117961,118225,,,279443,,,
74735,11987,118006,,,,,117887,117888,1
,,,,,,,118424,,
,4837,,118300,,118054,119601,,,
20364,1728,117961,118327,,118890,124964,118398,,
,,117961,,126310,124886,306399,118643,,
80662,57714,,118596,118447,,,118331,,1
6977,60121,,121786,142145,,156948,290919,,
,,,,,,,290919,117908,
80653,7411,,,118746,118747,,118453,118749,
,,118725,118726,119076,118422,,,118425,1
,3838,117961,118225,,,240983,,117908,
,58414,117902,,,118636,,118638,118639,1
19284,,117961,,,118321,,290919,118322,1
,,,,118910,,,290919,118322,1
,26615,,117969,19666,,123132,,,1
,,,119836,119837,,140424,,118486,
,70260,,,120535,,159051,118398,,1
,4642,117961,118225,120551,,,290919,,1
,7610,117961,,,,117906,,,1
1020,,,118213,118352,118321,117906,,118322,
,,,118080,,,,,,1
,58458,,118266,117884,,117913,117887,117888,
42085,,117961,,,127850,311360,,127851,
,,118887,118888,,118863,,118398,,1
3853,,,,119796,,,,126822,
,70066,,,,118203,,118205,118206,
,,,118327,,118396,,118398,118399,
27837,21009,,118343,,120097,174445,,,1
73756,52872,,126919,,118563,192155,270488,118565,
32270,17612,117961,,119598,,,,,1
32032,49626,,118327,,,,,,1
14354,,,118164,,117879,117879,19721,117880,1
,,119134,119135,118042,,,,118209,
25993,,117961,118300,,,142600,118453,118454,1
,13782,117961,118343,,,,118398,,1
52683,,,,117912,,,19721,,
,16566,117961,118327,,,304465,,120619,
73151,,117961,,118514,119962,,,119964,
,5244,117961,118343,119598,118321,,,118322,1
19310,,5110,,,117899,,,,1
,49655,,118446,122550,,117906,290919,118786,
79163,,117902,,,120952,130134,,120954,1
33141,56201,91261,118026,118746,118278,118260,290919,118279,
,196,117961,118413,121639,,130134,,,
,71387,117961,118386,118522,118784,,,,0
,4344,,118343,,117905,117906,,117908,
,,,,123719,,117906,290919,,0
849,851,,117962,,118784,117906,,118786,1
35376,,,118386,,169634,198341,118736,169635,1
95386,5043,,,,118523,129545,,,1
31842,31837,,117927,,,117913,,,1
98934,,,,,,,290919,,1
,58849,,118327,118492,,,,118454,1
,23338,,,,,174445,270488,118209,
80868,,,118170,,118172,118173,,118175,1
,5697,117961,,,,,,,
23497,6257,,118343,,,,290919,,
,6217,117961,118327,118328,,,118467,,1
,3883,117961,,,,132799,,,1
42085,5002,,,,118422,,118424,118425,1
,,,,119238,,,119095,119096,
,,117961,,,117905,240983,,,
,16573,117961,117969,196823,,254394,,254396,
75834,,,118343,,,117906,,,
4675,5511,,118386,,,117906,290919,118322,
20293,,117926,118124,117920,,125937,,,
26820,,117961,,,,118368,117887,118055,1
29119,5899,,118327,,,,290919,118322,
75834,3313,,119070,118042,,129174,,117948,1
38392,,118003,,,,,,,1
,,117926,,117941,,,19721,117880,1
75628,,117961,118327,,,,121916,121917,
,,117961,118300,124942,,117906,,,
25274,53081,,118343,119598,,,,,
24887,4663,,118225,,,,119095,120593,1
6977,118619,,,,117905,117906,290919,,1
,,118752,,119781,118207,121024,,,
,5496,,,,118321,,,118322,
44812,,,118004,,118636,,,,1
30570,,,118386,,,147114,290919,,1
75834,4729,117961,118300,118301,118054,118443,,118055,
42093,2594,,,123472,118321,117906,290919,118322,1
40997,3108,117961,,,,230838,118424,,
35990,,,118446,,,117906,,,
76511,,,,,118321,117906,,118322,1
75239,,,,,,240983,,,1
41992,,117961,118327,,,,270488,,
73133,,117902,,,117905,117906,,117908,1
,,117961,118300,,,120314,118424,,1
81534,,117961,117962,,307024,306404,118331,118332,1
,59312,118550,118551,118552,,,117887,118055,1
23987,,117961,118343,,118422,300136,118424,,1
,,,,118833,,300136,,118425,1
40644,2818,,119091,,117905,117906,,117908,0
80237,,117961,,118957,118321,,,118322,
31613,,117961,,,118641,120319,118643,118644,1
,17839,,,,,135898,19721,118570,
,,,118026,,117905,117906,290919,117908,1
,12260,,118124,,117885,,,,
40237,24925,91261,,118027,273308,120072,249618,118232,
,,,118085,117920,117879,,,117880,0
,,,118343,120126,118834,133686,118424,118836,
,,,118386,,307024,,,,1
31232,,117890,,117878,,,19721,117880,1
,23224,117961,,120535,,,118398,118399,1
3853,,117961,118225,,120773,136187,,,1
41139,5504,,118300,131274,,,118331,,
25703,,,118225,119136,,,118474,,
,,117961,118225,119136,,120002,,,1
25857,,117961,117962,118352,,117906,,,
,31943,118953,118954,,179731,118247,,,
43538,,,118300,121176,120560,304465,,,1
,,117961,118225,,,311867,,127590,
79092,5140,,,,,240983,290919,118322,1
,14798,117961,118386,118746,,302830,4673,128231,
,92071,117929,,,,117886,19721,,1
,,118006,118007,117884,,117897,19721,117900,
35050,6995,,117962,,118321,,,118322,
,,,118327,,,310589,118638,,1
,,118602,,,118568,118568,19721,,
1115,,117961,117962,118352,,,290919,,1
,2014,,117962,,,127525,,118961,1
,6216,,118327,118328,117905,290878,290919,117908,1
78555,,117961,118300,,118321,117906,,118322,1
89794,,117961,,120709,120097,174445,,120099,1
,19986,117961,118225,,,,,120774,
,28021,118212,118580,117895,117879,117897,19721,117880,1
13878,19679,,117936,,117899,117899,,117900,
34522,1915,,,,,,290919,118322,
,,,,121883,,117906,290919,,1
32270,13845,,117962,118791,118792,211906,118424,,1
42093,53040,,,119362,119363,,118667,119365,1
80174,16816,117961,118300,119984,120647,311441,118398,120649,1
37397,1012,117961,,,,,,,1
39480,7525,,118225,,118784,147114,,,1
,,,118343,119796,,,120518,120519,
75834,4533,,,,118321,,290919,,
17794,,,118413,,,240983,290919,,
,,117961,118413,,,,290919,118261,1
,7824,,,,,136748,292795,118997,1
15671,7346,,118343,,118777,279443,308574,,
80207,,,,,117905,240983,290919,,1
302049,,117961,118327,118507,,122008,,118865,
30839,17184,117961,,,,,,120649,1
96411,,,,,118321,,290919,,
,3509,,,118042,,194960,270488,,1
40489,7560,,118300,,118321,,,118322,
74555,,117961,,,117905,117906,290919,,1
33054,,,,123055,120006,150350,118424,120008,1
,,,118343,118810,117985,132609,19793,,1
14354,46541,117959,,117941,118568,145191,19721,118570,1
,8697,117961,118446,,,117906,,,1
20292,19051,117929,,117884,,117913,117887,117888,1
,,,,,,135814,,,
,,,118300,,120560,304465,118643,,
19842,,,,120663,,,120518,123650,1
,17612,117961,,,120006,,118424,,
5173,4712,,118343,,,233714,118398,,
,744,117961,118300,,117905,,,,
20737,,,,117920,,,,,1
,1571,,118300,,,172635,,,
,3262,,118343,123125,118321,,290919,,
,4528,,118225,120054,119928,132654,118331,,1
,,117961,118343,,118368,128683,117887,118486,1
,,117961,,122007,118784,124402,,,1
,,,118225,,,123174,119095,,1
,,117961,,,118321,,290919,118322,1
42093,,117961,118446,123858,,282370,,119851,1
114236,5509,117961,118343,123454,,,,118786,1
31450,,117961,118386,121883,118321,,290919,118322,
42680,,,,117920,117879,,,117880,
45979,7252,,117962,118352,117905,,,117908,
,,117961,,,,117906,290919,118322,
6690,34459,,118225,118403,118536,118537,308574,,
,,,118300,,120497,258776,,,
,,,118291,118889,,307233,118398,121529,1
,123310,,118386,121883,117905,,290919,117908,1
32270,,117961,118343,,,301534,118295,,
86975,8008,,118178,,,117906,,,1
,3085,117961,,,118834,251171,,,
34247,,118290,,19772,126085,,119221,,0
,2717,118290,,118979,,141929,,,
,17598,,118300,,,,118331,,1
684,1505,,,4674,,,290919,,1
,49535,,,118833,118422,300136,,,1
,,,,120559,,,,,1
34920,8229,,,,,124402,,,1
34498,51096,119596,119597,,,,,118730,1
,25293,,,128823,,,290919,118322,1
,72209,117961,,124948,,,,,
,8415,,,,,,,117908,
,44022,117961,,,,130085,,127783,1
,,,,118514,,,290919,118786,1
,,117961,118300,120059,118636,310589,,,1
,14811,117961,,,,117906,290919,,
,1728,117961,,118507,118890,,118398,,
,51104,,117877,,,128367,,,1
,4199,117961,118225,,,117906,290919,118322,1
,8115,,118026,118202,,,290919,,
,,119062,119091,,118028,160931,,118030,1
38704,,117916,,,,117913,,,
,3000,,,120551,117905,,,,
90525,153289,,118327,,,,,,
,,,,,,,19721,,1
278393,5652,117961,118300,,118321,240983,,,1
33151,125466,117902,117903,120171,118863,,118398,,1
,4951,117961,118343,120126,,133686,,,1
15064,,,117877,118810,117985,134123,,,1
74636,1140,,,,118321,,290919,118322,
,21083,,,,117879,121445,19721,,
,4950,117961,,118911,118826,,,,1
,2017,,,,,,,118843,1
,,,,120559,122269,141096,,,1
38860,,,118574,,,165794,292795,,1
45337,5313,,,,,,118424,122069,1
,13794,117961,118052,,118702,,,118705,0
82379,61016,119596,119597,118597,120789,194103,118424,,
,,,,,,142453,,,
,,,,,,231633,118331,,
22329,15395,118256,118257,,123670,212510,,123672,
,85445,118079,118080,117878,,,117887,117888,
41758,,,,,,,19793,,1
25553,11826,118090,118091,117920,123191,123191,19721,123192,1
,,,,118458,119928,310608,,,
,126545,,119075,119076,,,,,
,4576,117961,,,118321,117906,290919,118322,
15778,17218,117961,118300,120026,123737,,118960,123738,
,,117961,118327,,121594,,4673,,
,46224,117961,118327,,,120953,118453,,1
,33,117961,118413,,,,290919,,
,,122880,,118042,118563,,,118565,
73495,,,,120417,,,118704,118705,0
,82500,,117936,,117879,,,,
,15389,117961,,,,,118638,118639,
42093,,117902,,118042,,,,118046,
,4192,117890,,,,292195,19721,,1
74995,50134,,,119303,118321,117906,290919,118322,
32270,,117961,,,,118959,118960,120774,
32270,,,118888,,,,118295,,
34038,17992,,,118810,118054,120238,117887,118055,1
34797,,117961,,,,,119095,,
45314,2003,,118551,,,234852,118638,,
,2144,118212,119763,,,,119184,119194,
,,,118225,,123648,305057,,,
91749,7553,,118225,118403,118784,,290919,118786,1
43194,,,,,,,,120058,
