date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
,6,0.978723,0.041642,,0.003467,,0.414912,
,6,,0.041642,,,0.422915,0.414912,DOWN
,7,,0.041281,0.405385,0.003467,0.422915,,DOWN
0.009778,,,,0.350937,,0.422915,0.414912,DOWN
0.009778,,0.042553,,,0.003467,0.422915,0.414912,
,,0.06383,0.041642,,0.003467,,0.414912,
0.009778,,,0.041041,0.225379,0.003467,,,
0.009778,7,,,0.18551,0.003467,0.422915,0.414912,DOWN
0.009778,,,0.041281,,0.003467,,0.414912,
,7,,,0.130318,,0.422915,,
,7,,,,0.003467,,0.414912,DOWN
0.009778,7,,,,0.003467,0.422915,,DOWN
,,0.212766,0.041281,,,0.422915,,DOWN
0.009778,7,,0.041281,0.116632,,,,
0.009778,,0.255319,0.041281,,,0.422915,,
0.009778,,0.276596,,0.162154,0.003467,,,DOWN
0.009778,7,0.297872,0.064969,0.194139,,,,UP
,7,0.319149,0.068422,0.25543,0.003467,,,UP
,,,,0.330854,,,0.414912,DOWN
,,0.361702,,,,0.422915,0.414912,
,,0.382979,0.068422,,,,0.414912,UP
,7,0.404255,0.068422,,0.003467,0.422915,,UP
,7,0.425532,0.076018,,0.003467,,0.414912,
,,0.446809,0.068422,,,0.422915,,UP
,,0.468085,0.084304,,0.003467,0.422915,0.414912,
0.009778,,0.489362,0.081692,,,,,
,7,0.510638,,,,0.422915,0.414912,UP
,7,0.531915,,0.510265,,0.422915,0.414912,UP
0.009778,,,,,0.003467,0.422915,0.414912,UP
,7,0.574468,0.078029,,,,0.414912,
,,0.595745,,0.438411,,,,UP
0.009778,,,0.076018,,,,,UP
0.009778,,0.638298,,,0.003467,,0.414912,
0.009778,,0.659574,,0.408807,0.003467,0.422915,0.414912,UP
,,,0.076018,,0.003467,,0.414912,UP
,7,,0.077039,,0.003467,0.422915,0.414912,
0.009778,,0.723404,,,,,0.414912,UP
,,,0.088237,,0.003467,,,
0.009778,7,0.765957,0.084454,0.660518,,0.422915,0.414912,
,,,,,,0.422915,,UP
0.009778,,0.808511,,,,0.422915,0.414912,DOWN
0.009778,7,,0.041732,0.585094,0.003467,0.422915,,DOWN
,7,,0.041732,,0.003467,,0.414912,DOWN
,,0.87234,0.041732,,0.003467,0.422915,0.414912,DOWN
0.009778,7,0.893617,0.041732,,0.003467,,0.414912,DOWN
0.009778,7,0.914894,0.041642,,0.003467,0.422915,,
,7,0.93617,,,,,,
0.009778,7,,0.041642,0.447635,,0.422915,,DOWN
0.009778,7,0.978723,0.041732,0.452246,,,0.414912,
,7,1.0,,,0.003467,,0.414912,
,1,0.0,,0.395567,0.003467,0.422915,0.414912,DOWN
,,,0.040741,0.345582,0.003467,0.422915,,
,1,0.042553,,0.326986,0.003467,0.422915,0.414912,DOWN
,,0.06383,0.041281,0.278786,0.003467,0.422915,,
0.009823,,,0.041281,,0.003467,,0.414912,DOWN
0.009823,1,0.106383,0.040681,,,0.422915,0.414912,DOWN
,1,0.12766,,0.184766,,0.422915,0.414912,DOWN
0.009823,,0.148936,,0.162452,0.003467,0.422915,0.414912,
0.009823,1,,0.041582,0.150104,,0.422915,0.414912,
,,,,,,,,DOWN
,1,0.212766,,0.190866,0.003467,,,DOWN
,,,0.044824,,0.003467,,,
,,0.255319,,,0.003467,0.422915,0.414912,
0.009823,1,,,0.486314,0.003467,0.422915,0.414912,
,,0.297872,,0.522464,0.003467,0.422915,0.414912,DOWN
,1,0.319149,,0.595507,0.003467,0.422915,,
,1,0.340426,,0.613954,,0.422915,,DOWN
,1,0.361702,,,0.003467,0.422915,0.414912,DOWN
,,0.382979,,0.633145,,0.422915,0.414912,DOWN
0.009823,1,0.404255,0.041732,0.640137,0.003467,,0.414912,DOWN
,1,0.425532,,0.616781,,0.422915,0.414912,
,1,,,0.591491,0.003467,,0.414912,DOWN
0.009823,1,,,0.570068,,,0.414912,DOWN
,1,,,0.563076,0.003467,0.422915,,DOWN
,1,,,0.548349,,,,
0.009823,,0.531915,0.044824,0.53853,0.003467,,,DOWN
0.009823,1,0.553191,0.044824,0.534662,0.003467,,0.414912,
,,,0.044824,0.526629,0.003467,,,DOWN
0.009823,1,,0.044824,0.511752,,0.422915,,
0.009823,,0.617021,0.044824,0.494347,0.003467,,,DOWN
0.009823,1,0.638298,,0.484528,,0.422915,0.414912,DOWN
,,0.659574,0.044824,0.492711,,0.422915,0.414912,DOWN
,1,0.680851,0.045154,0.505802,0.003467,,0.414912,DOWN
,,,,,0.003467,,0.414912,
0.009823,1,0.723404,0.041732,0.603541,0.003467,,0.414912,
0.009823,1,,0.042062,0.717941,0.003467,0.422915,0.414912,
,,,,,0.003467,0.422915,,
0.009823,,,0.041732,,0.003467,,0.414912,DOWN
0.009823,1,0.808511,,,,,0.414912,
,1,,,,,,0.414912,
0.009823,1,0.851064,0.044824,0.639988,,,,UP
,1,,0.041732,,,0.422915,,
0.009823,,0.893617,0.071905,,0.003467,0.422915,0.414912,
0.009823,1,0.914894,0.045154,,0.003467,0.422915,0.414912,
,1,,,,0.003467,,,UP
0.009823,,0.957447,,0.546564,0.003467,,,
,,0.978723,,,,0.422915,,
0.009823,,1.0,0.088777,,,,,UP
,2,0.0,0.094332,,0.003467,0.422915,,
,2,0.021277,0.088777,0.515472,0.003467,0.422915,0.414912,UP
0.009867,,0.042553,0.088777,,0.003467,0.422915,0.414912,
,2,,,,,,,
,,,0.071454,,,0.422915,0.414912,
0.009867,,,,,,,,
0.009867,,0.12766,,0.276555,0.003467,0.422915,,DOWN
0.009867,,0.148936,,0.234305,,0.422915,0.414912,
,2,,,0.212139,0.003467,0.422915,,
,,,0.047286,,0.003467,,,
0.009867,2,,0.047286,0.237429,,,,DOWN
0.009867,2,,,,0.003467,0.422915,0.414912,
0.009867,2,0.255319,,0.402856,,,,
,2,0.276596,,0.526331,0.003467,,,
,2,0.297872,0.075267,,0.003467,0.422915,0.414912,UP
,,,0.075267,,,0.422915,0.414912,UP
0.009867,2,,,0.652633,0.003467,,,UP
0.009867,,0.361702,,0.644749,0.003467,,,DOWN
,2,0.382979,0.082863,0.669444,0.003467,,,
0.009867,,,0.075267,0.665427,0.003467,0.422915,,UP
,2,,0.082863,0.639839,,,,UP
,2,,,,0.003467,,0.414912,
,2,,,0.590896,0.003467,,0.414912,
,,0.489362,0.071454,0.579143,0.003467,0.422915,0.414912,UP
0.009867,2,0.510638,,,0.003467,,,
0.009867,,0.531915,0.075267,0.547902,,0.422915,0.414912,
,2,,0.075267,0.538828,0.003467,,0.414912,
0.009867,,0.574468,,0.525141,0.003467,0.422915,0.414912,
,2,,0.047286,0.509075,,,0.414912,DOWN
0.009867,2,,,,,,,
0.009867,,,0.048006,,,,,DOWN
,,,0.075267,0.499405,,,,UP
,2,,,0.519042,,,,
0.009867,,0.702128,,,0.003467,0.422915,,
,2,0.723404,,0.631062,0.003467,0.422915,0.414912,
0.009867,,,,0.74695,,,0.414912,DOWN
,2,0.765957,0.047286,,0.003467,,,
,,0.787234,,0.75186,,,0.414912,
0.009867,2,,,,,,0.414912,
0.009867,2,0.829787,,,0.003467,0.422915,,
,2,,0.047286,0.669295,,,,DOWN
0.009867,2,,0.047286,0.637905,,0.422915,0.414912,DOWN
,,,0.047286,0.596102,0.003467,,0.414912,DOWN
,2,,0.041732,0.532728,0.003467,,,
,2,,0.047286,0.558316,0.003467,0.422915,0.414912,
0.009867,2,0.957447,,,,0.422915,,DOWN
,2,0.978723,,0.566201,,0.422915,,
0.009867,2,1.0,0.048006,,0.003467,,,
,,0.0,0.048006,0.550431,,,0.414912,
0.009911,,0.021277,0.071454,,,0.422915,0.414912,
0.009911,,0.042553,,0.511306,0.003467,0.422915,0.414912,
,3,,0.047286,,,0.422915,,DOWN
0.009911,3,0.085106,,,0.003467,,0.414912,UP
0.009911,3,0.106383,0.047286,0.337697,,0.422915,,
0.009911,,0.12766,0.045274,,0.003467,0.422915,0.414912,
,3,,0.041612,,0.003467,0.422915,,DOWN
,,,,,,0.422915,,DOWN
,,0.191489,,0.22166,0.003467,,0.414912,UP
,3,,,,0.003467,0.422915,,
,3,0.234043,0.069173,,,,0.414912,
0.009911,3,0.255319,,,0.003467,0.422915,,
,,0.276596,0.048247,0.533175,0.003467,0.422915,,
,3,,,,,,0.414912,UP
,3,,0.041732,0.638054,0.003467,0.422915,0.414912,
0.009911,3,0.340426,,0.660518,0.003467,,0.414912,
0.009911,3,0.361702,0.041281,,,0.422915,0.414912,DOWN
,3,,,0.675989,0.003467,,,DOWN
0.009911,3,0.404255,0.041732,0.677774,,,,
,3,,,,,0.422915,0.414912,
,3,,0.041732,,,0.422915,,DOWN
0.009911,,,,0.574383,,0.422915,,DOWN
,,0.489362,,,0.003467,,,
,3,0.510638,,0.543588,,0.422915,0.414912,
0.009911,,0.531915,0.041281,,,0.422915,0.414912,DOWN
0.009911,,0.553191,,0.510414,0.003467,,0.414912,
0.009911,,0.574468,0.041281,,,0.422915,,DOWN
,,,0.041582,,,,,DOWN
0.009911,,0.617021,0.041281,,0.003467,0.422915,,DOWN
,3,,,0.467718,,,,
,3,,,0.481553,,0.422915,0.414912,
,3,0.680851,,,,,,UP
,3,0.702128,0.048247,,,0.422915,0.414912,DOWN
0.009911,,,0.041732,,,,,
0.009911,3,0.744681,,,,,,DOWN
,3,0.765957,,0.726272,,0.422915,,DOWN
0.009911,,,0.041582,,,0.422915,0.414912,
0.009911,3,,0.041582,,,0.422915,,DOWN
0.009911,3,0.829787,0.041281,,,0.422915,0.414912,DOWN
0.009911,,,0.041732,,,0.422915,,
,3,0.87234,,0.609491,0.003467,0.422915,,DOWN
,3,,,,0.003467,0.422915,,
,3,,,,0.003467,,0.414912,DOWN
0.009911,3,0.93617,0.043203,,,,,
,,0.957447,,0.545225,,0.422915,,DOWN
0.009911,3,,,,,0.422915,,DOWN
0.009911,,,0.041732,0.542398,,,,
0.013008,4,,0.092981,0.541506,0.003467,0.422915,,
,4,,0.092981,0.518149,0.003467,0.422915,,UP
,,,0.090068,0.490628,0.003467,0.422915,,
0.013008,,0.06383,,,,,,DOWN
,4,,,,0.003467,0.422915,,DOWN
,,0.106383,0.060496,0.318358,0.003467,,,
,4,,,,0.003467,,0.414912,
0.013008,,,0.041281,,0.003467,,0.414912,DOWN
0.013008,,,0.041281,0.212288,,0.422915,0.414912,
0.013008,4,,0.048787,0.209164,0.003467,,,DOWN
0.013008,,,0.060496,,0.003467,0.422915,,UP
,,0.234043,0.064519,,0.003467,,,UP
0.013008,4,0.255319,0.078059,0.395418,,,0.414912,UP
0.013008,,,0.048787,0.507289,0.003467,,0.414912,
,4,0.297872,0.048787,0.541357,0.003467,0.422915,0.414912,
0.013008,4,0.319149,,,,,0.414912,
0.013008,,0.340426,0.041732,,0.003467,,,
0.013008,4,,0.041732,,0.003467,,0.414912,DOWN
,,,0.041732,0.655162,,,,
0.013008,4,0.404255,,,,,0.414912,
,,,,0.627641,,0.422915,0.414912,
0.013008,,0.446809,0.041732,0.599226,0.003467,,0.414912,DOWN
0.013008,4,0.468085,0.048787,,,0.422915,0.414912,
,4,0.489362,0.041732,0.564118,0.003467,0.422915,,DOWN
0.013008,4,0.510638,0.041732,,,0.422915,,DOWN
0.013008,4,,0.041732,0.530497,,0.422915,,DOWN
0.013008,4,,0.041732,,0.003467,,,DOWN
,,,,,,,,
,4,,0.041281,,,,,DOWN
0.013008,4,,0.041281,0.493306,0.003467,,,
,,,0.041281,0.48557,,,0.414912,
0.013008,,,0.078059,,0.003467,,0.414912,
,,,,0.508628,,0.422915,0.414912,
,,0.702128,0.078059,0.536745,,0.422915,0.414912,
0.013008,,,0.082773,,0.003467,0.422915,0.414912,UP
,4,,,0.691163,0.003467,0.422915,,
,,0.765957,,0.705147,0.003467,0.422915,0.414912,DOWN
,4,,,,,,,DOWN
,4,,,,,0.422915,,DOWN
0.013008,4,,,,,,0.414912,
,4,,,0.628087,,,,DOWN
0.013008,,,0.041732,,,,0.414912,DOWN
0.013008,,,,0.555489,,0.422915,,
,,,0.041281,,,0.422915,,DOWN
,4,0.93617,0.048787,,,,,
0.013008,4,0.957447,,,0.003467,,0.414912,
,4,0.978723,,0.552812,0.003467,0.422915,0.414912,UP
,,,,0.545968,0.003467,,,
0.013053,5,,0.041732,,,,,DOWN
,5,,,0.520827,,0.422915,,UP
,5,0.042553,0.041732,0.492711,,,,DOWN
0.013053,5,0.06383,,0.423535,,,0.414912,DOWN
,5,,0.048787,,,,,DOWN
0.013053,,,,,0.003467,,,UP
,5,,0.064969,,0.003467,,,UP
,,0.148936,,0.234157,0.003467,,0.414912,UP
,,0.170213,,0.211693,0.003467,0.422915,,DOWN
0.013053,,,0.041582,,,,,
,,0.212766,,,,,,
,,0.234043,0.048247,,,,,
,,,,,,0.422915,0.414912,UP
,,0.276596,0.048247,,0.003467,0.422915,0.414912,
,5,,,,0.003467,,,
0.013053,5,0.319149,,,0.003467,,0.414912,
,,,,,0.003467,0.422915,0.414912,DOWN
,5,,,0.593871,0.003467,,,DOWN
,5,,0.048247,0.620649,0.003467,0.422915,0.414912,DOWN
0.013053,,0.404255,,0.633591,,,0.414912,DOWN
0.013053,5,0.425532,0.041732,,0.003467,,,
,5,0.446809,,0.58197,0.003467,,,DOWN
,5,,,,0.003467,,0.414912,DOWN
0.013053,,,0.048247,,,0.422915,0.414912,DOWN
0.013053,5,,,0.529307,0.003467,,,DOWN
,,0.531915,,,,0.422915,0.414912,DOWN
0.013053,,,,0.502083,0.003467,0.422915,,
,,0.574468,,,0.003467,,,
0.013053,,,0.048247,0.475751,,0.422915,0.414912,DOWN
,5,0.617021,,,,,,
0.013053,,,,,0.003467,0.422915,0.414912,
0.013053,,0.659574,,0.45537,,,,
0.013053,5,,0.048667,,0.003467,,0.414912,DOWN
,,0.702128,0.041732,,0.003467,,0.414912,DOWN
0.013053,5,,0.041672,0.535109,0.003467,0.422915,,
,,0.744681,0.041702,,,0.422915,0.414912,
,5,,,0.649658,,,,
0.013053,5,,,0.633889,0.003467,,0.414912,
0.013053,,,0.041582,,0.003467,,0.414912,
,5,,,,,0.422915,0.414912,
0.013053,5,0.851064,,,,0.422915,0.414912,
,,,,,0.003467,0.422915,,DOWN
0.013053,5,0.893617,,0.501339,,0.422915,0.414912,
0.013053,,0.914894,,,0.003467,0.422915,0.414912,DOWN
,5,,,0.505207,0.003467,0.422915,,DOWN
0.013053,5,0.957447,0.041732,,0.003467,,,DOWN
,,0.978723,0.048247,,,,,
,,1.0,0.048247,,0.003467,,,UP
0.013097,6,0.0,0.048667,,0.003467,,,UP
0.013097,,,,0.502083,,,0.414912,UP
0.013097,,,0.048247,,,0.422915,,UP
,6,,,0.404344,,,0.414912,UP
0.013097,,,0.041582,0.3374,0.003467,,0.414912,
0.013097,6,0.106383,0.048247,,,0.422915,0.414912,UP
,6,,,0.240553,0.003467,,,DOWN
0.013097,6,0.148936,0.041281,,0.003467,0.422915,0.414912,DOWN
,6,0.170213,0.041582,,0.003467,,,DOWN
,6,0.191489,,0.159625,0.003467,,0.414912,UP
0.013097,6,,,0.162154,0.003467,,,
0.013097,6,0.234043,0.049538,0.175989,0.003467,,0.414912,UP
0.013097,6,0.255319,,0.210354,,,,UP
0.013097,,0.276596,,0.251562,0.003467,,0.414912,
,6,0.297872,,0.306456,0.003467,,,UP
,,,0.07833,0.391848,0.003467,,0.414912,
,,0.340426,,0.459833,,0.422915,0.414912,
,6,0.361702,0.049538,0.507289,,,0.414912,
0.013097,,,,,0.003467,0.422915,0.414912,
,6,,0.041732,0.533175,,,,DOWN
,6,,0.041732,,0.003467,,,
0.013097,6,0.446809,0.041582,,,,0.414912,DOWN
0.013097,6,0.468085,0.041732,0.455073,0.003467,,,
0.013097,,,0.041732,,,0.422915,0.414912,
,6,0.510638,,0.396757,0.003467,0.422915,0.414912,
,,,,,0.003467,,0.414912,DOWN
0.013097,,0.553191,0.041582,,0.003467,,,DOWN
0.013097,6,,0.041401,,0.003467,0.422915,0.414912,DOWN
0.013097,,0.595745,0.041401,0.328027,,0.422915,0.414912,DOWN
,6,0.617021,0.041401,,0.003467,,,DOWN
,6,0.638298,0.041401,0.311068,,,,DOWN
0.013097,,,,,,,0.414912,
0.013097,6,,,,0.003467,,,
0.013097,,0.702128,0.041401,,0.003467,,0.414912,DOWN
0.013097,6,,,,,0.422915,,
0.013097,,0.744681,0.041582,,,,,
0.013097,,,,,,0.422915,,UP
,,0.787234,0.041732,,0.003467,0.422915,0.414912,
,6,0.808511,0.041642,,,0.422915,0.414912,DOWN
,,0.829787,0.041582,0.473222,0.003467,,0.414912,DOWN
0.013097,,0.851064,,0.448974,0.003467,0.422915,0.414912,DOWN
,,,0.041582,0.435882,0.003467,,0.414912,
0.013097,6,0.893617,0.041582,,0.003467,0.422915,0.414912,DOWN
0.013097,6,,,0.36507,0.003467,,0.414912,
,,0.93617,,0.391699,,,0.414912,DOWN
,6,0.957447,,0.400179,0.003467,0.422915,0.414912,
0.013097,,0.978723,,0.410295,,0.422915,,
,6,,,,,0.422915,0.414912,DOWN
0.013141,,,0.041582,0.366558,,,0.414912,DOWN
0.013141,,0.021277,0.041582,,0.003467,,0.414912,DOWN
0.013141,,0.042553,,,,0.422915,,
0.013141,7,,0.041401,,0.003467,0.422915,0.414912,DOWN
,7,0.085106,0.041191,0.204552,,0.422915,,
0.013141,7,0.106383,0.041341,0.167658,,,0.414912,
0.013141,7,,0.040801,0.137608,,,0.414912,
0.013141,,,,,,,,
,7,,,,0.003467,0.422915,0.414912,DOWN
,7,,0.040801,0.095954,,,,DOWN
0.013141,,0.212766,0.040801,0.095061,,,,
0.013141,,,,0.10607,0.003467,0.422915,0.414912,DOWN
0.013141,,0.255319,,0.127492,,0.422915,,DOWN
,,0.276596,,,0.003467,0.422915,,DOWN
,7,0.297872,,0.177328,0.003467,,,UP
0.013141,,,0.041401,,0.003467,,0.414912,
0.013141,7,,,0.301845,0.003467,0.422915,,
,7,0.361702,,0.355103,0.003467,0.422915,,DOWN
,,0.382979,0.048247,0.398542,0.003467,,,UP
,,0.404255,0.041582,0.421749,,0.422915,,
0.013141,7,,,0.423237,,,,
0.013141,7,0.446809,0.041582,,,,0.414912,
0.013141,,0.468085,0.041401,0.378905,,0.422915,,DOWN
,,,,0.364624,,0.422915,,DOWN
0.013141,,0.510638,,0.350342,0.003467,,0.414912,DOWN
,7,0.531915,0.041401,,0.003467,0.422915,0.414912,DOWN
,,,0.041401,,,,0.414912,
0.013141,,,0.041401,,0.003467,0.422915,0.414912,
,,,0.041401,0.272687,0.003467,,0.414912,DOWN
0.013141,,0.617021,,0.258256,,,0.414912,
0.013141,,,,,0.003467,0.422915,,DOWN
0.013141,,,,,,,,DOWN
,7,0.680851,,,,,0.414912,
,,0.702128,,,0.003467,0.422915,0.414912,
0.013141,7,,,,0.003467,0.422915,0.414912,
,7,0.744681,,,,,0.414912,
,7,0.765957,0.041582,0.539274,0.003467,0.422915,0.414912,DOWN
,7,0.787234,0.041522,,,,,
0.013141,7,,,,0.003467,0.422915,0.414912,DOWN
,,0.829787,,0.483785,,0.422915,0.414912,DOWN
0.013141,,,0.041582,0.46742,0.003467,0.422915,0.414912,
0.013141,7,0.87234,0.041401,,0.003467,,0.414912,
,,,,,,0.422915,0.414912,DOWN
,7,0.914894,,0.365516,0.003467,,0.414912,
0.013141,,,,,0.003467,,0.414912,DOWN
0.013141,,,,0.386938,,,0.414912,
0.013141,7,,0.041401,,,,0.414912,DOWN
,7,1.0,,0.38917,,,0.414912,
,,0.0,,,,,,DOWN
0.013185,,0.021277,,,0.003467,0.422915,,
,,0.042553,,,0.003467,,0.414912,DOWN
0.013185,1,0.06383,,0.265248,,0.422915,0.414912,
0.013185,1,,,0.233115,,0.422915,,
,1,0.106383,,0.202916,0.003467,,0.414912,DOWN
0.013185,1,0.12766,,0.179411,,0.422915,,DOWN
,,,,,0.003467,,,DOWN
,,0.170213,,,,0.422915,0.414912,DOWN
,1,0.191489,0.040621,0.161708,0.003467,0.422915,,
0.013185,,0.212766,0.041281,0.194585,0.003467,,0.414912,DOWN
,1,0.234043,0.041582,0.238024,0.003467,0.422915,0.414912,
,,0.255319,0.041582,0.343201,,,0.414912,UP
,,,,0.446147,,0.422915,0.414912,UP
,,,0.041281,,,,,
,1,0.319149,,0.530497,,0.422915,0.414912,DOWN
0.013185,,0.340426,,0.550283,0.003467,0.422915,0.414912,UP
0.013185,,0.361702,0.041281,,,0.422915,0.414912,
0.013185,1,0.382979,,0.575126,,0.422915,0.414912,UP
,,,0.041582,0.586879,,0.422915,0.414912,
0.013185,,,,,0.003467,0.422915,,UP
,,,0.041582,0.541506,,,,
0.013185,1,,0.041582,,,,0.414912,UP
0.013185,1,0.489362,0.041582,,,,0.414912,
,1,0.510638,,,,,0.414912,UP
,,0.531915,0.041281,0.487206,0.003467,,0.414912,DOWN
0.013185,,,,0.491223,0.003467,,,DOWN
,1,,0.041582,,0.003467,0.422915,0.414912,UP
0.013185,,,,0.475454,,,0.414912,DOWN
0.013185,,0.617021,,0.453585,0.003467,,,DOWN
0.013185,1,0.638298,0.041281,,,,,
,,0.659574,0.041281,0.46266,,,,
,,,,0.473073,,,0.414912,
,,,,,,,,
0.013185,,,,,0.003467,0.422915,,
0.013185,1,,0.048247,0.6687,,,0.414912,UP
0.013185,,0.765957,,,,0.422915,,UP
0.013185,1,,,,,,0.414912,
,,0.808511,0.041582,,,,0.414912,
,1,0.829787,,0.616781,,,,
0.013185,,,0.041732,0.591639,,,,DOWN
0.013185,1,,0.041582,,0.003467,,,
,1,0.893617,0.041732,0.527522,0.003467,0.422915,,
0.013185,1,0.914894,,,0.003467,0.422915,,DOWN
,,0.93617,0.041732,,0.003467,,0.414912,
,,,,,0.003467,0.422915,0.414912,
,,,0.049267,,,0.422915,0.414912,
0.013185,,1.0,0.048247,0.533472,,0.422915,0.414912,UP
0.01323,2,,,,,0.422915,,
0.01323,,0.021277,,0.511752,0.003467,,0.414912,
,2,,0.049267,,0.003467,,0.414912,
,,,0.048247,0.428295,,0.422915,0.414912,UP
,,0.085106,0.072175,,,,,
,,0.106383,0.041732,,0.003467,0.422915,,
0.01323,,,0.046475,,,,0.414912,UP
0.01323,,,,,,,0.414912,
,,,,0.221214,,0.422915,,
0.01323,,,,,,0.422915,,
0.01323,2,,,0.236388,0.003467,0.422915,0.414912,UP
0.01323,,0.234043,0.071965,,,,0.414912,UP
0.01323,2,,,0.41208,0.003467,0.422915,0.414912,
,,,0.085535,0.535406,0.003467,,0.414912,UP
,,,,0.560101,0.003467,,,
,2,0.319149,,0.63374,,,0.414912,
,,0.340426,0.07953,0.648319,0.003467,,0.414912,UP
0.01323,2,,0.049538,,,,0.414912,
,2,,0.049538,,0.003467,0.422915,,
0.01323,2,0.404255,,0.641773,0.003467,0.422915,,
,,,0.048247,,,,,DOWN
,,,,0.58078,,0.422915,0.414912,
0.01323,,,0.083764,,0.003467,0.422915,0.414912,UP
0.01323,,,,0.549985,0.003467,,,UP
,,0.510638,,,0.003467,0.422915,,UP
,2,0.531915,,,0.003467,0.422915,0.414912,UP
0.01323,2,,,,,,0.414912,DOWN
,2,,0.048247,0.506248,0.003467,,0.414912,DOWN
0.01323,,0.595745,0.048247,,0.003467,0.422915,0.414912,
0.01323,2,0.617021,,0.486611,0.003467,0.422915,0.414912,DOWN
0.01323,2,0.638298,0.048247,,0.003467,0.422915,,DOWN
,,,,,0.003467,0.422915,0.414912,
0.01323,,0.680851,0.075718,,,,0.414912,
0.01323,,,,0.519637,,0.422915,0.414912,DOWN
0.01323,2,,,,0.003467,0.422915,0.414912,
,,,,,0.003467,0.422915,0.414912,
,2,0.765957,0.075718,0.714222,0.003467,0.422915,,
,2,,0.049538,0.711098,0.003467,0.422915,,DOWN
0.01323,,0.808511,0.048247,0.662898,,0.422915,0.414912,
0.01323,,,,0.633889,,0.422915,,DOWN
,,0.851064,0.075718,0.611276,,0.422915,,UP
,,0.87234,,,,0.422915,,UP
,2,,0.048247,,0.003467,,0.414912,
,,0.914894,,,,,,
0.01323,2,,0.085535,0.515769,0.003467,,,UP
,2,0.957447,,,,,0.414912,
,,,0.085535,0.529307,0.003467,0.422915,,UP
,,1.0,0.087637,,,,0.414912,
,,0.0,,,0.003467,,0.414912,
,3,,,,,0.422915,,UP
,3,,,0.480661,0.003467,,0.414912,
0.013274,,,0.049538,,,0.422915,,DOWN
0.013274,3,0.085106,,,,,0.414912,
0.013274,,0.106383,,0.310027,0.003467,0.422915,0.414912,
,,0.12766,,,,,0.414912,DOWN
,,,0.041582,,0.003467,,0.414912,
0.013274,3,0.170213,0.050168,0.209164,,,0.414912,
0.013274,3,,0.051249,0.200684,,,,
0.013274,,0.212766,0.051249,,0.003467,0.422915,0.414912,DOWN
,,,,0.281613,0.003467,,,DOWN
0.013274,3,,0.075567,0.38798,0.003467,0.422915,0.414912,UP
0.013274,,,,,,,,
,3,,,,0.003467,0.422915,,
0.013274,,,,0.571407,,0.422915,0.414912,
,,,0.041732,,,,0.414912,
0.013274,3,,,0.569325,0.003467,,,DOWN
0.013274,,0.382979,,,0.003467,0.422915,,
,,,0.043203,0.603838,0.003467,,,DOWN
,,0.425532,,0.583011,,,0.414912,
,,,0.041732,,,,0.414912,
0.013274,3,0.468085,0.041732,0.546712,0.003467,,,DOWN
,,0.489362,0.041732,0.536596,,0.422915,0.414912,DOWN
,,0.510638,0.041732,,0.003467,0.422915,0.414912,DOWN
,3,0.531915,,0.509223,0.003467,,,DOWN
,,0.553191,0.041732,,,0.422915,,DOWN
,3,,0.041732,0.497769,0.003467,0.422915,,DOWN
,3,,,,0.003467,0.422915,0.414912,DOWN
,3,,0.051249,0.481553,0.003467,0.422915,,
,3,,0.082833,0.471288,,0.422915,0.414912,UP
,,0.659574,,,0.003467,,0.414912,
0.013274,,0.680851,0.082833,,,0.422915,0.414912,
,,0.702128,,0.530497,,,,
,,0.723404,,,,,,UP
,,0.744681,,,0.003467,,0.414912,
0.013274,3,,0.10505,0.732966,,0.422915,,
0.013274,3,0.787234,0.090068,,0.003467,0.422915,0.414912,UP
,3,0.808511,,,,0.422915,0.414912,
,,0.829787,0.088567,0.65665,0.003467,0.422915,,UP
,3,0.851064,,,0.003467,0.422915,,
,3,,,,0.003467,0.422915,,UP
,,0.893617,0.086135,0.561886,,,,UP
,,0.914894,,,0.003467,,,
0.013274,,0.93617,,,,,,
,3,0.957447,0.090068,0.546415,0.003467,0.422915,0.414912,
0.013274,3,,,0.549241,,0.422915,0.414912,
,3,,,,0.003467,0.422915,,
0.013318,,,0.097574,0.541952,,0.422915,0.414912,UP
0.013318,,,,0.520976,,0.422915,,UP
0.013318,,0.042553,,,0.003467,0.422915,,UP
0.013318,,,0.090068,,0.003467,,0.414912,
,,0.085106,0.071304,,,0.422915,,
0.013318,,,,0.332193,0.003467,,,
,4,0.12766,0.050168,0.281166,0.003467,0.422915,0.414912,
,,,,,0.003467,0.422915,,DOWN
0.013318,,0.170213,0.050318,,0.003467,0.422915,,DOWN
0.013318,4,0.191489,0.059926,,,0.422915,,
0.013318,4,0.212766,,0.245165,,0.422915,,DOWN
0.013318,,0.234043,0.060496,0.295448,,,,DOWN
,4,,,0.411336,,0.422915,,UP
,4,,0.081002,0.528563,0.003467,0.422915,,
,,0.297872,,,,0.422915,0.414912,UP
0.013318,4,,,,0.003467,0.422915,,
0.013318,4,0.340426,0.050318,0.64817,0.003467,,0.414912,DOWN
0.013318,4,,0.045034,,,0.422915,0.414912,
,,0.382979,0.050318,0.661857,0.003467,,0.414912,DOWN
,,0.404255,0.045995,,0.003467,,0.414912,DOWN
,4,,0.050318,0.6446,0.003467,,,DOWN
,,,,0.612318,0.003467,,0.414912,DOWN
0.013318,4,,0.051099,0.594763,0.003467,,,DOWN
