median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
55000.0,1.375,20.0,,18.0,,,,P
136800.0,,20.0,,327.0,,,,
88500.0,1.8704,20.0,,,753.0,,39.0,
113900.0,1.6833,15.0,289.0,49.0,191.0,54.0,38.99,
,,,1383.0,347.0,719.0,,,
,1.7196,,,176.0,556.0,178.0,38.98,
134200.0,,,2067.0,384.0,904.0,,,P
,,,,,,223.0,,
,1.8692,15.0,1318.0,296.0,,,,
119400.0,4.0119,,712.0,140.0,293.0,,38.92,
100000.0,,11.0,640.0,,268.0,,,
96600.0,1.9906,,,617.0,,310.0,,P
90800.0,,,4515.0,,,528.0,38.83,P
112500.0,2.1964,,,,161.0,61.0,38.9,
,,15.0,,,599.0,,38.92,
,2.9583,23.0,,56.0,,41.0,,
84700.0,1.8417,,520.0,115.0,249.0,,,
112500.0,,,70.0,,,13.0,38.92,P
,1.5739,,,240.0,519.0,,,P
109200.0,2.5625,,2394.0,443.0,,,,P
,4.0435,,2589.0,482.0,1050.0,374.0,38.76,
132100.0,3.8831,,,,1027.0,421.0,38.81,
,,15.0,764.0,,366.0,,,
,,,852.0,,461.0,142.0,,P
,2.3125,,994.0,,,117.0,38.76,
,,21.0,1425.0,,,,38.73,
89600.0,2.625,20.0,531.0,126.0,231.0,,,
,0.536,26.0,102.0,17.0,43.0,13.0,38.7,P
,2.7188,,1707.0,,,,41.07,
59200.0,2.5,29.0,779.0,136.0,,123.0,41.12,P
80800.0,,17.0,976.0,,511.0,,40.85,
,,27.0,,185.0,318.0,,,P
200000.0,,,240.0,49.0,63.0,,,P
118300.0,1.7214,,2635.0,,280.0,,,P
,,,890.0,,,154.0,40.51,
64100.0,2.5,,,139.0,,,40.28,
49500.0,2.1833,,5486.0,,,,40.35,P
85900.0,3.5962,,5343.0,,,902.0,,P
71500.0,2.6902,,,,1121.0,402.0,40.43,
,,,1450.0,,717.0,,40.42,
,2.1875,,3240.0,652.0,,,,P
70200.0,,,,,,,,P
59300.0,1.5066,,1741.0,,,383.0,40.41,
,3.5536,,,,2229.0,,40.36,
,2.2661,,3412.0,667.0,,590.0,40.37,P
,2.4757,,1652.0,,,,40.38,P
,,19.0,689.0,,355.0,127.0,40.45,
,,,36.0,,4198.0,,40.41,
,3.4028,,3391.0,623.0,,,40.29,
,3.4643,,,360.0,,,,P
,,21.0,789.0,141.0,,146.0,,P
,2.6765,26.0,,,,,,
,1.7267,,2335.0,,,,,P
276100.0,6.1946,27.0,,,,888.0,,N
,,,,,,167.0,,
,,,3177.0,,1845.0,,,N
184500.0,3.5568,37.0,2824.0,633.0,1619.0,,34.26,
,4.81,42.0,2186.0,,1145.0,,,
197600.0,,35.0,2045.0,,,407.0,,
,2.6036,29.0,,,,,34.25,N
175000.0,2.4727,,,,,,,N
161500.0,,,,1514.0,,1374.0,,N
257600.0,5.0234,37.0,2489.0,454.0,,431.0,,N
,,,,,,326.0,,N
277600.0,,30.0,2180.0,369.0,1050.0,,,N
,,35.0,779.0,143.0,371.0,,,N
,,,,,358.0,,,N
,,,2542.0,,1278.0,,,
,,,3390.0,,1543.0,,,
,3.1523,,,304.0,,261.0,,N
,,,,,3540.0,1131.0,,
,5.997,,9259.0,,3963.0,,,N
,,30.0,,,,,34.22,
181400.0,,39.0,,,1047.0,,,
,,42.0,1073.0,220.0,,,34.21,N
,5.1145,34.0,3258.0,610.0,1810.0,,34.28,
,6.0808,35.0,,,759.0,291.0,,N
176500.0,,,,310.0,809.0,,34.26,N
,,40.0,,214.0,605.0,183.0,,N
,4.2685,38.0,2264.0,460.0,,,34.26,
,,41.0,1297.0,327.0,733.0,315.0,34.26,N
,,34.0,,363.0,948.0,,34.26,N
222700.0,4.4875,,,,,,,N
248200.0,,30.0,3214.0,,1700.0,,,
230200.0,3.1349,,,732.0,1776.0,,34.27,
205400.0,6.2037,,604.0,,314.0,,34.27,
,,37.0,1776.0,,,265.0,34.26,
354400.0,,34.0,2795.0,460.0,,443.0,,N
378000.0,,34.0,3677.0,,,,34.26,
200600.0,,28.0,,489.0,,,,N
,,44.0,1442.0,285.0,,,34.25,N
,,37.0,,,624.0,,,N
217100.0,3.8,,1882.0,453.0,1005.0,409.0,,
191500.0,4.4375,,,1010.0,,957.0,,N
,4.4818,24.0,,820.0,3566.0,,,N
166300.0,,22.0,4428.0,,,836.0,,
154900.0,,16.0,6573.0,,6161.0,,34.28,
,2.8214,,,847.0,2608.0,,34.27,
147600.0,,,,204.0,,215.0,34.29,N
145800.0,,32.0,,320.0,1818.0,306.0,34.29,N
150000.0,4.125,,1271.0,272.0,1338.0,266.0,34.28,N
,,,,,,472.0,34.28,
164800.0,,22.0,3517.0,,,,,N
133300.0,,,,200.0,1197.0,203.0,34.28,N
144300.0,,,1999.0,,2391.0,,34.28,
134300.0,,,1209.0,341.0,1097.0,,34.27,N
131300.0,,,937.0,216.0,,,,N
,2.6667,35.0,674.0,,808.0,,,
142600.0,,,,,2054.0,301.0,34.28,
156800.0,4.2353,31.0,,,,,,N
,,,,250.0,1312.0,,,N
147500.0,,37.0,,,,,34.27,
140900.0,,30.0,1246.0,373.0,,,34.26,
147200.0,3.2583,,1269.0,348.0,1835.0,335.0,34.26,
139600.0,,,777.0,187.0,1022.0,186.0,34.27,
140900.0,2.9519,,729.0,172.0,935.0,,,
148100.0,,,,341.0,1909.0,352.0,,N
143100.0,,35.0,,335.0,,,,N
,2.1062,26.0,1788.0,,2582.0,,,N
136100.0,2.5313,,,,1065.0,,,
143300.0,,,973.0,221.0,,,,
138600.0,,,,,,411.0,,N
137900.0,,,858.0,203.0,,204.0,,
124000.0,1.4867,35.0,,702.0,,,,N
154300.0,4.2538,,4379.0,872.0,2560.0,,34.26,
,,13.0,1872.0,497.0,1927.0,432.0,34.25,
,,19.0,280.0,84.0,,,,N
143100.0,2.6429,,827.0,,,184.0,34.25,
,3.6016,,1146.0,,1173.0,272.0,,
157100.0,3.2284,18.0,,857.0,3663.0,,34.25,
,,17.0,,548.0,,541.0,,
,3.6292,36.0,1430.0,331.0,,,34.25,N
157400.0,,34.0,2657.0,515.0,,,34.32,N
235600.0,,,,920.0,,,,N
,,,6235.0,1286.0,3568.0,1190.0,34.32,N
163200.0,3.9583,19.0,6755.0,1443.0,4205.0,1395.0,34.31,
180300.0,3.6548,,,712.0,,718.0,34.3,N
203400.0,5.2987,,6572.0,,,1067.0,,N
187400.0,,,,569.0,,,34.3,
156000.0,,30.0,3027.0,604.0,1970.0,,,N
,,,,941.0,3163.0,915.0,,
160100.0,2.7472,22.0,3182.0,822.0,2661.0,,,N
155500.0,3.4,38.0,,,1181.0,327.0,,N
182500.0,,,,358.0,,323.0,34.31,
189400.0,,23.0,3481.0,,1952.0,,34.32,
,,10.0,5777.0,,2917.0,,34.32,
173100.0,4.4773,,1532.0,287.0,977.0,,34.31,
,4.0337,32.0,2424.0,476.0,,419.0,34.3,N
,4.2708,24.0,,,,598.0,,
,,13.0,2664.0,518.0,1468.0,521.0,,N
,6.0891,9.0,2384.0,,,402.0,34.33,N
172400.0,,,1091.0,,,238.0,,
,,,,,2314.0,567.0,,
,3.0526,24.0,,890.0,3151.0,,,N
,4.2935,18.0,4256.0,987.0,3401.0,,34.29,
431800.0,9.2873,26.0,,,1714.0,581.0,,
,,,2535.0,389.0,,386.0,,
285500.0,6.6458,,,,1957.0,,34.28,N
356300.0,,25.0,,,,,,
,8.1248,18.0,7498.0,,3189.0,,34.32,N
,7.5078,24.0,6145.0,868.0,2710.0,875.0,34.3,N
,6.3911,,4239.0,,1890.0,631.0,,N
319300.0,6.4171,29.0,1287.0,,525.0,,34.29,N
,,,2272.0,320.0,868.0,,,N
450700.0,,17.0,,,2144.0,,,
152100.0,4.3047,27.0,2676.0,,2661.0,623.0,34.3,N
,3.4812,,4085.0,,,,34.3,N
,6.7248,18.0,5481.0,780.0,,764.0,34.28,
428600.0,8.1125,16.0,8879.0,,,1200.0,,
,10.8805,,7665.0,999.0,3517.0,998.0,34.28,
,8.2159,,4423.0,,,582.0,34.3,N
341200.0,,,6995.0,1151.0,2907.0,1089.0,34.29,
,3.5714,,1527.0,332.0,1303.0,,,N
217600.0,,,1663.0,302.0,,,34.28,
,,33.0,1549.0,264.0,,289.0,34.27,
,5.3107,35.0,,,1128.0,341.0,34.28,N
226700.0,,35.0,1511.0,,,254.0,34.28,
,,17.0,,282.0,523.0,270.0,34.27,
,5.741,,,185.0,,,34.27,N
,4.9323,34.0,1231.0,222.0,,222.0,34.27,N
216800.0,,,2649.0,449.0,,437.0,,
185800.0,,33.0,,,,,,N
,,35.0,,,1012.0,,,N
179700.0,4.8015,,1576.0,282.0,1004.0,284.0,34.27,N
,2.6193,28.0,,463.0,,,34.27,
158100.0,,,,275.0,,266.0,,
142400.0,3.3603,,1701.0,419.0,1616.0,,34.27,N
,4.8359,35.0,,,992.0,,34.26,N
,,36.0,,270.0,,275.0,,N
,4.175,,,,,302.0,34.26,N
210300.0,,33.0,1358.0,247.0,,,34.26,N
,4.9485,36.0,,,761.0,,,N
224200.0,,,,433.0,,407.0,34.25,
,,32.0,2217.0,422.0,,,,
,3.8875,,1300.0,289.0,650.0,291.0,34.26,
218400.0,,,1898.0,344.0,,,,
,5.749,36.0,1770.0,296.0,,304.0,,N
239900.0,4.6591,27.0,2722.0,468.0,1164.0,419.0,,
,,34.0,,,1120.0,,34.25,
,,36.0,,,1040.0,,,
216900.0,,35.0,1442.0,,795.0,268.0,,N
223300.0,5.1068,35.0,,335.0,1074.0,337.0,,N
,4.3333,,2088.0,383.0,,,,
,5.5714,,,815.0,,781.0,,
,,,,527.0,1578.0,,,N
,4.869,,2235.0,390.0,,416.0,34.27,N
,,34.0,3580.0,565.0,,,,
379600.0,,33.0,,271.0,,287.0,34.28,
,4.055,,3787.0,,1966.0,738.0,34.27,N
,4.1042,36.0,2276.0,429.0,1001.0,419.0,,
,5.5649,36.0,3204.0,538.0,,499.0,34.27,N
329200.0,,32.0,1931.0,,,,34.27,N
,,18.0,3674.0,577.0,,550.0,,N
311800.0,,,,838.0,,807.0,,
,6.7415,,,300.0,931.0,,,
,5.634,,,305.0,,293.0,,N
,10.9052,23.0,,,1929.0,,,N
445400.0,8.203,,4018.0,536.0,1508.0,529.0,,
352800.0,8.1356,25.0,,,2183.0,625.0,,N
237300.0,,33.0,2831.0,,1340.0,504.0,34.26,N
254200.0,,21.0,,,,,34.26,
332500.0,,,2472.0,,,,,N
290900.0,,11.0,,,3561.0,,34.25,
,,25.0,8389.0,,,1747.0,34.26,N
,,,4054.0,712.0,2164.0,,34.25,N
500001.0,9.6047,20.0,,,,872.0,,N
,,20.0,,,3562.0,1054.0,,N
375900.0,6.0137,17.0,,895.0,,,,
277200.0,,,,924.0,,915.0,,
,6.3249,,,1653.0,4178.0,1581.0,,N
,,18.0,6154.0,1070.0,,1034.0,34.26,
,,,8295.0,1506.0,3903.0,,34.25,N
277600.0,6.5146,,1376.0,225.0,670.0,205.0,,
,6.8643,25.0,2762.0,410.0,,,,
350000.0,6.1288,,897.0,,,110.0,34.23,N
327300.0,6.1419,,,,,530.0,,N
,7.3252,,,,2474.0,,,N
230300.0,3.2564,,8866.0,,,,34.23,N
254500.0,,,6592.0,1525.0,4459.0,,,
500001.0,,,1962.0,243.0,697.0,242.0,34.25,
500001.0,8.1714,,,,1208.0,,,N
273100.0,5.6149,34.0,5098.0,778.0,,778.0,,
236900.0,3.2426,,,647.0,,,,
,3.6231,,9716.0,2387.0,4992.0,,,
419900.0,8.7471,,4679.0,,,609.0,,
,5.521,23.0,,,,,,
248400.0,,,3215.0,529.0,1710.0,539.0,34.23,N
221800.0,4.6944,36.0,2406.0,432.0,,454.0,34.23,
,4.9676,22.0,,,,585.0,,N
230200.0,,29.0,3907.0,773.0,2037.0,727.0,34.23,
,3.4091,14.0,,,2676.0,,,
,,35.0,1917.0,314.0,,,34.23,
230400.0,,,,339.0,950.0,,,
229000.0,,17.0,6015.0,1464.0,,1347.0,,
500001.0,,24.0,4338.0,558.0,,549.0,,
,,31.0,5297.0,664.0,,,34.24,
477200.0,7.2772,36.0,3324.0,448.0,1190.0,423.0,,N
418500.0,,6.0,3218.0,,,876.0,34.24,
472200.0,8.3841,,,,735.0,219.0,34.23,
,3.3892,20.0,6331.0,1537.0,2957.0,,34.25,N
264000.0,,24.0,,,,,,N
275300.0,,24.0,,,3018.0,644.0,34.24,
,,,3422.0,601.0,,574.0,34.23,
,,27.0,,,1065.0,528.0,34.23,
,,26.0,,,1191.0,401.0,,N
,4.3458,,,1082.0,2230.0,1016.0,34.24,N
245100.0,,25.0,4409.0,,,,,N
,,,4580.0,,2252.0,850.0,34.23,
318100.0,3.2289,,,1101.0,,,,N
240000.0,3.0321,,4039.0,984.0,2675.0,,,N
211600.0,3.6187,34.0,2193.0,513.0,,497.0,,N
241400.0,,,,,,,34.23,N
,,,2094.0,380.0,1207.0,380.0,,N
170700.0,3.8583,11.0,,,,1034.0,34.24,
,4.5417,,2692.0,,1330.0,456.0,34.25,
255400.0,2.3111,,,,,621.0,,
,6.6537,32.0,2621.0,,1285.0,414.0,,N
,5.0232,,2871.0,,,,34.25,N
244200.0,,,2707.0,,1224.0,445.0,,
,,34.0,,316.0,,307.0,34.24,N
241100.0,4.8164,32.0,,389.0,,,34.25,N
,,32.0,,,,344.0,,
,,34.0,,,,,,N
,,26.0,,573.0,,586.0,,
242300.0,,32.0,,683.0,2040.0,693.0,,
238200.0,,30.0,1756.0,,,288.0,,
160000.0,2.5008,22.0,,,9135.0,,,
,4.7583,,1963.0,310.0,,297.0,,
,6.5268,30.0,,263.0,761.0,,34.23,N
,4.5484,,3354.0,,1752.0,650.0,,
169400.0,2.7121,,4609.0,1499.0,,1377.0,,
154600.0,3.0187,16.0,6338.0,,,1632.0,,N
,3.4514,38.0,921.0,239.0,,241.0,34.25,
183800.0,,,1181.0,220.0,,218.0,,N
,,,,313.0,,,,
177200.0,4.5833,,,281.0,1025.0,286.0,,N
179200.0,,,,195.0,753.0,185.0,34.23,N
,,38.0,490.0,101.0,402.0,100.0,34.24,
,4.0792,34.0,,,949.0,,,N
153900.0,3.9167,,1077.0,,1377.0,,,
,3.6384,32.0,2433.0,,2318.0,,34.25,N
174300.0,5.5124,34.0,,60.0,,,34.26,N
,3.7,,1583.0,,1481.0,,34.25,N
,,21.0,,565.0,1803.0,,34.25,N
136500.0,,11.0,,,,,34.24,
157600.0,2.3584,15.0,,,,,34.23,
205900.0,3.0865,7.0,,,2343.0,,,N
,4.8958,33.0,,231.0,1038.0,,,N
178700.0,,35.0,1416.0,,995.0,272.0,,N
182500.0,4.4688,,1488.0,293.0,,,34.24,N
184000.0,4.095,36.0,1660.0,301.0,1225.0,,,N
178200.0,3.725,,2344.0,435.0,,399.0,34.24,N
186700.0,5.6629,33.0,,457.0,,,34.23,N
233000.0,,,,,,,34.22,N
,,35.0,2049.0,390.0,,,34.23,N
183800.0,4.6827,,1379.0,265.0,,246.0,,N
189000.0,4.5375,,1550.0,,,,,N
,,,,228.0,,,,
173700.0,,37.0,,369.0,1061.0,,34.23,N
,,37.0,,241.0,,,34.24,
,,,1730.0,387.0,1099.0,353.0,,N
,3.66,,1588.0,360.0,1080.0,340.0,34.22,
,,41.0,1030.0,214.0,664.0,223.0,34.22,N
178200.0,,,,,913.0,314.0,34.22,N
181800.0,,43.0,2257.0,429.0,1418.0,442.0,34.23,
,,,2288.0,,2222.0,566.0,,N
168200.0,3.9625,,,333.0,,309.0,34.22,N
,2.871,,,,2397.0,,34.22,N
183000.0,2.0699,,,1168.0,4625.0,1097.0,34.22,
,,,,,3781.0,,34.23,N
,2.7714,,2609.0,786.0,,695.0,34.22,N
,,,9902.0,2814.0,7307.0,2660.0,,
,3.4612,36.0,,266.0,,,34.22,N
,,37.0,,335.0,,,,N
,2.875,,1440.0,325.0,1014.0,322.0,34.21,N
168600.0,2.825,41.0,1582.0,,1159.0,,,N
,4.2656,34.0,,429.0,,,,
,,,3667.0,1209.0,,1054.0,34.21,N
,3.6618,,1372.0,295.0,,,,N
186300.0,,,,,729.0,230.0,34.22,
,2.9803,,2453.0,544.0,1753.0,,,
,,,2215.0,459.0,1594.0,,,N
,4.8194,,,,554.0,187.0,,
,,36.0,2557.0,540.0,,,34.22,N
,4.0049,37.0,,,,,34.23,
231500.0,,38.0,983.0,,,,34.25,
229200.0,4.1121,40.0,1283.0,246.0,,236.0,,
,3.6,32.0,,317.0,1177.0,311.0,,
151500.0,3.5521,,,,,448.0,34.22,
158300.0,,38.0,125.0,42.0,63.0,,,
179500.0,4.775,,2552.0,545.0,1850.0,,,N
,,,3405.0,,,795.0,,N
,,,1193.0,,1184.0,320.0,,N
,,,1643.0,,,337.0,,N
,,35.0,,,,,,N
,,35.0,,,,267.0,34.21,
165200.0,,40.0,,,,,34.22,
186800.0,5.0818,,1790.0,,1277.0,,,N
178500.0,3.6845,32.0,1869.0,,,432.0,,N
,2.6667,,2807.0,868.0,,803.0,34.21,
,2.375,20.0,1176.0,,,,,
170600.0,3.7708,35.0,,,1295.0,300.0,34.21,
,3.0833,33.0,1981.0,484.0,,466.0,,N
,4.1857,34.0,3004.0,,,,,N
,5.1586,29.0,,543.0,,,34.21,N
187500.0,,,,48.0,,,,N
,,34.0,1531.0,278.0,1064.0,,,
,3.1563,36.0,1392.0,326.0,,,34.21,
,4.2875,36.0,,,,,,
,,,,558.0,,484.0,,
,,11.0,,,1989.0,530.0,34.22,
,2.2679,32.0,,100.0,348.0,102.0,,
183200.0,,15.0,,,1994.0,670.0,,N
160300.0,,37.0,,,,,,N
154300.0,,,1560.0,374.0,,,34.22,N
152900.0,1.8929,41.0,,65.0,,50.0,,N
169500.0,,,,,730.0,158.0,,
181700.0,,23.0,,1171.0,3911.0,1068.0,34.2,
177200.0,,,,1028.0,3950.0,,34.2,
,3.7455,,2034.0,470.0,,,,N
,,34.0,,609.0,2488.0,597.0,,
,2.3182,,1363.0,395.0,1798.0,405.0,34.21,N
170400.0,2.8917,,,309.0,1378.0,,,N
,4.1445,11.0,2921.0,,1512.0,664.0,34.19,
188700.0,2.9583,,1471.0,,,,,
194900.0,,,,605.0,,599.0,,N
,3.1629,,1829.0,,1345.0,500.0,,N
,,19.0,2890.0,,,,34.19,
192000.0,,41.0,2000.0,,1439.0,461.0,34.19,
,,23.0,,710.0,,657.0,,N
,,,,,3483.0,,,
171600.0,2.1,,2924.0,,2751.0,836.0,,N
,,,1434.0,,,404.0,,N
,,32.0,993.0,,1044.0,248.0,,
211900.0,,13.0,4859.0,,3351.0,1200.0,,N
181300.0,3.625,,,231.0,587.0,,34.19,
226400.0,2.8424,,2392.0,,1987.0,609.0,,N
191300.0,,35.0,2180.0,599.0,1483.0,,,
200000.0,4.1429,39.0,,,612.0,,,N
,,,2734.0,,,,34.2,N
221500.0,,24.0,,908.0,2850.0,,,N
,3.9792,,,,450.0,148.0,34.19,
222500.0,,34.0,2622.0,,,,34.19,N
231700.0,2.2377,27.0,,,,,,N
290100.0,3.0221,,,,,737.0,34.2,
269700.0,2.2589,,,790.0,,775.0,34.19,N
,,,3285.0,830.0,,,34.19,
,3.1551,27.0,,,2022.0,812.0,,N
,,,2887.0,,1626.0,,34.18,N
202200.0,,,1323.0,353.0,,333.0,34.18,
,3.9099,,,662.0,1546.0,,34.18,N
282200.0,,31.0,,,,507.0,,N
382400.0,5.7143,40.0,1013.0,150.0,,,,
190700.0,,45.0,1106.0,,595.0,228.0,,N
,4.7171,43.0,,,966.0,,,
262200.0,,,,,1052.0,,34.18,N
224600.0,,37.0,,425.0,939.0,400.0,34.19,N
,4.1125,30.0,521.0,,306.0,129.0,,
261800.0,3.6007,,,356.0,862.0,368.0,,
,,32.0,,,,791.0,,N
286000.0,,27.0,3588.0,,,,34.17,N
,2.9982,,,,,876.0,,
,,,,,985.0,,34.18,N
,,,3345.0,,,,34.17,
223800.0,3.3906,,477.0,91.0,220.0,,,
,,36.0,,191.0,,191.0,34.19,N
364700.0,,45.0,,,471.0,,,N
,3.8056,,1354.0,,,,,
364700.0,4.2989,,,580.0,,,,
465800.0,,,3060.0,505.0,1159.0,510.0,34.16,N
,4.692,,,,879.0,402.0,34.17,N
181500.0,2.7379,,,289.0,950.0,302.0,34.19,N
190800.0,,,2079.0,,,,,
165300.0,2.1449,27.0,,,,,,
,,,1983.0,,2251.0,574.0,34.18,
,2.8208,33.0,,,,,34.17,
,3.6563,40.0,1696.0,,,,34.17,
,,36.0,,373.0,,374.0,,
178400.0,,,,300.0,643.0,,34.18,N
,3.3125,,901.0,,473.0,179.0,,
177400.0,,,977.0,264.0,736.0,,,
,,35.0,2949.0,794.0,2106.0,746.0,,
,2.5603,32.0,,1060.0,3129.0,1010.0,,
,,31.0,,354.0,1119.0,334.0,34.18,
199500.0,2.5234,,,505.0,1584.0,,,N
,,,1713.0,,1349.0,,,N
,3.9038,,,,1631.0,614.0,,
,,,,,,615.0,34.17,
,,35.0,,,882.0,406.0,34.18,N
292900.0,3.4449,,,696.0,1573.0,621.0,,N
,,,2922.0,507.0,1130.0,485.0,34.17,N
336900.0,5.9275,37.0,,,794.0,340.0,34.17,N
353600.0,,34.0,,,1139.0,,,
,3.4208,41.0,,478.0,850.0,,34.16,
333900.0,,40.0,1134.0,184.0,452.0,187.0,,
365000.0,5.1496,,2795.0,,1073.0,,34.15,
,,,,363.0,914.0,,,N
,,,4664.0,1040.0,1963.0,961.0,34.16,N
,,,577.0,,,,34.16,
386100.0,,25.0,,566.0,,,,
269200.0,2.2652,,,,2421.0,,34.17,
,,,6347.0,,2945.0,1492.0,,
283600.0,,,2790.0,,,,34.17,N
,,,,,,1491.0,34.17,
,5.1169,46.0,1582.0,279.0,,283.0,34.16,N
444700.0,5.1584,37.0,1388.0,,,258.0,,N
192300.0,2.7708,30.0,2016.0,,1359.0,,,
309400.0,3.3177,46.0,2609.0,593.0,,,,N
,3.7312,31.0,,,944.0,,,
194100.0,2.3851,,,,1543.0,,34.17,N
,,15.0,,,,857.0,34.17,
184400.0,,,600.0,171.0,,,34.17,N
221400.0,,10.0,,,1438.0,429.0,,
,,,,350.0,542.0,321.0,34.17,N
,,,,,,1790.0,,
,3.6128,,2606.0,,,,34.16,N
,,,2450.0,618.0,,578.0,34.16,N
,,40.0,1973.0,,774.0,,34.16,N
274300.0,,,,709.0,1510.0,,34.16,
,4.0764,,,,989.0,493.0,,N
232400.0,,17.0,,,1808.0,,34.16,
,3.1106,11.0,,871.0,1659.0,,34.16,N
322900.0,,,,,,,,
417900.0,4.3542,42.0,,,862.0,429.0,34.16,
500001.0,,35.0,2245.0,393.0,,402.0,34.15,
,,,,,2824.0,1053.0,34.2,N
226500.0,,26.0,2867.0,,1955.0,,,N
241300.0,2.9219,28.0,,435.0,,,,
221200.0,3.2448,,,,4031.0,1369.0,34.21,N
195600.0,,30.0,,,,707.0,,
,2.9688,,,1150.0,2657.0,,,
202700.0,,13.0,2926.0,816.0,,,34.2,N
186900.0,3.5,,,657.0,,535.0,,N
,2.9735,,2512.0,603.0,,584.0,34.21,N
229100.0,,,,1143.0,2475.0,1002.0,34.2,
,,25.0,,723.0,2077.0,649.0,,
,2.8974,,,,1545.0,513.0,34.2,
,,,,,,1092.0,,N
,,25.0,,449.0,746.0,420.0,34.21,
202000.0,,,,,,553.0,34.19,N
215800.0,,,,206.0,,202.0,,
217700.0,3.915,34.0,1617.0,,938.0,,,
,,,,,,,,
191700.0,,,2850.0,,2249.0,777.0,,
221100.0,2.8646,,5699.0,1594.0,,,34.19,
210400.0,,36.0,,,,423.0,34.19,N
,2.7118,25.0,,1477.0,2723.0,,,
,3.892,33.0,3879.0,,,,,N
,,27.0,1572.0,,,,34.2,
,,18.0,2729.0,,2099.0,742.0,,N
205600.0,3.0893,22.0,,1350.0,,1258.0,34.2,N
,,,,,,,34.19,
233500.0,,,5992.0,1820.0,,,34.19,
256300.0,,35.0,,295.0,,309.0,,N
238100.0,,,,,1942.0,679.0,,
,,36.0,2698.0,,,,34.2,N
,,,,,1628.0,495.0,,
232500.0,,,,950.0,2517.0,,,
,,,,,1827.0,712.0,,
243600.0,,,,344.0,,,34.19,N
,2.6709,19.0,,,2278.0,835.0,,N
,,,,459.0,,438.0,,N
271100.0,2.6364,,2052.0,,1254.0,572.0,,
,,36.0,2077.0,496.0,1206.0,,34.18,N
,2.891,,2891.0,,,768.0,34.19,
,,17.0,,592.0,,,,N
181300.0,,,2479.0,900.0,,855.0,34.19,
,2.0192,22.0,2516.0,826.0,,713.0,34.18,
,,27.0,,,2038.0,,,N
,5.0929,41.0,1104.0,,,,34.19,
,,39.0,1810.0,,839.0,,34.18,N
,,,,442.0,861.0,,34.18,
251400.0,4.5081,33.0,,,,397.0,,
,3.4583,,,465.0,1336.0,419.0,,N
215000.0,2.2461,35.0,,270.0,550.0,,34.18,N
286700.0,,25.0,,,1941.0,,,
225000.0,,33.0,2077.0,486.0,,450.0,,N
,,,,1105.0,2328.0,,34.18,N
,4.375,,,414.0,,391.0,,N
,,33.0,,,,,,
353100.0,,34.0,2180.0,424.0,,429.0,34.17,
,11.2093,42.0,,102.0,,113.0,,N
,3.2763,29.0,,,1085.0,599.0,,
379700.0,,34.0,,,,,34.16,
,4.1218,,3080.0,642.0,1362.0,623.0,,N
337500.0,4.0391,,,,,311.0,,N
,3.7105,22.0,,1358.0,,1220.0,,N
277300.0,3.2386,21.0,2152.0,527.0,996.0,470.0,34.17,
261300.0,4.3333,,,,,658.0,34.17,
,,24.0,2814.0,675.0,1463.0,,34.17,N
273700.0,3.1478,,6707.0,,2620.0,1610.0,,N
,4.475,,,500.0,1035.0,492.0,,N
280400.0,,28.0,,622.0,1173.0,545.0,,N
,4.3839,26.0,,647.0,,,34.16,
227100.0,,22.0,,1826.0,,,34.21,
,3.9886,,,,,,34.21,
224100.0,,35.0,1664.0,,1000.0,,,
201600.0,,,,,1012.0,366.0,34.2,
,,,2205.0,,1242.0,,,
,4.3462,36.0,2794.0,,,,,
,,,1254.0,,,,34.21,N
,,,1656.0,310.0,817.0,,34.21,
209200.0,4.185,36.0,,387.0,,392.0,34.22,N
223600.0,4.7,,2396.0,,1064.0,398.0,34.21,
213200.0,,36.0,1493.0,285.0,,,,
195400.0,5.0282,35.0,1275.0,222.0,959.0,226.0,,N
,5.5209,35.0,,,,,,
,4.3261,36.0,,,,,34.21,
,5.1265,,,,762.0,,,N
199800.0,4.6607,,,,,,,N
,2.9389,,,,,725.0,34.21,N
246400.0,,,,490.0,,,,
205100.0,4.4271,35.0,,329.0,,,,N
,3.5333,,,,,248.0,,
197000.0,,34.0,1599.0,294.0,819.0,,,
208700.0,,,3910.0,838.0,2097.0,810.0,,
189800.0,3.7313,13.0,,,,1773.0,,
199800.0,,35.0,,594.0,1757.0,,34.2,
,,33.0,,,2118.0,,,
200300.0,,,,332.0,807.0,,34.21,
,4.1806,,,,,,34.2,
,4.0924,37.0,,434.0,1031.0,414.0,34.2,
,4.5648,36.0,1328.0,287.0,,273.0,34.21,
,2.2304,42.0,1558.0,,,,34.2,
262500.0,4.2344,33.0,2327.0,,,,34.2,N
,3.7049,34.0,2871.0,581.0,,,,N
229200.0,5.3028,35.0,,,1161.0,421.0,34.19,
,4.2865,38.0,2182.0,409.0,,379.0,,N
229100.0,4.1304,,,933.0,,909.0,34.2,N
228300.0,,35.0,2720.0,490.0,,445.0,,
,,26.0,2156.0,509.0,,,,N
195000.0,2.6437,,4315.0,1304.0,2490.0,1222.0,,
207200.0,4.9102,37.0,1795.0,,1082.0,,,
,,,2221.0,,,,,
179800.0,,21.0,,651.0,,,34.2,
170600.0,,,5862.0,,3161.0,,34.19,
211800.0,3.5313,,,420.0,1494.0,415.0,,N
